ay,ax,time,az,vz,vy,vx,comp
-0.014,0.045,2.9060592651367188,1.015,-0.556,0.917,-0.168,-73.06230162317645
-0.017,0.035,2.906740188598633,1.012,-0.346,1.232,-0.133,-72.92448920818381
-0.005,0.041,2.908968210220337,1.01,-0.696,0.882,0.147,-72.92448920818381
-0.011,0.041,2.909348726272583,1.011,-0.276,1.302,0.077,-72.92448920818381
-0.018,0.035,2.9096977710723877,1.015,-0.416,0.987,-0.378,-72.92448920818381
-0.007,0.038,2.910031795501709,1.01,-0.661,0.637,0.462,-72.54492905762302
-0.016,0.034,2.9103598594665527,1.006,-0.241,1.547,-0.028,-72.54492905762302
-0.014,0.042,2.9106853008270264,1.013,-0.556,0.847,0.042,-72.54492905762302
-0.017,0.032,2.9110045433044434,1.013,-0.346,1.127,-0.168,-72.54492905762302
-0.008,0.035,2.9113283157348633,1.011,-0.416,1.057,-0.098,-72.54492905762302
-0.005,0.037,2.911651849746704,1.009,-0.661,0.847,0.707,-72.54492905762302
-0.025,0.033,2.911970615386963,1.011,-0.276,1.057,-0.273,-72.54492905762302
-0.014,0.046,3.513730764389038,1.014,-0.591,1.127,-0.028,-72.54492905762302
-0.011,0.039,3.51607346534729,1.009,-0.311,1.232,-0.028,-73.56255057591267
-0.015,0.034,3.5165228843688965,1.015,-0.591,1.057,-0.063,-73.56255057591267
-0.014,0.037,3.5168495178222656,1.014,-0.451,0.882,0.042,-73.56255057591267
-0.015,0.035,3.517186164855957,1.006,-0.486,1.057,0.112,-73.56255057591267
-0.01,0.036,3.5175039768218994,1.008,-0.521,1.162,0.007,-73.56255057591267
-0.012,0.032,3.5178542137145996,1.012,-0.521,1.057,-0.063,-72.96064962290552
-0.018,0.038,3.5182323455810547,1.011,-0.486,1.057,0.007,-72.96064962290552
-0.01,0.037,3.5185699462890625,1.01,-0.451,1.127,-0.098,-72.96064962290552
-0.008,0.037,3.518925905227661,1.013,-0.696,1.372,0.112,-72.96064962290552
-0.014,0.036,3.519300699234009,1.011,-0.346,0.987,-0.063,-72.96064962290552
-0.015,0.036,3.519681453704834,1.012,-0.451,1.162,-0.308,-72.96064962290552
-0.009,0.034,3.5200631618499756,1.011,-0.451,0.882,0.112,-72.96064962290552
-0.008,0.037,3.520465135574341,1.013,-0.486,1.127,0.287,-72.96064962290552
-0.016,0.035,3.5208377838134766,1.009,-0.556,1.022,0.042,-72.96064962290552
-0.018,0.037,4.120108604431152,1.009,-0.346,0.952,-0.203,-72.96064962290552
-0.01,0.042,4.122581720352173,1.01,-0.451,0.847,-0.168,-73.00420877015063
-0.012,0.037,4.123225212097168,1.009,-0.416,1.232,0.217,-73.00420877015063
-0.012,0.033,4.1236982345581055,1.013,-0.486,1.197,-0.063,-73.00420877015063
-0.009,0.038,4.124137878417969,1.01,-0.626,1.162,0.147,-73.00420877015063
-0.017,0.036,4.124591827392578,1.015,-0.451,0.882,-0.028,-73.00420877015063
-0.012,0.038,4.124954462051392,1.009,-0.206,1.232,-0.273,-73.00420877015063
-0.008,0.062,4.125293254852295,1.01,-0.486,1.162,0.007,-73.00420877015063
-0.011,0.038,4.125667572021484,1.013,-0.451,0.987,0.042,-73.00420877015063
-0.015,0.041,4.1260292530059814,1.011,-0.311,0.847,0.007,-73.00420877015063
-0.012,0.04,4.126331329345703,1.015,-0.451,1.477,0.042,-73.10728211117103
-0.011,0.037,4.129209995269775,1.01,-0.451,0.777,0.042,-73.10728211117103
-0.012,0.036,4.798619270324707,1.011,-0.346,1.302,0.007,-73.10728211117103
-0.025,0.062,4.800931215286255,1.029,-0.381,1.337,-0.238,-73.28508941066146
-0.004,0.039,4.801276922225952,1.005,-0.171,0.217,-0.028,-72.93004637642716
0.009,0.048,4.8015429973602295,1.012,-0.451,1.757,-0.133,-72.93004637642716
-0.026,0.03,4.801786184310913,1.013,-0.731,1.407,0.357,-72.93004637642716
-0.006,0.047,4.802018880844116,1.019,-0.416,1.092,-0.098,-72.93004637642716
-0.01,0.052,4.8022449016571045,1.021,-0.486,0.987,-0.343,-72.93004637642716
-0.012,0.055,4.802511215209961,1.006,-0.381,0.602,0.567,-72.93004637642716
-0.021,0.036,4.802775859832764,1.016,-0.731,0.182,-0.203,-72.93004637642716
-0.005,0.035,4.803018093109131,1.016,-0.731,0.672,0.217,-72.93004637642716
-0.027,0.03,4.803257942199707,1.026,-0.206,1.232,0.252,-72.93004637642716
-0.017,0.055,4.807756662368774,0.995,-0.486,0.987,0.147,-73.07754423072447
0.014,0.037,5.43175745010376,1.004,-0.346,0.392,-0.693,-73.07754423072447
-0.022,0.027,5.434039831161499,1.006,-0.591,1.127,-0.448,-73.34013836248698
-0.005,0.037,5.434380769729614,1.02,-0.836,1.967,-1.008,-73.34013836248698
-0.032,0.031,5.434641361236572,0.993,-0.416,0.777,0.392,-73.34013836248698
0.005,0.033,5.434882164001465,1.001,-0.731,0.042,1.022,-73.34013836248698
-0.015,0.022,5.435115814208984,1.026,-0.836,-0.833,1.652,-73.34013836248698
-0.03,0.052,5.4353461265563965,1.026,-0.836,-0.833,1.652,-73.34013836248698
-0.039,0.031,5.4355809688568115,1.009,0.074,2.737,-0.308,-76.31221894332138
0.025,0.058,5.43581223487854,1.023,-1.046,1.372,0.532,-76.31221894332138
0.025,0.058,5.436036825180054,1.023,-0.346,1.372,0.532,-76.31221894332138
-0.036,0.032,5.436261415481567,1.015,-0.486,0.042,1.687,-76.31221894332138
-0.008,0.038,6.039856672286987,0.993,-0.416,1.337,-0.518,-76.31221894332138
-0.014,0.046,6.040456771850586,0.996,-0.626,0.952,-0.168,-73.230382274869
-0.005,0.068,6.040789604187012,1.04,-0.171,1.442,-0.483,-73.230382274869
-0.01,0.031,6.0410566329956055,1.03,-0.346,0.427,0.182,-73.230382274869
-0.011,0.027,6.0413103103637695,0.985,-0.591,1.792,0.637,-73.230382274869
-0.014,0.048,6.041696310043335,0.989,-0.486,-0.203,0.182,-73.71174027278232
-0.023,0.002,6.042078971862793,1.007,-0.696,1.897,-0.168,-73.71174027278232
-0.018,0.043,6.0424394607543945,1.025,-0.696,1.897,-0.063,-73.71174027278232
-0.004,0.058,6.044701814651489,1.02,-0.031,1.967,-0.658,-73.71174027278232
-0.015,0.015,6.045070648193359,1.001,-0.486,1.547,0.077,-73.71174027278232
-0.016,0.033,6.04533839225769,1.001,-0.486,1.127,0.252,-73.71174027278232
