ay,comp,vz,vx,time,az,ax,vy
-0.012,-73.31230073938939,-0.521,0.042,1.1042430400848389,1.013,0.036,0.777
-0.013,-73.31230073938939,-0.381,-0.063,1.1049613952636719,1.013,0.038,1.057
-0.014,-73.31230073938939,-0.521,-0.133,1.1053493022918701,1.012,0.04,1.092
-0.011,-73.31230073938939,-0.591,0.077,1.1057085990905762,1.014,0.041,0.987
-0.011,-73.31230073938939,-0.451,0.007,1.1060457229614258,1.009,0.029,0.987
-0.012,-73.64587185048067,-0.521,-0.098,1.106349229812622,1.012,0.04,0.847
-0.014,-73.64587185048067,-0.416,0.112,1.1067678928375244,1.013,0.034,1.057
-0.012,-73.64587185048067,-0.556,-0.168,1.1071171760559082,1.015,0.041,1.127
-0.01,-73.64587185048067,-0.381,-0.063,1.1074416637420654,1.011,0.034,0.882
-0.011,-73.64587185048067,-0.311,0.007,1.1077587604522705,1.017,0.039,1.057
-0.009,-73.64587185048067,-0.556,0.007,1.1080949306488037,1.011,0.037,1.092
-0.013,-73.64587185048067,-0.416,-0.098,1.1115877628326416,1.011,0.039,0.882
-0.012,-73.64587185048067,-0.556,0.042,1.1193041801452637,1.012,0.035,1.302
-0.013,-73.64587185048067,-0.486,0.007,1.7956206798553467,1.012,0.036,0.812
-0.014,-74.04078590054294,-0.591,0.217,1.7963085174560547,1.012,0.038,0.777
-0.015,-74.04078590054294,-0.311,-0.133,1.798311471939087,1.013,0.042,1.092
-0.013,-74.04078590054294,-0.416,-0.168,1.7987048625946045,1.005,0.026,1.267
-0.012,-73.15743430297873,-0.276,-0.098,1.7990686893463135,1.013,0.04,1.232
-0.013,-73.15743430297873,-0.626,0.287,1.799422264099121,1.01,0.036,0.917
-0.011,-73.15743430297873,-0.486,-0.063,1.7997064590454102,1.016,0.04,0.707
-0.011,-73.15743430297873,-0.486,-0.063,1.79996657371521,1.011,0.035,1.057
-0.012,-73.15743430297873,-0.416,0.077,1.8002252578735352,1.011,0.042,1.127
-0.012,-73.15743430297873,-0.556,-0.098,1.8005478382110596,1.017,0.045,0.812
-0.007,-73.15743430297873,-0.486,-0.028,1.8008692264556885,1.014,0.036,0.952
-0.011,-73.15743430297873,-0.521,0.357,1.8011693954467773,1.006,0.032,1.162
-0.017,-73.15743430297873,-0.486,0.112,2.4461276531219482,1.013,0.041,0.917
-0.011,-73.27562688756396,-0.521,0.077,2.446831464767456,1.013,0.039,0.952
-0.01,-73.27562688756396,-0.311,-0.133,2.4488909244537354,1.012,0.038,1.127
-0.012,-73.27562688756396,-0.591,0.147,2.4491934776306152,1.011,0.038,0.987
-0.011,-73.27562688756396,-0.381,0.042,2.4494714736938477,1.01,0.036,0.882
-0.01,-73.27562688756396,-0.416,0.042,2.4497411251068115,1.011,0.037,1.022
-0.013,-73.27562688756396,-0.626,0.252,2.450010299682617,1.011,0.039,0.987
-0.013,-73.27562688756396,-0.451,0.007,2.4502758979797363,1.012,0.036,1.267
-0.013,-73.27150332836098,-0.486,-0.098,2.4505984783172607,1.013,0.037,0.847
-0.013,-73.27150332836098,-0.521,-0.028,2.450899600982666,1.011,0.038,1.022
-0.014,-73.27150332836098,-0.521,-0.063,2.4511899948120117,1.012,0.04,1.022
-0.012,-73.27150332836098,-0.591,0.147,2.451463222503662,1.009,0.032,0.672
-0.013,-73.27150332836098,-0.381,-0.063,3.0923688411712646,1.012,0.033,1.092
-0.013,-73.39470204763322,-0.556,-0.098,3.093036651611328,1.011,0.037,1.127
-0.009,-73.39470204763322,-0.416,0.077,3.0934371948242188,1.01,0.036,0.987
-0.012,-73.39470204763322,-0.556,-0.133,3.09566068649292,1.012,0.038,1.267
-0.014,-73.39470204763322,-0.416,0.042,3.0960583686828613,1.012,0.039,0.882
-0.014,-73.39470204763322,-0.451,-0.098,3.0963375568389893,1.01,0.033,1.232
-0.012,-73.39470204763322,-0.521,-0.098,3.0965871810913086,1.012,0.04,1.162
-0.012,-73.39470204763322,-0.451,0.077,3.0968241691589355,1.009,0.036,0.952
-0.013,-73.39470204763322,-0.521,0.042,3.097057580947876,1.011,0.038,0.742
-0.013,-73.39470204763322,-0.276,-0.098,3.097288131713867,1.014,0.041,1.197
-0.009,-73.39470204763322,-0.556,-0.028,3.0975162982940674,1.01,0.034,1.092
-0.014,-73.71135259800347,-0.591,-0.028,3.0979769229888916,1.012,0.037,0.987
-0.014,-73.71135259800347,-0.416,0.147,3.705400228500366,1.011,0.038,1.022
-0.015,-73.70210387091346,-0.311,-0.098,3.7077784538269043,1.011,0.035,0.847
-0.012,-73.70210387091346,-0.451,-0.063,3.7082884311676025,1.011,0.033,1.197
-0.012,-73.70210387091346,-0.521,-0.028,3.708634614944458,1.007,0.034,1.057
-0.01,-73.70210387091346,-0.451,-0.063,3.7089574337005615,1.014,0.04,1.057
-0.014,-73.70210387091346,-0.556,0.112,3.709275960922241,1.013,0.038,1.022
-0.014,-73.70210387091346,-0.521,-0.063,3.7095847129821777,1.008,0.03,0.917
-0.009,-73.70210387091346,-0.591,0.077,3.709882974624634,1.011,0.037,1.057
-0.012,-73.70210387091346,-0.416,0.042,3.710177421569824,1.011,0.037,0.777
-0.015,-74.13776594427243,-0.451,0.042,3.7104976177215576,1.012,0.039,0.952
-0.011,-74.13776594427243,-0.521,-0.063,3.710834503173828,1.012,0.038,1.022
-0.011,-74.13776594427243,-0.346,-0.133,3.7111170291900635,1.011,0.034,1.057
-0.014,-74.13776594427243,-0.661,0.112,4.370195627212524,1.012,0.037,1.162
-0.014,-73.77945306502438,-0.591,0.042,4.3708837032318115,1.013,0.037,1.127
-0.012,-73.77945306502438,-0.486,0.042,4.371262073516846,1.011,0.039,0.777
-0.014,-73.77945306502438,-0.521,0.007,4.373196840286255,1.009,0.034,0.987
-0.01,-73.77945306502438,-0.416,-0.133,4.373523950576782,1.008,0.034,1.057
-0.012,-73.77945306502438,-0.486,0.077,4.373822212219238,1.012,0.039,1.092
-0.009,-73.77945306502438,-0.381,-0.098,4.374171495437622,1.015,0.04,1.022
-0.013,-73.77945306502438,-0.451,-0.098,4.374520540237427,1.011,0.039,1.267
-0.011,-73.77945306502438,-0.556,0.007,4.3748555183410645,1.012,0.037,0.882
-0.011,-73.77945306502438,-0.451,-0.028,4.3751540184021,1.012,0.034,1.022
-0.014,-73.29303162065692,-0.521,0.007,4.375473260879517,1.015,0.04,1.092
-0.012,-73.29303162065692,-0.521,-0.063,4.378063201904297,1.012,0.036,0.917
-0.012,-73.29303162065692,-0.381,-0.063,5.039374589920044,1.013,0.042,1.127
-0.01,-72.98425089429188,-0.556,0.042,5.041598796844482,1.013,0.039,1.092
-0.012,-72.97230474854679,-0.416,0.007,5.042088508605957,1.011,0.034,0.917
-0.015,-72.97230474854679,-0.486,0.042,5.042464017868042,1.012,0.036,1.127
-0.016,-72.97230474854679,-0.556,-0.028,5.042793273925781,1.013,0.038,0.952
-0.01,-72.97230474854679,-0.451,0.007,5.043107271194458,1.01,0.035,0.987
-0.013,-72.97230474854679,-0.486,0.007,5.043421983718872,1.01,0.036,0.917
-0.013,-72.97230474854679,-0.346,0.042,5.043735980987549,1.01,0.035,0.987
-0.013,-72.97230474854679,-0.486,-0.098,5.044057846069336,1.011,0.036,1.197
-0.012,-72.97230474854679,-0.381,-0.098,5.044393301010132,1.012,0.037,1.092
-0.012,-72.97230474854679,-0.346,0.042,5.044691801071167,1.009,0.034,0.917
-0.014,-72.97230474854679,-0.556,-0.028,5.652807950973511,1.012,0.035,1.162
-0.013,-73.58190031257676,-0.521,0.077,5.655174255371094,1.009,0.035,0.882
-0.012,-73.58190031257676,-0.416,0.007,5.655602216720581,1.013,0.038,0.952
-0.015,-73.58190031257676,-0.486,-0.063,5.655994892120361,1.015,0.04,1.162
-0.011,-73.58190031257676,-0.311,-0.098,5.656389474868774,1.016,0.043,0.987
-0.012,-73.58190031257676,-0.521,0.147,5.656767129898071,1.007,0.028,0.987
-0.015,-73.58190031257676,-0.486,-0.063,5.657136917114258,1.013,0.039,0.987
-0.014,-73.58190031257676,-0.521,-0.028,5.657542943954468,1.007,0.048,0.952
-0.01,-73.58190031257676,-0.556,0.042,5.657942771911621,1.011,0.03,1.022
-0.011,-73.58190031257676,-0.381,-0.028,5.658338308334351,1.012,0.037,1.127
-0.012,-72.86715102872125,-0.591,-0.028,5.658733129501343,1.01,0.04,1.092
-0.013,-72.86715102872125,-0.416,-0.098,5.659117937088013,1.012,0.033,0.917
-0.011,-72.86715102872125,-0.451,-0.133,6.288896560668945,1.018,0.04,1.127
-0.009,-72.86744113411758,-0.416,0.042,6.289508104324341,1.01,0.034,1.022
-0.01,-72.86744113411758,-0.381,-0.028,6.289823532104492,1.018,0.042,1.057
-0.011,-72.86744113411758,-0.451,-0.098,6.290102481842041,1.013,0.039,0.882
-0.013,-72.86744113411758,-0.486,-0.028,6.29036545753479,1.013,0.037,1.267
-0.011,-72.93580713159464,-0.486,0.077,6.290634393692017,1.011,0.038,0.742
-0.014,-72.93580713159464,-0.381,-0.098,6.290942668914795,1.008,0.032,1.302
-0.012,-72.93580713159464,-0.486,0.007,6.291318416595459,1.008,0.036,0.777
-0.013,-72.93580713159464,-0.521,-0.133,6.293524503707886,1.011,0.036,0.987
-0.009,-72.93580713159464,-0.416,0.042,6.293976306915283,1.01,0.038,0.917
-0.012,-72.93580713159464,-0.591,0.182,6.294357776641846,1.01,0.036,1.057
-0.014,-72.93580713159464,-0.451,-0.133,6.294764518737793,1.013,0.039,0.952
-0.011,-72.93580713159464,-0.521,0.007,6.298443555831909,1.006,0.032,1.057
-0.013,-72.93580713159464,-0.451,-0.028,6.942085266113281,1.012,0.039,0.987
-0.012,-74.02965070043139,-0.486,0.007,6.942736387252808,1.01,0.035,0.952
-0.011,-74.02965070043139,-0.381,0.042,6.944770812988281,1.015,0.039,0.847
-0.012,-74.02965070043139,-0.416,-0.063,6.945078372955322,1.01,0.036,1.127
-0.01,-74.02965070043139,-0.416,-0.098,6.945354223251343,1.009,0.032,0.987
-0.012,-74.02965070043139,-0.486,-0.238,6.945620536804199,1.011,0.037,1.302
-0.012,-74.02965070043139,-0.521,0.007,6.945875406265259,1.011,0.037,1.162
-0.013,-74.02965070043139,-0.346,-0.063,6.946124315261841,1.012,0.039,1.232
-0.009,-73.82470447558083,-0.451,0.042,6.94637393951416,1.014,0.036,0.812
-0.011,-73.82470447558083,-0.381,-0.098,6.946638345718384,1.01,0.037,1.232
-0.014,-73.82470447558083,-0.486,-0.098,6.946897745132446,1.007,0.031,1.127
-0.01,-73.82470447558083,-0.381,0.007,6.9479820728302,1.011,0.033,0.847
-0.011,-73.82470447558083,-0.311,-0.133,7.566021680831909,1.016,0.044,1.092
-0.013,-73.06910555667702,-0.381,-0.098,7.568372964859009,1.009,0.036,1.022
-0.012,-73.06910555667702,-0.346,0.112,7.56874418258667,1.009,0.037,0.917
-0.015,-73.06910555667702,-0.486,-0.133,7.569034099578857,1.01,0.041,1.197
-0.01,-73.63554338539444,-0.311,-0.133,7.569311141967773,1.011,0.034,1.127
-0.008,-73.63554338539444,-0.486,0.112,7.569582223892212,1.011,0.035,1.162
-0.01,-73.63554338539444,-0.486,0.112,7.569848537445068,1.009,0.032,0.812
-0.011,-73.63554338539444,-0.381,0.042,7.570109844207764,1.01,0.038,1.162
-0.012,-73.63554338539444,-0.381,-0.098,7.570368528366089,1.015,0.041,1.092
-0.011,-73.63554338539444,-0.381,0.007,7.5706517696380615,1.011,0.035,0.882
-0.01,-73.63554338539444,-0.556,-0.063,7.5709147453308105,1.015,0.042,1.127
-0.011,-73.63554338539444,-0.521,-0.028,8.14797329902649,1.009,0.031,0.882
-0.012,-73.50567265423336,-0.416,-0.063,8.148701667785645,1.013,0.039,1.057
-0.015,-73.50567265423336,-0.521,0.112,8.15076732635498,1.01,0.032,1.092
-0.013,-73.50567265423336,-0.521,0.077,8.151158809661865,1.012,0.037,0.952
-0.014,-73.03917792267154,-0.451,-0.098,8.151456594467163,1.011,0.039,0.987
-0.009,-73.03917792267154,-0.451,-0.063,8.151737451553345,1.009,0.034,1.302
-0.015,-73.03917792267154,-0.346,0.007,8.152003288269043,1.012,0.038,1.022
-0.013,-73.03917792267154,-0.486,-0.098,8.152265787124634,1.015,0.038,1.267
-0.01,-73.03917792267154,-0.521,0.042,8.152525663375854,1.015,0.04,0.812
-0.013,-73.03917792267154,-0.346,-0.168,8.152785778045654,1.01,0.033,0.952
-0.011,-73.03917792267154,-0.521,-0.028,8.153045177459717,1.012,0.034,1.197
-0.012,-73.03917792267154,-0.451,0.077,8.722371578216553,1.014,0.039,0.882
-0.013,-73.65595416133743,-0.521,-0.028,8.723024368286133,1.015,0.038,1.022
-0.011,-73.65595416133743,-0.416,0.042,8.724962711334229,1.009,0.035,1.127
-0.01,-73.65595416133743,-0.451,-0.098,8.725279092788696,1.013,0.046,0.917
-0.012,-73.65595416133743,-0.486,0.042,8.725571393966675,1.012,0.044,0.987
-0.014,-73.65595416133743,-0.556,0.112,8.725934267044067,1.013,0.04,1.092
-0.011,-73.85870770622215,-0.381,0.007,8.726220607757568,1.013,0.038,0.952
-0.01,-73.85870770622215,-0.346,-0.028,8.726514101028442,1.01,0.034,0.847
-0.011,-73.85870770622215,-0.521,-0.063,8.726787567138672,1.011,0.035,1.232
-0.013,-73.85870770622215,-0.416,0.042,8.72705602645874,1.012,0.037,0.847
-0.012,-73.85870770622215,-0.381,0.042,8.72732949256897,1.012,0.036,1.092
-0.013,-73.85870770622215,-0.556,0.147,8.728267431259155,1.01,0.036,0.777
-0.013,-73.85870770622215,-0.346,0.042,9.323148727416992,1.011,0.038,1.022
-0.011,-73.772347396424,-0.556,-0.168,9.325440406799316,1.01,0.035,0.987
-0.011,-73.772347396424,-0.451,0.112,9.325817108154297,1.008,0.037,1.022
-0.016,-73.772347396424,-0.486,0.077,9.326138734817505,1.012,0.04,0.812
-0.01,-73.772347396424,-0.521,0.077,9.326481580734253,1.009,0.033,0.952
-0.01,-72.72451896369391,-0.381,0.077,9.326822757720947,1.011,0.038,1.197
-0.014,-72.72451896369391,-0.556,0.112,9.327152013778687,1.011,0.039,0.882
-0.014,-72.72451896369391,-0.346,0.042,9.327452182769775,1.012,0.038,1.092
-0.011,-72.72451896369391,-0.521,0.042,9.327747344970703,1.011,0.04,1.162
-0.008,-72.72451896369391,-0.451,0.147,9.32804560661316,1.01,0.033,1.127
-0.017,-72.72451896369391,-0.346,-0.098,9.328348636627197,1.01,0.031,0.987
-0.012,-72.72451896369391,-0.626,-0.133,9.328754186630249,1.009,0.035,1.092
-0.011,-72.72451896369391,-0.486,0.042,9.907906293869019,1.01,0.037,0.952
-0.016,-73.31036592685439,-0.451,0.112,9.91017198562622,1.011,0.037,1.057
-0.014,-73.31036592685439,-0.486,0.077,9.910678386688232,1.012,0.037,0.917
-0.015,-73.31036592685439,-0.381,-0.063,9.911050796508789,1.014,0.041,1.197
-0.009,-73.31036592685439,-0.451,-0.028,9.911393642425537,1.008,0.031,1.022
-0.016,-73.41635286430576,-0.416,-0.098,9.911723375320435,1.013,0.037,0.952
-0.01,-73.41635286430576,-0.486,-0.063,9.91205096244812,1.012,0.035,1.127
-0.013,-73.41635286430576,-0.521,0.007,9.912370920181274,1.012,0.037,0.882
-0.011,-73.41635286430576,-0.381,0.077,9.912692070007324,1.012,0.037,1.162
-0.014,-73.41635286430576,-0.626,0.042,9.913013696670532,1.014,0.036,0.812
-0.014,-73.41635286430576,-0.381,-0.028,9.913332462310791,1.009,0.036,0.917
-0.013,-73.41635286430576,-0.381,-0.168,10.540485620498657,1.011,0.039,1.407
-0.013,-73.06493222333073,-0.451,0.007,10.541117668151855,1.011,0.04,1.162
-0.013,-73.06493222333073,-0.451,-0.028,10.543232440948486,1.01,0.038,0.917
-0.012,-73.06493222333073,-0.556,0.007,10.543571710586548,1.01,0.035,1.057
-0.009,-73.06493222333073,-0.416,0.077,10.543879985809326,1.012,0.033,0.812
-0.015,-73.06493222333073,-0.416,0.077,10.544179677963257,1.012,0.039,1.197
-0.013,-73.06493222333073,-0.486,0.077,10.544476509094238,1.01,0.037,0.882
-0.012,-73.06493222333073,-0.416,0.042,10.544764518737793,1.014,0.04,0.987
-0.013,-73.06493222333073,-0.451,0.007,10.54504942893982,1.011,0.034,1.057
-0.014,-73.06493222333073,-0.556,0.042,10.545338869094849,1.01,0.033,0.987
-0.01,-73.85412398588149,-0.381,-0.063,10.545663118362427,1.014,0.041,1.057
-0.01,-73.85412398588149,-0.556,0.042,10.549924612045288,1.011,0.035,0.952
-0.015,-73.85412398588149,-0.416,-0.028,11.184054851531982,1.012,0.035,0.917
-0.011,-73.203101477704,-0.311,0.007,11.184688329696655,1.012,0.039,0.987
-0.013,-73.203101477704,-0.661,0.147,11.186866521835327,1.01,0.035,1.092
-0.011,-73.203101477704,-0.416,0.112,11.187271118164062,1.01,0.035,0.637
-0.01,-73.203101477704,-0.451,-0.098,11.187610626220703,1.014,0.041,1.232
-0.015,-72.71417009567527,-0.556,0.077,11.18794870376587,1.01,0.036,0.672
-0.011,-72.71417009567527,-0.311,-0.063,11.188340425491333,1.01,0.031,1.197
-0.012,-72.71417009567527,-0.451,-0.028,11.188682794570923,1.014,0.04,1.162
-0.009,-72.71417009567527,-0.241,0.007,11.18901014328003,1.014,0.039,1.092
-0.01,-72.71417009567527,-0.451,0.147,11.189332962036133,1.01,0.037,1.057
-0.011,-72.71417009567527,-0.416,-0.028,11.189664840698242,1.015,0.044,1.302
-0.013,-72.71417009567527,-0.556,0.077,11.189984560012817,1.013,0.036,0.672
-0.011,-72.71417009567527,-0.521,0.077,11.80001187324524,1.012,0.034,1.022
-0.014,-73.22449180418529,-0.416,0.182,11.802503108978271,1.01,0.037,1.092
-0.012,-73.21980235356482,-0.556,0.077,11.802906513214111,1.017,0.044,0.882
-0.011,-73.21980235356482,-0.521,-0.063,11.80321741104126,1.007,0.031,1.127
-0.015,-73.21980235356482,-0.416,0.077,11.803512573242188,1.008,0.034,0.847
-0.013,-73.21980235356482,-0.556,0.147,11.803781747817993,1.01,0.032,1.197
-0.009,-73.21980235356482,-0.381,-0.028,11.804044961929321,1.018,0.042,0.637
-0.012,-73.21980235356482,-0.521,-0.028,11.80430817604065,1.011,0.035,1.162
-0.015,-73.21980235356482,-0.591,0.007,11.80456829071045,1.009,0.037,1.057
-0.01,-73.21980235356482,-0.451,-0.238,11.8048255443573,1.01,0.036,1.022
-0.009,-73.21980235356482,-0.451,0.007,11.805080890655518,1.016,0.041,1.022
-0.013,-73.67860939932476,-0.451,0.112,11.808756589889526,1.013,0.036,1.057
-0.013,-73.67860939932476,-0.626,-0.028,12.526391506195068,1.008,0.034,0.777
-0.012,-73.80138010742137,-0.451,0.077,12.527184247970581,1.013,0.037,0.987
-0.016,-73.80138010742137,-0.381,-0.028,12.529258489608765,1.011,0.038,1.162
-0.011,-73.80138010742137,-0.591,-0.203,12.529576539993286,1.011,0.037,0.882
-0.008,-73.80138010742137,-0.381,0.077,12.529836654663086,1.012,0.035,1.022
-0.017,-73.80138010742137,-0.311,0.112,12.530078411102295,1.014,0.04,1.057
-0.015,-73.80138010742137,-0.661,-0.098,12.530311346054077,1.011,0.034,1.092
-0.007,-73.80138010742137,-0.346,-0.203,12.530553817749023,1.014,0.038,0.952
-0.009,-73.75666542061046,-0.556,-0.063,12.530787944793701,1.014,0.037,1.267
-0.017,-73.75666542061046,-0.521,0.112,12.531017303466797,1.008,0.035,0.917
-0.012,-73.75666542061046,-0.451,-0.028,12.531255960464478,1.015,0.041,1.022
-0.011,-73.75666542061046,-0.556,0.042,12.531506061553955,1.012,0.037,0.917
-0.013,-73.75666542061046,-0.381,0.112,13.162101984024048,1.008,0.032,1.057
-0.013,-73.74784301682834,-0.451,-0.168,13.16433072090149,1.009,0.032,0.952
-0.01,-73.74784301682834,-0.486,-0.063,13.164665460586548,1.012,0.041,1.057
-0.015,-73.18807220399738,-0.381,0.147,13.164925336837769,1.012,0.036,1.057
-0.014,-73.18807220399738,-0.591,-0.028,13.165170192718506,1.013,0.038,1.057
-0.009,-73.18807220399738,-0.346,-0.028,13.165445804595947,1.015,0.036,0.987
-0.014,-73.18807220399738,-0.381,0.042,13.165714979171753,1.008,0.033,1.232
-0.015,-73.18807220399738,-0.486,-0.063,13.165983438491821,1.012,0.035,0.952
-0.01,-73.18807220399738,-0.416,-0.203,13.166260004043579,1.012,0.039,1.092
-0.009,-73.18807220399738,-0.591,0.007,13.166542053222656,1.01,0.036,0.952
-0.012,-73.18807220399738,-0.451,0.077,13.16681456565857,1.016,0.045,1.092
-0.013,-73.18807220399738,-0.521,-0.063,13.169314622879028,1.007,0.031,1.092
-0.011,-73.16457373438232,-0.416,-0.063,13.776789903640747,1.011,0.034,1.022
-0.013,-72.7839264122093,-0.346,0.042,13.779128313064575,1.011,0.039,1.092
-0.01,-72.7839264122093,-0.556,-0.028,13.779505014419556,1.01,0.033,0.847
-0.011,-72.7839264122093,-0.486,0.147,13.7798011302948,1.013,0.039,1.022
-0.015,-72.7839264122093,-0.416,0.042,13.780075311660767,1.011,0.036,1.127
-0.013,-72.7839264122093,-0.486,-0.133,13.78034234046936,1.011,0.032,0.917
-0.013,-72.7839264122093,-0.451,0.147,13.780607461929321,1.012,0.04,0.882
-0.013,-72.7839264122093,-0.521,0.077,13.780869483947754,1.013,0.036,1.057
-0.013,-72.7839264122093,-0.556,-0.028,13.781128644943237,1.012,0.037,0.987
-0.011,-73.01025099045104,-0.451,-0.063,13.781383752822876,1.013,0.037,0.987
-0.011,-73.01025099045104,-0.591,0.077,13.78164005279541,1.01,0.037,1.162
-0.011,-73.01025099045104,-0.311,-0.028,14.405813217163086,1.013,0.038,0.882
-0.013,-73.2271855009219,-0.416,0.077,14.408204555511475,1.013,0.038,0.917
-0.012,-73.2271855009219,-0.451,-0.098,14.40854024887085,1.013,0.038,1.162
-0.014,-73.2271855009219,-0.381,0.077,14.40879487991333,1.017,0.042,0.987
-0.012,-73.2271855009219,-0.486,0.077,14.409035682678223,1.01,0.034,0.882
-0.012,-73.2271855009219,-0.416,-0.168,14.4092698097229,1.011,0.037,1.372
-0.01,-72.38957934288106,-0.381,-0.063,14.409497499465942,1.012,0.039,0.917
-0.012,-72.38957934288106,-0.451,0.077,14.409727334976196,1.012,0.036,0.847
-0.015,-72.38957934288106,-0.416,-0.168,14.40995192527771,1.013,0.039,1.337
-0.014,-72.38957934288106,-0.416,-0.028,14.410179376602173,1.011,0.037,0.952
-0.011,-72.38957934288106,-0.661,0.007,14.410403490066528,1.008,0.032,0.917
-0.014,-72.38957934288106,-0.521,0.042,14.410745620727539,1.012,0.034,0.952
-0.01,-72.38957934288106,-0.521,0.007,15.042365074157715,1.013,0.039,1.127
-0.012,-72.9810629813628,-0.521,-0.133,15.044658660888672,1.013,0.04,1.162
-0.013,-72.9810629813628,-0.451,0.112,15.045013666152954,1.014,0.038,0.847
-0.011,-72.9810629813628,-0.556,-0.028,15.045304298400879,1.01,0.034,1.092
-0.014,-72.9810629813628,-0.451,-0.028,15.045581102371216,1.013,0.036,0.847
-0.012,-72.9810629813628,-0.416,0.112,15.045848608016968,1.01,0.037,1.197
-0.011,-72.9810629813628,-0.521,-0.098,15.04611349105835,1.011,0.035,0.917
-0.013,-72.9810629813628,-0.416,0.007,15.046387434005737,1.014,0.042,0.847
-0.013,-72.9810629813628,-0.416,0.042,15.046671390533447,1.012,0.038,1.162
-0.011,-72.9810629813628,-0.486,0.007,15.046932458877563,1.009,0.031,0.777
-0.011,-73.06996025842969,-0.346,0.007,15.047189474105835,1.014,0.041,1.267
-0.014,-72.79915936989937,-0.451,0.077,15.04841947555542,1.014,0.04,0.952
-0.013,-72.79915936989937,-0.521,-0.063,15.656171560287476,1.009,0.031,0.777
-0.013,-73.0733310476951,-0.451,-0.028,15.658582210540771,1.012,0.037,1.057
-0.012,-73.0733310476951,-0.451,-0.098,15.659110307693481,1.014,0.037,0.987
-0.009,-73.0733310476951,-0.486,-0.063,15.65947675704956,1.011,0.037,1.232
-0.015,-73.0733310476951,-0.661,0.077,15.65981912612915,1.008,0.035,1.127
-0.015,-73.0733310476951,-0.486,0.042,15.660152435302734,1.013,0.038,0.917
-0.01,-73.0733310476951,-0.381,-0.063,15.660482168197632,1.014,0.038,1.197
-0.013,-73.66800632966581,-0.486,-0.028,15.66080617904663,1.014,0.04,1.197
-0.011,-73.66800632966581,-0.381,0.042,15.661147117614746,1.014,0.038,1.092
-0.011,-73.66800632966581,-0.556,-0.028,15.661473035812378,1.01,0.033,1.057
-0.015,-73.66800632966581,-0.381,0.007,15.66180157661438,1.012,0.038,0.847
-0.016,-73.66800632966581,-0.556,-0.063,16.260916471481323,1.013,0.039,1.267
-0.013,-73.6206790918387,-0.416,-0.168,16.263588905334473,1.013,0.037,1.197
-0.012,-73.6206790918387,-0.521,0.042,16.264073371887207,1.013,0.037,1.022
-0.011,-73.6206790918387,-0.381,0.007,16.264452695846558,1.012,0.035,0.917
-0.014,-73.6206790918387,-0.451,-0.063,16.264808177947998,1.012,0.039,1.232
-0.013,-73.6206790918387,-0.556,0.077,16.265156030654907,1.011,0.035,0.952
-0.013,-72.9696701155293,-0.381,-0.133,16.265498399734497,1.013,0.036,1.162
-0.011,-72.9696701155293,-0.451,0.042,16.265846729278564,1.015,0.039,0.987
-0.01,-72.9696701155293,-0.381,-0.028,16.26619791984558,1.008,0.034,1.197
-0.013,-72.9696701155293,-0.451,-0.098,16.266557216644287,1.013,0.038,1.022
-0.011,-72.9696701155293,-0.451,0.007,16.26690101623535,1.014,0.038,1.057
-0.011,-72.9696701155293,-0.486,-0.028,16.268535614013672,1.009,0.033,0.952
-0.013,-72.9696701155293,-0.556,-0.098,16.847044706344604,1.012,0.037,1.057
-0.013,-73.21084331439386,-0.486,0.182,16.84941554069519,1.013,0.039,0.882
-0.014,-73.21084331439386,-0.451,-0.168,16.849992513656616,1.013,0.043,1.022
-0.012,-73.21084331439386,-0.626,-0.028,16.850374460220337,1.012,0.036,1.092
-0.012,-73.21084331439386,-0.346,0.147,16.850736379623413,1.012,0.037,0.952
-0.014,-73.21084331439386,-0.486,0.077,16.85107111930847,1.012,0.041,1.092
-0.01,-73.75114532497786,-0.521,-0.028,16.851401567459106,1.011,0.039,0.917
-0.012,-73.75114532497786,-0.451,0.147,16.85173487663269,1.012,0.035,1.127
-0.017,-73.75114532497786,-0.521,0.077,16.852059841156006,1.007,0.038,0.987
-0.012,-73.75114532497786,-0.346,-0.028,16.852392196655273,1.013,0.036,1.092
-0.01,-73.75114532497786,-0.556,0.042,16.852717399597168,1.01,0.041,0.987
-0.015,-73.75114532497786,-0.451,0.007,17.41715979576111,1.013,0.033,0.952
-0.014,-73.22561001271836,-0.451,0.077,17.419621467590332,1.01,0.034,1.057
-0.012,-73.22561001271836,-0.451,0.007,17.4200336933136,1.012,0.036,0.847
-0.01,-73.22561001271836,-0.486,-0.098,17.420371532440186,1.013,0.039,1.302
-0.012,-73.22561001271836,-0.346,-0.063,17.42068362236023,1.011,0.035,1.127
-0.014,-73.22561001271836,-0.521,0.112,17.420987367630005,1.012,0.035,1.022
-0.015,-73.22561001271836,-0.556,-0.028,17.42128896713257,1.015,0.045,0.777
-0.013,-72.95071164716994,-0.416,-0.028,17.421595096588135,1.007,0.035,0.917
-0.012,-72.95071164716994,-0.451,-0.028,17.421900272369385,1.012,0.037,0.987
-0.012,-72.95071164716994,-0.381,0.147,17.422200918197632,1.01,0.035,0.882
-0.015,-72.95071164716994,-0.556,-0.028,17.42251944541931,1.011,0.037,1.092
-0.01,-72.95071164716994,-0.521,0.042,18.011980772018433,1.011,0.037,0.567
-0.015,-72.82759882816367,-0.556,0.077,18.01433038711548,1.01,0.033,1.127
