vy,time,ay,vx,az,ax,vz,comp
-3.902,53.41470646858215,-0.159,-5.333,1.067,0.16,-3.307,-69.61068750830653
-2.992,53.41582798957825,-0.095,-5.543,0.995,0.141,-2.852,-69.61068750830653
0.333,54.02512168884277,-0.229,-4.073,0.953,0.131,-1.942,-69.61068750830653
-1.347,54.02778935432434,-0.134,-0.573,0.994,0.179,-9.607,-69.92686103319213
0.648,54.028193950653076,-0.131,0.267,0.958,0.148,-9.117,-69.92686103319213
-1.592,54.028465270996094,-0.133,-1.238,1.018,0.17,-7.682,-69.92686103319213
-1.697,54.028719663619995,-0.093,-0.363,0.945,0.176,-7.682,-69.92686103319213
-1.277,54.02896499633789,-0.11,1.282,1.072,0.16,-6.632,-69.92686103319213
-0.892,54.02920603752136,-0.132,2.717,0.961,0.149,-6.352,-69.92686103319213
-0.647,54.02944374084473,-0.053,1.737,0.979,0.168,-6.597,-68.04953306605509
-0.507,54.029680490493774,-0.059,-3.548,0.909,0.165,-6.282,-68.04953306605509
-0.437,54.02991700172424,-0.088,-3.478,1.035,0.152,-6.317,-68.04953306605509
0.858,54.03015089035034,-0.126,-1.763,0.992,0.188,-5.967,-68.04953306605509
2.678,54.66487193107605,-0.054,1.632,0.962,0.167,-5.582,-68.04953306605509
15.243,54.66551756858826,-0.065,20.707,1.009,0.16,-4.567,-65.64426488839136
15.173,54.667553424835205,-0.027,21.652,0.97,0.144,-3.937,-65.7165704866963
14.928,54.66792821884155,-0.052,22.527,0.988,0.144,-3.482,-65.7165704866963
13.878,54.66826581954956,-0.117,23.682,0.947,0.189,-2.502,-65.7165704866963
16.853,54.66858506202698,-0.04,19.307,1.009,0.118,-1.067,-65.7165704866963
19.583,54.66889715194702,0.012,19.272,1.072,0.099,-0.717,-65.7165704866963
24.308,54.669206380844116,-0.018,16.542,1.05,0.124,-0.612,-65.7165704866963
34.423,54.669514179229736,0.062,16.682,1.029,0.073,-4.357,-65.7165704866963
35.963,54.66981911659241,0.012,19.517,1.201,0.026,-4.497,-65.7165704866963
34.178,54.670159339904785,-0.085,22.737,0.941,0.123,-4.952,-65.7165704866963
39.113,55.29287362098694,-0.018,26.762,1.024,0.053,-7.227,-65.25164396735443
2.713,55.29527306556702,0.102,3.802,0.971,0.121,6.773,-65.8399896897437
5.268,55.29577279090881,0.078,0.897,1.054,0.093,7.368,-65.8399896897437
3.133,55.29613733291626,0.1,3.207,1.039,0.109,6.878,-65.8399896897437
0.823,55.296480894088745,0.106,4.957,1.003,0.115,5.758,-65.8399896897437
3.133,55.296812295913696,0.097,2.612,1.097,0.061,4.918,-65.8399896897437
3.693,55.29714250564575,0.072,1.632,0.963,0.032,4.288,-65.8399896897437
2.573,55.29747939109802,0.054,-0.223,0.938,0.064,3.378,-65.8399896897437
1.068,55.29780316352844,0.065,-0.433,1.006,0.014,2.468,-66.08542163542177
-1.837,55.29812169075012,0.072,-1.133,0.962,0.015,1.698,-66.08542163542177
-3.237,55.29843544960022,0.128,0.757,1.036,0.033,1.313,-66.08542163542177
-2.677,55.88730478286743,0.06,3.452,1.02,0.041,1.488,-66.08542163542177
-7.262,55.88960599899292,0.162,4.572,1.009,0.125,1.208,-66.90103004501795
-7.857,55.890007972717285,0.173,5.097,1.04,0.102,0.998,-66.90103004501795
-8.067,55.89032697677612,0.158,5.692,0.976,0.108,0.403,-66.90103004501795
-4.007,55.890761375427246,0.117,1.387,0.882,0.036,0.438,-66.90103004501795
-8.242,55.891164779663086,0.117,3.312,1.017,0.036,0.648,-66.90103004501795
-8.067,55.89154052734375,0.19,5.727,1.019,0.078,0.368,-66.90103004501795
-4.217,55.89191389083862,0.146,4.922,1.066,0.129,0.298,-66.31507865629902
-1.487,55.89232134819031,0.183,0.932,0.89,0.097,0.753,-66.31507865629902
-6.072,55.89271068572998,0.172,1.947,0.944,0.066,2.083,-66.31507865629902
-4.602,55.893086194992065,0.15,3.557,1.0,0.074,2.818,-66.31507865629902
-2.432,55.89346098899841,0.155,0.722,1.029,0.163,3.028,-66.31507865629902
-3.167,56.476046562194824,0.109,2.087,0.895,0.085,5.338,-66.31507865629902
0.298,56.478456020355225,0.169,-1.903,0.995,0.163,9.888,-67.39220833537568
1.698,56.47905993461609,0.149,-1.798,0.844,0.155,10.273,-67.39220833537568
1.558,56.479427337646484,0.175,-1.588,1.004,0.108,10.623,-67.39220833537568
1.628,56.47977423667908,0.133,-1.238,0.952,0.157,10.693,-67.39220833537568
4.288,56.48010778427124,0.123,-5.088,1.062,0.12,10.658,-67.39220833537568
2.888,56.480430126190186,0.133,-5.438,1.004,0.157,10.763,-67.39220833537568
4.778,56.48075246810913,0.115,-4.108,1.013,0.106,10.798,-67.433197739216
1.768,56.48107695579529,0.076,-1.868,0.929,0.13,11.113,-67.433197739216
0.998,56.48140335083008,0.089,-0.888,1.032,0.119,10.973,-67.433197739216
1.103,56.48171663284302,0.108,-1.693,1.008,0.133,10.693,-67.433197739216
-8.522,56.482863664627075,0.105,-1.728,0.989,0.134,10.693,-67.433197739216
-0.507,57.07302284240723,0.147,-1.203,1.025,0.157,10.238,-67.433197739216
17.588,57.07528638839722,0.125,-19.578,0.987,0.126,13.493,-70.56890010869138
21.228,57.075679540634155,0.122,-20.663,1.026,0.094,12.828,-70.56890010869138
20.843,57.076037883758545,0.094,-19.788,1.005,0.106,12.583,-70.56890010869138
22.523,57.07644319534302,0.102,-22.098,1.0,0.123,11.918,-70.56890010869138
22.698,57.076831340789795,0.078,-20.418,1.0,0.111,11.148,-70.56890010869138
22.453,57.07720470428467,0.136,-20.278,0.981,0.098,11.043,-69.95811004566944
23.293,57.07761287689209,0.086,-21.188,1.007,0.095,10.833,-69.95811004566944
17.273,57.07802700996399,0.067,-11.528,1.158,0.088,11.883,-69.95811004566944
14.928,57.07840895652771,0.059,-5.928,1.147,0.054,12.303,-69.95811004566944
8.208,57.07880115509033,0.113,-1.133,0.981,0.019,11.708,-69.95811004566944
3.308,57.7009391784668,0.066,-3.898,0.824,0.02,8.593,-69.95811004566944
1.558,57.701579332351685,-0.039,-10.338,0.954,-0.013,-7.612,-70.00046522355481
1.383,57.70371770858765,-0.041,-7.328,1.023,-0.027,-8.627,-70.00046522355481
-0.052,57.7041494846344,-0.043,-4.633,1.023,-0.015,-9.117,-69.04352246357125
0.263,57.70450711250305,-0.002,-5.298,0.996,0.012,-8.837,-69.04352246357125
0.473,57.70484018325806,0.014,-7.853,1.052,0.028,-8.207,-69.04352246357125
2.153,57.70520615577698,0.015,-12.543,1.049,0.045,-7.367,-69.04352246357125
1.208,57.705556869506836,-0.0,-11.633,1.105,0.032,-7.892,-69.04352246357125
3.378,57.70588421821594,-0.031,-8.518,1.023,0.038,-7.682,-69.04352246357125
1.978,57.70620131492615,-0.018,-3.163,0.907,0.068,-7.857,-69.04352246357125
1.733,57.70651650428772,0.055,-3.163,0.94,0.012,-7.822,-69.04352246357125
1.593,57.70903515815735,0.043,-7.258,1.002,0.078,-7.052,-69.04352246357125
1.418,58.32799935340881,0.105,-12.088,1.054,0.066,-6.317,-69.04352246357125
-1.732,58.328628063201904,-0.039,-6.593,1.008,0.11,-12.407,-69.8464116001582
-2.187,58.33065676689148,-0.096,-7.363,0.982,0.166,-12.932,-69.8464116001582
-3.062,58.33104205131531,-0.017,-8.448,1.002,0.152,-13.212,-69.8464116001582
-3.797,58.33138728141785,-0.035,-5.403,1.044,0.109,-13.597,-69.8464116001582
-4.077,58.33173203468323,-0.053,-5.193,1.005,0.16,-13.352,-69.8464116001582
-3.342,58.33208203315735,-0.068,-3.478,1.07,0.104,-12.897,-69.8464116001582
-3.692,58.3324179649353,-0.032,-1.868,0.99,0.164,-12.407,-69.8464116001582
-1.907,58.332749128341675,-0.064,-2.533,1.009,0.135,-11.147,-68.36480930905232
-3.832,58.33310151100159,-0.073,-2.813,1.017,0.119,-9.642,-68.36480930905232
-3.552,58.33353090286255,-0.079,-2.953,0.984,0.15,-9.257,-68.36480930905232
-1.592,58.33389902114868,-0.106,-0.923,0.975,0.123,-8.312,-68.36480930905232
-2.572,58.94519305229187,-0.061,0.617,1.089,0.113,-6.667,-68.36480930905232
0.263,58.94804286956787,-0.047,1.772,1.035,0.108,-9.782,-66.52390545909071
-1.452,58.948492765426636,-0.04,4.397,1.101,0.135,-9.782,-66.52390545909071
-1.872,58.948771953582764,-0.025,4.012,0.983,0.122,-10.132,-66.52390545909071
-5.932,58.949033975601196,0.007,-0.993,1.011,0.117,-11.147,-66.52390545909071
-7.122,58.94928789138794,0.015,-4.143,0.961,0.126,-11.567,-67.21791564496922
-4.672,58.94967341423035,-0.072,-5.018,1.092,0.11,-11.182,-67.21791564496922
-2.082,58.95015788078308,-0.044,-2.183,1.024,0.117,-10.727,-67.21791564496922
-0.892,58.95050239562988,-0.004,1.142,0.894,0.089,-8.942,-67.21791564496922
-1.872,58.95088505744934,-0.03,0.687,0.946,0.118,-8.207,-67.21791564496922
-2.817,58.95122027397156,-0.113,0.582,1.026,0.123,-7.367,-67.21791564496922
1.418,59.54838180541992,-0.013,2.192,1.044,0.123,-5.302,-67.21791564496922
28.368,59.550541162490845,-0.051,23.437,1.056,0.055,1.453,-64.1734559624839
32.778,59.55114507675171,-0.033,21.687,1.051,0.1,0.718,-64.1734559624839
35.193,59.55148220062256,0.0,23.962,1.135,0.175,-0.052,-64.1734559624839
34.353,59.55179476737976,-0.015,24.802,1.292,0.176,-4.427,-63.44264262971249
25.603,59.55217409133911,-0.108,14.932,1.077,-0.037,-5.407,-63.44264262971249
23.538,59.55248475074768,0.04,14.337,1.166,0.036,-6.702,-63.44264262971249
15.733,59.55273365974426,0.044,9.332,0.899,-0.034,-6.597,-63.44264262971249
15.033,59.55297780036926,-0.044,2.507,1.028,-0.03,-5.267,-63.44264262971249
15.943,59.5532124042511,0.034,2.647,0.858,-0.045,-2.817,-63.44264262971249
6.983,59.55344104766846,-0.008,-6.488,0.907,-0.024,-0.787,-63.44264262971249
5.863,60.168025970458984,-0.051,-6.033,1.064,-0.192,0.578,-63.44264262971249
-2.572,60.17048239707947,0.079,5.972,1.037,0.065,0.683,-63.71939361840162
-3.447,60.17094540596008,0.067,5.762,1.077,0.045,0.788,-63.71939361840162
-3.202,60.171249866485596,0.063,5.517,1.027,0.027,2.188,-63.71939361840162
-2.747,60.17159843444824,0.005,6.637,0.942,0.035,2.958,-63.71939361840162
-2.817,60.172054052352905,0.018,7.687,0.961,0.084,3.238,-63.71939361840162
-1.732,60.172369956970215,-0.001,9.297,0.922,0.045,4.218,-63.71939361840162
-1.942,60.1726348400116,0.082,10.802,1.008,0.048,5.618,-63.71939361840162
-1.277,60.17288041114807,0.102,7.582,0.93,0.07,4.778,-63.71939361840162
-2.012,60.173118591308594,0.046,4.467,1.199,0.023,5.128,-63.71939361840162
-0.997,60.173348903656006,0.069,3.977,1.068,0.074,4.673,-64.72049511222224
-0.997,60.17380142211914,0.093,2.892,1.091,0.077,4.673,-64.72049511222224
-0.402,60.79352331161499,0.021,3.067,0.963,0.052,3.413,-64.72049511222224
-6.177,60.795997858047485,0.121,4.327,0.911,0.11,5.198,-65.12773344687771
-7.682,60.7963330745697,0.183,5.167,0.982,0.166,4.918,-65.12773344687771
-3.937,60.79659724235535,0.138,1.282,0.958,0.076,4.393,-65.12773344687771
-7.437,60.796841621398926,0.101,2.612,0.999,0.066,3.973,-65.12773344687771
-5.722,60.797118186950684,0.17,1.982,0.987,0.114,3.658,-65.12773344687771
-2.257,60.79743432998657,0.124,0.372,1.046,0.056,3.343,-65.67678136877727
0.123,60.79771828651428,0.18,0.477,1.005,0.118,3.098,-65.67678136877727
0.438,60.79801154136658,0.104,-0.503,0.976,0.068,2.678,-65.67678136877727
0.543,60.79829692840576,0.111,0.547,0.938,0.137,2.608,-65.67678136877727
-1.907,60.79856324195862,0.117,2.332,1.044,0.144,2.503,-65.67678136877727
-2.257,60.80357551574707,0.142,3.312,0.967,0.11,3.098,-65.67678136877727
-3.972,61.437485694885254,0.09,3.942,1.041,0.173,3.798,-65.67678136877727
2.223,61.44029784202576,0.128,-0.608,0.966,0.147,6.843,-66.50074265511361
1.348,61.44080305099487,0.109,0.582,1.024,0.138,7.298,-66.50074265511361
0.543,61.441147804260254,0.113,2.367,1.029,0.137,6.843,-66.50074265511361
-0.297,61.44145679473877,0.113,2.157,1.049,0.133,6.178,-66.50074265511361
-0.787,61.441752433776855,0.111,2.087,1.02,0.136,6.283,-66.50074265511361
-0.822,61.44204354286194,0.105,2.647,0.944,0.161,6.003,-66.50074265511361
-1.487,61.4423291683197,0.074,4.747,1.009,0.148,5.828,-66.50074265511361
-1.452,61.44265174865723,0.12,5.622,1.011,0.14,5.583,-66.50074265511361
-1.452,61.442965507507324,0.073,3.522,0.905,0.177,4.988,-66.50074265511361
-0.507,61.44326114654541,0.08,1.527,1.069,0.172,4.323,-66.653263004572
0.788,61.44443702697754,0.134,0.967,0.947,0.144,3.903,-66.653263004572
3.063,62.051701068878174,0.108,-1.448,0.998,0.16,3.273,-66.653263004572
18.393,62.05395841598511,0.094,-14.923,1.043,0.119,9.083,-67.93432819836913
17.308,62.05436968803406,0.14,-14.783,0.992,0.091,11.673,-67.93432819836913
15.523,62.05471158027649,0.118,-13.978,0.981,0.066,12.478,-67.93432819836913
14.158,62.05508279800415,-0.009,-12.018,1.036,0.011,13.913,-67.93432819836913
9.433,62.055360078811646,0.077,-2.918,1.233,0.013,16.538,-67.93432819836913
6.003,62.05561828613281,0.061,4.362,1.114,0.032,17.553,-67.93432819836913
5.303,62.05589962005615,-0.009,-1.448,0.837,0.023,17.133,-67.93432819836913
6.108,62.05631470680237,-0.001,-3.303,1.031,-0.032,15.243,-67.54152733433638
5.618,62.05666780471802,-0.014,0.477,0.939,0.026,12.863,-67.54152733433638
9.083,62.057000398635864,0.04,4.957,1.022,-0.008,10.693,-67.54152733433638
6.528,62.67322134971619,0.02,5.692,1.018,0.029,5.653,-67.54152733433638
7.228,62.67597985267639,0.066,-14.433,0.93,0.066,-4.882,-66.5014343240479
6.948,62.67640137672424,0.096,-14.678,0.932,0.056,-4.812,-66.5014343240479
8.628,62.676756858825684,0.072,-11.703,0.924,0.084,-3.622,-66.5014343240479
7.158,62.677090883255005,0.064,-7.713,1.004,0.066,-1.872,-66.0891962672776
1.803,62.67742300033569,0.049,-5.368,1.075,0.073,-0.647,-66.0891962672776
-3.727,62.67773199081421,0.032,-2.603,1.05,0.077,0.018,-66.0891962672776
-6.247,62.678038597106934,0.005,-1.973,1.039,0.071,-0.157,-66.0891962672776
-2.467,62.6783447265625,0.013,-2.498,1.03,0.076,-0.367,-66.0891962672776
2.783,62.67867350578308,0.002,-0.608,1.018,0.067,-0.332,-66.0891962672776
4.778,62.67898988723755,-0.018,1.037,1.012,0.108,-0.367,-66.0891962672776
5.513,63.285537004470825,-0.019,1.107,0.982,0.093,-0.507,-66.0891962672776
1.068,63.28776502609253,0.04,-0.608,1.014,0.078,-0.752,-67.61419060042465
0.788,63.28821897506714,0.054,-0.328,1.029,0.09,-0.892,-67.3370403381583
0.683,63.288646936416626,0.038,0.127,1.017,0.089,-1.032,-67.3370403381583
0.613,63.28892636299133,0.066,0.687,1.029,0.085,-0.962,-67.3370403381583
1.453,63.28917670249939,-0.006,1.212,1.008,0.086,-0.752,-67.3370403381583
1.593,63.28942394256592,0.043,0.967,0.981,0.077,-0.437,-67.3370403381583
1.383,63.289730072021484,0.009,1.422,1.012,0.073,-0.157,-67.3370403381583
1.418,63.29008412361145,0.021,1.422,1.029,0.075,0.053,-67.3370403381583
1.383,63.2903847694397,0.01,1.352,0.971,0.081,0.403,-67.3370403381583
1.103,63.290698766708374,0.002,1.562,1.007,0.091,0.123,-67.3370403381583
1.768,63.29233956336975,-0.016,1.247,1.027,0.057,0.263,-67.3370403381583
1.698,63.896793603897095,-0.02,1.177,1.009,0.085,0.123,-68.05705620134415
1.068,63.89913320541382,0.032,0.617,0.988,0.074,-0.262,-68.31459980745025
1.208,63.899493932724,0.015,0.967,1.019,0.074,-0.437,-68.31459980745025
1.418,63.899784564971924,-0.006,0.757,1.007,0.067,-0.192,-68.31459980745025
1.208,63.900054693222046,0.045,1.282,1.003,0.092,-0.402,-68.31459980745025
0.928,63.900317668914795,0.031,1.282,1.024,0.082,-0.402,-68.31459980745025
1.383,63.900575399398804,0.013,0.792,1.014,0.069,-0.192,-68.31459980745025
1.453,63.90083050727844,-0.005,0.862,1.012,0.098,-0.402,-68.31459980745025
0.998,63.90109372138977,-0.036,0.757,1.034,0.081,-0.437,-68.31459980745025
0.963,63.901350021362305,-0.011,0.652,1.018,0.081,-0.332,-68.31459980745025
1.033,63.901604413986206,-0.038,0.197,1.019,0.082,-0.192,-66.7967996400738
0.823,63.90605092048645,-0.019,0.162,1.005,0.074,-0.052,-66.7967996400738
0.788,64.4900050163269,-0.046,-0.013,1.034,0.065,-0.122,-66.7967996400738
1.068,64.49241352081299,0.034,0.442,0.948,0.068,-0.122,-66.90882894791649
1.418,64.4928412437439,-0.014,0.827,1.058,0.062,-0.367,-66.90882894791649
1.313,64.49322509765625,-0.012,0.827,0.989,0.075,-0.297,-66.90882894791649
1.138,64.4935622215271,-0.024,0.547,1.012,0.067,-0.507,-66.90882894791649
0.788,64.49392056465149,-0.013,0.162,1.014,0.09,-0.507,-66.90882894791649
1.068,64.49421167373657,-0.049,0.442,1.018,0.075,-0.402,-66.90882894791649
1.068,64.49447751045227,0.003,0.197,1.007,0.09,-0.507,-66.90882894791649
0.718,64.49475455284119,-0.025,0.022,1.026,0.063,-0.332,-71.07098741779359
1.033,64.4950213432312,-0.047,-0.258,0.986,0.077,-0.157,-67.81013943710123
0.858,64.495281457901,-0.032,-0.258,1.004,0.076,-0.052,-67.81013943710123
0.963,65.10886311531067,-0.019,-0.608,1.012,0.059,0.123,-67.81013943710123
1.243,65.11124038696289,0.006,0.477,1.004,0.075,-0.192,-66.76721938448266
0.928,65.11179089546204,0.001,0.232,1.014,0.109,-0.297,-66.76721938448266
1.208,65.11216330528259,-0.029,0.057,1.006,0.08,-0.262,-66.76721938448266
0.648,65.1125099658966,0.023,-0.188,0.989,0.063,-0.297,-66.76721938448266
0.543,65.11284613609314,-0.013,-0.363,1.017,0.076,-0.052,-66.76721938448266
0.858,65.11317086219788,-0.043,-0.363,1.03,0.061,-0.262,-67.03758957456395
1.103,65.11349415779114,-0.009,-0.573,0.991,0.079,-0.192,-67.03758957456395
0.788,65.11381840705872,-0.045,-0.258,1.001,0.076,-0.087,-67.03758957456395
0.858,65.11414384841919,-0.007,-0.713,0.997,0.076,0.053,-67.03758957456395
0.648,65.11446380615234,-0.04,-0.643,1.028,0.089,0.123,-67.03758957456395
0.858,65.11480474472046,-0.051,-0.713,1.02,0.067,0.123,-67.03758957456395
0.648,65.70125675201416,-0.015,-0.888,1.04,0.086,0.053,-67.03758957456395
0.718,65.70339941978455,-0.03,-0.083,1.043,0.063,-0.052,-67.89967002538229
0.648,65.70374178886414,0.019,-0.293,1.061,0.088,0.018,-67.89967002538229
1.068,65.7040159702301,-0.019,-0.538,0.975,0.094,-0.087,-67.89967002538229
0.858,65.70427632331848,0.02,-0.468,0.99,0.056,-0.192,-67.89967002538229
0.683,65.70453405380249,0.008,-0.328,1.031,0.065,0.018,-67.32376536437164
0.788,65.70478916168213,-0.01,-0.573,1.051,0.073,-0.052,-67.32376536437164
0.683,65.70504117012024,-0.018,-0.818,0.997,0.084,-0.087,-67.32376536437164
0.963,65.70529437065125,-0.001,-0.538,1.007,0.08,-0.087,-67.32376536437164
0.998,65.7055435180664,0.009,-0.538,1.037,0.072,-0.227,-67.32376536437164
0.683,65.7057933807373,0.025,-0.468,1.009,0.076,-0.052,-67.32376536437164
1.033,66.29733729362488,-0.009,-0.223,1.048,0.087,-0.087,-67.32376536437164
0.893,66.30014085769653,0.009,-0.433,1.015,0.075,-0.052,-67.5375515460039
0.368,66.30073380470276,0.052,-0.223,1.002,0.072,-0.227,-67.5375515460039
0.753,66.30111336708069,0.013,-0.258,1.025,0.061,-0.192,-67.5375515460039
0.718,66.30145764350891,0.013,-0.363,1.03,0.075,-0.192,-67.5375515460039
0.823,66.3017909526825,-0.0,-0.538,1.006,0.056,-0.017,-67.59799379034216
0.788,66.30211853981018,0.011,-0.363,1.014,0.08,-0.017,-67.59799379034216
0.718,66.30244398117065,0.022,-0.363,1.025,0.07,0.123,-67.59799379034216
0.648,66.30277490615845,-0.001,0.022,0.993,0.082,-0.087,-67.59799379034216
1.103,66.30309462547302,0.003,-0.433,0.967,0.082,0.123,-67.59799379034216
0.578,66.30341339111328,0.013,-0.223,1.026,0.094,-0.087,-67.59799379034216
0.543,66.30373764038086,0.041,-0.048,1.027,0.103,-0.052,-67.59799379034216
0.718,66.8934714794159,0.026,0.092,0.991,0.077,-0.087,-67.59799379034216
0.753,66.89576721191406,0.032,-0.188,0.994,0.073,0.018,-67.40550843764817
1.173,66.89624118804932,0.009,-0.118,0.995,0.043,-0.017,-67.40550843764817
1.243,66.89659571647644,0.023,-0.713,1.013,0.082,-0.017,-67.40550843764817
0.963,66.8968915939331,-0.001,-0.328,1.017,0.081,-0.297,-68.02462929784838
0.718,66.89716506004333,0.038,-0.013,0.998,0.06,-0.192,-68.02462929784838
0.893,66.89742159843445,0.024,-0.398,1.049,0.074,-0.227,-68.02462929784838
0.823,66.89767169952393,-0.004,-0.258,0.988,0.049,-0.332,-68.02462929784838
0.893,66.89791750907898,0.0,-0.118,1.047,0.088,-0.297,-68.02462929784838
1.033,66.89816355705261,0.004,0.162,1.001,0.063,-0.367,-68.02462929784838
0.893,66.89840936660767,-0.001,0.022,1.007,0.069,-0.017,-68.02462929784838
0.998,66.90234613418579,0.012,-0.258,1.017,0.08,-0.052,-68.02462929784838
0.648,67.50300908088684,0.014,0.267,1.019,0.082,-0.017,-68.02462929784838
1.068,67.50369167327881,0.022,-0.188,0.997,0.067,-0.017,-67.52279548787165
0.718,67.50576257705688,0.002,0.092,1.058,0.073,-0.122,-67.52279548787165
1.173,67.50604772567749,0.008,-0.188,1.014,0.073,-0.122,-67.52279548787165
0.823,67.50629115104675,0.007,-0.223,1.02,0.09,-0.157,-67.52279548787165
0.788,67.50652480125427,-0.016,-0.013,0.995,0.08,-0.157,-67.52279548787165
0.963,67.50677108764648,0.015,0.127,1.01,0.082,-0.297,-67.52279548787165
1.033,67.50700616836548,0.02,-0.188,1.01,0.066,-0.332,-67.52279548787165
0.928,67.50723385810852,0.021,0.232,0.99,0.098,-0.332,-67.52279548787165
0.963,67.50745964050293,0.009,0.057,1.019,0.066,-0.332,-67.52279548787165
0.963,67.50768327713013,0.012,0.267,1.008,0.067,-0.332,-67.52279548787165
0.928,67.5123839378357,0.008,-0.118,1.011,0.094,-0.262,-67.67970931690313
0.788,68.13054728507996,-0.008,-0.188,1.009,0.066,-0.122,-67.67970931690313
0.928,68.13284111022949,-0.006,0.057,0.987,0.068,-0.402,-68.79870920290108
0.928,68.1332356929779,-0.013,-0.083,1.063,0.064,-0.402,-68.79870920290108
0.998,68.13351345062256,0.003,-0.083,0.993,0.058,-0.367,-68.79870920290108
0.858,68.13386631011963,-0.009,-0.153,0.998,0.069,-0.227,-68.79870920290108
0.963,68.134192943573,-0.0,-0.048,1.015,0.08,-0.157,-68.79870920290108
1.103,68.13454627990723,-0.009,0.022,0.996,0.09,0.088,-68.79870920290108
1.278,68.13483119010925,0.002,-0.153,1.01,0.065,0.053,-66.6817471188921
1.103,68.13508105278015,-0.02,-0.293,1.042,0.082,0.088,-66.6817471188921
0.893,68.13530969619751,0.012,0.092,0.974,0.067,0.123,-66.6817471188921
0.543,68.13553404808044,-0.014,-0.188,1.018,0.079,-0.122,-66.6817471188921
0.683,68.74902105331421,-0.029,-0.153,1.04,0.072,-0.087,-66.6817471188921
0.788,68.75144076347351,0.022,0.022,1.019,0.082,-0.087,-67.18069487750826
0.753,68.7518663406372,0.013,-0.118,0.994,0.072,-0.017,-67.18069487750826
1.383,68.75217127799988,0.013,-0.188,0.986,0.054,0.018,-67.18069487750826
1.138,68.752450466156,0.001,-0.013,1.002,0.086,-0.087,-67.18069487750826
0.858,68.75271677970886,0.02,-0.293,1.052,0.068,-0.087,-67.9762317826846
1.033,68.75298190116882,0.046,-0.083,0.999,0.073,-0.192,-67.9762317826846
0.858,68.75324630737305,-0.011,-0.188,1.006,0.066,-0.262,-67.9762317826846
0.823,68.75352048873901,0.014,-0.013,1.037,0.065,-0.262,-67.9762317826846
0.788,68.75381135940552,0.04,-0.258,0.997,0.068,-0.297,-67.9762317826846
0.858,68.75407814979553,0.005,-0.153,0.997,0.072,-0.087,-67.9762317826846
0.963,68.75433421134949,-0.02,-0.363,1.013,0.048,0.053,-67.9762317826846
0.718,69.37384796142578,0.017,-0.293,1.042,0.06,-0.227,-67.9762317826846
0.578,69.37615656852722,-0.01,-0.083,0.989,0.077,-0.332,-67.44898715725174
0.963,69.3765594959259,-0.002,-0.223,1.032,0.084,-0.332,-67.44898715725174
1.033,69.37696051597595,-0.003,-0.293,1.012,0.066,-0.437,-67.44898715725174
0.858,69.37731790542603,-0.026,-0.363,1.002,0.075,-0.367,-67.44898715725174
0.753,69.3776502609253,-0.005,-0.188,1.046,0.082,-0.192,-67.44898715725174
1.103,69.37793183326721,-0.003,-0.223,1.011,0.064,-0.017,-67.44898715725174
0.683,69.37819838523865,0.008,-0.083,1.045,0.081,-0.157,-67.44898715725174
1.173,69.37845802307129,-0.006,-0.293,0.996,0.072,0.018,-67.44898715725174
1.313,69.37872743606567,0.018,-0.258,1.01,0.077,0.263,-67.44898715725174
0.928,69.37906742095947,0.004,0.162,1.004,0.067,0.018,-67.52553857131639
0.963,69.38297700881958,-0.03,-0.188,1.019,0.06,0.053,-67.52553857131639
0.963,70.01146149635315,0.015,-0.188,1.004,0.069,0.088,-67.52553857131639
0.578,70.01209139823914,0.013,-0.013,1.026,0.077,0.018,-67.04250359693783
1.173,70.01308465003967,0.027,0.057,1.011,0.054,0.123,-67.04250359693783
1.278,70.0139434337616,0.014,-0.188,1.0,0.065,-0.122,-67.04250359693783
0.928,70.01486229896545,-0.008,-0.048,1.013,0.076,-0.017,-67.04250359693783
0.753,70.01527070999146,-0.05,-0.328,1.032,0.077,-0.122,-67.04250359693783
0.508,70.01731657981873,0.015,-0.013,0.988,0.096,-0.297,-67.53288378376318
1.558,70.01765871047974,0.001,-0.468,0.991,0.072,0.018,-67.53288378376318
1.313,70.01797032356262,0.019,-0.258,1.047,0.084,-0.297,-67.53288378376318
0.893,70.01822805404663,0.001,-0.048,1.013,0.068,-0.192,-67.53288378376318
0.613,70.01847076416016,0.001,-0.013,1.021,0.074,-0.227,-67.53288378376318
0.543,70.01877474784851,-0.011,-0.118,1.02,0.077,-0.262,-67.53288378376318
0.998,70.02265405654907,0.003,-0.048,1.034,0.069,-0.087,-67.53288378376318
1.068,70.63007831573486,-0.004,-0.083,0.984,0.088,-0.227,-67.53288378376318
0.998,70.63075280189514,0.008,-0.188,1.006,0.073,-0.297,-68.10944896050331
0.893,70.63289189338684,0.005,-0.118,1.02,0.057,-0.122,-68.10944896050331
1.068,70.63331961631775,0.005,-0.153,1.004,0.074,-0.017,-67.42026844532094
0.963,70.63367056846619,-0.003,-0.118,1.013,0.08,-0.122,-67.42026844532094
1.138,70.63400316238403,-0.007,0.022,1.008,0.073,-0.017,-67.42026844532094
0.928,70.6343309879303,-0.003,-0.223,1.016,0.073,-0.087,-67.42026844532094
0.963,70.63466358184814,-0.008,-0.013,1.038,0.074,0.053,-67.42026844532094
0.718,70.63499045372009,0.001,-0.013,1.01,0.086,-0.192,-67.42026844532094
1.068,70.63530826568604,0.006,-0.188,0.993,0.078,-0.122,-67.42026844532094
