vy,time,ay,vx,az,ax,vz,comp
3.588,23.165037155151367,-0.021,-9.078,1.056,0.123,-14.857,-75.50012069979189
4.148,23.16526770591736,0.129,-7.293,1.13,0.057,-15.732,-75.50012069979189
1.313,23.165480613708496,0.033,-6.628,0.953,0.067,-15.977,-75.50012069979189
1.033,23.16568350791931,0.023,-7.923,0.992,0.05,-15.837,-75.50012069979189
1.033,23.165886878967285,-0.009,-9.603,1.006,0.05,-15.907,-75.50012069979189
0.823,23.166101217269897,-0.003,-9.673,0.984,0.049,-14.857,-75.50012069979189
0.893,23.166419506072998,-0.017,-8.028,0.981,0.061,-12.232,-75.50012069979189
0.228,23.16675567626953,0.016,-6.243,1.015,0.054,-11.392,-75.59376668639368
-0.682,23.167030572891235,-0.003,-6.243,1.031,0.061,-9.397,-75.59376668639368
-0.752,23.17147159576416,-0.01,-7.713,0.98,0.085,-6.142,-75.59376668639368
-0.262,23.65740704536438,0.005,-7.853,0.993,0.095,-4.952,-75.59376668639368
-6.527,23.659476280212402,-0.062,-14.888,0.824,0.135,3.553,-75.73826446742694
-12.757,23.65981364250183,-0.041,-17.443,0.924,0.104,3.658,-75.73826446742694
-15.382,23.66009497642517,-0.042,-17.898,0.969,0.132,3.378,-75.73826446742694
-16.782,23.660382747650146,-0.063,-16.918,1.035,0.135,3.063,-75.73826446742694
-13.527,23.660646438598633,-0.11,-15.588,1.111,0.093,3.203,-75.73826446742694
-11.777,23.660898447036743,-0.069,-14.223,1.06,0.091,3.308,-75.73826446742694
-4.637,23.66114830970764,-0.087,-13.243,1.106,0.082,3.763,-75.73826446742694
0.158,23.661396741867065,-0.062,-12.648,1.075,0.116,3.623,-75.73826446742694
2.398,23.661643505096436,-0.081,-13.313,0.981,0.088,3.658,-75.08742355490077
2.328,23.661890029907227,0.03,-12.333,1.217,0.148,3.343,-75.08742355490077
-0.332,23.662142038345337,0.005,-9.183,1.107,-0.028,1.838,-75.08742355490077
-0.332,23.664039850234985,-0.316,-9.183,1.107,0.016,1.838,-75.08742355490077
-4.287,24.156083583831787,-0.147,-7.153,0.951,0.153,-0.192,-75.08742355490077
-0.752,24.156922340393066,-0.127,-3.478,0.981,0.122,1.873,-75.39732092327279
-2.677,24.157378435134888,-0.163,-3.058,0.982,0.084,2.083,-75.39732092327279
-3.377,24.15781283378601,-0.149,-4.073,1.008,0.113,2.713,-75.39732092327279
-3.097,24.158167123794556,-0.12,-3.513,0.996,0.101,3.168,-75.39732092327279
-2.817,24.158517122268677,-0.126,-3.758,0.96,0.174,3.308,-75.39732092327279
1.593,24.159003496170044,-0.065,-0.258,0.947,0.081,2.958,-75.39732092327279
-0.437,24.15934467315674,-0.121,-4.983,0.925,0.161,1.208,-75.39732092327279
-0.332,24.15966820716858,-0.104,-5.613,0.972,0.153,0.438,-76.55847144025262
0.648,24.15998888015747,-0.225,-6.733,1.063,0.168,-0.787,-76.55847144025262
0.683,24.16031503677368,-0.066,-2.813,0.958,0.24,-1.417,-76.55847144025262
-3.622,24.160627365112305,-0.111,-6.278,0.956,0.195,-3.202,-76.55847144025262
-1.732,24.173522233963013,-0.099,-5.683,1.042,0.198,-3.377,-76.55847144025262
-1.592,24.69904375076294,-0.049,-5.438,1.004,0.181,-4.672,-76.55847144025262
0.438,24.701183557510376,-0.059,0.512,1.092,0.182,-10.272,-75.27516914439434
0.998,24.70154881477356,-0.102,0.862,0.99,0.146,-9.607,-75.34664415873416
2.433,24.701913833618164,-0.064,4.922,0.904,0.125,-9.222,-75.34664415873416
1.803,24.70223593711853,-0.053,3.242,1.029,0.125,-8.837,-75.34664415873416
2.818,24.70246982574463,-0.088,5.832,1.021,0.128,-7.927,-75.34664415873416
3.133,24.702800750732422,-0.067,3.942,0.997,0.104,-7.752,-75.34664415873416
1.698,24.7031147480011,-0.096,1.912,1.071,0.165,-7.262,-75.34664415873416
2.923,24.703423976898193,-0.09,2.892,0.975,0.159,-6.737,-75.34664415873416
3.238,24.703732013702393,-0.13,7.302,1.082,0.161,-6.037,-75.34664415873416
2.258,24.70406675338745,-0.042,8.877,1.014,0.194,-6.247,-75.34664415873416
-4.497,24.707945585250854,-0.046,0.022,0.883,0.145,-7.332,-75.34664415873416
-5.162,25.208616495132446,-0.124,-1.483,1.079,0.168,-8.277,-73.61538986192885
7.893,25.21080708503723,-0.159,11.362,1.074,0.176,-18.637,-71.05938398066118
9.608,25.21114230155945,-0.02,14.232,0.979,0.206,-18.322,-71.05938398066118
13.563,25.211418390274048,-0.122,14.512,0.993,0.086,-18.147,-71.05938398066118
20.038,25.211676359176636,-0.127,22.212,1.054,0.165,-14.332,-71.05938398066118
20.038,25.21195650100708,-0.092,22.212,1.046,0.145,-14.332,-71.05938398066118
25.078,25.212188959121704,-0.014,23.157,0.921,0.131,-11.287,-71.05938398066118
26.828,25.212433576583862,-0.048,22.632,0.839,0.163,-8.697,-71.05938398066118
26.828,25.21268367767334,-0.06,22.632,0.832,0.131,-8.697,-71.05938398066118
21.963,25.212932348251343,-0.013,24.802,1.039,0.187,-7.892,-71.05938398066118
21.403,25.21317720413208,-0.014,29.247,0.953,0.146,-5.932,-70.54410952521448
21.403,25.214807271957397,-0.014,29.247,0.953,0.146,-5.092,-70.54410952521448
20.633,25.790603399276733,-0.053,26.587,0.989,0.158,-4.252,-70.54410952521448
1.523,25.791322946548462,0.015,3.067,0.923,-0.048,7.403,-70.80978333159484
0.613,25.793309926986694,0.027,4.362,0.963,-0.017,7.403,-70.80978333159484
0.228,25.79365849494934,0.025,8.842,0.914,-0.014,5.583,-70.80978333159484
-1.067,25.793972969055176,0.053,10.837,0.96,-0.042,4.918,-70.80978333159484
-3.482,25.79426121711731,0.035,10.872,1.055,-0.01,3.133,-70.80978333159484
-6.842,25.794570446014404,0.106,5.972,1.071,-0.035,1.383,-70.80978333159484
-5.862,25.79487156867981,0.091,5.272,1.128,0.005,1.278,-70.80978333159484
-2.992,25.79515242576599,0.041,5.657,1.031,0.062,1.313,-70.80978333159484
2.713,25.795448780059814,0.08,8.807,1.04,0.078,2.923,-70.80978333159484
2.748,25.795735597610474,0.064,9.122,1.063,0.041,3.658,-70.80978333159484
3.518,25.795999765396118,0.078,10.557,0.994,0.084,5.093,-70.1915086464861
-0.122,26.332070112228394,0.103,8.037,1.07,0.153,7.228,-70.1915086464861
-11.882,26.334264039993286,0.107,11.362,1.192,0.046,0.963,-71.56505117707799
-13.562,26.334657907485962,0.135,10.487,0.939,0.107,1.103,-71.56505117707799
-10.972,26.334925889968872,0.138,9.857,0.968,0.082,1.453,-71.56505117707799
-8.627,26.335172176361084,0.145,10.592,0.972,0.037,1.278,-70.75981883528225
-4.007,26.335426092147827,0.214,5.482,1.038,0.105,1.068,-70.75981883528225
-5.897,26.335670948028564,0.117,1.947,1.018,0.032,0.683,-70.75981883528225
-4.322,26.33591079711914,0.16,1.772,1.03,0.065,0.753,-70.75981883528225
-0.752,26.33614993095398,0.172,3.627,0.91,0.118,1.348,-70.75981883528225
2.923,26.336384296417236,0.176,3.732,0.975,0.076,1.523,-70.75981883528225
3.378,26.336617946624756,0.232,3.767,1.056,0.079,1.558,-70.75981883528225
2.888,26.872942447662354,0.241,3.942,1.132,0.117,1.733,-70.75981883528225
-5.652,26.875029802322388,0.132,-3.023,0.95,0.123,6.948,-72.94396684743292
-4.567,26.875409364700317,0.158,-1.483,0.92,0.105,6.703,-72.94396684743292
-4.462,26.875645399093628,0.16,-0.328,0.972,0.127,6.843,-72.94396684743292
-2.852,26.875858068466187,0.134,1.947,0.94,0.117,6.843,-72.94396684743292
-2.957,26.87606430053711,0.164,2.087,0.988,0.1,6.003,-72.94396684743292
-2.467,26.87627625465393,0.137,0.792,1.014,0.146,4.638,-72.94396684743292
-0.437,26.87648105621338,0.142,-1.133,0.986,0.117,3.413,-72.94396684743292
0.718,26.876681089401245,0.164,-1.553,0.978,0.163,2.678,-72.94396684743292
1.348,26.876877784729004,0.177,-1.938,0.978,0.134,2.538,-72.94396684743292
0.963,26.87707281112671,0.144,-1.623,1.01,0.141,2.888,-72.94396684743292
-0.717,26.87773084640503,0.154,-0.678,1.001,0.187,3.553,-72.75016410680975
0.963,27.38349461555481,0.185,-0.258,1.017,0.135,4.568,-72.75016410680975
4.148,27.38399338722229,0.149,-2.918,0.95,0.138,8.698,-74.04033603773523
4.148,27.385676383972168,0.155,-3.163,1.042,0.132,8.698,-74.04033603773523
5.373,27.38590955734253,0.148,-3.128,0.937,0.17,8.838,-74.04033603773523
6.108,27.386117935180664,0.152,-1.938,0.995,0.123,8.978,-74.04033603773523
5.793,27.38631796836853,0.129,-0.538,1.011,0.143,8.768,-74.04033603773523
5.758,27.386515617370605,0.163,0.092,1.033,0.159,8.068,-74.04033603773523
5.128,27.386737823486328,0.179,-0.188,1.038,0.131,8.068,-74.04033603773523
5.093,27.386953592300415,0.142,-2.183,0.996,0.173,8.068,-74.41502572056005
4.953,27.38716411590576,0.136,-2.708,0.938,0.182,7.613,-74.41502572056005
4.953,27.38736891746521,0.136,-2.708,0.938,0.182,7.753,-74.41502572056005
8.173,27.388500452041626,0.186,-2.078,0.98,0.123,7.473,-74.41502572056005
7.473,27.921560287475586,0.109,-4.213,1.024,0.17,7.543,-74.41502572056005
-0.437,27.923754692077637,0.065,-7.958,0.992,0.014,-4.217,-73.77737632912377
-1.732,27.924214363098145,0.053,-9.463,1.002,0.034,-4.252,-73.77737632912377
-3.517,27.92451763153076,0.074,-9.568,0.918,0.037,-2.362,-73.76067187284218
-5.407,27.924762725830078,0.073,-8.798,1.024,0.098,0.263,-73.76067187284218
-5.407,27.925061225891113,0.084,-8.833,1.035,0.085,0.823,-73.76067187284218
-3.307,27.925400733947754,0.097,-6.383,1.064,0.102,2.013,-73.76067187284218
3.028,27.925734281539917,0.105,-2.113,1.045,0.147,2.923,-73.76067187284218
4.673,27.926076650619507,0.159,-0.923,1.021,0.129,3.063,-73.76067187284218
5.898,27.926385402679443,0.085,-1.238,0.947,0.144,3.518,-73.76067187284218
5.758,27.92667007446289,0.105,-2.638,1.001,0.163,3.938,-73.76067187284218
4.253,27.926934003829956,0.21,-1.763,1.041,0.083,3.693,-73.76067187284218
3.693,28.47355031967163,0.091,0.022,1.019,0.132,2.888,-73.76067187284218
-9.677,28.476376056671143,-0.026,-12.018,0.991,0.044,-4.392,-73.15315067451861
-7.087,28.476825952529907,0.002,-9.113,1.049,0.045,-2.362,-73.15315067451861
-2.187,28.477082014083862,-0.004,-7.748,0.987,0.08,0.333,-73.15315067451861
-0.612,28.4773690700531,-0.04,-9.183,1.076,0.08,1.418,-73.15315067451861
-0.367,28.4776554107666,-0.066,-11.423,1.022,0.104,2.468,-73.15315067451861
-2.817,28.47792959213257,-0.055,-12.333,1.009,0.127,3.833,-72.41917434034178
-4.252,28.47828507423401,-0.054,-12.333,1.002,0.109,3.518,-72.41917434034178
-8.452,28.478786945343018,-0.034,-13.663,0.963,0.14,2.958,-72.41917434034178
-12.442,28.479149341583252,-0.06,-16.113,0.984,0.088,3.343,-72.41917434034178
-14.647,28.479450225830078,-0.051,-17.933,1.001,0.135,3.343,-72.41917434034178
-13.317,29.075098276138306,-0.045,-21.293,1.001,0.076,3.658,-72.41917434034178
-0.507,29.077409505844116,-0.103,-2.988,0.981,0.145,1.208,-74.01324760779978
1.313,29.077810525894165,-0.169,-2.393,1.014,0.166,1.733,-74.01324760779978
1.068,29.078089952468872,-0.083,0.022,0.905,0.15,2.083,-74.01324760779978
-0.507,29.07835364341736,-0.101,-4.283,0.993,0.203,1.138,-74.17124540877433
-0.507,29.078619241714478,-0.08,-4.283,0.993,0.162,0.788,-74.17124540877433
-0.507,29.07887291908264,-0.07,-1.833,1.043,0.171,-0.577,-74.17124540877433
-1.662,29.079121828079224,-0.135,0.547,0.951,0.199,-2.117,-74.17124540877433
-0.052,29.079362630844116,-0.135,0.547,0.951,0.199,-2.432,-74.17124540877433
-0.262,29.079599142074585,-0.094,0.652,0.942,0.15,-4.392,-74.17124540877433
-0.997,29.079846143722534,-0.119,-0.153,0.998,0.18,-6.037,-74.17124540877433
-0.367,29.584009408950806,-0.122,1.492,0.969,0.166,-7.787,-74.17124540877433
-2.187,29.585917949676514,-0.085,-1.028,1.005,0.165,-2.397,-72.4717668302457
-0.717,29.586240530014038,-0.069,-2.568,1.021,0.137,-1.907,-72.4717668302457
-0.542,29.58649444580078,-0.064,-4.668,0.966,0.172,-1.487,-72.15397383797388
-0.332,29.58674144744873,-0.08,-3.933,1.036,0.146,-1.662,-72.15397383797388
-0.927,29.586970329284668,-0.057,-2.673,1.036,0.147,-1.557,-72.15397383797388
-1.802,29.587196588516235,-0.044,-1.483,0.992,0.154,-1.977,-72.15397383797388
-1.277,29.5874183177948,-0.078,-2.043,0.974,0.177,-2.537,-72.15397383797388
-1.207,29.587636709213257,-0.115,-1.833,1.033,0.208,-3.377,-72.15397383797388
0.123,29.587897539138794,-0.069,-1.483,1.025,0.163,-4.812,-72.15397383797388
-0.472,29.588175773620605,-0.078,-3.338,1.007,0.182,-5.302,-72.15397383797388
-1.277,29.588444232940674,-0.092,-2.638,0.978,0.179,-5.652,-72.15397383797388
-1.837,30.103113412857056,-0.097,-1.833,0.998,0.174,-5.827,-72.15397383797388
13.843,30.105227947235107,-0.082,13.742,1.036,0.161,-12.687,-68.25329581866033
13.458,30.105560302734375,-0.077,14.547,0.999,0.18,-11.707,-68.25329581866033
14.193,30.10582685470581,-0.051,14.232,0.937,0.126,-9.712,-68.25329581866033
13.563,30.106166124343872,-0.0,13.742,0.915,0.127,-8.907,-68.25329581866033
14.158,30.106409788131714,-0.072,14.512,1.006,0.116,-7.682,-68.25329581866033
19.093,30.10663628578186,-0.089,20.392,1.014,0.106,-5.827,-68.25329581866033
18.253,30.106937408447266,-0.057,21.897,1.071,0.15,-5.372,-68.25329581866033
21.123,30.107168197631836,-0.038,26.307,0.964,0.17,-3.972,-68.25329581866033
22.453,30.107421159744263,0.004,27.812,0.959,0.068,-2.852,-68.25329581866033
22.453,30.107634782791138,-0.032,27.777,0.958,0.174,-1.977,-68.25329581866033
21.683,30.107850074768066,-0.027,23.612,1.1,0.186,-0.367,-68.0774444877791
21.578,30.616392135620117,-0.028,23.087,1.046,0.138,0.158,-68.0774444877791
4.918,30.618393421173096,0.019,-0.398,0.996,0.021,-2.082,-67.67162430890376
3.273,30.618745803833008,0.03,-1.273,0.989,-0.03,-0.612,-67.67162430890376
2.188,30.619014263153076,-0.02,-1.168,1.031,0.009,0.753,-67.67162430890376
2.398,30.619274139404297,0.005,-1.098,1.001,-0.031,2.363,-67.67162430890376
3.273,30.61952567100525,0.017,-2.148,1.026,0.006,3.728,-67.67162430890376
2.573,30.619771718978882,0.016,-1.588,1.003,-0.053,4.323,-67.67162430890376
1.243,30.62001633644104,0.068,2.892,0.961,-0.029,4.078,-67.74242356381228
0.963,30.62026834487915,0.05,7.897,0.955,-0.029,3.658,-68.30913901389636
-0.262,30.62054944038391,0.035,9.892,0.949,-0.048,3.483,-68.30913901389636
-1.312,30.62079906463623,0.059,11.887,1.071,-0.045,3.693,-68.30913901389636
-3.097,31.145821571350098,0.118,6.812,0.966,-0.057,4.498,-68.30913901389636
-7.192,31.147932767868042,0.124,8.002,0.985,0.066,-5.302,-69.03306265991306
-6.317,31.14845037460327,0.147,7.372,0.971,0.058,-5.582,-69.03306265991306
-6.667,31.148776292800903,0.197,7.547,1.217,0.143,-2.152,-69.03306265991306
-7.017,31.149092197418213,0.1,8.702,1.04,0.108,-2.152,-69.03306265991306
-6.702,31.149384260177612,0.169,9.052,1.043,0.119,-2.362,-69.10729899225271
-7.297,31.149638891220093,0.186,10.102,1.063,0.132,-1.242,-69.10729899225271
-6.947,31.149884939193726,0.16,12.272,0.977,0.125,0.578,-69.10729899225271
-9.047,31.150137424468994,0.141,16.787,1.02,0.088,2.713,-69.10729899225271
-9.257,31.150445699691772,0.165,16.262,0.94,0.098,3.168,-69.10729899225271
-9.852,31.150737762451172,0.162,13.007,1.059,0.093,3.623,-69.10729899225271
-10.342,31.150954484939575,0.132,10.102,0.996,0.072,4.008,-69.10729899225271
-10.027,31.682059049606323,0.185,9.577,1.064,0.025,3.623,-69.10729899225271
0.858,31.683969736099243,0.106,0.512,1.016,0.151,4.078,-71.3871145456676
1.978,31.684290885925293,0.152,-2.673,0.938,0.123,3.588,-71.3871145456676
-3.062,31.68453097343445,0.139,-1.938,0.969,0.112,2.993,-71.3871145456676
-4.987,31.684755563735962,0.188,-0.153,1.021,0.148,2.818,-71.3871145456676
-5.757,31.684965133666992,0.169,1.177,1.014,0.148,2.153,-71.3871145456676
-4.952,31.6851704120636,0.233,1.037,0.982,0.155,1.838,-71.3871145456676
-1.067,31.685373783111572,0.053,-2.673,0.967,0.066,1.908,-71.3871145456676
-5.547,31.685588359832764,0.082,0.757,1.044,0.178,2.748,-71.3871145456676
-4.847,31.68579411506653,0.2,7.792,0.857,0.161,2.573,-71.36351727660208
-4.112,31.685999870300293,0.165,7.827,1.004,0.12,2.188,-71.36351727660208
-3.027,31.686203479766846,0.175,0.687,1.04,0.191,1.208,-71.36351727660208
-5.057,32.17912149429321,0.165,1.177,1.08,0.163,1.663,-71.36351727660208
-1.207,32.181344747543335,0.106,0.757,1.032,0.123,2.118,-72.6273822290478
0.158,32.18174433708191,0.11,-0.783,0.919,0.188,1.628,-72.6273822290478
2.923,32.18199896812439,0.131,-1.623,1.037,0.125,1.313,-72.6273822290478
4.323,32.182234048843384,0.126,-4.353,0.935,0.137,1.418,-72.6273822290478
4.358,32.18246603012085,0.122,-4.668,1.006,0.173,1.313,-72.6273822290478
3.378,32.18280601501465,0.107,-5.438,0.955,0.156,1.943,-72.6273822290478
3.413,32.18312692642212,0.15,-3.093,1.005,0.186,2.433,-72.6273822290478
1.523,32.18341827392578,0.143,-4.388,0.918,0.193,3.378,-73.73280203168213
2.118,32.18370079994202,0.13,-1.378,1.089,0.209,4.463,-73.73280203168213
0.648,32.183943033218384,0.099,-0.048,0.999,0.184,6.038,-73.73280203168213
-1.067,32.68402290344238,0.143,1.422,1.079,0.166,8.348,-73.73280203168213
9.573,32.68617558479309,-0.038,2.507,1.002,-0.038,6.458,-73.54037746896827
8.103,32.68673610687256,0.164,2.927,1.053,0.182,6.143,-73.54037746896827
7.438,32.68707823753357,0.067,1.597,1.145,-0.001,4.218,-73.54037746896827
4.848,32.687384366989136,0.015,0.722,0.955,0.024,3.833,-73.54037746896827
8.453,32.68768000602722,-0.04,0.407,0.907,0.024,2.293,-73.54037746896827
10.973,32.68796992301941,-0.056,1.667,0.931,-0.024,-1.382,-72.88299025326216
9.398,32.688262701034546,-0.015,1.877,1.046,0.032,-2.012,-72.88299025326216
7.228,32.68854784965515,-0.187,1.002,1.09,-0.101,-3.237,-72.88299025326216
0.753,32.68883204460144,-0.071,0.757,1.025,0.001,-2.712,-72.88299025326216
-0.087,32.68912482261658,-0.076,0.687,1.036,0.047,-2.292,-72.88299025326216
-2.712,33.20384907722473,-0.036,-2.218,0.887,0.024,-1.382,-72.88299025326216
-0.647,33.2062828540802,0.033,-6.208,1.069,0.105,-3.832,-72.53550603095266
0.893,33.206841468811035,0.064,-5.963,1.033,0.106,-2.712,-72.53550603095266
6.213,33.20716977119446,0.046,-7.363,1.01,0.086,-1.242,-71.88239896015098
7.438,33.20747470855713,0.023,-10.163,1.057,0.062,-0.122,-71.88239896015098
5.128,33.207765102386475,0.05,-9.568,1.022,0.085,-0.332,-71.88239896015098
3.553,33.20804953575134,0.054,-7.328,0.967,0.095,-0.857,-71.88239896015098
2.643,33.208333015441895,0.038,-3.233,0.918,0.115,-1.907,-71.88239896015098
3.553,33.20861029624939,0.047,-2.638,1.04,0.083,-2.152,-71.88239896015098
3.658,33.2088942527771,0.098,-7.783,1.063,0.116,-2.362,-71.88239896015098
4.743,33.20917868614197,0.086,-15.168,1.016,0.079,-3.307,-71.88239896015098
2.608,33.774078369140625,0.129,-21.608,1.087,0.098,-4.917,-71.88239896015098
-8.067,33.77637076377869,0.028,-10.583,0.941,0.064,3.518,-72.81851399530859
-7.332,33.77685856819153,-0.078,-12.403,1.051,0.074,3.098,-72.81851399530859
-8.277,33.777222633361816,-0.054,-12.543,1.086,0.1,1.978,-72.81851399530859
-8.872,33.77755641937256,-0.084,-13.103,1.057,0.111,1.558,-72.81851399530859
-6.912,33.77790427207947,-0.042,-13.348,1.042,0.113,0.508,-72.81851399530859
-6.632,33.77822136878967,-0.126,-14.818,1.093,0.1,-0.122,-72.19194363824644
-5.687,33.77853989601135,-0.061,-14.713,1.055,0.088,-0.752,-72.19194363824644
-6.562,33.77886438369751,-0.066,-12.648,0.976,0.117,-2.327,-72.19194363824644
-6.877,33.7791748046875,-0.031,-11.703,0.966,0.133,-2.642,-72.19194363824644
-6.422,33.779483795166016,-0.097,-10.338,0.946,0.147,-2.502,-72.19194363824644
-7.122,33.78138780593872,-0.111,-8.728,0.883,0.139,-3.237,-72.19194363824644
-6.702,33.78434777259827,-0.076,-8.098,0.939,0.139,-3.272,-72.19194363824644
-8.032,34.32997274398804,-0.096,-7.608,1.06,0.157,-3.937,-72.19194363824644
5.408,34.332419872283936,-0.093,7.162,1.052,0.118,-7.122,-71.03276729381808
4.883,34.332926511764526,-0.11,6.777,1.049,0.102,-5.862,-71.03276729381808
0.438,34.33325672149658,-0.14,3.417,0.918,0.125,-4.427,-71.03276729381808
0.123,34.33352756500244,-0.13,0.442,0.976,0.14,-3.552,-71.03276729381808
0.158,34.33376145362854,-0.089,-1.343,1.053,0.064,6.353,-71.03276729381808
-0.752,34.33398127555847,-0.1,-1.518,1.088,0.136,-1.242,-71.03276729381808
3.273,34.33419585227966,-0.07,1.072,0.966,0.087,-0.157,-71.03276729381808
2.258,34.334410667419434,-0.056,1.072,1.042,0.104,-0.157,-71.03276729381808
-2.257,34.33464002609253,-0.076,-0.923,0.914,0.146,-0.647,-70.5599651718238
-3.832,34.33487033843994,-0.024,-3.863,1.129,0.151,-1.242,-70.5599651718238
-3.832,34.33509969711304,-0.024,-3.863,1.129,0.149,-1.242,-70.5599651718238
-1.207,34.84280514717102,-0.085,-0.643,1.09,0.128,-1.242,-70.5599651718238
11.218,34.843382835388184,-0.199,5.587,1.522,0.313,-21.507,-70.32552137200035
14.228,34.84516668319702,-0.03,13.147,0.632,0.217,-20.282,-70.32552137200035
10.588,34.84543061256409,-0.036,6.917,0.758,0.074,-21.402,-70.32552137200035
2.398,34.84565472602844,-0.197,-0.013,0.934,0.196,-22.277,-70.32552137200035
8.943,34.84586787223816,-0.159,-2.323,1.157,0.188,-22.837,-70.32552137200035
11.778,34.84607553482056,-0.19,2.402,1.208,0.084,-23.117,-70.32552137200035
10.658,34.8462769985199,-0.131,10.277,1.009,0.169,-22.662,-67.92573949019805
9.258,34.84648036956787,-0.076,12.797,0.858,0.185,-22.627,-67.92573949019805
8.453,34.84670162200928,-0.046,7.162,0.939,0.175,-23.117,-67.92573949019805
7.193,34.846906900405884,-0.084,3.627,0.932,0.163,-22.767,-67.92573949019805
7.438,34.84921050071716,-0.071,10.872,1.076,0.163,-21.332,-67.92573949019805
7.018,35.41066551208496,-0.09,9.962,0.996,0.136,-21.087,-67.92573949019805
-5.967,35.41271138191223,0.088,11.397,1.152,0.051,0.298,-67.02938473805506
-8.487,35.4131064414978,0.077,10.522,1.013,0.043,-0.017,-67.02938473805506
-2.537,35.4134316444397,0.035,7.372,0.823,0.018,-0.367,-67.02938473805506
3.273,35.41373538970947,-0.009,4.432,1.075,0.069,-0.647,-67.02938473805506
5.863,35.41403341293335,0.008,6.882,0.93,0.074,-1.032,-67.02938473805506
4.428,35.414329290390015,-0.025,10.697,1.147,0.03,-3.167,-67.02938473805506
0.823,35.414658308029175,-0.017,11.572,1.073,0.011,-6.387,-67.02938473805506
0.998,35.41501450538635,-0.039,11.432,0.906,0.026,-6.317,-67.37612695266475
2.713,35.41535568237305,0.029,8.807,0.927,-0.015,-5.197,-67.37612695266475
5.478,35.41566753387451,-0.021,2.192,1.015,-0.021,-2.887,-67.37612695266475
3.238,35.41935396194458,-0.051,-0.573,1.041,0.018,-0.927,-67.37612695266475
1.313,35.96395468711853,0.003,0.792,1.068,0.05,-0.647,-67.37612695266475
-1.802,35.966127157211304,0.067,3.067,0.945,0.044,-0.997,-67.51012641110249
-1.802,35.9664626121521,0.047,3.067,1.033,0.075,-1.347,-67.51012641110249
-3.762,35.96672296524048,0.042,4.712,0.893,0.035,-2.222,-67.51012641110249
-6.562,35.966960430145264,0.119,5.307,1.051,0.142,-2.782,-67.51012641110249
-7.297,35.96719312667847,0.123,3.732,1.035,0.035,-3.202,-67.51012641110249
-10.482,35.96741843223572,0.117,6.637,1.079,0.051,-3.237,-67.51012641110249
-11.917,35.96764397621155,0.119,7.827,1.071,0.002,-3.307,-67.51012641110249
-12.967,35.96786713600159,0.119,7.827,1.071,0.002,-3.552,-67.51012641110249
-12.617,35.96808624267578,0.14,9.122,1.064,0.0,-4.042,-67.51012641110249
-10.342,35.968310832977295,0.146,10.417,0.961,0.077,-4.042,-67.51012641110249
-6.982,36.477113246917725,0.127,10.872,0.908,0.017,-3.937,-67.74204701450297
-9.957,36.4776828289032,0.082,13.602,0.997,0.092,0.718,-69.5479133329409
-9.852,36.479626178741455,0.103,11.922,0.89,0.08,0.123,-69.5479133329409
-10.797,36.47997999191284,0.106,10.872,1.102,0.101,0.438,-69.5479133329409
-8.662,36.480281591415405,0.072,9.577,0.923,0.101,0.263,-69.5479133329409
-7.682,36.48057246208191,0.088,5.972,0.943,0.148,0.858,-69.5479133329409
-5.337,36.48086166381836,0.119,5.027,0.918,0.104,0.858,-69.5479133329409
-2.642,36.48114585876465,0.142,1.422,1.004,0.095,0.823,-69.5479133329409
-1.102,36.48142719268799,0.182,-2.498,0.932,0.11,0.998,-69.5479133329409
-1.102,36.48173475265503,0.157,-2.498,0.932,0.1,0.998,-68.84186645907123
-1.137,36.482020139694214,0.158,-4.353,1.004,0.124,1.383,-68.84186645907123
-1.312,36.48600649833679,0.174,-3.583,0.979,0.097,1.558,-68.84186645907123
-1.662,37.03768992424011,0.206,-4.248,0.98,0.178,2.293,-68.84186645907123
4.148,37.04006600379944,0.156,-0.188,0.971,0.148,5.093,-70.38374847937867
3.343,37.040578842163086,0.11,-1.028,1.013,0.111,5.548,-71.82837730241683
0.718,37.0409893989563,0.136,-1.168,1.027,0.156,6.458,-71.82837730241683
0.823,37.04126954078674,0.063,0.477,1.042,0.145,7.438,-71.82837730241683
-0.192,37.04152464866638,0.137,2.017,1.008,0.137,8.068,-71.82837730241683
0.438,37.04176425933838,0.098,2.892,1.012,0.123,8.383,-71.82837730241683
1.908,37.04199934005737,0.155,2.367,0.944,0.135,8.978,-71.82837730241683
2.608,37.042231798172,0.114,1.527,1.012,0.15,9.258,-71.82837730241683
2.048,37.04246139526367,0.13,0.652,0.964,0.145,9.503,-71.82837730241683
3.133,37.042787313461304,0.113,-0.643,0.987,0.146,9.573,-71.82837730241683
4.848,37.56186628341675,0.126,-0.678,1.015,0.158,10.168,-71.82837730241683
8.278,37.56414198875427,-0.047,2.857,0.982,0.023,5.968,-72.00057781981816
3.973,37.56447124481201,-0.048,2.437,1.093,0.007,5.408,-72.00057781981816
-2.152,37.56470274925232,-0.02,1.597,1.047,0.03,4.218,-72.00057781981816
-2.222,37.564921617507935,0.071,1.212,1.13,0.024,2.923,-72.00057781981816
-1.032,37.565136432647705,-0.02,1.352,1.03,0.028,1.768,-72.00057781981816
2.748,37.565348386764526,-0.019,-0.958,0.913,0.048,0.893,-72.00057781981816
4.428,37.56555652618408,0.024,-5.858,1.078,0.007,0.438,-72.00057781981816
3.938,37.56576418876648,0.02,-7.363,1.062,0.055,0.088,-72.00057781981816
