ax,vz,vy,az,time,ay,comp,vx
0.045,-0.276,1.022,1.015,0.3127896785736084,-0.015,-74.2679952148927,-0.168
0.041,-0.486,1.442,1.017,0.3159451484680176,-0.018,-74.2679952148927,-0.028
0.035,-0.556,1.092,1.009,0.3411223888397217,-0.01,-74.11646642040978,0.077
0.037,-0.346,1.232,1.015,0.3416011333465576,-0.017,-74.11646642040978,-0.063
0.038,-0.486,0.742,1.011,0.3419785499572754,-0.013,-74.11646642040978,-0.168
0.034,-0.521,1.617,1.009,0.34234619140625,-0.012,-74.11646642040978,0.217
0.034,-0.486,0.672,1.01,0.34269165992736816,-0.013,-74.11646642040978,-0.028
0.033,-0.381,1.337,1.008,0.3430476188659668,-0.011,-74.11646642040978,0.077
0.038,-0.556,0.357,1.012,0.3433959484100342,-0.018,-74.11646642040978,0.252
0.045,-0.381,1.757,1.014,0.3437488079071045,-0.011,-74.11646642040978,-0.168
0.035,-0.521,0.637,1.008,0.3441121578216553,-0.009,-74.11646642040978,0.147
0.038,-0.381,0.917,1.006,0.3444502353668213,-0.012,-73.58626430112271,0.112
0.035,-0.521,1.407,1.012,0.3464934825897217,-0.018,-73.58626430112271,-0.448
0.036,-0.451,0.742,1.011,0.3623988628387451,-0.01,-73.58626430112271,0.392
0.036,-0.416,1.197,1.009,0.3665049076080322,-0.015,-73.58626430112271,-0.203
0.041,-0.521,1.022,1.011,0.37705302238464355,-0.012,-73.58626430112271,0.217
0.038,-0.486,0.952,1.009,0.3878664970397949,-0.01,-73.58626430112271,0.007
0.036,-0.486,1.372,1.014,0.39879846572875977,-0.015,-73.58626430112271,-0.028
0.038,-0.486,0.637,1.009,0.40799689292907715,-0.009,-73.58626430112271,0.077
0.032,-0.346,1.057,1.008,0.4178152084350586,-0.014,-73.58626430112271,-0.063
0.036,-0.486,1.127,1.011,0.42995476722717285,-0.009,-73.9895113669534,0.252
0.04,-0.486,0.987,1.011,0.4390263557434082,-0.015,-73.9895113669534,-0.063
0.035,-0.486,1.057,1.011,0.44665956497192383,-0.017,-73.9895113669534,0.007
0.035,-0.591,0.987,1.012,0.45734596252441406,-0.01,-73.9895113669534,0.147
0.036,-0.556,1.232,1.009,0.4666595458984375,-0.009,-73.9895113669534,0.217
0.04,-0.451,0.707,1.013,0.4763665199279785,-0.016,-73.9895113669534,-0.133
0.035,-0.451,1.162,1.013,1.0796818733215332,-0.013,-73.9895113669534,-0.028
0.034,-0.416,1.057,1.011,1.080232858657837,-0.018,-73.17859010995917,-0.063
0.037,-0.556,1.092,1.011,1.0805745124816895,-0.012,-73.17859010995917,-0.063
0.038,-0.381,0.847,1.015,1.080871343612671,-0.012,-73.17859010995917,0.007
0.042,-0.416,1.267,1.015,1.0811502933502197,-0.011,-74.44175094649424,-0.098
0.044,-0.521,1.197,1.016,1.0814061164855957,-0.01,-74.44175094649424,0.007
0.035,-0.416,0.847,1.011,1.081655502319336,-0.012,-74.44175094649424,-0.063
0.036,-0.486,1.197,1.008,1.0819077491760254,-0.009,-74.44175094649424,0.042
0.037,-0.451,1.057,1.012,1.082174301147461,-0.014,-74.44175094649424,-0.028
0.037,-0.311,1.092,1.011,1.0824449062347412,-0.012,-74.44175094649424,-0.063
0.032,-0.451,0.777,1.009,1.082698106765747,-0.015,-74.44175094649424,0.147
0.037,-0.416,1.127,1.01,1.0862576961517334,-0.012,-74.44175094649424,-0.063
0.039,-0.661,1.232,1.012,1.6560041904449463,-0.009,-74.44175094649424,0.322
0.037,-0.311,1.057,1.012,1.6586973667144775,-0.011,-74.47917613369556,0.147
0.032,-0.661,0.777,1.012,1.6591076850891113,-0.016,-74.47917613369556,-0.063
0.038,-0.311,1.372,1.013,1.6593995094299316,-0.014,-74.47917613369556,0.007
0.04,-0.661,1.057,1.01,1.6596574783325195,-0.008,-74.47917613369556,0.182
0.031,-0.521,1.127,1.012,1.6599071025848389,-0.011,-74.54418082252761,-0.028
0.039,-0.486,0.917,1.015,1.6601550579071045,-0.013,-74.54418082252761,0.077
0.04,-0.521,1.407,1.016,1.6603972911834717,-0.013,-74.54418082252761,-0.273
0.037,-0.416,0.917,1.012,1.660642385482788,-0.007,-74.54418082252761,0.147
0.03,-0.451,1.092,1.009,1.6608917713165283,-0.011,-74.54418082252761,-0.098
0.035,-0.486,1.232,1.01,1.6611378192901611,-0.014,-74.54418082252761,0.147
0.043,-0.486,0.882,1.014,2.23872447013855,-0.016,-74.54418082252761,-0.028
0.043,-0.416,0.917,1.015,2.239403247833252,-0.013,-74.65490684277148,0.077
0.039,-0.276,1.372,1.012,2.2398476600646973,-0.005,-74.65490684277148,-0.168
0.038,-0.521,0.952,1.009,2.2417244911193848,-0.004,-74.65490684277148,0.217
0.037,-0.661,1.092,1.014,2.2420403957366943,-0.024,-74.65490684277148,0.217
0.037,-0.451,0.952,1.011,2.24229097366333,-0.007,-74.65490684277148,-0.203
0.032,-0.416,1.092,1.011,2.242501735687256,-0.009,-74.73043728653084,0.007
0.042,-0.591,1.057,1.012,2.2427053451538086,-0.009,-74.73043728653084,-0.063
0.038,-0.381,1.092,1.004,2.2429096698760986,-0.017,-74.73043728653084,0.182
0.035,-0.521,0.917,1.014,2.243108034133911,-0.01,-74.73043728653084,-0.203
0.038,-0.381,1.022,1.007,2.2433011531829834,-0.013,-74.73043728653084,0.007
0.037,-0.416,1.127,1.011,2.247022867202759,-0.011,-74.73043728653084,-0.098
0.034,-0.416,0.742,1.007,2.8006863594055176,-0.008,-74.73043728653084,0.182
0.024,-0.626,0.602,1.004,2.8026905059814453,-0.019,-75.01446421745696,-0.063
0.025,-0.381,0.742,1.002,2.8029935359954834,-0.006,-75.01446421745696,-0.483
-0.004,-0.381,1.267,0.992,2.80325984954834,-0.02,-75.01446421745696,-0.133
0.051,-0.241,-0.308,1.012,2.8035097122192383,-0.009,-75.01446421745696,-0.378
-0.004,-0.661,1.302,1.002,2.803743839263916,-0.024,-75.01446421745696,0.532
0.037,-0.241,0.637,1.012,2.8039727210998535,-0.006,-75.01446421745696,0.077
0.031,-0.521,1.407,1.015,2.804199457168579,-0.008,-75.01446421745696,0.777
0.023,-0.276,1.022,1.013,2.804426908493042,-0.018,-75.54022045441951,-0.133
0.046,-0.521,0.392,1.014,2.8046579360961914,-0.014,-75.54022045441951,0.217
0.064,-0.661,2.632,1.022,2.804882764816284,0.014,-75.54022045441951,0.812
0.043,-0.451,-0.168,1.003,2.806530714035034,-0.001,-75.54022045441951,-0.343
0.045,0.634,3.647,1.022,3.372166633605957,-0.031,-75.54022045441951,1.442
0.058,-0.416,1.582,1.025,3.374279022216797,0.006,-74.5846616380035,-0.378
0.035,-0.381,1.022,1.023,3.3747267723083496,-0.026,-74.5846616380035,0.882
0.04,-0.416,0.847,0.998,3.3750998973846436,-0.005,-74.5846616380035,-0.413
0.045,-0.416,0.602,1.005,3.375443696975708,-0.0,-74.5846616380035,-0.518
0.043,-0.661,1.442,1.022,3.375805377960205,-0.013,-74.5846616380035,0.777
0.038,-0.276,1.652,1.013,3.376171827316284,-0.022,-74.5846616380035,-0.098
0.045,-0.276,1.407,1.009,3.37650728225708,-0.011,-74.5846616380035,-0.098
0.037,-0.171,1.757,1.006,3.3768444061279297,-0.005,-74.5846616380035,-0.273
0.038,-0.171,1.477,1.012,3.3771755695343018,-0.016,-74.5846616380035,0.462
0.046,-0.416,1.092,1.006,3.3775107860565186,-0.02,-74.3047538706882,-0.203
0.034,-0.486,1.547,1.017,3.377835512161255,-0.002,-74.3047538706882,0.112
0.039,-0.101,1.337,1.006,3.915475845336914,-0.02,-74.3047538706882,-0.658
0.031,-0.346,1.372,1.01,3.9159834384918213,-0.016,-74.1828014825063,0.077
0.029,-0.416,0.812,0.999,3.917654514312744,-0.005,-74.1828014825063,0.147
0.036,-0.486,1.337,1.008,3.9178781509399414,-0.016,-74.1828014825063,-0.728
0.007,-0.766,-1.183,1.013,3.9180848598480225,-0.013,-74.1828014825063,-1.288
0.031,-0.031,3.927,0.999,3.918321132659912,-0.004,-74.58340245862907,1.372
0.113,-0.871,-0.868,1.012,3.918522834777832,-0.048,-74.58340245862907,1.127
-0.032,-0.486,2.037,0.978,3.9187211990356445,-0.017,-74.58340245862907,1.162
0.055,0.144,2.352,1.014,3.918915271759033,-0.021,-74.58340245862907,-0.063
0.025,-0.731,-0.168,0.995,3.919107675552368,0.016,-74.58340245862907,0.357
0.023,-0.206,2.387,1.02,3.9193005561828613,-0.009,-74.58340245862907,-0.588
0.026,-1.081,2.002,0.991,3.9215035438537598,-0.004,-74.58340245862907,1.757
-0.0,-0.346,-2.583,1.002,4.466991901397705,-0.012,-74.58340245862907,0.007
0.038,-0.731,0.147,1.015,4.467555284500122,-0.017,-74.84509642366083,0.147
0.048,-0.416,2.527,1.023,4.469276666641235,-0.04,-74.84509642366083,-0.028
0.029,-0.241,-0.168,1.003,4.469571828842163,-0.009,-74.84509642366083,-0.063
0.051,-0.381,1.232,1.007,4.469835519790649,-0.001,-74.84509642366083,0.182
0.027,-0.521,0.812,1.023,4.470078468322754,-0.012,-74.84509642366083,0.497
0.041,-0.206,0.882,1.015,4.470346927642822,-0.03,-74.84509642366083,-0.308
0.041,-0.696,1.407,1.001,4.470579624176025,-0.01,-74.84509642366083,0.042
0.04,0.144,2.177,1.009,4.470812559127808,-0.007,-75.41108126712537,0.112
0.025,-0.416,1.582,1.018,4.471058130264282,-0.007,-75.41108126712537,-0.133
0.025,-0.591,0.567,1.008,4.471286296844482,-0.02,-75.41108126712537,0.042
0.031,-0.486,1.267,1.003,4.471738576889038,-0.008,-75.41108126712537,0.427
0.04,-0.556,1.232,0.993,5.031059741973877,-0.021,-75.41108126712537,0.427
0.033,-0.836,0.952,1.017,5.031625509262085,-0.0,-75.68653702151973,0.252
0.038,-0.101,0.637,1.0,5.033464193344116,-0.02,-75.68653702151973,0.217
0.032,-0.836,1.057,1.006,5.033768892288208,-0.021,-75.68653702151973,-0.203
0.036,-0.591,0.602,1.013,5.0339953899383545,-0.015,-75.68653702151973,-0.133
0.033,-0.276,1.162,1.011,5.034226417541504,-0.013,-75.68653702151973,-0.133
0.042,-0.521,0.532,1.014,5.034434080123901,-0.008,-75.68653702151973,-0.168
0.029,-0.486,0.777,1.007,5.034636974334717,-0.003,-75.68653702151973,0.357
0.032,-0.626,1.442,1.012,5.034830808639526,-0.02,-75.68653702151973,-0.028
0.045,-0.276,2.177,1.015,5.035022258758545,-0.021,-75.68653702151973,-0.553
0.029,-0.486,2.912,1.014,5.035211086273193,-0.004,-74.8564928594648,-0.133
0.048,0.074,0.322,1.019,5.036849021911621,-0.008,-74.8564928594648,0.112
0.017,-0.451,0.427,1.004,5.59659743309021,-0.02,-74.8564928594648,-0.133
0.051,-0.486,2.107,1.023,5.597141265869141,-0.005,-75.80073225016912,-0.133
0.041,-0.416,1.127,1.005,5.597445487976074,-0.025,-75.80073225016912,-0.308
0.041,-0.521,1.477,1.027,5.5976784229278564,-0.008,-75.80073225016912,0.182
0.056,-0.591,1.092,1.02,5.597897052764893,-0.005,-75.80073225016912,-0.203
0.016,-0.626,0.637,0.999,5.598122835159302,-0.014,-75.80073225016912,0.077
0.046,-0.206,1.547,1.017,5.598337888717651,-0.017,-74.86963085302952,-0.168
0.032,-0.486,1.687,1.017,5.598551273345947,-0.011,-74.86963085302952,-0.483
0.032,-0.451,0.497,1.006,5.598764181137085,-0.009,-74.86963085302952,0.462
0.061,-0.486,1.197,1.013,5.598975896835327,-0.025,-74.86963085302952,0.567
0.017,-0.801,1.302,1.008,5.599187612533569,-0.02,-74.86963085302952,-0.308
0.037,-0.381,0.987,1.013,5.6046974658966064,-0.002,-74.86963085302952,-0.658
0.049,-0.101,1.302,1.006,5.605069398880005,-0.004,-74.86963085302952,-0.308
0.023,-0.311,0.952,1.011,5.605478763580322,-0.017,-74.86963085302952,0.532
0.023,-0.731,0.987,1.006,5.605769872665405,-0.023,-74.86963085302952,0.217
0.046,-0.381,1.372,1.013,6.200494766235352,-0.005,-74.86963085302952,-0.448
0.041,-0.311,1.302,0.999,6.202477216720581,-0.006,-73.56712564912652,-0.273
0.044,-0.696,0.777,1.012,6.202823877334595,-0.006,-73.56712564912652,0.917
0.034,-0.346,0.707,1.022,6.203088760375977,-0.019,-73.56712564912652,0.357
0.045,-0.311,0.707,1.012,6.203331708908081,-0.005,-74.07156638589983,0.602
0.031,-0.416,1.757,1.013,6.203567266464233,-0.016,-74.07156638589983,-0.203
0.05,-0.801,0.602,1.009,6.203796148300171,-0.013,-74.07156638589983,0.112
0.033,-0.381,0.847,1.013,6.204023122787476,-0.006,-74.07156638589983,0.112
0.034,-0.136,1.162,1.007,6.204248428344727,-0.0,-74.07156638589983,0.147
0.034,-0.591,0.987,1.018,6.2044758796691895,-0.022,-74.07156638589983,-0.063
0.041,-0.381,0.777,1.009,6.2046990394592285,-0.016,-74.07156638589983,-0.273
0.043,-0.346,1.197,1.009,6.208197593688965,-0.01,-74.07156638589983,-0.273
0.029,-0.451,0.952,1.003,6.7756311893463135,-0.007,-74.07156638589983,-0.168
0.024,-0.731,1.232,1.005,6.777708292007446,-0.009,-74.96069383508261,0.322
0.03,-0.591,0.987,0.998,6.77814507484436,-0.017,-72.99977879167614,0.427
0.05,-0.381,1.057,1.027,6.7784693241119385,-0.006,-72.99977879167614,-0.028
0.038,-0.416,0.707,1.006,6.778785467147827,-0.001,-72.99977879167614,-0.378
0.027,-0.521,0.777,1.012,6.779062986373901,-0.016,-72.99977879167614,0.392
0.051,-0.521,1.757,1.012,6.77932071685791,-0.021,-72.99977879167614,0.182
0.025,-0.451,1.092,1.013,6.779590368270874,-0.019,-72.99977879167614,-0.658
0.042,-0.486,-0.028,1.012,6.7798683643341064,-0.002,-72.99977879167614,0.252
0.043,-0.556,1.932,1.009,6.780174016952515,-0.023,-72.99977879167614,0.287
0.041,-0.206,0.742,1.024,6.7804577350616455,-0.013,-72.99977879167614,-0.273
0.036,-0.556,1.022,1.012,7.320853233337402,-0.003,-72.99977879167614,0.217
0.051,-0.591,1.512,1.014,7.321408271789551,-0.013,-75.36959937671388,-0.063
0.033,-0.696,1.057,1.017,7.3232481479644775,-0.015,-75.36959937671388,-0.308
0.04,-0.136,1.197,1.01,7.3235650062561035,0.001,-75.36959937671388,0.007
0.022,-0.451,0.357,0.994,7.32380223274231,0.005,-75.36959937671388,-0.028
0.032,-0.521,1.512,1.014,7.324066400527954,-0.014,-75.36959937671388,0.637
0.04,-0.661,0.847,1.018,7.324321508407593,-0.022,-75.36959937671388,-0.203
0.05,-0.556,1.092,1.008,7.3245673179626465,-0.011,-75.36959937671388,0.007
0.035,-0.346,1.162,1.012,7.324811220169067,-0.014,-75.36959937671388,0.427
0.031,-0.416,1.232,1.014,7.32508659362793,-0.015,-75.36959937671388,-0.203
0.044,-0.556,1.617,1.009,7.325363397598267,-0.004,-74.03495052722134,-0.378
0.041,-0.626,0.287,1.01,7.3256516456604,-0.015,-74.03495052722134,0.427
0.029,-0.381,0.707,1.01,7.325947284698486,-0.012,-74.03495052722134,0.112
0.029,-0.381,0.707,1.01,7.326267957687378,-0.012,-74.03495052722134,0.112
0.043,-0.766,1.162,1.017,7.3265180587768555,-0.005,-74.03495052722134,0.042
0.043,-0.451,1.162,1.007,7.327376365661621,-0.014,-74.03495052722134,-0.168
0.037,-0.416,0.952,1.016,7.8693225383758545,-0.015,-74.03495052722134,-0.098
0.076,-0.276,0.882,1.021,7.871483325958252,-0.007,-74.10512204000216,-0.553
0.025,-0.556,-0.588,1.01,7.872017860412598,-0.026,-74.10512204000216,1.862
0.027,-0.486,2.212,1.002,7.8723530769348145,-0.031,-74.10512204000216,0.392
0.058,-0.766,0.392,1.019,7.872655391693115,0.004,-74.10512204000216,-0.658
0.029,-0.941,1.792,1.023,7.872947692871094,0.002,-74.10512204000216,-0.098
0.03,0.109,0.462,0.995,7.873230695724487,-0.02,-74.10512204000216,-0.308
0.051,-0.836,1.652,1.01,7.8735105991363525,-0.001,-74.10512204000216,0.007
0.02,-0.556,0.847,1.025,7.8737921714782715,-0.017,-74.10512204000216,0.252
0.029,-0.311,1.232,1.008,7.874067544937134,-0.033,-74.10512204000216,0.252
0.046,-0.661,0.812,1.008,7.8744285106658936,-0.009,-73.75513704011291,-1.008
0.038,-0.381,1.092,1.019,7.878174304962158,0.004,-73.75513704011291,-0.028
0.037,-0.206,1.267,1.005,8.43587350845337,-0.018,-73.75513704011291,0.077
0.004,-0.696,0.077,0.979,8.436477422714233,0.012,-74.88041106277895,-1.568
0.068,-0.906,0.987,1.025,8.438221216201782,0.028,-74.88041106277895,-0.133
0.036,0.074,1.547,1.034,8.43847393989563,-0.04,-74.88041106277895,1.092
0.028,-0.136,0.777,0.999,8.43869686126709,-0.033,-74.44197841182348,0.322
0.03,-0.871,1.302,0.993,8.438916206359863,0.004,-74.44197841182348,-0.588
0.051,-0.521,1.442,1.011,8.439154624938965,0.005,-74.44197841182348,-0.413
0.032,-0.521,1.092,1.032,8.43941593170166,-0.027,-74.44197841182348,0.112
0.034,0.144,1.302,1.022,8.439655780792236,-0.016,-74.44197841182348,0.252
0.045,-0.381,1.372,0.996,8.439886569976807,-0.005,-74.44197841182348,-0.063
0.03,-0.136,0.742,0.996,8.44009518623352,-0.016,-74.44197841182348,0.007
0.04,-0.451,1.617,1.041,8.975964546203613,-0.018,-74.44197841182348,-0.133
0.045,-0.486,0.602,1.028,8.978016138076782,-0.007,-74.36958287785637,0.812
0.043,-0.486,1.652,1.011,8.978332281112671,-0.023,-74.36958287785637,-0.168
0.032,-0.276,1.197,1.01,8.978560209274292,-0.014,-74.36958287785637,-0.483
0.039,-0.521,1.022,1.007,8.97876787185669,-0.003,-74.36958287785637,0.042
0.042,-0.661,1.162,1.015,8.97896957397461,-0.011,-74.36958287785637,0.252
0.03,-0.521,0.182,1.009,8.979168176651001,-0.014,-74.36958287785637,0.077
0.03,-0.311,0.987,1.013,8.979367017745972,-0.014,-74.36958287785637,0.287
0.034,-0.556,1.757,1.008,8.97959017753601,-0.011,-73.52010769220291,0.182
0.049,-0.276,0.497,1.011,8.979814767837524,-0.02,-73.52010769220291,-0.028
0.058,-0.451,2.037,1.019,8.98001766204834,-0.011,-73.52010769220291,-0.588
0.028,-0.451,1.932,1.014,8.98125410079956,-0.007,-73.52010769220291,0.322
0.023,-0.661,0.707,1.028,9.467548131942749,-0.014,-73.52010769220291,0.077
0.034,-0.451,0.847,1.017,9.468079566955566,-0.025,-75.6927749879208,0.252
0.016,-0.486,0.777,1.012,9.46989893913269,-0.017,-75.6927749879208,-0.378
0.02,-0.171,0.182,1.014,9.47021484375,0.008,-75.6927749879208,-0.168
0.013,-0.171,0.182,1.003,9.47048807144165,-0.007,-75.6927749879208,-0.168
0.026,-0.696,-0.798,1.011,9.470727443695068,-0.015,-75.6927749879208,-1.253
0.021,-0.171,1.652,1.001,9.470948219299316,-0.008,-74.68996466518273,-0.553
-0.013,-0.171,1.652,0.995,9.471154928207397,-0.015,-74.68996466518273,-0.553
0.024,-0.661,0.567,1.004,9.471398830413818,-0.021,-74.68996466518273,0.182
0.062,-0.591,3.577,1.018,9.471664667129517,-0.02,-74.68996466518273,0.427
0.04,-0.416,-0.588,1.001,9.471932649612427,-0.02,-74.68996466518273,-1.183
0.04,-0.521,1.827,1.018,10.00449275970459,-0.0,-74.68996466518273,-0.623
0.044,-0.486,0.882,1.014,10.006731986999512,0.003,-74.16380812093206,-0.833
0.033,-0.381,0.882,1.012,10.007257461547852,-0.018,-75.48434606813181,0.917
0.028,-0.241,-0.238,1.002,10.007600545883179,-0.017,-75.48434606813181,1.092
0.041,-0.241,1.757,1.011,10.007966995239258,-0.027,-75.48434606813181,-0.133
0.015,-0.451,1.302,1.007,10.00823974609375,0.013,-75.48434606813181,-0.938
0.079,-0.521,3.682,1.035,10.008495569229126,0.016,-75.48434606813181,0.112
0.041,-0.171,-2.303,1.025,10.00875473022461,-0.039,-75.48434606813181,0.532
0.021,-1.046,2.912,0.987,10.009021043777466,-0.015,-75.48434606813181,-0.553
0.077,-1.081,1.337,1.019,10.009275674819946,-0.015,-75.48434606813181,-0.098
0.055,-0.136,0.077,1.035,10.009529829025269,-0.005,-75.48434606813181,-1.288
0.021,-0.941,2.107,0.999,10.513914346694946,-0.005,-75.48434606813181,0.357
0.04,-0.731,1.057,1.019,10.515868186950684,-0.01,-74.54210929908477,-0.518
0.029,-0.591,0.672,1.006,10.516157865524292,-0.01,-74.54210929908477,-0.413
0.034,-0.661,1.092,1.009,10.516404390335083,-0.006,-74.54210929908477,0.287
0.041,-0.311,1.687,1.018,10.516635656356812,-0.019,-74.54210929908477,0.322
0.022,-0.486,0.847,1.004,10.51686143875122,-0.027,-74.54210929908477,-0.098
0.036,-0.451,0.882,1.01,10.517082452774048,-0.006,-74.54210929908477,-0.343
0.041,-0.696,0.182,1.013,10.517301559448242,-0.008,-74.54210929908477,0.462
0.02,-0.486,0.952,1.005,10.517532110214233,-0.023,-74.54210929908477,0.182
0.046,-0.661,0.917,1.022,10.517753839492798,-0.007,-74.54210929908477,-0.028
0.039,-0.276,1.582,1.01,10.517972230911255,-0.017,-74.54210929908477,0.217
0.041,-0.801,0.987,1.005,10.518202304840088,-0.023,-74.32675062662166,0.147
0.036,-0.556,1.687,1.014,11.066917657852173,-0.004,-74.32675062662166,-0.238
0.045,-0.521,0.532,1.014,11.068775653839111,-0.006,-73.92344800451708,0.147
0.04,-0.171,1.407,1.012,11.069061040878296,-0.014,-73.92344800451708,0.287
0.05,-0.486,1.057,1.021,11.069289207458496,-0.025,-73.92344800451708,-0.133
0.028,-0.346,1.127,1.008,11.069501161575317,-0.002,-73.52092073416685,-0.028
0.042,-0.381,-0.378,1.006,11.069705486297607,-0.004,-73.52092073416685,0.392
0.051,-0.101,1.092,1.018,11.069907426834106,-0.02,-73.52092073416685,0.007
0.032,-0.486,0.847,1.014,11.070114135742188,-0.021,-73.52092073416685,0.042
0.042,-0.486,0.987,1.017,11.070328712463379,-0.013,-73.52092073416685,-0.238
0.038,-0.451,1.372,1.015,11.070525884628296,-0.015,-73.52092073416685,-0.448
0.052,-0.311,1.267,1.021,11.070720195770264,-0.016,-73.52092073416685,0.182
0.047,-0.626,0.742,1.012,11.674423217773438,-0.023,-73.52092073416685,0.252
0.025,-0.346,1.267,0.998,11.676512479782104,-0.024,-73.79994529122631,0.077
0.048,-0.276,1.582,1.019,11.676845073699951,-0.015,-74.43973748658223,-0.483
0.018,-0.626,0.742,1.002,11.677082777023315,-0.014,-74.43973748658223,-0.028
0.028,-0.451,2.002,1.0,11.677300930023193,-0.012,-74.43973748658223,-0.308
0.054,-0.521,0.917,1.024,11.677518367767334,-0.011,-74.43973748658223,-0.133
0.022,-0.521,1.232,1.012,11.67772912979126,-0.019,-74.43973748658223,-0.413
0.025,-0.661,1.197,1.006,11.677935600280762,-0.01,-74.43973748658223,0.042
0.051,-0.346,1.617,1.004,11.678186893463135,-0.016,-74.43973748658223,-0.238
0.028,-0.661,-0.028,1.014,11.678451538085938,-0.015,-74.43973748658223,0.427
0.02,-0.451,0.672,1.006,11.678670883178711,-0.012,-74.43973748658223,0.182
0.037,-0.556,0.567,1.005,11.678878545761108,-0.01,-74.43973748658223,-0.028
0.026,-0.381,0.322,1.001,12.286447525024414,-0.01,-74.86529948995977,0.182
0.03,-0.626,1.617,1.013,12.287074089050293,-0.015,-73.40809130832012,0.077
0.047,-0.451,1.197,1.013,12.288994312286377,-0.007,-73.40809130832012,-0.308
0.014,-0.941,-0.588,0.998,12.289268732070923,-0.011,-73.40809130832012,0.672
0.027,-0.871,1.512,1.006,12.289513111114502,-0.012,-73.40809130832012,-0.133
0.041,-0.276,0.672,1.017,12.289751768112183,-0.012,-73.40809130832012,0.112
0.029,-0.381,0.847,1.006,12.289977312088013,-0.013,-73.40809130832012,-0.413
0.03,-0.626,0.742,1.007,12.290210485458374,-0.004,-73.40809130832012,0.427
0.041,-0.206,1.302,1.015,12.290474891662598,-0.02,-73.40809130832012,-0.238
0.045,-0.731,1.232,1.009,12.290706634521484,-0.014,-73.40809130832012,0.077
0.035,-0.416,0.742,1.012,12.290924549102783,-0.017,-73.12088221548746,-0.518
0.027,-0.346,1.337,1.019,12.291149854660034,-0.004,-73.12088221548746,0.147
0.035,-0.731,0.287,1.004,12.922975778579712,-0.01,-73.12088221548746,0.182
0.042,-0.521,0.812,1.015,12.924925088882446,-0.007,-73.23650757777554,-0.133
0.022,-0.276,0.882,1.001,12.9252610206604,-0.008,-73.23650757777554,-0.308
0.043,-0.661,0.602,1.008,12.925514698028564,-0.01,-73.23650757777554,0.322
0.035,-0.416,1.267,1.023,12.925748825073242,-0.017,-73.23650757777554,-0.098
0.035,-0.661,0.847,1.014,12.925977945327759,-0.011,-73.84469921688226,0.112
0.043,-0.521,1.022,1.015,12.92622709274292,-0.007,-73.84469921688226,0.182
0.038,-0.486,1.372,1.012,12.926454782485962,-0.02,-73.84469921688226,-0.203
0.027,-0.696,0.707,1.006,12.926677465438843,-0.009,-73.84469921688226,-0.308
0.031,-0.591,0.322,1.009,12.926904916763306,-0.016,-73.84469921688226,0.252
0.034,-0.521,0.567,1.016,12.927160263061523,-0.02,-73.84469921688226,0.042
0.035,-0.521,1.127,1.006,12.928593635559082,-0.013,-73.84469921688226,0.147
0.036,-0.416,1.197,1.012,13.594685792922974,-0.009,-73.84469921688226,0.042
0.035,-0.731,1.232,1.016,13.59703779220581,-0.01,-73.39301942138299,0.077
0.046,-0.276,0.917,1.017,13.597537279129028,-0.015,-73.39301942138299,0.182
0.031,-0.591,1.512,1.009,13.597852945327759,-0.013,-73.39301942138299,-0.308
0.04,-0.101,1.337,1.003,13.598155975341797,-0.014,-73.39301942138299,-0.623
0.038,-0.486,1.197,1.014,13.598477363586426,-0.01,-73.39301942138299,-0.028
0.018,-0.556,1.407,1.005,13.598759174346924,-0.012,-73.72842981989608,0.252
0.05,-0.101,0.707,1.013,13.59903335571289,-0.022,-73.72842981989608,-0.028
0.024,-0.556,1.267,1.0,13.599299430847168,-0.014,-73.72842981989608,-0.238
0.029,-0.451,0.217,1.009,13.599565744400024,-0.013,-73.72842981989608,-0.238
0.045,-0.451,1.652,1.015,13.599825620651245,-0.013,-73.72842981989608,0.707
0.013,-0.031,2.352,1.004,13.601239204406738,-0.005,-73.72842981989608,-0.273
0.055,0.004,1.582,1.018,14.275359392166138,-0.019,-73.72842981989608,-0.623
0.032,-0.626,2.142,1.017,14.277608156204224,-0.0,-74.77852948059127,-0.098
0.049,-0.696,1.442,1.01,14.277987718582153,-0.037,-74.77852948059127,-0.133
0.047,-0.241,1.057,1.006,14.278295755386353,-0.021,-74.77852948059127,-0.763
0.054,-0.696,0.882,1.031,14.278573989868164,-0.001,-74.77852948059127,-0.063
-0.005,-0.556,1.127,1.015,14.278841257095337,0.002,-74.77852948059127,0.707
0.054,-0.416,1.407,1.028,14.279105424880981,-0.029,-74.77852948059127,0.252
0.046,-0.276,1.477,1.005,14.27936840057373,-0.019,-73.96273494288556,-0.973
0.031,-0.626,1.162,1.003,14.279630184173584,-0.007,-73.96273494288556,-0.098
0.025,-0.626,0.882,1.025,14.279886484146118,0.003,-73.96273494288556,0.987
0.041,-0.731,0.917,1.011,14.280142784118652,-0.024,-73.96273494288556,-0.518
0.059,-0.241,0.987,1.01,14.280398845672607,-0.005,-73.96273494288556,-0.273
0.04,-0.311,1.652,1.018,14.983738899230957,-0.015,-73.96273494288556,-0.203
0.103,-0.556,0.847,1.061,14.986198663711548,-0.055,-76.73466239382385,0.672
0.016,-0.871,1.372,1.016,14.986762523651123,-0.023,-76.73466239382385,-0.273
0.016,-0.661,-1.323,1.043,14.987162590026855,-0.054,-76.73466239382385,1.687
