az,ax,vx,comp,time,vy,vz,ay
1.02,0.059,0.287,-74.25690298993484,35.14192199707031,-0.658,-0.101,-0.013
1.011,0.017,-0.098,-74.25690298993484,35.1422438621521,0.357,-0.766,-0.016
1.012,0.017,0.042,-74.25690298993484,35.142616510391235,0.462,-0.416,-0.016
1.011,0.054,-0.168,-73.79523658232199,35.142922163009644,0.847,-0.451,-0.005
1.011,0.028,0.112,-73.79523658232199,35.727699995040894,0.357,-0.591,-0.021
1.003,0.033,0.287,-73.57144860776243,35.7300705909729,1.022,-0.801,-0.022
1.006,0.041,0.322,-73.57144860776243,35.73043370246887,1.477,-0.801,-0.016
1.005,0.031,-0.623,-73.42091315749859,35.73074245452881,1.232,-0.241,-0.006
1.007,0.038,0.042,-73.42091315749859,35.7310049533844,1.302,-0.416,0.004
1.022,0.053,0.217,-73.42091315749859,35.73125219345093,0.917,-0.801,-0.014
1.009,0.033,0.112,-73.42091315749859,35.73149371147156,0.847,-0.486,-0.011
1.002,0.028,-0.378,-73.42091315749859,35.73173260688782,1.407,-0.206,-0.01
1.009,0.048,0.392,-73.42091315749859,35.73196983337402,0.497,-0.451,0.003
1.012,0.053,0.427,-73.42091315749859,35.73220610618591,1.197,-0.346,-0.01
1.008,0.036,-0.833,-73.42091315749859,35.732441663742065,0.742,-0.241,-0.03
0.999,0.029,0.042,-73.42091315749859,35.73267459869385,1.617,-0.871,0.008
0.998,0.026,0.567,-73.42091315749859,35.73670744895935,0.847,-0.381,-0.02
1.017,0.054,0.182,-74.67929103315306,36.29861330986023,1.547,0.459,-0.047
1.015,0.032,-0.168,-74.33932848837878,36.30095362663269,1.757,-0.381,-0.01
1.019,0.031,1.057,-73.42989560072364,36.30138397216797,-0.063,-0.696,-0.006
1.009,0.043,0.672,-73.42989560072364,36.30174708366394,1.442,-0.486,-0.024
1.006,0.038,-0.658,-73.42989560072364,36.30206084251404,0.392,-0.416,-0.01
0.992,0.017,-0.238,-73.42989560072364,36.30234718322754,1.022,-0.451,-0.013
1.014,0.045,-0.063,-73.42989560072364,36.30263304710388,1.512,-0.486,-0.023
1.021,0.034,0.112,-73.42989560072364,36.30288910865784,1.827,-0.591,-0.017
1.008,0.023,0.287,-73.42989560072364,36.303142786026,1.127,-0.416,-0.003
1.005,0.046,0.567,-73.42989560072364,36.303406715393066,0.952,-0.661,-0.008
1.008,0.036,0.007,-73.42989560072364,36.303659200668335,1.197,-0.556,-0.01
1.021,0.032,-0.623,-73.42989560072364,36.303894996643066,0.392,-0.311,-0.03
1.019,0.049,-0.273,-74.33230965696494,36.910412549972534,2.037,-0.416,-0.0
1.048,0.109,-0.378,-73.89472213678324,36.91284775733948,1.057,-0.731,-0.01
1.01,-0.004,0.462,-73.89472213678324,36.913262128829956,0.602,-0.661,-0.013
0.999,0.062,-0.378,-73.89472213678324,36.9135799407959,-0.238,-0.311,-0.04
1.014,0.06,0.042,-73.89472213678324,36.9138765335083,0.322,-0.696,-0.003
1.036,0.025,0.392,-73.89472213678324,36.91417360305786,1.022,-0.941,0.01
1.002,0.064,1.512,-73.89472213678324,36.914538621902466,1.337,-0.941,-0.007
1.014,0.061,0.392,-73.89472213678324,36.91488456726074,1.932,-1.011,-0.022
1.021,0.031,0.322,-73.89472213678324,36.91517114639282,0.182,-0.416,-0.011
1.009,0.046,-0.308,-73.61855016793052,36.91551232337952,1.372,-0.486,-0.008
1.004,0.045,-0.728,-73.61855016793052,36.915836572647095,1.162,-0.696,-0.011
1.012,0.049,0.112,-73.61855016793052,37.49249887466431,0.847,-0.661,0.005
1.013,0.033,0.287,-73.9964104950901,37.49486041069031,0.637,-0.381,-0.023
1.013,0.033,-0.413,-73.9964104950901,37.495264291763306,0.322,-0.451,-0.01
1.017,0.033,-0.413,-73.9964104950901,37.49555325508118,0.497,-0.381,-0.01
1.01,0.059,0.287,-73.9964104950901,37.49582648277283,1.967,-0.696,-0.005
1.008,0.045,0.707,-73.9964104950901,37.49610376358032,0.497,-0.766,-0.01
1.018,0.032,-0.168,-73.9964104950901,37.496368408203125,1.967,-0.136,-0.021
1.013,0.037,-0.483,-73.9964104950901,37.49662709236145,0.567,-0.521,-0.019
1.008,0.056,-0.448,-73.9964104950901,37.49689602851868,0.497,-0.836,-0.005
1.001,0.019,-0.518,-73.24507661974158,37.497151613235474,1.337,-0.556,-0.005
1.007,0.052,0.987,-73.24507661974158,37.497408866882324,0.357,-0.556,0.002
0.993,-0.011,0.322,-73.24507661974158,38.05600047111511,1.442,-0.416,-0.028
0.998,0.052,-0.028,-74.2513151417229,38.05842065811157,0.217,-0.451,-0.034
1.039,0.066,-0.028,-73.30075576600639,38.05883526802063,2.282,-0.556,-0.025
1.023,0.026,-0.763,-73.30075576600639,38.059189319610596,2.317,-0.206,-0.013
0.997,0.04,0.392,-73.30075576600639,38.05951642990112,-0.483,-0.556,-0.003
1.012,0.053,-0.063,-73.30075576600639,38.0598418712616,0.707,-0.241,0.015
1.006,0.001,-0.238,-73.30075576600639,38.06016564369202,-0.273,-0.836,-0.016
0.999,0.068,-0.098,-73.30075576600639,38.06049704551697,1.862,0.179,0.013
1.009,0.059,-1.113,-73.30075576600639,38.06083083152771,1.862,-0.451,-0.002
1.027,0.023,0.042,-73.30075576600639,38.06119894981384,1.162,-0.381,-0.002
1.009,0.059,-0.203,-73.30075576600639,38.06157851219177,0.882,-0.836,-0.024
1.009,0.059,-0.203,-73.30075576600639,38.06189966201782,0.882,-0.801,-0.024
1.012,0.017,-0.238,-73.77206096729348,38.655521392822266,2.702,-0.171,0.002
1.016,0.045,1.197,-74.48865473121656,38.65808892250061,1.127,-0.836,-0.021
1.006,0.031,-0.833,-74.48865473121656,38.6585636138916,0.952,-0.626,-0.021
1.005,0.02,-0.413,-74.48865473121656,38.65885519981384,0.042,-0.416,-0.007
1.008,0.037,-0.553,-74.48865473121656,38.659133195877075,2.352,-0.381,-0.014
1.024,0.051,0.217,-74.48865473121656,38.6593918800354,0.707,-0.416,-0.021
1.011,0.033,0.217,-74.48865473121656,38.65964436531067,0.707,-0.416,-0.019
1.006,0.049,-0.203,-74.48865473121656,38.65989947319031,0.742,-0.381,0.027
0.997,0.031,-0.063,-74.48865473121656,38.660146951675415,0.497,-0.241,-0.012
1.015,0.047,0.497,-74.48865473121656,38.66039037704468,1.092,-1.116,-0.015
1.018,0.041,0.322,-74.48865473121656,38.660632610321045,0.952,-0.591,-0.014
1.002,0.029,0.007,-75.43844017109527,38.66145706176758,0.532,-0.801,-0.011
1.003,0.04,0.077,-75.43844017109527,39.26762628555298,1.267,-0.206,-0.01
1.009,0.051,0.497,-73.08660267331388,39.27022838592529,1.652,-0.801,-0.022
1.004,0.045,0.427,-73.08660267331388,39.2706515789032,1.617,-0.591,-0.016
1.015,0.045,-0.273,-73.08660267331388,39.270944118499756,1.582,-0.346,-0.019
1.006,0.036,-0.343,-73.08660267331388,39.27131509780884,1.932,-0.416,-0.001
1.02,0.052,-0.203,-73.08660267331388,39.271602392196655,2.037,-0.451,-0.02
1.011,0.032,0.427,-73.08660267331388,39.271870136260986,0.707,-0.731,-0.02
1.008,0.025,0.112,-73.08660267331388,39.272136211395264,0.532,-0.591,-0.016
1.008,0.045,0.007,-73.08660267331388,39.27239108085632,1.582,-0.486,-0.016
1.008,0.029,0.147,-73.08763163918076,39.27264332771301,1.092,-0.381,-0.018
1.01,0.038,0.042,-73.08763163918076,39.27294707298279,1.372,-0.696,-0.005
1.008,0.038,0.077,-73.08763163918076,39.27333354949951,0.812,-0.696,0.002
1.008,0.043,0.532,-73.08763163918076,39.878602266311646,1.617,-0.486,-0.013
1.002,0.028,-0.378,-72.92448920818381,39.88080668449402,-0.273,-0.206,-0.007
1.013,0.055,0.917,-72.92448920818381,39.88115906715393,1.442,-0.661,-0.015
1.013,0.019,-0.063,-72.92448920818381,39.881468057632446,1.057,-0.906,-0.027
1.023,0.056,-0.168,-72.92448920818381,39.881744384765625,1.267,-0.136,-0.01
1.011,0.045,0.042,-72.92448920818381,39.88199830055237,1.267,-0.346,-0.001
1.004,0.023,0.112,-73.53294055276193,39.8822455406189,1.442,-0.241,-0.008
1.024,0.049,0.497,-73.53294055276193,39.88249158859253,0.987,-0.696,0.005
1.019,0.027,-0.518,-73.53294055276193,39.88273596763611,1.232,-0.206,-0.023
0.999,0.034,0.882,-73.53294055276193,39.8829824924469,1.407,-0.381,-0.005
1.02,0.043,-0.063,-73.53294055276193,39.883224964141846,2.037,-0.136,-0.009
1.018,0.043,-0.133,-73.53294055276193,39.88347029685974,1.582,-0.031,-0.019
1.004,0.035,-0.378,-73.53294055276193,40.52441120147705,1.302,-0.626,-0.008
1.017,0.036,0.007,-73.41101421978271,40.52688026428223,0.637,-0.591,-0.014
1.005,0.027,0.532,-73.41101421978271,40.52730584144592,1.932,-0.906,0.001
1.023,0.103,-2.163,-73.41101421978271,40.52758455276489,2.667,-0.346,-0.063
1.025,0.04,0.322,-73.41101421978271,40.52783274650574,0.777,-1.291,0.032
1.035,0.021,-2.758,-73.41101421978271,40.52806806564331,1.477,0.109,-0.034
1.012,0.04,0.917,-73.41101421978271,40.52829909324646,1.862,0.669,-0.015
1.012,0.076,1.267,-73.41101421978271,40.52852773666382,-0.658,-1.081,-0.014
1.006,0.028,-0.518,-73.41101421978271,40.52875232696533,2.072,-1.116,-0.027
1.012,0.073,-0.868,-73.81269689895119,40.528977155685425,0.462,-0.451,0.002
1.031,0.054,-0.448,-73.81269689895119,40.52920198440552,1.932,-0.556,-0.003
1.013,-0.001,0.497,-73.81269689895119,41.13359880447388,0.427,-0.066,-0.025
1.004,0.015,-0.063,-73.39095438614068,41.13585305213928,1.022,-0.521,-0.004
1.013,0.049,0.077,-73.39095438614068,41.13624286651611,0.847,-0.416,-0.005
1.019,0.051,-0.028,-73.39095438614068,41.13652777671814,2.002,-0.696,-0.014
1.005,0.023,0.042,-73.39095438614068,41.13680648803711,0.567,-0.346,-0.018
1.012,0.05,-0.833,-73.39095438614068,41.13705825805664,1.372,-0.521,-0.016
1.016,0.026,-0.553,-73.39095438614068,41.137295722961426,1.232,-0.416,-0.015
1.011,0.03,-0.098,-73.39095438614068,41.137542486190796,1.057,-0.521,-0.014
1.006,0.04,0.532,-73.37924308610795,41.13777732849121,1.652,-0.626,-0.011
1.013,0.046,0.567,-73.37924308610795,41.13800883293152,0.917,-0.556,-0.017
1.003,0.047,0.147,-73.37924308610795,41.13824439048767,0.917,-0.206,-0.017
1.006,0.026,-0.553,-73.37924308610795,41.74827289581299,1.372,-0.696,-0.011
1.013,0.033,0.742,-74.03812479954217,41.7506103515625,1.442,-0.801,0.016
1.019,0.026,0.497,-74.03812479954217,41.75098133087158,0.742,-0.766,-0.001
1.011,0.029,1.547,-74.03812479954217,41.75125479698181,0.602,-0.836,0.0
1.004,0.063,0.322,-74.03812479954217,41.75152540206909,-1.253,-0.276,0.005
0.995,0.027,-1.323,-74.3027070420882,41.751806020736694,-0.798,-0.241,0.001
0.998,0.036,0.462,-74.3027070420882,41.752100229263306,2.387,-0.591,-0.016
1.018,0.03,0.287,-74.3027070420882,41.75240206718445,0.812,-0.976,-0.002
1.019,0.028,0.427,-74.3027070420882,41.75266098976135,0.742,-0.626,-0.014
0.995,0.048,0.847,-74.3027070420882,41.75294375419617,-0.133,-0.346,-0.009
1.008,0.027,0.532,-74.3027070420882,41.753291845321655,0.532,-1.011,-0.002
1.008,-0.003,0.532,-74.3027070420882,41.75364112854004,0.532,-1.011,-0.002
1.026,0.06,0.217,-74.3027070420882,42.35823726654053,0.567,-0.066,-0.023
1.017,0.055,0.567,-74.39778713567819,42.36079382896423,2.807,-0.591,-0.018
1.021,0.066,0.147,-74.39778713567819,42.36127257347107,2.072,-0.206,-0.037
0.998,0.026,-0.413,-73.85770263097677,42.361608028411865,-0.413,0.074,-0.025
1.014,0.054,-0.413,-73.85770263097677,42.36190485954285,0.532,-0.976,0.008
1.013,0.056,0.427,-73.85770263097677,42.36218070983887,0.602,-0.976,0.009
1.011,0.021,0.322,-73.85770263097677,42.36245512962341,0.602,-0.136,-0.027
1.012,0.052,0.322,-73.85770263097677,42.36272716522217,-0.413,-0.276,-0.015
1.012,0.032,-0.658,-73.85770263097677,42.36299204826355,2.387,-0.241,-0.018
1.007,0.05,-0.623,-73.85770263097677,42.36325526237488,1.092,-0.276,-0.003
1.015,0.047,0.007,-73.85770263097677,42.363569259643555,1.442,-0.136,-0.013
1.025,0.04,0.637,-73.85770263097677,42.36387348175049,0.077,-0.521,-0.019
1.001,0.043,0.007,-73.85770263097677,42.976680755615234,1.652,-0.836,-0.007
1.006,0.044,0.392,-73.5564168226709,42.97893142700195,1.932,-0.521,-0.013
1.016,0.039,-0.273,-73.5564168226709,42.979347944259644,0.917,-0.486,-0.015
1.003,0.027,-0.028,-73.5564168226709,42.97968077659607,0.672,-0.346,-0.01
1.018,0.037,0.427,-73.5564168226709,42.97995924949646,1.477,-0.346,-0.011
1.003,0.048,-0.413,-73.5564168226709,42.98023319244385,1.827,-0.451,-0.019
1.005,0.037,-0.168,-73.5564168226709,42.980506896972656,1.477,-0.626,-0.014
1.019,0.043,-0.413,-73.5564168226709,42.98076033592224,0.952,-0.556,-0.002
1.007,0.041,0.602,-73.5564168226709,42.98100972175598,0.952,-0.451,-0.01
1.01,0.047,0.672,-73.5564168226709,42.981255292892456,1.652,-0.451,-0.022
1.01,0.034,-0.588,-74.0436215844497,42.98151969909668,1.197,-0.521,-0.018
1.022,0.043,-0.378,-74.0436215844497,43.588600873947144,0.672,-0.416,0.004
1.006,0.037,0.252,-73.44292862436335,43.59114599227905,1.617,-0.661,-0.012
1.006,0.037,-0.168,-73.44292862436335,43.59164571762085,0.427,-0.556,-0.025
1.014,0.055,-0.623,-73.44292862436335,43.592007875442505,1.232,-0.171,-0.016
1.01,0.034,0.812,-73.44292862436335,43.59233784675598,1.372,-0.311,-0.004
1.002,0.036,0.112,-73.44292862436335,43.592655658721924,1.687,-0.766,-0.021
0.999,0.043,-0.273,-73.44292862436335,43.59293842315674,1.442,-0.346,-0.025
1.009,0.04,-0.833,-73.21117641347703,43.593228340148926,0.917,-0.206,0.002
1.008,0.035,0.707,-73.21117641347703,43.59351634979248,1.827,-0.451,-0.021
0.997,0.034,0.497,-73.21117641347703,43.593770027160645,1.617,-0.661,-0.023
1.01,0.061,-0.098,-73.21117641347703,43.59401488304138,1.197,-0.591,-0.018
1.008,0.03,0.077,-73.21117641347703,43.59792900085449,1.232,-0.066,-0.008
0.999,0.027,0.322,-73.21117641347703,44.22615027427673,0.987,-0.346,-0.008
1.001,0.055,-0.203,-72.97087810699134,44.228456020355225,-0.413,-0.801,0.021
1.043,0.032,2.737,-73.83038852586962,44.22897934913635,-0.833,-0.346,0.032
0.981,0.032,1.407,-73.83038852586962,44.2293541431427,-1.673,-0.731,0.032
0.984,0.019,1.582,-73.83038852586962,44.229716539382935,2.072,-0.346,0.027
0.996,0.076,-0.133,-73.83038852586962,44.23006057739258,-0.098,-1.536,-0.025
1.038,0.041,0.742,-73.83038852586962,44.23039698600769,1.337,-0.731,-0.037
1.009,0.064,-0.378,-73.83038852586962,44.23073649406433,1.687,0.039,-0.02
1.032,0.044,-0.693,-73.83038852586962,44.2310676574707,1.197,-0.451,0.003
1.009,0.013,0.812,-73.83038852586962,44.231393814086914,1.267,-0.346,0.031
0.984,0.012,0.322,-73.83038852586962,44.231709718704224,0.567,-0.696,-0.004
0.999,0.055,0.042,-73.83038852586962,44.23202705383301,2.667,-1.081,-0.016
1.027,0.026,0.357,-73.80766498029293,44.8601016998291,-0.238,-0.416,0.0
1.011,0.031,-0.798,-73.91976430993621,44.86252808570862,1.267,-0.311,-0.016
1.012,0.025,-0.623,-73.91976430993621,44.86289095878601,0.567,-0.591,-0.002
1.017,0.045,0.602,-73.91976430993621,44.86314940452576,2.002,-0.731,-0.005
1.011,0.039,0.217,-73.91976430993621,44.86339020729065,1.652,-0.486,-0.023
1.012,0.039,-0.343,-73.91976430993621,44.86362624168396,1.022,-0.101,-0.008
1.004,0.035,-0.343,-74.54128765023879,44.86385798454285,1.477,-0.626,-0.01
1.01,0.031,-0.308,-74.54128765023879,44.864089488983154,0.602,-0.626,-0.016
1.015,0.027,-0.343,-74.54128765023879,44.86431813240051,1.092,-0.241,-0.001
0.998,0.032,1.092,-74.54128765023879,44.86454367637634,0.567,-0.766,0.003
1.013,0.019,-0.273,-74.54128765023879,44.86477017402649,1.372,-0.521,-0.016
1.01,0.052,-0.973,-74.54128765023879,45.47895932197571,1.092,-0.591,-0.032
0.991,0.064,1.057,-74.92854901918415,45.47962021827698,0.462,-0.591,-0.001
1.017,0.056,-1.078,-74.92854901918415,45.482009172439575,2.422,-0.311,-0.02
1.019,0.023,0.042,-74.92854901918415,45.48236703872681,1.092,-0.941,-0.018
1.008,0.062,0.252,-75.71572440391702,45.48264980316162,1.827,-0.731,-0.007
0.991,0.037,-0.063,-75.71572440391702,45.482922315597534,0.742,-0.521,-0.005
1.007,0.014,-0.063,-75.71572440391702,45.483184814453125,2.457,-0.556,-0.01
1.018,0.043,-0.063,-75.71572440391702,45.48344802856445,2.457,-0.556,-0.021
1.009,0.034,-0.553,-75.71572440391702,45.483707904815674,1.932,-0.276,-0.018
1.012,0.056,-0.168,-75.71572440391702,45.48397159576416,1.582,-0.311,-0.002
1.01,0.02,0.602,-75.71572440391702,45.48423790931702,0.812,-0.696,-0.006
1.009,0.058,-0.168,-75.71572440391702,45.484513998031616,1.162,-0.311,-0.026
1.003,0.051,-0.623,-75.71572440391702,46.13685917854309,0.882,-0.416,-0.015
0.994,0.041,-0.063,-74.44745763167026,46.13923954963684,0.637,-0.661,-0.017
1.016,0.047,-0.413,-74.44745763167026,46.13962197303772,1.547,-0.311,-0.008
1.014,0.032,-0.413,-74.44745763167026,46.13991618156433,2.002,-0.311,-0.017
1.015,0.035,0.042,-74.44745763167026,46.14019155502319,1.057,-0.766,-0.001
1.009,0.03,0.007,-74.44745763167026,46.140458822250366,0.497,-0.136,-0.005
1.006,0.053,0.462,-74.44745763167026,46.14071702957153,0.007,-0.696,-0.024
1.006,0.051,-0.343,-74.40855251013006,46.140981912612915,0.007,-0.346,-0.007
1.005,0.014,0.042,-74.40855251013006,46.14123845100403,1.477,-0.731,-0.008
1.022,0.054,0.252,-74.40855251013006,46.14150071144104,1.337,-0.241,-0.006
1.026,0.057,0.077,-74.40855251013006,46.141815185546875,2.142,-0.276,-0.027
1.0,0.03,-0.133,-74.40855251013006,46.142133951187134,0.847,-0.731,-0.005
1.01,0.039,-0.133,-74.40855251013006,46.749597787857056,1.792,-0.416,-0.02
1.007,0.034,-0.308,-74.24583875809974,46.75026798248291,1.267,-0.766,0.004
1.006,0.036,0.987,-74.24583875809974,46.75253868103027,-0.308,-0.556,-0.004
1.011,0.036,-0.133,-74.24583875809974,46.75305247306824,1.687,-0.381,-0.016
1.013,0.054,-0.378,-74.24583875809974,46.75347590446472,0.742,-0.451,-0.014
1.007,0.049,-0.623,-73.48110318309254,46.75389337539673,1.582,-0.206,-0.012
0.996,0.023,0.007,-73.48110318309254,46.75426983833313,0.602,-0.521,-0.03
1.022,0.05,-0.413,-73.48110318309254,46.75464105606079,0.672,-0.521,-0.016
1.033,0.047,-0.168,-73.48110318309254,46.75497555732727,1.512,-0.976,0.005
1.0,0.023,0.742,-73.48110318309254,46.755359172821045,1.232,-0.241,-0.032
1.014,0.057,-0.693,-73.48110318309254,46.75569200515747,1.232,-0.066,-0.04
0.998,0.022,-1.113,-73.48110318309254,46.75599241256714,0.042,-1.081,0.005
1.006,0.038,1.022,-73.48110318309254,47.35857677459717,-0.028,-0.101,0.001
1.004,0.046,-0.273,-73.31444044080388,47.361228227615356,1.547,-0.311,-0.01
0.994,0.022,-0.168,-73.42253810991662,47.36174249649048,1.057,-0.626,-0.005
1.021,0.049,0.497,-73.42253810991662,47.362059593200684,0.742,-0.521,-0.009
1.025,0.042,-0.273,-73.42253810991662,47.36235952377319,1.162,-0.591,-0.017
1.003,0.027,0.532,-73.42253810991662,47.36263632774353,0.532,-0.766,0.002
1.012,0.047,0.427,-73.42253810991662,47.3629035949707,0.987,-0.556,-0.019
1.006,0.036,0.287,-73.42253810991662,47.36316990852356,1.162,-0.346,-0.026
1.013,0.024,-0.658,-73.42253810991662,47.36343288421631,1.197,-0.521,-0.014
1.015,0.048,-0.133,-73.42253810991662,47.36369824409485,1.547,-0.381,-0.003
1.007,0.038,0.602,-73.42253810991662,47.363959550857544,0.427,-0.766,-0.009
1.014,0.042,0.112,-73.42253810991662,47.364380836486816,1.547,-0.241,-0.027
1.009,0.034,-0.273,-73.83831092452156,48.02520751953125,1.617,-0.766,-0.005
1.009,0.037,0.007,-73.18083769076756,48.02761483192444,0.987,-0.451,-0.015
1.009,0.041,-0.168,-73.18083769076756,48.028050661087036,0.952,-0.486,-0.01
1.009,0.036,0.077,-73.18083769076756,48.028411865234375,1.267,-0.696,-0.002
1.011,0.035,0.147,-73.01241873369084,48.02872943878174,1.092,-0.451,-0.014
1.007,0.035,0.007,-73.01241873369084,48.02903723716736,1.057,-0.591,-0.016
1.007,0.028,-0.203,-73.01241873369084,48.02933621406555,1.022,-0.626,-0.01
1.013,0.046,0.112,-73.01241873369084,48.029648303985596,1.197,-0.416,-0.008
1.01,0.041,0.077,-73.01241873369084,48.02995562553406,1.162,-0.451,-0.013
1.009,0.032,-0.168,-73.01241873369084,48.03032684326172,0.847,-0.381,-0.012
1.015,0.042,0.147,-73.01241873369084,48.03062915802002,1.302,-0.731,-0.008
1.01,0.04,0.112,-73.01241873369084,48.03149127960205,1.197,-0.451,-0.005
1.01,0.041,0.112,-73.01241873369084,48.645058155059814,0.812,-0.556,-0.007
1.012,0.036,0.112,-74.2283566139356,48.64575433731079,1.057,-0.626,-0.013
1.013,0.038,0.007,-74.2283566139356,48.647836446762085,1.267,-0.451,-0.017
1.003,0.034,-0.203,-74.2283566139356,48.648200273513794,1.197,-0.381,-0.016
1.01,0.043,0.182,-74.2283566139356,48.648491621017456,0.987,-0.521,-0.006
1.015,0.042,0.077,-74.2283566139356,48.648767709732056,1.162,-0.521,-0.015
1.009,0.042,-0.028,-74.2283566139356,48.64903783798218,0.987,-0.591,-0.016
1.008,0.037,-0.028,-74.2283566139356,48.64930248260498,1.162,-0.311,-0.014
1.014,0.044,-0.063,-74.2283566139356,48.64957666397095,1.092,-0.556,-0.004
1.005,0.039,0.112,-74.2283566139356,48.64992022514343,1.162,-0.416,-0.022
1.015,0.043,-0.098,-74.2283566139356,48.65024161338806,1.127,-0.416,-0.007
1.012,0.042,0.217,-73.45817203570687,48.65234088897705,1.127,-0.661,-0.015
1.01,0.035,-0.028,-73.45817203570687,49.31374526023865,1.197,-0.276,-0.007
1.007,0.039,-0.063,-73.32400027448998,49.31442975997925,1.302,-0.486,-0.018
1.009,0.034,-0.203,-73.08174515941754,49.3147976398468,0.847,-0.311,-0.019
1.009,0.036,0.322,-73.08174515941754,49.31681680679321,1.197,-0.451,-0.012
1.012,0.041,-0.203,-73.08174515941754,49.31720304489136,1.162,-0.416,-0.014
1.014,0.044,0.217,-73.08174515941754,49.3175528049469,1.057,-0.521,-0.005
1.01,0.037,0.182,-73.08174515941754,49.31789827346802,0.952,-0.661,-0.018
1.012,0.04,-0.308,-73.08174515941754,49.31819796562195,1.232,-0.346,-0.018
1.006,0.039,0.077,-73.08174515941754,49.318523645401,1.162,-0.416,-0.016
1.014,0.042,-0.168,-73.08174515941754,49.31888461112976,0.882,-0.661,-0.009
1.011,0.036,0.182,-73.08174515941754,49.31930589675903,1.232,-0.206,-0.009
1.008,0.031,0.322,-73.08174515941754,49.322425365448,1.162,-0.591,-0.012
1.012,0.041,-0.203,-73.46215731362489,49.98387002944946,0.847,-0.416,-0.014
1.01,0.038,0.112,-73.48191680832583,49.984965801239014,1.617,-0.416,-0.007
1.006,0.035,0.112,-73.48191680832583,49.98610734939575,0.602,-0.556,-0.014
1.011,0.038,-0.028,-73.48191680832583,49.98680353164673,1.407,-0.486,-0.012
1.014,0.038,-0.168,-73.15995615438624,49.98991918563843,0.987,-0.661,-0.02
1.007,0.04,0.112,-73.15995615438624,49.99035382270813,1.022,-0.381,-0.01
1.014,0.038,0.147,-73.15995615438624,49.990721702575684,1.057,-0.451,-0.016
1.011,0.037,-0.028,-73.15995615438624,49.99107575416565,1.197,-0.451,-0.011
1.009,0.036,0.147,-73.15995615438624,49.99142622947693,0.742,-0.416,-0.017
1.018,0.042,-0.133,-73.15995615438624,49.991777420043945,1.127,-0.486,-0.011
1.012,0.04,0.077,-73.15995615438624,49.99214005470276,1.232,-0.626,-0.01
1.009,0.039,-0.063,-73.15995615438624,49.99248671531677,1.162,-0.486,-0.009
1.008,0.036,0.287,-73.15995615438624,50.650062561035156,0.812,-0.451,-0.012
1.011,0.036,0.112,-74.17139222850196,50.65262818336487,0.882,-0.486,-0.006
1.008,0.043,-0.098,-74.17139222850196,50.65316081047058,1.267,-0.451,-0.013
1.012,0.044,-0.028,-74.17139222850196,50.653522968292236,0.882,-0.346,-0.015
1.01,0.034,0.007,-74.17139222850196,50.653944969177246,1.092,-0.661,-0.009
1.007,0.037,0.077,-73.38386029246324,50.65432810783386,0.952,-0.416,-0.009
1.011,0.052,0.147,-73.38386029246324,50.65463829040527,1.162,-0.346,-0.014
1.017,0.038,-0.238,-73.38386029246324,50.654969692230225,1.092,-0.556,-0.011
1.007,0.034,0.252,-73.38386029246324,50.655319690704346,0.917,-0.416,-0.006
1.01,0.043,-0.063,-73.38386029246324,50.65564274787903,1.302,-0.416,-0.012
1.013,0.036,-0.028,-73.38386029246324,50.655975103378296,0.987,-0.451,-0.019
1.015,0.038,0.007,-73.38386029246324,51.30350375175476,1.372,-0.486,-0.015
1.014,0.046,0.322,-73.46215731362489,51.304245710372925,0.812,-0.486,-0.009
1.009,0.04,-0.448,-73.46215731362489,51.306480169296265,1.582,-0.486,-0.021
1.012,0.035,0.217,-73.46215731362489,51.30688786506653,0.742,-0.626,-0.008
1.013,0.04,-0.343,-73.46215731362489,51.30722117424011,1.267,-0.451,-0.008
1.011,0.037,0.252,-73.46215731362489,51.30754089355469,1.162,-0.381,-0.007
1.013,0.037,-0.028,-73.46215731362489,51.30785346031189,0.882,-0.661,-0.01
1.009,0.041,-0.028,-73.46215731362489,51.30816078186035,1.127,-0.486,-0.007
1.005,0.04,0.357,-73.46215731362489,51.308473110198975,0.917,-0.311,-0.009
1.009,0.029,-0.518,-73.53427607500176,51.30876421928406,1.092,-0.416,-0.015
1.005,0.035,0.357,-73.53427607500176,51.30909299850464,1.162,-0.591,-0.004
1.014,0.043,0.217,-73.53427607500176,51.31179475784302,0.847,-0.451,-0.016
1.006,0.03,-0.063,-73.53427607500176,51.952696323394775,1.302,-0.521,-0.016
1.015,0.03,-0.133,-73.69516925988191,51.95348501205444,1.372,-0.451,-0.012
1.009,0.034,0.112,-73.69516925988191,52.62779784202576,0.952,-0.486,-0.013
