az,ax,vx,comp,time,vy,vz,ay
1.012,0.042,-0.973,-73.89609072238532,18.412224769592285,0.392,-0.241,0.0
1.019,0.027,0.357,-73.89609072238532,19.016742944717407,2.247,-0.276,-0.008
1.017,0.032,-0.378,-73.82725222611747,19.01907706260681,1.302,-0.311,-0.018
1.011,0.038,0.147,-73.82725222611747,19.01960325241089,1.162,-0.311,-0.017
1.003,0.034,0.567,-73.82725222611747,19.019993782043457,0.532,-0.871,-0.007
1.01,0.044,0.357,-73.82725222611747,19.020369052886963,1.652,-0.276,-0.001
1.014,0.039,-0.483,-73.82725222611747,19.02074646949768,0.917,-0.346,-0.008
1.005,0.036,0.112,-73.82725222611747,19.021122455596924,1.057,-0.591,-0.008
1.004,0.036,0.392,-73.52173982570827,19.021615266799927,1.407,-0.556,-0.009
1.01,0.037,0.462,-73.52173982570827,19.021952629089355,1.127,-0.696,-0.013
1.008,0.037,0.392,-73.52173982570827,19.022285223007202,0.357,-0.521,-0.016
1.01,0.033,-0.203,-73.52173982570827,19.02254843711853,1.617,-0.416,-0.003
1.009,0.038,-0.553,-73.52173982570827,19.022791624069214,0.812,-0.486,-0.006
1.014,0.041,0.357,-73.52173982570827,19.624470472335815,1.372,-0.381,-0.005
1.009,0.013,1.302,-74.02984123010333,19.627150297164917,2.877,-0.276,-0.005
1.024,0.053,-0.063,-74.02984123010333,19.627727270126343,0.952,-0.556,-0.051
0.989,0.015,-0.553,-74.02984123010333,19.628122568130493,-1.043,-0.451,0.011
1.009,0.015,0.602,-74.02984123010333,19.62848448753357,4.312,-0.591,0.031
1.006,0.048,0.917,-74.38123926844472,19.628870248794556,2.247,-0.311,-0.03
0.998,0.046,0.777,-74.38123926844472,19.62926483154297,1.512,-0.451,-0.029
1.007,0.039,-1.428,-74.38123926844472,19.62964129447937,1.967,-0.626,-0.011
1.036,0.041,0.252,-74.38123926844472,19.629963159561157,0.392,-0.066,0.015
1.003,0.046,0.217,-74.38123926844472,19.630259037017822,1.547,-0.416,-0.027
1.004,0.048,0.322,-74.38123926844472,19.63053321838379,0.847,-0.766,-0.019
1.01,0.02,0.252,-74.38123926844472,19.63080143928528,1.687,-0.381,-0.015
1.015,0.037,-0.343,-74.38123926844472,19.632508993148804,1.512,-0.241,-0.005
1.004,0.06,0.287,-74.38123926844472,20.23614525794983,-0.028,-0.031,0.002
1.007,0.01,-1.533,-74.51529763406735,20.23849105834961,0.917,-0.346,-0.006
1.04,0.061,1.057,-74.51529763406735,20.239141941070557,2.002,-1.011,0.009
1.001,0.024,0.357,-74.51529763406735,20.23952054977417,0.252,-0.346,0.021
1.014,0.024,-0.868,-74.51529763406735,20.239867210388184,1.372,-0.206,-0.01
0.998,0.021,1.652,-74.396917798733,20.240196466445923,0.742,-0.696,-0.014
1.018,0.045,-0.098,-74.396917798733,20.240526914596558,-0.238,-0.416,-0.002
1.021,0.045,-1.218,-74.396917798733,20.240849494934082,1.057,-0.031,-0.003
1.001,0.027,0.182,-74.396917798733,20.241167783737183,-0.798,-0.696,-0.007
1.012,0.018,0.637,-74.396917798733,20.24149751663208,1.022,-0.801,-0.007
1.01,0.057,0.497,-74.396917798733,20.241820335388184,1.127,-0.836,-0.014
1.019,0.05,-0.798,-74.396917798733,20.836247205734253,0.987,-0.171,-0.019
1.004,0.049,0.497,-73.02409665100535,20.83690118789673,0.882,-0.311,-0.0
1.011,0.05,0.077,-73.02409665100535,20.839000940322876,0.427,-0.626,-0.017
1.011,0.05,0.077,-73.02409665100535,20.83933424949646,0.427,-0.311,-0.017
1.015,0.036,-0.483,-73.02409665100535,20.839637279510498,1.687,-0.381,-0.011
1.002,0.023,0.217,-73.02409665100535,20.83993625640869,0.217,-0.696,0.005
1.009,0.045,0.602,-73.02409665100535,20.840225219726562,1.897,-0.311,-0.018
1.012,0.045,-0.063,-73.02409665100535,20.840514659881592,0.812,-0.591,-0.019
1.012,0.039,-0.693,-73.02409665100535,20.840805768966675,1.547,-0.381,-0.012
1.017,0.031,-0.063,-73.02409665100535,20.841087102890015,1.267,-0.521,-0.002
1.007,0.036,0.462,-73.02409665100535,20.841365098953247,0.532,-0.731,-0.017
1.006,0.014,0.112,-74.46620066110009,20.842076778411865,2.002,-0.381,-0.028
0.998,0.039,-0.028,-74.46620066110009,21.475250720977783,0.007,-0.626,0.005
1.01,0.031,-0.378,-73.09811727807441,21.47590732574463,1.652,-0.486,0.009
1.004,0.051,0.987,-73.09811727807441,21.47804307937622,1.442,-0.836,-0.007
1.029,0.041,0.287,-73.09811727807441,21.478494882583618,2.947,-0.241,-0.003
1.004,0.03,0.112,-73.09811727807441,21.478922367095947,1.232,-0.836,-0.012
1.01,0.04,-0.028,-73.09811727807441,21.479294776916504,1.022,-0.871,-0.006
1.01,0.036,0.112,-73.09811727807441,21.47963309288025,1.162,-0.591,-0.014
1.017,0.036,0.182,-73.03517395938348,21.47997760772705,-0.343,-0.171,-0.024
1.009,0.044,0.112,-73.03517395938348,21.48029398918152,1.092,-1.116,-0.003
1.012,0.039,-0.168,-73.03517395938348,21.480613470077515,-0.483,-1.186,-0.003
1.027,0.035,-0.063,-73.03517395938348,21.480920791625977,2.667,-0.066,-0.002
1.001,0.042,-0.378,-73.03517395938348,21.4811794757843,1.582,-0.486,-0.024
1.01,0.031,-0.203,-73.03517395938348,21.48154091835022,1.337,-0.451,-0.012
1.006,0.031,0.182,-73.03517395938348,22.065964698791504,0.812,-0.416,-0.007
1.012,0.044,-0.693,-73.18039481512152,22.066781759262085,1.757,-1.326,-0.01
0.98,0.031,-0.483,-73.18039481512152,22.068885326385498,-1.113,-0.451,-0.001
1.046,0.04,1.722,-73.18039481512152,22.069255828857422,-0.028,-0.416,0.02
1.049,0.023,0.217,-73.18039481512152,22.06960105895996,0.357,-0.836,0.007
0.98,0.037,2.772,-73.18039481512152,22.069909811019897,1.092,-0.801,-0.026
1.004,0.043,-0.973,-73.56920011031768,22.070209980010986,0.882,-0.276,0.021
1.031,0.032,-1.393,-73.56920011031768,22.070502996444702,1.442,-0.311,0.029
1.045,0.013,0.322,-73.56920011031768,22.07079005241394,0.357,-0.171,0.0
0.98,0.056,1.197,-73.56920011031768,22.071072578430176,1.757,-0.906,-0.024
0.98,0.032,0.322,-73.56920011031768,22.071354627609253,0.532,-1.081,-0.005
1.014,0.043,-0.063,-73.56920011031768,22.66721510887146,1.127,-0.031,-0.012
1.001,0.026,0.007,-73.37983345993084,22.669883012771606,0.567,-0.381,-0.01
1.01,0.033,-0.273,-73.37983345993084,22.670412302017212,1.967,-0.346,-0.011
1.011,0.03,0.077,-73.37983345993084,22.670822620391846,0.567,-0.626,-0.02
1.009,0.034,-0.273,-73.0733382973815,22.671142578125,1.582,-0.556,-0.003
1.017,0.037,-0.063,-73.0733382973815,22.671488285064697,1.197,-0.451,-0.012
1.023,0.038,-0.098,-73.0733382973815,22.671841621398926,1.232,-0.311,-0.011
0.996,0.04,-0.238,-73.0733382973815,22.672152519226074,0.952,-0.836,-0.009
0.994,0.043,0.112,-73.0733382973815,22.67245125770569,0.567,-0.801,-0.007
1.009,0.033,0.182,-73.0733382973815,22.67274260520935,1.547,-0.381,-0.021
1.015,0.035,0.287,-73.0733382973815,22.673025846481323,1.372,-0.346,-0.017
1.014,0.045,-0.448,-73.0733382973815,22.673306941986084,0.882,-0.486,-0.023
1.006,0.025,-0.343,-73.0733382973815,23.262210607528687,1.372,-0.206,-0.005
1.027,0.012,1.092,-73.43503338126698,23.262830018997192,1.862,-0.696,-0.02
1.02,0.074,0.042,-73.43503338126698,23.263174772262573,1.022,-0.906,-0.033
1.019,0.034,-0.308,-73.40020719274965,23.265210151672363,1.582,-0.171,-0.017
0.994,-0.028,0.217,-73.40020719274965,23.265528440475464,2.317,-0.171,-0.007
1.03,0.049,-0.273,-73.40020719274965,23.265820264816284,1.057,-0.801,-0.032
0.995,0.045,-0.098,-73.40020719274965,23.266083240509033,0.392,-0.766,-0.003
1.008,0.02,-0.763,-73.40020719274965,23.266364812850952,2.142,-0.346,-0.012
1.019,0.041,0.112,-73.40020719274965,23.266619205474854,2.037,-0.556,-0.031
0.994,0.053,0.427,-73.40020719274965,23.266867876052856,2.317,-0.556,-0.051
1.026,0.055,-1.953,-73.40020719274965,23.267117738723755,1.757,-0.731,-0.007
1.028,0.02,0.042,-73.40020719274965,23.267364501953125,1.197,0.004,0.028
0.995,0.033,0.707,-73.40020719274965,23.273637533187866,2.282,-0.591,-0.013
0.984,0.036,0.812,-73.40020719274965,23.893913745880127,0.287,-0.801,-0.033
1.018,0.054,-0.868,-75.56735514598849,23.89458441734314,2.387,-0.661,-0.018
1.005,0.039,0.742,-75.56735514598849,23.89662265777588,0.777,-0.556,0.04
1.02,0.056,-0.378,-75.56735514598849,23.8969783782959,0.147,-0.066,0.049
1.025,0.027,1.232,-75.56735514598849,23.897337675094604,2.282,-0.731,-0.029
1.008,0.031,-0.833,-75.56735514598849,23.897688627243042,1.862,-0.661,-0.008
1.012,0.062,-1.288,-75.56735514598849,23.898014307022095,1.127,-0.661,0.008
1.007,0.03,0.812,-75.56735514598849,23.89833664894104,0.882,-0.066,-0.014
1.014,0.066,0.812,-75.30396836737052,23.898669958114624,0.917,-0.766,-0.027
1.014,0.066,-0.413,-75.30396836737052,23.898996591567993,1.582,-0.871,-0.027
0.998,0.022,-0.868,-75.30396836737052,23.899324893951416,0.042,-0.241,0.005
1.023,0.064,0.497,-75.30396836737052,24.520304679870605,1.652,-0.206,-0.015
0.999,0.032,0.287,-74.13145955870013,24.52331233024597,1.127,-0.801,-0.027
0.996,0.061,-0.063,-74.13145955870013,24.524006605148315,1.582,-0.451,-0.023
1.015,0.029,-0.378,-74.13145955870013,24.524423122406006,0.742,0.214,-0.014
1.011,0.035,-0.133,-73.13748160475134,24.524802923202515,0.742,0.214,-0.004
1.029,0.036,0.427,-73.13748160475134,24.525181531906128,0.917,-0.661,-0.01
1.002,0.038,0.042,-73.13748160475134,24.525567770004272,1.022,-0.591,-0.012
1.002,0.035,0.042,-73.13748160475134,24.52600407600403,1.022,-0.591,-0.012
1.0,0.039,-0.308,-73.13748160475134,24.526490211486816,0.042,-0.346,-0.006
1.017,0.031,0.252,-73.13748160475134,24.52694344520569,1.372,-0.731,-0.009
1.017,0.031,0.252,-73.13748160475134,24.52727508544922,2.107,-0.241,-0.009
1.026,0.06,0.077,-73.13748160475134,25.154070377349854,0.357,-0.661,-0.016
1.008,0.014,0.847,-73.79209814449158,25.156574726104736,1.162,-0.451,-0.004
1.002,0.043,0.847,-73.79209814449158,25.15719246864319,1.162,-0.451,-0.009
1.004,0.026,0.042,-73.79209814449158,25.1575927734375,0.882,-0.591,-0.024
1.018,0.042,-0.203,-73.79209814449158,25.15795063972473,2.737,-0.171,-0.0
1.01,0.02,-0.938,-73.79209814449158,25.158295154571533,0.357,-0.346,-0.024
1.009,0.045,-0.203,-73.79209814449158,25.15863585472107,0.462,-0.556,-0.022
1.008,0.052,0.392,-73.79209814449158,25.158984661102295,0.987,-0.486,-0.009
1.008,0.019,-0.028,-73.79209814449158,25.159321546554565,1.512,-0.451,-0.009
1.009,0.055,0.217,-73.64481788894751,25.159655332565308,0.707,-0.906,-0.016
1.017,0.057,-0.518,-73.64481788894751,25.1600022315979,0.882,-0.556,-0.013
1.012,0.015,-0.133,-73.64481788894751,25.1623375415802,1.407,-0.206,-0.004
1.005,0.04,0.287,-73.64481788894751,25.750922203063965,0.952,-0.241,-0.006
1.017,0.068,2.107,-73.85875055163069,25.75331425666809,1.197,-0.696,-0.037
0.999,0.045,-0.798,-73.85875055163069,25.754032135009766,1.232,-0.101,-0.056
0.998,0.038,-0.623,-73.85875055163069,25.75449848175049,0.392,-0.206,0.007
1.019,0.031,0.497,-73.85875055163069,25.754908561706543,-0.378,-1.011,0.006
1.025,0.067,0.952,-73.85875055163069,25.755316495895386,0.637,-0.871,-0.015
0.982,0.013,0.917,-73.85875055163069,25.75571322441101,0.042,-0.451,-0.017
0.999,0.033,0.287,-73.85875055163069,25.75610065460205,0.427,-0.521,-0.022
0.998,0.032,-0.658,-73.85875055163069,25.756498336791992,-0.238,-0.731,-0.012
1.006,0.047,-0.098,-73.18807220399738,25.756901741027832,1.197,-0.451,0.009
1.019,0.013,0.707,-73.18807220399738,25.75730276107788,0.532,-0.416,-0.006
1.016,0.054,0.112,-73.18807220399738,26.362701177597046,2.142,-0.311,-0.044
1.009,0.057,0.322,-74.07170051179227,26.365182161331177,2.737,-0.521,-0.026
0.996,0.038,0.532,-74.07170051179227,26.365604162216187,1.127,-0.731,-0.024
1.023,0.058,-0.343,-74.07170051179227,26.365910053253174,1.267,-0.276,-0.015
1.014,0.026,0.287,-74.07170051179227,26.366198539733887,1.372,-0.521,-0.008
0.998,0.046,0.707,-74.07170051179227,26.36650252342224,0.987,-0.766,-0.016
1.002,0.038,0.567,-71.83373580939063,26.366780042648315,0.917,-0.766,-0.013
1.008,0.021,-0.063,-71.83373580939063,26.367045640945435,0.707,-0.416,-0.006
1.016,0.045,0.007,-71.83373580939063,26.367302656173706,1.232,0.039,-0.013
1.003,0.03,-0.098,-71.83373580939063,26.367560386657715,1.162,-0.696,-0.013
1.008,0.038,-0.623,-71.83373580939063,26.367825508117676,1.127,-0.486,-0.005
1.005,0.039,-0.168,-71.83373580939063,26.371972799301147,1.792,-0.136,-0.003
1.006,0.032,0.532,-71.83373580939063,26.975012063980103,1.337,-0.661,-0.017
0.963,0.037,-0.203,-74.48125227005711,26.977683544158936,1.092,-0.276,-0.011
0.997,0.037,0.357,-74.48125227005711,26.978175401687622,0.532,-0.206,-0.011
1.037,0.039,0.707,-74.48125227005711,26.978599786758423,2.107,-0.486,-0.013
1.009,0.043,-0.413,-72.75522667579662,26.978960037231445,0.567,-0.591,-0.028
0.973,0.031,0.672,-72.75522667579662,26.979238748550415,0.112,-0.486,-0.017
1.028,0.047,-0.588,-72.75522667579662,26.979515314102173,3.822,-0.626,-0.036
1.028,0.002,0.497,-72.75522667579662,26.97983455657959,-0.868,-0.591,-0.024
1.009,0.089,-0.273,-72.75522667579662,26.980146408081055,0.917,-0.101,-0.038
1.009,0.052,-0.973,-72.75522667579662,26.980474710464478,1.197,-0.906,0.019
1.025,0.025,1.442,-72.75522667579662,26.980767011642456,0.777,-0.871,-0.022
1.018,0.067,0.357,-72.75522667579662,26.982415676116943,1.967,-0.451,-0.039
1.001,0.01,0.322,-72.75522667579662,27.58541512489319,-0.483,-0.941,0.014
1.007,0.021,0.532,-74.44968317143842,27.588191509246826,2.002,-0.136,-0.018
1.024,0.063,-0.483,-73.35097793193644,27.588971376419067,0.147,-0.556,-0.02
1.003,0.018,0.497,-73.35097793193644,27.58946967124939,1.407,-0.801,-0.001
1.007,0.004,-0.413,-73.35097793193644,27.58992028236389,2.282,-0.521,-0.018
1.007,0.065,-0.308,-73.35097793193644,27.5903377532959,1.022,-0.521,-0.015
1.026,0.022,0.042,-73.35097793193644,27.590738773345947,0.742,-0.451,0.006
1.022,0.003,0.147,-73.35097793193644,27.5911386013031,0.742,-0.136,-0.005
1.017,0.068,0.112,-73.35097793193644,27.59152579307556,0.952,-0.941,-0.022
1.05,0.091,-0.448,-73.35097793193644,27.591907262802124,0.882,-0.101,-0.024
1.032,0.083,-0.448,-73.35097793193644,27.59228515625,0.637,0.039,-0.013
1.028,0.053,0.217,-73.35097793193644,27.592661380767822,2.177,-0.661,-0.001
0.997,0.029,0.147,-74.21320792791073,28.205415964126587,0.567,-0.906,-0.012
1.01,0.039,0.147,-74.1927391791257,28.207736492156982,1.617,-0.486,-0.003
1.01,0.043,-0.133,-74.1927391791257,28.208147048950195,0.812,-0.241,-0.018
1.015,0.04,-0.413,-74.1927391791257,28.20842432975769,0.637,0.039,-0.018
1.01,0.027,-0.133,-74.1927391791257,28.208674669265747,1.232,-0.766,-0.004
1.004,0.052,0.567,-74.1927391791257,28.208919763565063,0.707,-0.276,-0.004
1.013,0.06,0.252,-74.1927391791257,28.209182500839233,1.022,-0.276,-0.009
1.006,0.025,-0.203,-74.1927391791257,28.209418296813965,0.182,-0.591,-0.015
1.008,0.051,0.007,-73.04155433242065,28.209672451019287,1.407,-0.521,-0.008
1.008,0.042,0.007,-73.04155433242065,28.20990777015686,1.407,-0.521,-0.008
1.015,0.034,-0.063,-73.04155433242065,28.210137605667114,0.812,-0.381,-0.004
1.017,0.062,-0.133,-73.04155433242065,28.83109712600708,0.882,-0.451,-0.009
1.004,0.037,1.477,-73.48554257282225,28.833482265472412,2.037,-0.906,-0.019
1.012,0.054,0.392,-73.48554257282225,28.83387303352356,1.617,-0.381,-0.022
1.012,0.041,-1.358,-73.48554257282225,28.83416724205017,0.952,0.039,-0.018
1.006,0.044,-0.273,-73.21000325075349,28.834452629089355,0.987,-0.206,0.011
1.013,0.042,0.987,-73.21000325075349,28.83472728729248,2.387,-0.801,-0.036
1.017,0.06,1.197,-73.21000325075349,28.834992170333862,1.827,-0.451,-0.013
1.006,0.035,-0.623,-73.21000325075349,28.835253477096558,0.812,-0.241,-0.025
0.997,0.035,-0.273,-73.21000325075349,28.83551859855652,1.442,-0.521,-0.019
1.017,0.06,0.217,-73.21000325075349,28.83577823638916,1.652,-0.521,-0.018
1.024,0.047,-0.063,-73.21000325075349,28.83606457710266,1.092,-0.626,-0.005
0.993,0.009,1.162,-73.21000325075349,29.4039785861969,1.582,-0.381,-0.011
1.0,0.036,0.392,-73.78440868782808,29.40462827682495,1.617,-0.206,-0.046
0.997,0.04,-2.548,-73.78440868782808,29.406654119491577,1.477,-0.556,-0.006
1.012,0.011,1.407,-73.78440868782808,29.40702533721924,0.357,-0.591,0.04
1.045,0.046,1.232,-73.78440868782808,29.407362699508667,1.547,-0.731,-0.05
0.981,0.04,-0.238,-73.78440868782808,29.40768313407898,0.812,-0.486,-0.035
0.986,0.015,-0.658,-73.26551008400145,29.40799379348755,0.847,-0.276,0.008
1.044,0.051,-0.868,-73.26551008400145,29.408309936523438,1.827,-0.486,0.004
1.014,0.022,0.952,-73.26551008400145,29.40863823890686,0.637,-0.591,-0.021
1.011,0.058,-0.168,-73.26551008400145,29.408979654312134,1.302,-0.766,-0.017
1.018,0.03,-0.833,-73.26551008400145,29.4093120098114,1.057,-0.276,-0.008
1.02,0.033,-0.483,-73.26551008400145,29.958410501480103,1.127,-0.276,-0.007
1.008,0.039,0.357,-74.34739105686981,29.960964679718018,1.617,-0.801,-0.009
1.004,0.054,-0.028,-74.34739105686981,29.96152973175049,0.462,-0.486,-0.005
1.004,0.025,-0.133,-74.34739105686981,29.961873292922974,0.917,-0.486,-0.008
1.012,0.024,0.007,-74.34739105686981,29.962182760238647,1.162,-0.206,-0.007
1.001,0.042,0.112,-74.34739105686981,29.962509632110596,0.742,-0.696,-0.015
1.007,0.033,0.147,-74.34739105686981,29.962807178497314,1.162,-0.836,-0.019
1.014,0.043,0.077,-74.34739105686981,29.96310019493103,1.057,-0.346,-0.013
1.015,0.035,0.042,-74.34739105686981,29.96339440345764,1.302,-0.486,-0.01
1.013,0.032,-0.238,-72.74123311172517,29.963691473007202,0.742,-0.661,-0.015
0.995,0.038,0.112,-72.74123311172517,29.96398138999939,1.092,-0.766,-0.013
1.005,0.04,-0.063,-72.74123311172517,29.964266061782837,1.687,-0.591,-0.026
1.06,0.043,-0.168,-72.74123311172517,30.512693166732788,1.302,-0.311,-0.009
1.043,0.032,-0.483,-74.66829461250313,30.515101194381714,3.052,-0.276,-0.022
1.005,0.063,-0.833,-73.20851377235948,30.515638828277588,0.672,-0.766,-0.041
1.003,0.057,-0.693,-73.20851377235948,30.516008377075195,1.302,-0.066,0.004
0.986,-0.003,-0.168,-73.20851377235948,30.51630663871765,0.427,-0.416,0.024
1.011,0.031,1.197,-73.20851377235948,30.516586303710938,0.672,-0.871,-0.01
1.006,0.072,-0.798,-73.20851377235948,30.516862869262695,1.932,-0.591,-0.032
0.987,0.015,-0.448,-73.20851377235948,30.517133235931396,-0.238,0.214,0.012
1.023,0.028,0.357,-73.20851377235948,30.517388343811035,-0.588,-0.906,-0.015
0.998,0.033,-0.448,-73.20851377235948,30.517645835876465,1.127,-0.836,-0.035
0.976,0.019,-0.728,-73.20851377235948,30.517882823944092,-0.308,-0.591,0.006
1.019,0.04,2.142,-73.20851377235948,31.070333242416382,1.302,-0.556,-0.005
1.012,0.048,0.672,-73.95882482335779,31.072569608688354,1.477,-0.136,-0.033
1.013,0.025,-1.148,-73.95882482335779,31.07297158241272,1.022,-0.696,0.01
1.011,0.012,-0.728,-73.95882482335779,31.07332491874695,1.827,-0.206,0.0
1.005,0.044,0.812,-73.95882482335779,31.07370138168335,0.707,0.004,-0.009
1.006,0.032,-0.238,-73.95882482335779,31.07404613494873,1.022,-1.291,-0.03
1.002,0.029,-0.693,-76.31354327018973,31.07435941696167,-0.168,-0.941,-0.002
1.021,0.043,-0.798,-76.31354327018973,31.074641227722168,1.057,0.074,0.001
1.016,0.015,-0.133,-76.31354327018973,31.074974060058594,0.497,-0.626,-0.015
1.004,0.047,1.197,-76.31354327018973,31.075283527374268,3.157,-0.731,-0.008
0.998,0.039,-0.588,-76.31354327018973,31.075604915618896,-2.268,-0.346,-0.036
1.013,0.039,-0.623,-76.31354327018973,31.626864671707153,2.702,-0.766,-0.035
1.006,0.042,0.427,-74.47911160886196,31.629148483276367,0.077,-0.626,-0.01
1.006,0.042,0.007,-74.47911160886196,31.629546403884888,0.637,-0.871,-0.003
1.015,0.043,0.007,-74.47911160886196,31.629859924316406,1.022,-0.486,-0.01
1.013,0.04,0.497,-74.47911160886196,31.630211114883423,1.442,-0.521,-0.022
1.012,0.039,-0.028,-74.47911160886196,31.63051128387451,0.952,-0.171,-0.011
1.01,0.023,0.147,-74.47911160886196,31.630771160125732,0.812,-0.731,-0.002
1.006,0.051,0.147,-74.47911160886196,31.631016731262207,1.687,-0.486,-0.012
1.02,0.038,0.427,-69.11345996320728,31.631258249282837,0.532,-0.311,-0.017
1.014,0.033,-0.553,-73.18087384757239,31.63150429725647,0.812,-0.661,-0.015
1.01,0.039,0.217,-73.18087384757239,31.631755352020264,0.987,-0.766,0.001
0.999,0.034,0.042,-73.18087384757239,32.206013202667236,1.372,-0.031,-0.013
0.999,0.054,-0.308,-73.1170044868054,32.20823693275452,1.197,0.144,0.003
1.015,0.041,0.707,-73.1170044868054,32.20861744880676,0.742,-0.556,-0.004
1.014,0.034,0.392,-73.1170044868054,32.208984375,0.917,-0.206,-0.01
0.996,0.038,-0.553,-73.1170044868054,32.20929527282715,2.177,-0.626,-0.006
1.011,0.002,0.007,-73.1170044868054,32.209606409072876,1.442,-0.346,-0.016
1.025,0.023,0.007,-73.1170044868054,32.20991611480713,1.617,-0.276,-0.016
1.016,0.051,-0.483,-73.1170044868054,32.21021366119385,1.127,-0.521,-0.014
1.002,0.014,0.672,-73.1170044868054,32.21053862571716,0.252,-0.451,-0.01
1.004,0.014,0.567,-73.1170044868054,32.210832834243774,0.812,-0.521,-0.01
1.003,0.055,0.217,-73.36702066956717,32.21115183830261,1.862,-0.941,-0.016
1.02,0.031,0.077,-73.36702066956717,32.211448192596436,1.337,-0.381,-0.006
1.016,0.031,-0.203,-73.36702066956717,32.21173548698425,0.882,-0.276,-0.007
1.005,0.042,0.602,-73.36702066956717,32.82337737083435,1.442,-0.451,-0.007
1.011,0.046,0.112,-73.47398952188628,32.825780153274536,1.897,-0.381,-0.011
1.006,0.038,0.182,-73.47398952188628,32.826172828674316,1.932,-0.626,-0.013
1.014,0.04,-0.203,-73.47398952188628,32.82646942138672,1.442,-0.416,-0.012
1.013,0.031,-0.063,-73.47398952188628,32.82674813270569,0.952,-0.416,-0.008
1.007,0.047,-0.098,-73.47398952188628,32.827019453048706,1.617,-0.626,-0.01
1.007,0.057,0.182,-73.54307305313561,32.82728815078735,1.162,-0.521,-0.021
1.006,0.037,-0.343,-73.19433009059189,32.82755374908447,1.372,-0.626,-0.015
1.017,0.037,-0.273,-73.19433009059189,32.827815771102905,1.407,-0.416,-0.028
1.013,0.058,0.007,-73.19433009059189,32.82807278633118,0.287,-0.416,-0.005
1.001,0.039,-0.273,-73.19433009059189,32.82836556434631,2.072,-0.486,-0.013
1.01,0.027,-0.098,-73.19433009059189,33.39767599105835,0.812,-0.626,-0.007
1.011,0.034,0.287,-73.23768293227263,33.398348808288574,2.072,-0.101,-0.02
1.012,0.04,0.077,-73.23768293227263,33.4005446434021,1.057,-0.661,0.001
1.005,0.027,0.567,-73.23768293227263,33.40100049972534,1.057,-0.486,-0.017
1.011,0.038,0.217,-73.23768293227263,33.401419162750244,0.042,-0.486,-0.018
1.014,0.038,-0.448,-73.23768293227263,33.401856660842896,1.512,-0.696,-0.01
0.983,0.02,0.182,-73.23768293227263,33.402262687683105,2.632,-0.171,-0.006
0.983,0.021,0.182,-73.23768293227263,33.402669191360474,2.632,-0.171,0.001
1.019,0.037,1.302,-73.74547223623473,33.403074502944946,0.532,-0.801,-0.018
1.011,0.021,0.182,-73.74547223623473,33.40349626541138,1.617,-0.066,-0.032
0.981,0.042,-0.588,-73.74547223623473,33.40390062332153,1.442,-0.206,-0.027
1.006,0.024,-0.238,-73.74547223623473,33.405597448349,0.637,-0.906,0.017
1.036,0.061,0.042,-73.74547223623473,33.97041177749634,0.602,-0.591,-0.006
1.006,-0.015,0.777,-73.58225348728115,33.97285079956055,0.322,-0.556,-0.007
0.998,0.053,0.847,-73.58225348728115,33.973411560058594,3.122,-0.031,-0.005
1.001,0.062,-0.203,-73.58225348728115,33.9738073348999,0.952,-1.256,-0.008
1.016,0.041,0.287,-73.58225348728115,33.974159479141235,1.022,-0.346,-0.056
1.0,0.01,0.917,-73.58225348728115,33.974498987197876,1.022,-0.451,-0.021
1.011,0.054,1.197,-73.58225348728115,33.97483515739441,3.577,-0.346,0.015
0.989,0.016,1.477,-73.58225348728115,33.97518348693848,-0.658,-1.046,-0.018
0.99,-0.004,0.007,-73.58225348728115,33.97552967071533,-2.478,-0.171,-0.015
0.996,0.039,0.567,-74.04627339887224,33.97591280937195,1.477,-0.171,-0.019
0.994,-0.005,-0.588,-74.04627339887224,33.9762499332428,-0.868,-0.451,-0.028
1.009,0.044,-0.448,-74.04627339887224,34.55150747299194,-0.308,-0.521,0.01
1.02,0.059,-1.288,-73.76716024582808,34.554221868515015,1.687,-0.521,-0.014
1.017,0.02,-0.133,-73.76716024582808,34.554877042770386,1.092,-0.346,0.004
1.005,0.03,0.147,-73.76716024582808,34.555277824401855,0.847,-0.276,-0.014
0.996,0.066,1.022,-73.76716024582808,34.55565023422241,1.057,-0.801,-0.01
0.991,-0.01,0.112,-73.76716024582808,34.5559937953949,4.032,-0.276,-0.02
1.014,0.031,-1.323,-73.76716024582808,34.556331634521484,0.707,-0.626,-0.017
1.045,0.085,0.287,-73.76716024582808,34.55666494369507,2.317,-0.311,-0.01
1.0,0.027,-0.168,-73.76716024582808,34.557005405426025,0.217,-0.696,-0.021
0.997,0.042,-0.378,-73.76716024582808,34.55734324455261,2.667,-0.486,-0.012
1.002,0.029,-0.518,-74.46185412320256,34.55787491798401,0.077,-0.661,-0.003
1.011,0.028,0.777,-74.46185412320256,35.13799023628235,2.072,0.354,-0.025
1.009,0.038,-0.238,-74.25690298993484,35.14021182060242,2.317,-0.661,-0.018
1.006,0.036,0.252,-74.25690298993484,35.140559911727905,0.497,-0.451,0.002
1.013,0.036,-0.308,-74.25690298993484,35.14082598686218,0.952,-0.206,-0.009
1.009,0.028,0.392,-74.25690298993484,35.141112327575684,1.617,-0.311,-0.009
0.998,0.015,-0.308,-74.25690298993484,35.141411781311035,0.602,-0.801,-0.009
0.998,0.015,-0.063,-74.25690298993484,35.14168071746826,2.282,-0.766,-0.009
