vz,time,comp,ax,ay,vy,vx,az
-0.521,48.43357253074646,-73.95126289096739,0.038,-0.013,1.127,-0.028,1.012
-0.381,48.43381214141846,-73.95126289096739,0.03,-0.012,1.057,-0.098,1.007
-0.451,48.43407368659973,-73.95126289096739,0.038,-0.014,1.162,-0.098,1.013
-0.556,48.43713355064392,-73.95126289096739,0.04,-0.011,0.882,0.077,1.013
-0.276,49.00913906097412,-73.95126289096739,0.034,-0.015,0.882,-0.098,1.009
-0.556,49.0114107131958,-73.9895113669534,0.037,-0.013,1.057,0.007,1.013
-0.416,49.01176452636719,-73.9895113669534,0.041,-0.016,1.232,-0.133,1.013
-0.416,49.012054681777954,-73.9895113669534,0.039,-0.011,1.057,0.007,1.012
-0.416,49.012327432632446,-73.9895113669534,0.038,-0.012,0.987,-0.028,1.01
-0.451,49.01259136199951,-73.9895113669534,0.035,-0.011,1.057,0.042,1.011
-0.591,49.012850761413574,-73.9895113669534,0.038,-0.015,1.022,-0.098,1.013
-0.381,49.01310729980469,-73.75270029128976,0.035,-0.013,0.987,-0.098,1.009
-0.521,49.013367652893066,-73.75270029128976,0.041,-0.014,1.127,0.007,1.013
-0.451,49.01362228393555,-73.75270029128976,0.035,-0.012,0.847,-0.063,1.012
-0.486,49.013874769210815,-73.75270029128976,0.034,-0.012,1.092,0.042,1.011
-0.346,49.018749475479126,-73.75270029128976,0.033,-0.014,1.092,-0.028,1.009
-0.381,49.580899715423584,-73.75270029128976,0.039,-0.011,0.952,0.042,1.013
-0.416,49.58337736129761,-73.46668856474297,0.037,-0.012,1.057,-0.028,1.011
-0.416,49.583800077438354,-73.46668856474297,0.041,-0.014,0.917,-0.028,1.013
-0.451,49.58408999443054,-73.46668856474297,0.032,-0.01,0.952,-0.063,1.01
-0.486,49.58441638946533,-73.46668856474297,0.033,-0.014,1.092,-0.028,1.011
-0.381,49.58475422859192,-73.46668856474297,0.04,-0.01,0.987,-0.028,1.012
-0.451,49.58506989479065,-73.46668856474297,0.036,-0.01,1.057,-0.028,1.01
-0.416,49.58543109893799,-73.46668856474297,0.04,-0.013,0.952,0.077,1.013
-0.381,49.58574175834656,-73.46668856474297,0.033,-0.012,1.022,-0.098,1.01
-0.486,49.58599305152893,-74.36568375443795,0.036,-0.012,1.127,-0.063,1.01
-0.486,49.58623814582825,-74.36568375443795,0.037,-0.01,0.917,0.042,1.014
-0.486,49.590116024017334,-74.36568375443795,0.03,-0.015,1.302,0.007,1.006
-0.451,50.161420822143555,-74.36568375443795,0.036,-0.012,0.882,-0.028,1.013
-0.416,50.1637818813324,-73.79689528084145,0.037,-0.009,1.337,0.007,1.01
-0.346,50.164414405822754,-73.79689528084145,0.036,-0.014,0.917,0.042,1.013
-0.381,50.16484761238098,-73.79689528084145,0.036,-0.012,1.407,-0.098,1.012
-0.451,50.165268659591675,-73.79689528084145,0.039,-0.01,1.022,-0.028,1.013
-0.416,50.165653705596924,-73.79689528084145,0.034,-0.012,1.092,-0.028,1.012
-0.521,50.16604447364807,-73.79689528084145,0.036,-0.011,0.847,0.007,1.011
-0.206,50.16644239425659,-73.79689528084145,0.041,-0.013,1.197,-0.028,1.012
-0.451,50.1668438911438,-73.79689528084145,0.037,-0.013,1.022,0.147,1.011
-0.521,50.167216539382935,-73.80694166690564,0.035,-0.013,0.777,0.112,1.01
-0.381,50.1675910949707,-73.80694166690564,0.035,-0.015,1.197,-0.098,1.01
-0.486,50.167946338653564,-73.80694166690564,0.036,-0.014,1.127,0.077,1.012
-0.381,50.785637617111206,-73.80694166690564,0.037,-0.012,1.092,0.007,1.01
-0.451,50.78811836242676,-72.85071108615534,0.036,-0.012,0.847,-0.098,1.012
-0.381,50.78852987289429,-72.85071108615534,0.041,-0.014,1.407,0.007,1.015
-0.556,50.78878927230835,-72.85071108615534,0.035,-0.012,0.952,0.147,1.012
-0.381,50.78902840614319,-72.85071108615534,0.029,-0.009,0.952,0.077,1.006
-0.591,50.789292097091675,-73.83178516814304,0.041,-0.013,1.267,0.112,1.013
-0.416,50.78952765464783,-73.83178516814304,0.037,-0.013,1.232,-0.063,1.011
-0.486,50.78975558280945,-73.83178516814304,0.033,-0.012,1.092,-0.063,1.009
-0.311,50.78998017311096,-73.83178516814304,0.039,-0.012,1.442,-0.028,1.01
-0.381,50.79020404815674,-73.83178516814304,0.042,-0.012,1.022,-0.098,1.016
-0.346,50.79042911529541,-73.83178516814304,0.03,-0.011,1.512,-0.098,1.005
-0.451,51.37799668312073,-73.83178516814304,0.044,-0.01,0.742,0.182,1.014
-0.416,51.38018798828125,-74.40220090423938,0.042,-0.014,1.267,0.007,1.013
-0.521,51.3805410861969,-74.40220090423938,0.035,-0.013,0.917,0.042,1.009
-0.451,51.38081479072571,-74.40220090423938,0.034,-0.011,1.197,-0.168,1.01
-0.521,51.38106918334961,-74.40220090423938,0.035,-0.01,0.917,0.042,1.009
-0.451,51.381317377090454,-74.39359554123835,0.043,-0.016,1.057,0.182,1.018
-0.591,51.381563901901245,-74.39359554123835,0.031,-0.015,0.917,-0.168,1.007
-0.416,51.38180470466614,-74.39359554123835,0.037,-0.01,1.267,-0.063,1.013
-0.416,51.38204574584961,-74.39359554123835,0.037,-0.011,0.707,0.182,1.012
-0.486,51.38227939605713,-74.39359554123835,0.037,-0.015,1.092,0.077,1.013
-0.451,51.38255071640015,-74.39359554123835,0.036,-0.011,1.022,-0.203,1.012
-0.486,52.00502324104309,-74.39359554123835,0.03,-0.009,1.162,0.077,1.007
-0.381,52.00579237937927,-73.66736175707217,0.035,-0.012,1.162,0.007,1.011
-0.556,52.007994174957275,-73.9608024899739,0.035,-0.013,0.917,0.077,1.011
-0.381,52.00839638710022,-73.9608024899739,0.035,-0.016,1.022,0.077,1.011
-0.451,52.00874090194702,-73.9608024899739,0.039,-0.012,1.092,-0.028,1.013
-0.486,52.009034872055054,-73.9608024899739,0.038,-0.011,1.267,0.042,1.012
-0.346,52.00935959815979,-73.9608024899739,0.039,-0.015,1.057,0.007,1.017
-0.626,52.00965118408203,-73.9608024899739,0.034,-0.014,0.987,0.077,1.008
-0.486,52.00997805595398,-73.9608024899739,0.041,-0.011,0.952,-0.063,1.015
-0.521,52.01028895378113,-73.9608024899739,0.037,-0.012,1.127,0.182,1.012
-0.416,52.01060342788696,-73.9608024899739,0.037,-0.013,1.127,0.042,1.011
-0.486,52.01091909408569,-74.0885823186747,0.038,-0.011,0.987,-0.028,1.011
-0.521,52.63815212249756,-74.0885823186747,0.034,-0.01,1.127,-0.063,1.011
-0.556,52.64047694206238,-73.5467011111354,0.039,-0.015,1.057,0.112,1.012
-0.451,52.640888929367065,-73.5467011111354,0.036,-0.013,0.847,0.042,1.01
-0.451,52.64117431640625,-73.5467011111354,0.036,-0.011,1.057,-0.168,1.01
-0.556,52.64143443107605,-73.5467011111354,0.034,-0.014,0.847,0.147,1.014
-0.451,52.641682624816895,-73.5467011111354,0.035,-0.012,1.127,0.077,1.01
-0.451,52.641925573349,-74.27467839975857,0.038,-0.013,0.952,0.007,1.011
-0.381,52.642169713974,-74.27467839975857,0.034,-0.01,1.127,0.112,1.012
-0.486,52.64241290092468,-74.27467839975857,0.036,-0.016,1.057,-0.028,1.009
-0.416,52.64265036582947,-74.27467839975857,0.036,-0.013,1.127,-0.028,1.011
-0.451,52.64291334152222,-74.27467839975857,0.038,-0.012,1.057,-0.028,1.01
-0.451,52.64772939682007,-74.27467839975857,0.039,-0.012,1.232,-0.028,1.012
-0.486,53.217262506484985,-74.27467839975857,0.037,-0.016,1.022,0.007,1.012
-0.451,53.21958804130554,-73.42715045893337,0.038,-0.011,0.987,0.007,1.013
-0.416,53.21996212005615,-73.42715045893337,0.033,-0.013,1.092,0.112,1.009
-0.416,53.220242977142334,-73.42715045893337,0.043,-0.014,1.162,0.077,1.011
-0.416,53.22049808502197,-73.42715045893337,0.048,-0.011,0.742,0.007,1.015
-0.521,53.220746755599976,-73.42715045893337,0.035,-0.009,0.987,0.007,1.012
-0.451,53.22098994255066,-73.42715045893337,0.028,-0.013,1.197,-0.028,1.008
-0.521,53.221230030059814,-73.0453991361925,0.042,-0.018,0.742,-0.028,1.014
-0.626,53.22147059440613,-73.0453991361925,0.042,-0.012,1.092,-0.028,1.013
-0.346,53.2217116355896,-73.0453991361925,0.034,-0.01,0.952,0.112,1.008
-0.521,53.22194766998291,-73.0453991361925,0.032,-0.013,1.162,0.112,1.008
-0.486,53.22679162025452,-73.0453991361925,0.043,-0.016,0.952,-0.098,1.011
-0.486,53.83317542076111,-73.0453991361925,0.041,-0.009,1.407,-0.168,1.011
-0.661,53.8337824344635,-73.86862523875338,0.042,-0.014,1.022,0.042,1.012
-0.486,53.83587098121643,-73.86862523875338,0.041,-0.014,0.707,0.007,1.013
-0.416,53.83625936508179,-73.86862523875338,0.037,-0.013,0.987,0.077,1.012
-0.696,53.83665728569031,-73.86862523875338,0.033,-0.017,0.952,0.042,1.007
-0.346,53.83698558807373,-73.76247995031194,0.036,-0.017,0.952,0.042,1.011
-0.556,53.83731245994568,-73.76247995031194,0.035,-0.009,1.162,0.007,1.01
-0.626,53.83762884140015,-73.76247995031194,0.037,-0.012,0.812,0.077,1.012
-0.311,53.83794093132019,-73.76247995031194,0.036,-0.012,1.127,-0.028,1.01
-0.626,53.83824944496155,-73.76247995031194,0.036,-0.014,0.812,0.252,1.012
-0.311,53.838555574417114,-73.76247995031194,0.04,-0.013,0.987,0.007,1.012
-0.486,53.83890652656555,-73.76247995031194,0.037,-0.01,1.337,0.007,1.011
-0.311,54.455174684524536,-73.76247995031194,0.041,-0.017,0.952,0.042,1.015
-0.486,54.45742106437683,-73.87693896445212,0.046,-0.014,1.302,-0.028,1.016
-0.346,54.457843542099,-73.87693896445212,0.037,-0.014,0.707,0.112,1.011
-0.486,54.45819878578186,-73.87693896445212,0.027,-0.015,1.022,0.042,1.009
-0.451,54.45852756500244,-73.87693896445212,0.031,-0.012,1.127,-0.063,1.01
-0.416,54.4588680267334,-73.87693896445212,0.04,-0.013,1.267,0.042,1.017
-0.626,54.45918917655945,-73.87693896445212,0.033,-0.013,0.812,0.077,1.01
-0.381,54.45950150489807,-73.87693896445212,0.037,-0.013,0.952,-0.028,1.011
-0.381,54.45980906486511,-73.87693896445212,0.036,-0.016,1.302,-0.063,1.011
-0.486,54.46012496948242,-73.87693896445212,0.036,-0.015,1.057,0.077,1.011
-0.381,54.46044373512268,-73.77765122047619,0.033,-0.011,0.987,-0.133,1.012
-0.556,55.05523109436035,-73.77765122047619,0.036,-0.012,1.127,-0.028,1.013
-0.346,55.05590772628784,-73.5239468074006,0.037,-0.014,1.057,-0.063,1.009
-0.591,55.05678033828735,-73.5239468074006,0.036,-0.01,0.987,0.147,1.012
-0.416,55.05772948265076,-73.5239468074006,0.037,-0.013,1.092,0.112,1.011
-0.451,55.05879068374634,-73.5239468074006,0.031,-0.015,1.022,-0.063,1.008
-0.626,55.05975294113159,-73.5239468074006,0.033,-0.013,0.987,-0.028,1.009
-0.486,55.06008696556091,-73.5239468074006,0.04,-0.01,0.847,0.042,1.012
-0.486,55.0604567527771,-73.5239468074006,0.039,-0.013,0.952,0.042,1.011
-0.556,55.06267261505127,-73.5239468074006,0.042,-0.014,0.917,-0.133,1.015
-0.451,55.06362557411194,-73.5239468074006,0.035,-0.012,1.127,0.007,1.012
-0.591,55.06448698043823,-73.48314370796095,0.04,-0.011,0.882,0.077,1.016
-0.416,55.06638503074646,-73.48314370796095,0.039,-0.017,0.987,-0.098,1.012
-0.591,55.066941261291504,-73.48314370796095,0.031,-0.012,1.057,0.042,1.009
-0.451,55.65401530265808,-73.48314370796095,0.039,-0.013,0.917,-0.028,1.015
-0.591,55.65640950202942,-74.09392279851672,0.042,-0.013,0.917,0.007,1.014
-0.556,55.656904220581055,-74.09392279851672,0.036,-0.015,1.162,-0.063,1.011
-0.451,55.65726590156555,-74.09392279851672,0.032,-0.014,0.812,0.042,1.01
-0.346,55.65762662887573,-74.09392279851672,0.038,-0.011,1.057,-0.028,1.012
-0.661,55.657978773117065,-74.09392279851672,0.041,-0.013,1.022,0.007,1.013
-0.381,55.65832471847534,-74.09392279851672,0.034,-0.012,0.882,-0.028,1.011
-0.486,55.65865635871887,-74.09392279851672,0.037,-0.012,1.162,0.042,1.011
-0.486,55.658995628356934,-74.09392279851672,0.036,-0.012,0.952,-0.063,1.011
-0.276,55.659321546554565,-73.54221876738785,0.038,-0.015,1.127,-0.063,1.013
-0.696,55.65966010093689,-73.54221876738785,0.036,-0.01,1.057,0.007,1.01
-0.381,55.65999388694763,-73.54221876738785,0.039,-0.014,0.952,0.007,1.012
-0.521,56.21809935569763,-73.54221876738785,0.04,-0.012,1.197,0.077,1.015
-0.661,56.220771074295044,-73.86503356972004,0.035,-0.014,0.847,-0.063,1.008
-0.311,56.221197843551636,-73.86503356972004,0.039,-0.008,1.302,-0.028,1.011
-0.451,56.22151017189026,-73.86503356972004,0.045,-0.013,0.987,0.147,1.016
-0.381,56.22178411483765,-73.86503356972004,0.035,-0.014,0.882,-0.063,1.009
-0.381,56.22204852104187,-73.86503356972004,0.034,-0.011,1.232,-0.098,1.009
-0.591,56.22237038612366,-73.86503356972004,0.04,-0.013,0.917,0.007,1.014
-0.311,56.22273564338684,-73.86503356972004,0.037,-0.012,1.057,-0.028,1.011
-0.591,56.223100900650024,-73.86503356972004,0.036,-0.014,1.162,0.007,1.01
-0.486,56.22346615791321,-73.86503356972004,0.031,-0.011,0.917,0.042,1.01
-0.556,56.22385811805725,-72.83280064237286,0.039,-0.011,1.057,0.007,1.012
-0.311,56.22786808013916,-72.83280064237286,0.04,-0.014,1.057,-0.028,1.011
-0.346,56.78225064277649,-72.83280064237286,0.034,-0.014,1.092,-0.063,1.015
-0.661,57.39311218261719,-73.73069389425646,0.034,-0.013,1.197,0.077,1.01
-0.521,57.39376997947693,-73.95560378868771,0.04,-0.009,1.057,-0.098,1.012
