vz,time,comp,ax,ay,vy,vx,az
-0.416,1.0899484157562256,-73.14041716605855,0.038,-0.016,1.302,0.007,1.01
-0.661,1.0906589031219482,-73.35536402186437,0.039,-0.013,0.672,-0.203,1.008
-0.381,1.091083288192749,-73.35536402186437,0.034,-0.01,1.232,0.007,1.008
-0.486,1.091505765914917,-73.35536402186437,0.037,-0.011,1.162,-0.168,1.014
-0.591,1.091876745223999,-73.35536402186437,0.036,-0.01,1.162,-0.028,1.01
-0.416,1.092247724533081,-73.35536402186437,0.036,-0.013,0.952,0.007,1.009
-0.416,1.0926380157470703,-73.35536402186437,0.039,-0.014,0.987,-0.028,1.012
-0.521,1.092998743057251,-73.35536402186437,0.037,-0.01,0.952,0.042,1.01
-0.451,1.0933561325073242,-73.35536402186437,0.035,-0.012,1.337,-0.133,1.01
-0.556,1.093719720840454,-73.35536402186437,0.039,-0.008,1.302,-0.063,1.01
-0.521,1.0972626209259033,-73.35536402186437,0.036,-0.013,1.127,0.007,1.01
-0.521,1.1072015762329102,-72.84298083419655,0.032,-0.015,1.057,0.007,1.009
-0.556,1.806612253189087,-72.84298083419655,0.038,-0.014,1.022,0.007,1.012
-0.556,1.8073277473449707,-73.57984143935275,0.032,-0.015,0.917,-0.133,1.012
-0.346,2.478999137878418,-73.57984143935275,0.036,-0.013,0.602,0.147,1.011
-0.556,2.4817986488342285,-74.05746731328261,0.038,-0.009,0.742,0.112,1.008
-0.241,2.4822349548339844,-74.05746731328261,0.036,-0.019,1.337,0.112,1.013
-0.556,2.4825406074523926,-74.05746731328261,0.038,-0.013,0.987,-0.168,1.012
-0.521,2.482818126678467,-74.05746731328261,0.036,-0.006,0.882,0.042,1.003
-0.276,2.4830758571624756,-74.05746731328261,0.032,-0.013,1.022,-0.203,1.011
-0.661,2.4833219051361084,-74.05746731328261,0.039,-0.014,1.232,0.042,1.015
-0.276,2.4835948944091797,-74.05746731328261,0.042,-0.017,0.882,-0.028,1.01
-0.486,2.4838593006134033,-74.05746731328261,0.036,-0.011,0.882,-0.133,1.011
-0.346,2.484135866165161,-74.05746731328261,0.034,-0.009,1.162,0.217,1.012
-0.311,2.4844446182250977,-74.4440005943424,0.037,-0.017,0.847,-0.133,1.01
-0.556,2.487093448638916,-74.4440005943424,0.036,-0.008,1.197,-0.063,1.006
-0.136,3.122523307800293,-74.4440005943424,0.034,-0.012,1.022,-0.028,1.007
-0.486,3.123167037963867,-73.48259065562549,0.035,-0.011,0.917,0.042,1.01
-0.521,3.1252527236938477,-73.48259065562549,0.039,-0.015,1.127,-0.028,1.011
-0.346,3.125589370727539,-73.48259065562549,0.039,-0.008,0.987,-0.028,1.009
-0.626,3.125903367996216,-73.48259065562549,0.028,-0.015,0.777,-0.098,1.01
-0.346,3.126206874847412,-73.82980572530141,0.044,-0.013,1.547,-0.308,1.013
-0.556,3.1265101432800293,-73.82980572530141,0.036,-0.006,0.917,0.112,1.01
-0.521,3.126838207244873,-73.82980572530141,0.033,-0.009,1.162,0.357,1.011
-0.416,3.1271400451660156,-73.82980572530141,0.044,-0.021,0.882,-0.133,1.01
-0.241,3.1274328231811523,-73.82980572530141,0.04,-0.011,1.302,-0.168,1.007
-0.626,3.127725124359131,-73.82980572530141,0.032,-0.006,0.637,0.357,1.016
-0.451,3.800532341003418,-73.82980572530141,0.043,-0.014,1.162,-0.098,1.012
-1.151,3.802835464477539,-74.57574838273081,0.034,-0.022,1.302,0.777,1.035
-0.976,3.8032233715057373,-74.57574838273081,0.061,-0.024,0.707,-0.553,1.007
0.389,3.803495407104492,-74.57574838273081,0.029,-0.012,0.462,-0.728,1.015
0.004,3.803744077682495,-74.57574838273081,0.046,-0.003,0.987,0.182,1.019
-1.396,3.803999662399292,-73.05077576617856,0.021,-0.011,1.967,0.847,1.011
-0.346,3.8042376041412354,-73.05077576617856,0.076,-0.02,0.042,0.042,1.029
-0.206,3.804469585418701,-73.05077576617856,0.034,-0.013,1.827,0.567,1.013
0.284,3.804699659347534,-73.05077576617856,0.03,-0.014,1.022,-0.238,1.016
-1.186,3.8049309253692627,-73.05077576617856,0.028,-0.01,1.232,-0.343,1.01
-1.186,3.8051581382751465,-73.05077576617856,0.024,0.004,1.232,-0.098,1.005
-0.101,4.505128860473633,-73.05077576617856,0.071,-0.012,2.107,0.882,1.015
-0.486,4.5074687004089355,-73.912555644053,0.021,-0.017,0.812,-0.448,1.004
-0.171,4.507970809936523,-73.912555644053,0.075,-0.011,1.967,0.252,1.019
-1.151,4.508333683013916,-73.98382666260947,0.023,-0.01,-0.308,0.882,1.019
-0.486,4.508677005767822,-73.98382666260947,0.049,-0.0,0.497,0.007,1.0
-0.836,4.509013652801514,-73.98382666260947,0.053,0.008,0.182,-0.868,1.01
-0.311,4.509367942810059,-73.98382666260947,0.02,-0.011,1.652,0.567,1.004
0.004,4.509698152542114,-73.98382666260947,0.021,-0.02,0.637,0.147,1.015
-0.906,4.510022163391113,-73.98382666260947,0.06,-0.021,1.092,0.357,1.01
-0.521,4.510343074798584,-73.98382666260947,0.02,-0.006,1.232,0.357,1.002
-0.311,4.51065993309021,-73.98382666260947,0.05,-0.014,1.232,-0.238,1.011
-0.136,5.226580619812012,-73.98382666260947,0.046,-0.007,1.302,-0.203,1.014
-0.416,5.2288758754730225,-73.01999192571824,0.041,-0.018,1.302,-0.413,1.026
-0.346,5.229363203048706,-73.01999192571824,0.031,-0.004,1.512,-0.763,1.023
-0.276,5.229767799377441,-73.01999192571824,0.03,0.001,0.637,-0.273,0.997
-1.081,5.230136394500732,-73.01999192571824,0.037,-0.009,0.777,1.407,1.007
0.039,5.230494737625122,-73.01999192571824,0.024,-0.041,0.532,0.812,0.998
-1.151,5.2308642864227295,-73.01999192571824,0.032,0.012,0.182,-0.973,1.015
-0.696,5.231265544891357,-73.01999192571824,0.035,-0.0,0.952,-1.603,1.014
0.004,5.231614351272583,-73.01999192571824,0.051,0.0,0.847,0.742,1.023
-0.556,5.231935024261475,-73.54722190204872,0.012,-0.016,1.827,0.637,1.0
-0.626,5.232254266738892,-73.54722190204872,0.039,-0.027,1.547,0.182,1.004
-0.346,5.896999359130859,-73.54722190204872,0.054,-0.019,1.057,-1.708,1.017
-0.661,5.899269104003906,-74.05739343647396,0.035,-0.018,1.617,-0.273,1.011
-0.696,5.899652481079102,-74.05739343647396,0.032,-0.011,2.107,-0.343,1.001
-0.381,5.900031566619873,-74.05739343647396,0.032,-0.006,-0.028,-0.238,1.011
-0.311,5.9005749225616455,-74.05739343647396,0.026,-0.005,1.267,0.742,1.005
-0.451,5.900987148284912,-74.05739343647396,0.032,-0.037,2.107,-0.168,1.01
-0.626,5.90136456489563,-74.05739343647396,0.045,-0.009,0.532,-0.343,1.013
-0.346,5.901681900024414,-74.05739343647396,0.036,-0.001,0.637,-0.518,0.995
-0.766,5.901948690414429,-74.05739343647396,0.031,-0.004,2.002,0.217,1.019
-1.081,5.902259111404419,-74.05739343647396,0.046,-0.016,0.217,0.392,1.028
-0.451,5.90255880355835,-74.05739343647396,0.036,-0.025,1.477,0.252,0.998
-0.801,6.621379137039185,-73.1091061612802,0.029,0.001,0.392,0.427,1.013
-1.291,6.621946811676025,-73.4264601986729,0.036,-0.024,1.827,-0.833,1.001
-0.241,6.622252464294434,-73.4264601986729,0.029,0.013,0.882,-0.203,1.011
-0.311,6.622513771057129,-73.4264601986729,0.02,-0.027,1.232,0.462,1.004
-0.416,6.622791051864624,-73.4264601986729,0.025,-0.017,1.127,0.112,1.018
-0.766,6.623045206069946,-73.4264601986729,0.037,-0.004,1.407,0.007,1.007
-0.451,6.623292684555054,-73.4264601986729,0.036,-0.01,0.567,-0.238,1.006
0.109,6.623536586761475,-73.61045966596522,0.026,-0.013,0.602,-0.308,1.014
-0.836,6.623783588409424,-73.61045966596522,0.031,-0.013,1.232,0.182,1.022
-0.766,6.624022960662842,-73.61045966596522,0.043,-0.009,0.917,0.322,1.001
-0.381,6.624264478683472,-73.61045966596522,0.035,-0.015,1.617,0.217,1.007
-0.451,6.63006591796875,-73.61045966596522,0.042,-0.018,0.882,-0.343,1.017
-0.486,7.249533176422119,-73.61045966596522,0.039,-0.01,0.882,-0.098,1.013
-0.206,7.252030849456787,-73.41895215226043,0.037,-0.024,1.267,-0.658,0.995
-0.766,7.252628326416016,-73.41895215226043,0.039,0.006,1.302,-1.463,1.001
-0.206,7.253020524978638,-74.08823002342884,0.056,0.006,0.287,0.252,1.018
0.004,7.253405809402466,-74.08823002342884,0.009,-0.039,2.072,0.987,1.021
-0.906,7.253795623779297,-74.08823002342884,0.061,-0.018,0.987,-0.063,1.013
-0.591,7.254123687744141,-74.08823002342884,0.043,-0.004,1.302,-0.973,1.004
-0.801,7.254435062408447,-74.08823002342884,0.031,-0.011,0.917,-0.028,1.002
-0.101,7.254791975021362,-74.08823002342884,0.037,-0.022,1.232,0.007,1.04
-0.801,7.255103349685669,-74.08823002342884,0.036,0.002,-0.203,0.322,0.994
-0.626,7.255387306213379,-74.08823002342884,0.038,0.001,1.407,0.392,0.999
-0.416,7.258652448654175,-74.08823002342884,0.048,-0.023,0.987,0.357,1.007
-0.276,7.763444662094116,-73.96628587730049,0.029,-0.006,1.127,-0.798,1.018
-0.626,7.765796661376953,-74.26826908220073,0.025,-0.008,1.127,0.007,1.007
-0.556,7.766205310821533,-74.26826908220073,0.011,-0.006,0.812,0.392,1.0
-0.276,7.766543388366699,-74.26826908220073,0.068,-0.018,1.022,-0.063,1.021
-0.626,7.766894340515137,-74.26826908220073,0.038,-0.009,0.427,0.077,1.014
-0.241,7.767227411270142,-74.26826908220073,0.029,-0.003,0.952,-0.308,1.015
-0.486,7.767552375793457,-74.26826908220073,0.052,-0.011,1.232,0.077,1.017
-0.276,7.767870664596558,-74.26826908220073,0.029,-0.022,1.477,0.182,0.997
0.004,7.768187522888184,-74.26826908220073,0.04,-0.018,1.197,-0.553,1.008
-0.836,7.768514394760132,-74.26826908220073,0.052,-0.007,1.092,-0.483,1.022
-0.241,7.768833637237549,-74.02135864300658,0.02,-0.019,0.742,0.147,1.006
-0.311,7.769096851348877,-74.02135864300658,0.048,-0.023,0.742,0.147,1.006
-0.766,8.330864906311035,-74.02135864300658,0.029,-0.011,1.652,-0.063,1.006
-0.451,8.333197355270386,-75.02488287736738,0.036,-0.007,1.687,0.427,1.004
-0.521,8.333598613739014,-74.06294773954723,0.047,-0.001,1.162,-0.413,1.011
-0.381,8.333923101425171,-74.06294773954723,0.038,0.005,1.057,-0.588,1.011
-0.241,8.334259510040283,-74.06294773954723,0.03,-0.011,0.602,0.462,1.009
-0.451,8.334622859954834,-74.06294773954723,0.045,-0.021,0.637,0.987,1.014
-0.591,8.33502721786499,-74.06294773954723,0.041,-0.023,1.757,-0.203,1.013
-0.206,8.335404396057129,-74.06294773954723,0.052,0.025,1.967,-0.588,1.017
-0.311,8.335788488388062,-74.06294773954723,0.035,-0.005,0.882,-0.063,1.016
-0.346,8.336208820343018,-74.06294773954723,0.029,-0.017,1.582,0.042,1.009
-0.766,8.336606979370117,-74.06294773954723,0.038,0.001,1.232,-0.728,1.019
-0.731,8.337448596954346,-74.06294773954723,0.059,0.0,1.827,0.042,1.021
-0.276,8.856272459030151,-74.01275793392553,0.041,-0.029,0.042,0.462,1.024
-1.081,8.858463764190674,-73.55803276586109,0.065,-0.023,0.252,-1.043,0.987
-1.116,8.85880422592163,-73.55803276586109,0.012,0.027,1.897,-1.813,1.02
0.389,8.859061002731323,-73.55803276586109,0.068,-0.029,-1.323,-0.868,1.059
-0.521,8.859304904937744,-73.55803276586109,0.048,-0.01,-0.343,1.547,1.017
-0.346,8.859560251235962,-73.55803276586109,0.035,-0.024,2.282,0.567,0.974
-1.081,8.85980772972107,-73.55803276586109,0.043,-0.007,0.322,-0.448,1.005
-0.696,8.860055685043335,-73.55803276586109,0.034,-0.014,1.722,-0.553,1.034
0.284,8.86037826538086,-73.3611943295737,0.042,-0.01,1.757,-0.693,1.054
-0.731,8.86069130897522,-73.3611943295737,0.034,0.005,0.637,1.267,0.997
-0.661,8.860938787460327,-73.3611943295737,0.034,-0.007,1.372,0.847,0.985
-0.381,9.459488153457642,-73.3611943295737,0.043,-0.011,0.602,0.847,0.979
-0.766,9.461874961853027,-73.7520327497491,0.029,-0.043,1.232,0.182,1.014
-0.311,9.462377786636353,-73.7520327497491,0.02,-0.003,0.567,-0.273,1.007
-0.311,9.462797403335571,-73.7520327497491,0.029,0.0,1.617,0.532,1.01
-0.241,9.463077306747437,-73.7520327497491,0.048,-0.028,0.847,-0.273,1.017
-0.486,9.463327169418335,-73.7520327497491,0.057,-0.009,1.127,-1.043,1.019
-0.381,9.46356463432312,-73.7520327497491,0.011,-0.009,1.547,-0.063,1.012
-0.591,9.463798761367798,-73.96655417826392,0.051,-0.024,0.917,1.197,1.012
-0.416,9.464031219482422,-73.96655417826392,0.037,-0.032,1.512,-0.308,1.008
-0.206,9.464263677597046,-73.96655417826392,0.026,-0.004,0.742,-1.078,1.004
-0.731,9.464493751525879,-73.96655417826392,0.045,0.0,0.567,0.567,1.012
-0.381,9.468927383422852,-73.96655417826392,0.049,-0.028,2.597,-0.203,1.021
-0.486,10.037051916122437,-73.96655417826392,0.039,0.008,-0.623,-0.133,1.002
-0.311,10.039487838745117,-74.58786828429456,0.04,-0.028,1.687,-0.448,1.015
-0.276,10.039957284927368,-74.58786828429456,0.029,-0.004,0.532,-0.028,1.011
-0.381,10.040316581726074,-74.58786828429456,0.054,-0.024,1.092,0.497,1.008
-0.416,10.040668487548828,-74.58786828429456,0.021,-0.011,1.057,-0.028,1.006
-0.766,10.040965557098389,-74.58786828429456,0.04,-0.01,-0.028,0.322,1.013
-0.521,10.041357040405273,-74.58786828429456,0.046,-0.011,1.897,0.252,1.017
-0.311,10.041734457015991,-74.58786828429456,0.025,-0.015,0.987,0.042,1.005
-0.766,10.04206657409668,-74.34434364076144,0.043,-0.013,0.322,-0.028,1.012
-0.311,10.042347192764282,-74.34434364076144,0.034,-0.005,1.652,-0.133,1.012
-0.521,10.042641401290894,-74.34434364076144,0.035,-0.011,1.162,-0.238,1.011
-0.206,10.047089338302612,-74.34434364076144,0.053,-0.024,1.547,0.007,1.01
-0.381,10.623750448226929,-74.34434364076144,0.016,-0.013,1.232,-0.308,1.003
-0.346,10.626014232635498,-74.22775322735524,0.012,-0.015,1.372,0.427,1.029
-0.486,10.62654995918274,-74.22775322735524,0.039,-0.016,0.007,0.007,1.02
-0.346,10.626936435699463,-74.22775322735524,0.026,-0.019,-0.028,-0.728,0.993
-0.346,10.627288579940796,-74.22775322735524,0.013,-0.011,-0.028,-0.623,0.984
-0.206,10.627624034881592,-74.22775322735524,0.042,-0.002,0.812,0.077,1.035
-0.311,10.627956867218018,-74.22775322735524,0.024,-0.03,1.267,0.322,1.015
-0.311,10.628286838531494,-74.22775322735524,0.025,-0.022,1.267,0.322,1.004
-0.661,10.628617763519287,-74.58985681368857,0.042,-0.004,1.127,-0.483,1.001
-0.486,10.628955125808716,-74.58985681368857,0.05,-0.003,1.757,-0.273,1.014
-0.346,10.629289865493774,-74.58985681368857,0.024,-0.029,0.987,0.287,1.025
-0.556,10.630306243896484,-74.58985681368857,0.023,-0.001,0.182,-0.483,0.997
-0.731,11.247889995574951,-74.58985681368857,0.036,-0.002,-0.903,0.322,0.987
0.074,11.248507261276245,-74.09666941836053,0.042,0.006,0.217,-0.868,1.014
-1.046,11.250503063201904,-74.09666941836053,0.016,-0.015,1.862,0.707,1.004
-0.766,11.25083875656128,-74.09666941836053,0.046,-0.024,0.882,0.567,1.008
0.214,11.25114130973816,-73.6460949394416,0.059,-0.013,1.022,0.147,1.015
-0.591,11.251437902450562,-73.6460949394416,0.014,-0.012,0.742,-0.448,1.016
-0.346,11.25172734260559,-73.6460949394416,0.051,-0.011,1.792,-0.518,1.012
-0.556,11.252025604248047,-73.6460949394416,0.048,-0.02,2.107,-0.203,1.012
-0.906,11.252389907836914,-73.6460949394416,0.031,-0.0,-0.028,-0.588,1.007
-0.591,11.252689838409424,-73.6460949394416,0.037,-0.023,1.792,1.057,1.019
-0.871,11.252989053726196,-73.6460949394416,0.052,-0.024,1.967,0.637,1.02
-0.486,11.886054992675781,-73.6460949394416,0.023,-0.02,0.147,-0.763,0.998
-0.976,11.888471603393555,-73.94421319718705,0.012,-0.027,1.092,-0.098,0.993
-0.941,11.889039993286133,-73.94421319718705,0.005,-0.015,1.827,-0.728,0.995
-0.346,11.889428615570068,-73.94421319718705,0.052,0.001,0.777,-1.323,1.017
-0.311,11.889775037765503,-73.94421319718705,0.023,-0.02,1.337,0.462,1.027
-0.346,11.890111684799194,-73.94421319718705,0.032,-0.022,-0.028,1.442,1.01
-1.046,11.890443563461304,-73.94421319718705,0.062,-0.018,1.022,0.427,1.011
-0.731,11.890782356262207,-73.94421319718705,0.024,-0.013,0.602,-0.588,1.002
-0.556,11.891115665435791,-73.94421319718705,0.036,0.0,0.847,-0.343,1.02
-0.031,11.891438484191895,-73.94421319718705,0.045,-0.01,1.442,0.077,1.006
-0.696,11.891764640808105,-73.17406008312538,0.026,-0.007,1.022,-0.133,1.012
-0.731,11.892089605331421,-73.17406008312538,0.046,-0.021,1.092,0.672,1.019
-0.346,12.596755027770996,-73.17406008312538,0.04,-0.022,1.477,-0.728,0.998
-0.766,12.597411870956421,-73.36726727641654,0.021,-0.004,2.352,-1.043,1.024
0.004,12.599663019180298,-73.36726727641654,0.052,-0.006,0.147,-0.553,1.052
-0.066,12.6000394821167,-73.36726727641654,0.034,-0.034,1.582,0.777,1.029
-0.731,12.600370168685913,-73.36726727641654,0.041,-0.03,1.477,0.147,0.966
-1.116,12.600688457489014,-73.36726727641654,0.044,-0.003,0.812,0.007,0.973
-0.836,12.601000785827637,-73.29878188722144,0.051,-0.009,1.897,-0.308,1.043
0.179,12.601316213607788,-73.29878188722144,0.017,-0.025,0.287,-0.553,1.052
0.144,12.601637125015259,-73.29878188722144,0.045,-0.025,2.107,0.007,1.004
-1.046,12.60194730758667,-73.29878188722144,0.05,-0.006,0.077,0.637,0.974
-0.766,12.602264642715454,-73.29878188722144,0.013,0.005,1.197,0.742,0.994
-0.346,13.269973754882812,-73.29878188722144,0.035,-0.03,1.372,0.182,1.038
-0.626,13.272331953048706,-74.6798504886709,0.043,-0.002,0.952,0.637,1.025
-0.556,13.272682428359985,-74.6798504886709,0.03,-0.021,1.127,0.217,1.014
0.074,13.27295207977295,-74.6798504886709,0.042,-0.018,0.882,-0.203,1.006
-1.046,13.273201704025269,-74.6798504886709,0.043,0.002,1.022,-0.168,1.007
-0.591,13.273455142974854,-74.6798504886709,0.029,0.0,0.672,0.672,1.01
-0.346,13.27369499206543,-74.6798504886709,0.064,-0.021,1.057,-0.238,1.023
-0.381,13.273935556411743,-74.6798504886709,0.028,-0.012,1.407,-0.028,1.01
-0.591,13.274173021316528,-74.78846879672167,0.027,-0.007,1.092,0.077,1.008
-0.416,13.274410247802734,-74.78846879672167,0.036,-0.009,1.197,-0.238,1.006
-0.451,13.274643182754517,-74.78846879672167,0.01,-0.004,0.847,-0.308,1.005
-0.591,13.970113515853882,-74.78846879672167,0.045,-0.003,1.687,0.357,1.014
-0.136,13.972373008728027,-73.57677335244415,0.035,-0.022,2.037,0.287,1.008
-1.046,13.972714185714722,-73.57677335244415,0.016,-0.013,-0.448,0.077,1.012
-0.661,13.972973585128784,-73.57677335244415,0.02,-0.007,1.337,-0.238,1.008
-0.591,13.973240375518799,-73.57677335244415,0.043,-0.0,1.232,-0.168,1.007
-0.136,13.973480463027954,-73.57677335244415,0.037,-0.026,1.372,-0.028,1.014
-0.381,13.97371506690979,-73.73493855099811,0.017,-0.002,1.197,-0.133,1.006
-0.731,13.973948955535889,-73.73493855099811,0.039,-0.008,0.357,-0.028,1.004
-0.346,13.974178314208984,-73.73493855099811,0.044,-0.023,1.932,0.217,1.008
-0.626,13.974408626556396,-73.73493855099811,0.018,-0.018,-0.063,0.182,1.002
-0.241,13.974639654159546,-73.73493855099811,0.035,-0.009,1.792,-0.343,1.01
-0.556,14.661176681518555,-73.73493855099811,0.033,-0.015,0.672,0.077,1.007
-0.661,14.663548231124878,-73.56712564912652,0.042,-0.016,1.162,1.337,1.003
-0.136,14.664061784744263,-73.56712564912652,0.037,-0.034,0.882,-0.378,1.022
-0.311,14.664438724517822,-73.56712564912652,0.026,-0.016,1.932,-0.623,1.012
-0.661,14.66478443145752,-73.56712564912652,0.056,0.004,0.882,-0.343,1.001
-0.206,14.665122985839844,-73.56712564912652,0.05,-0.019,0.707,0.812,1.0
-0.241,14.665451288223267,-74.47368209393656,0.012,-0.031,0.987,0.112,1.011
-0.451,14.665783166885376,-74.47368209393656,0.032,-0.004,0.742,-0.343,1.002
-0.906,14.666122436523438,-74.47368209393656,0.049,-0.008,1.897,-0.098,1.013
-0.171,14.666451215744019,-74.47368209393656,0.03,-0.003,0.742,0.287,1.007
0.004,14.666794776916504,-74.47368209393656,0.035,-0.028,0.917,-0.098,1.019
-1.081,15.345418930053711,-74.47368209393656,0.035,-0.01,1.932,-0.063,1.009
-0.591,15.346043109893799,-74.04900087387247,0.025,0.012,0.567,-8.813,0.988
-0.346,15.348203420639038,-74.04900087387247,0.025,0.01,0.707,0.672,1.008
-0.591,15.348610877990723,-74.04900087387247,0.039,-0.012,0.987,0.602,1.026
-0.836,15.348964929580688,-74.04900087387247,0.045,-0.025,1.652,0.112,1.011
0.004,15.3493070602417,-74.04900087387247,0.041,-0.007,0.427,-0.623,0.995
-0.346,15.349642276763916,-74.02625529157747,0.032,-0.004,1.337,-0.203,1.015
-0.731,15.349977254867554,-74.02625529157747,0.027,-0.017,1.862,0.532,1.016
-0.381,15.350308895111084,-74.02625529157747,0.066,-0.02,0.777,0.112,1.015
-0.276,15.350635290145874,-74.02625529157747,0.036,-0.03,2.142,-0.133,1.013
-0.591,15.350998163223267,-74.02625529157747,0.036,0.002,0.042,0.567,1.002
-0.136,15.351339340209961,-74.02625529157747,0.046,-0.02,1.512,-0.693,1.013
-0.836,15.993412494659424,-74.02625529157747,0.042,-0.005,1.162,0.042,1.006
0.284,15.995776891708374,-73.9201137882745,0.009,-0.012,-0.063,0.287,0.998
-0.171,15.996286869049072,-73.9201137882745,0.024,-0.05,1.547,0.182,1.0
-0.626,15.996652841567993,-73.9201137882745,0.024,-0.001,-0.343,-0.833,0.998
-0.206,15.997002840042114,-73.9201137882745,0.033,-0.019,1.197,0.252,1.028
-0.626,15.99733829498291,-73.9201137882745,0.045,-0.015,1.477,0.987,1.033
-0.136,15.997668266296387,-73.9201137882745,0.072,-0.044,-0.483,0.357,1.028
-1.116,15.997991561889648,-73.9201137882745,0.021,0.001,1.162,-0.518,0.991
-0.556,15.998317956924438,-73.9201137882745,0.059,0.006,0.462,-0.693,1.004
-0.171,15.998655080795288,-73.9201137882745,0.054,-0.0,1.547,1.162,1.007
-0.136,15.998995065689087,-74.05460409907715,0.033,-0.033,0.462,1.057,1.015
-0.801,15.999327421188354,-74.05460409907715,0.039,-0.018,2.107,-0.798,1.026
-1.326,16.64887571334839,-74.05460409907715,0.05,0.01,-0.973,-0.133,1.018
-0.136,16.64956307411194,-74.44363331813618,0.001,-0.021,1.162,0.182,0.997
-0.626,16.65194797515869,-74.44363331813618,0.059,-0.008,1.092,-0.378,1.019
-0.906,16.652363777160645,-74.44363331813618,0.029,-0.002,1.512,0.462,1.016
-0.591,16.652711153030396,-73.79927700352755,0.028,-0.04,1.337,-0.098,1.018
-0.101,16.653053522109985,-73.79927700352755,0.041,-0.014,0.007,-1.218,1.004
-0.136,16.65338635444641,-73.79927700352755,0.017,0.003,1.652,-0.133,1.005
-1.011,16.653727531433105,-73.79927700352755,0.049,-0.009,-0.028,0.952,1.013
-0.556,16.65406847000122,-73.79927700352755,0.047,-0.035,1.967,-0.238,1.006
-0.171,16.654402494430542,-73.79927700352755,0.001,-0.004,0.567,-0.483,1.001
-0.556,16.654744386672974,-73.79927700352755,0.041,-0.004,0.672,-0.868,1.019
-0.941,16.65507698059082,-73.79927700352755,0.028,-0.015,2.597,0.147,1.002
-0.556,16.656841039657593,-73.79927700352755,0.046,-0.036,1.897,1.057,1.026
-0.241,17.282467126846313,-73.81654613874167,0.047,-0.02,0.602,-0.343,1.019
-0.521,17.284761667251587,-74.19344883168752,0.052,-0.005,0.777,-0.028,1.017
-0.276,17.28526210784912,-74.19344883168752,0.036,-0.028,0.917,0.182,1.001
-0.486,17.285576343536377,-74.19344883168752,0.032,-0.008,0.917,0.322,1.014
-0.556,17.28584861755371,-74.19344883168752,0.054,-0.01,1.232,-0.378,1.014
0.074,17.286107063293457,-74.19344883168752,0.037,-0.011,1.267,-0.238,1.019
0.074,17.286396026611328,-74.19344883168752,0.029,-0.01,1.267,-0.483,1.009
-0.696,17.286720037460327,-74.19344883168752,0.039,0.004,0.742,0.567,1.006
-1.011,17.28698992729187,-73.57822446147442,0.038,-0.015,0.112,0.217,0.999
-0.346,17.287271976470947,-73.57822446147442,0.029,-0.007,1.617,0.322,1.004
-0.626,17.287525177001953,-73.57822446147442,0.024,-0.023,0.742,0.077,1.017
-0.731,17.287776231765747,-73.57822446147442,0.041,-0.014,0.917,-0.203,1.009
-0.416,17.90281891822815,-73.57822446147442,0.032,-0.011,1.512,-0.378,1.014
0.179,17.905171871185303,-73.77116038624852,0.019,-0.021,0.882,0.532,1.004
-0.591,17.905694723129272,-73.77116038624852,0.039,-0.012,1.862,0.147,0.996
-0.661,17.90608859062195,-73.77116038624852,0.025,0.007,1.267,-0.238,1.001
-0.486,17.90647053718567,-73.77116038624852,0.032,-0.005,2.562,-0.308,1.027
-0.416,17.906867504119873,-74.02118736633362,0.05,-0.024,-1.008,0.847,1.03
-0.311,17.907265186309814,-74.02118736633362,0.012,-0.016,1.477,-0.098,0.981
-0.486,17.907545804977417,-74.02118736633362,0.033,-0.005,0.252,-0.763,0.98
-0.661,17.907795906066895,-74.02118736633362,0.06,0.002,1.547,-0.028,1.016
-0.451,17.90811538696289,-74.02118736633362,0.044,-0.017,1.862,0.357,1.03
-0.136,17.908436059951782,-74.02118736633362,0.053,-0.013,1.057,-0.133,1.017
-0.451,17.908751726150513,-74.02118736633362,0.043,-0.017,2.072,0.777,0.988
-1.116,18.540815591812134,-74.02118736633362,0.04,-0.002,0.497,0.217,1.005
-0.871,18.54143786430359,-74.36163174470451,0.06,-0.031,0.252,-0.693,1.001
-0.521,18.543490171432495,-74.36163174470451,0.057,-0.004,0.672,-1.078,0.997
0.039,18.54383087158203,-74.36163174470451,0.011,0.017,1.372,-0.413,1.015
-0.416,18.54414415359497,-74.36163174470451,0.048,-0.03,0.042,0.777,1.022
-0.696,18.54444646835327,-74.36163174470451,0.041,-0.029,1.092,0.322,0.986
-0.696,18.544747591018677,-74.36163174470451,0.007,0.006,1.022,-0.098,1.019
0.179,18.54503893852234,-74.36163174470451,0.067,-0.004,1.687,0.287,1.017
-0.381,18.54532742500305,-74.36163174470451,0.035,-0.03,0.672,-0.378,1.026
-0.591,18.545613050460815,-74.36163174470451,0.019,-0.013,-0.273,-0.763,1.007
-0.731,18.545904636383057,-74.72874012556538,0.053,0.012,1.967,-0.203,1.014
-0.381,18.547219038009644,-74.72874012556538,0.036,-0.022,0.847,0.952,1.006
-0.626,19.190593481063843,-74.72874012556538,0.023,-0.021,0.112,0.567,1.011
-0.521,19.191377639770508,-74.24277151371733,0.031,0.002,1.512,-0.063,1.016
-0.486,19.191844701766968,-74.24277151371733,0.043,-0.014,0.427,-0.343,1.017
-0.346,19.194059133529663,-74.30912602435394,0.041,-0.005,1.512,0.287,1.018
-0.591,19.19455122947693,-74.30912602435394,0.039,0.002,1.512,0.672,0.998
