vy,vx,az,ax,comp,time,ay,vz
40.239,32.986,1.108,0.056,-67.73469366632919,38.72766423225403,-0.193,3.416
-3.651,16.606,0.954,0.003,-69.6164317619514,38.72991681098938,0.039,11.606
-4.946,14.471,1.018,0.039,-69.6164317619514,38.73049712181091,0.056,11.886
-7.326,7.716,1.094,0.081,-69.6164317619514,38.73087453842163,0.083,8.666
-5.856,13.561,0.875,-0.002,-69.6164317619514,38.731213092803955,0.027,7.861
-5.856,13.561,0.875,-0.002,-69.6164317619514,38.73159170150757,0.027,7.861
-3.231,17.901,1.107,0.003,-69.6164317619514,38.7319278717041,0.021,5.831
-3.161,19.581,0.983,0.014,-69.6164317619514,38.73225808143616,0.071,4.431
-5.296,15.486,1.205,0.024,-69.6164317619514,38.73260998725891,0.069,4.431
-6.416,13.596,0.942,0.069,-69.6164317619514,38.73293471336365,0.007,3.101
-4.631,7.891,1.023,0.068,-69.93429510257658,38.73325753211975,0.15,1.631
-7.291,8.626,1.034,0.09,-69.93429510257658,38.73358488082886,0.034,-0.049
-8.411,10.516,1.013,0.037,-69.93429510257658,39.343987226486206,0.053,-2.289
-5.751,-3.169,0.995,0.086,-70.66665198635687,39.34631681442261,0.138,8.806
-6.626,-2.014,0.997,0.114,-70.66665198635687,39.34666585922241,0.172,10.346
-3.511,0.016,1.004,0.105,-70.66665198635687,39.346935987472534,0.147,11.606
-1.586,1.801,1.017,0.089,-70.66665198635687,39.34718942642212,0.156,11.851
-2.216,1.871,0.91,0.114,-70.66665198635687,39.347461462020874,0.151,11.921
-2.881,0.611,0.951,0.1,-70.66665198635687,39.34770941734314,0.14,11.991
-3.161,0.646,1.041,0.117,-70.66665198635687,39.34795594215393,0.102,11.781
-1.306,1.346,1.001,0.134,-70.66665198635687,39.34819936752319,0.163,11.781
0.969,0.821,1.017,0.11,-70.66665198635687,39.348438024520874,0.119,11.186
0.024,0.961,1.006,0.126,-70.66665198635687,39.348673582077026,0.021,10.661
0.514,2.116,0.99,0.144,-71.89462256330299,39.91473841667175,0.2,9.821
12.904,-9.994,1.025,0.132,-73.16432125899603,39.91699171066284,0.16,18.081
12.624,-11.814,0.964,0.149,-73.16432125899603,39.917426109313965,0.124,17.836
14.339,-10.939,1.005,0.135,-73.16432125899603,39.91781401634216,0.196,17.381
14.199,-10.589,1.033,0.156,-73.16432125899603,39.91816210746765,0.161,17.241
12.449,-7.999,1.037,0.12,-73.16432125899603,39.918498516082764,0.202,16.786
12.659,-7.474,1.015,0.201,-73.16432125899603,39.91888499259949,0.163,17.136
14.759,-9.959,0.974,0.178,-73.16432125899603,39.91925287246704,0.061,16.366
13.184,-9.644,1.01,0.134,-73.16432125899603,39.9196355342865,0.163,16.191
10.874,-8.874,0.97,0.164,-73.16432125899603,39.92002749443054,0.136,15.701
12.659,-7.649,0.961,0.111,-73.30075576600639,39.9203724861145,0.122,15.316
14.479,-5.549,0.945,0.139,-73.30075576600639,39.92069053649902,0.095,15.666
18.504,-3.694,1.082,0.133,-73.30075576600639,39.92101526260376,0.155,15.771
18.329,-10.274,1.096,0.14,-73.30075576600639,40.525469064712524,0.112,16.261
2.614,-21.299,1.041,0.04,-73.70325462093224,40.527902126312256,0.141,-1.869
2.999,-20.214,1.076,0.033,-73.70325462093224,40.52830672264099,0.083,-4.669
2.124,-14.754,1.001,0.03,-73.70325462093224,40.52857279777527,0.138,-7.854
4.294,-10.449,1.116,0.032,-73.70325462093224,40.52882409095764,0.09,-10.479
6.429,-1.349,0.982,0.004,-73.18749904314876,40.52909851074219,0.012,-17.689
2.299,4.426,0.957,0.049,-73.18749904314876,40.52937316894531,0.077,-18.004
0.024,0.261,0.911,0.006,-73.18749904314876,40.52963352203369,-0.003,-16.779
-2.111,-4.849,0.988,-0.017,-73.18749904314876,40.529956579208374,-0.002,-14.574
-3.301,-11.744,1.042,0.013,-73.18749904314876,40.53031802177429,-0.013,-11.949
-4.456,-18.219,1.05,-0.018,-73.18749904314876,40.530712842941284,-0.054,-10.304
-4.561,-18.324,1.099,-0.006,-72.73232264146709,40.531079053878784,-0.014,-10.199
-2.251,-16.819,1.111,0.016,-72.73232264146709,40.53141522407532,-0.025,-10.864
1.319,-11.989,1.029,-0.018,-72.73232264146709,40.531691789627075,-0.027,-10.409
3.279,-11.394,0.934,0.035,-72.73232264146709,40.531994342803955,0.009,-9.044
2.999,-11.149,0.869,0.027,-72.73232264146709,40.53477501869202,-0.002,-7.469
1.564,-8.629,0.957,0.072,-72.73232264146709,41.14501452445984,-0.025,-5.894
-6.031,-3.729,1.114,0.152,-73.72809302127698,41.14781856536865,-0.104,-16.604
-2.916,0.261,0.929,0.128,-73.72809302127698,41.14818620681763,-0.043,-17.969
-5.541,0.786,0.987,0.119,-73.30424388115567,41.14845299720764,-0.086,-19.929
-6.276,0.786,1.107,0.187,-73.30424388115567,41.14869713783264,-0.062,-21.994
-4.001,2.466,0.906,0.184,-73.30424388115567,41.14894342422485,-0.126,-23.779
-4.561,-2.609,0.976,0.103,-73.30424388115567,41.14927840232849,-0.028,-25.424
-0.571,-4.709,0.949,0.15,-73.30424388115567,41.14952802658081,-0.054,-26.264
1.809,-3.799,1.007,0.142,-73.30424388115567,41.14977240562439,-0.072,-27.419
0.759,-0.754,1.064,0.104,-73.30424388115567,41.150012254714966,-0.092,-27.314
1.004,6.421,0.935,0.139,-73.30424388115567,41.1502525806427,-0.136,-26.859
3.209,12.371,0.991,0.104,-73.30424388115567,41.15134644508362,-0.065,-25.879
1.564,15.521,0.952,0.086,-73.30424388115567,41.75434422492981,-0.103,-25.144
9.789,4.076,0.974,0.223,-70.84952499786691,41.75683403015137,-0.088,-24.724
15.844,0.681,1.018,0.057,-69.42292957879411,41.75748825073242,-0.021,-26.194
19.974,7.471,1.05,0.124,-69.42292957879411,41.757938623428345,-0.058,-22.799
17.349,7.681,0.734,0.102,-69.42292957879411,41.75834393501282,-0.103,-22.764
10.209,6.036,0.98,0.219,-69.42292957879411,41.75871539115906,-0.088,-23.919
11.049,7.751,1.091,0.102,-69.42292957879411,41.75914406776428,-0.112,-22.729
14.934,8.136,0.935,0.117,-69.42292957879411,41.75955319404602,-0.071,-22.344
12.624,7.296,1.143,0.175,-69.42292957879411,41.759966135025024,-0.131,-21.329
16.754,11.951,0.956,0.155,-69.42292957879411,41.76033139228821,0.017,-20.489
15.424,8.381,0.971,0.081,-69.42292957879411,41.76069617271423,-0.023,-19.474
12.659,3.656,1.051,0.14,-68.06829902814181,41.76119661331177,-0.085,-19.159
14.164,5.546,1.012,0.122,-68.06829902814181,42.35646152496338,-0.067,-18.389
5.974,12.091,0.935,-0.13,-66.73804220596375,42.35885047912598,-0.099,7.616
1.459,10.831,1.151,-0.064,-68.14137552727829,42.35926580429077,0.038,7.021
0.619,7.751,1.035,-0.009,-68.14137552727829,42.359604835510254,0.023,7.651
-0.851,7.366,1.045,-0.094,-68.14137552727829,42.359891414642334,0.057,7.896
-0.011,9.606,0.972,-0.083,-68.14137552727829,42.36018991470337,0.005,7.791
1.039,13.631,1.04,-0.006,-68.14137552727829,42.36047863960266,0.046,8.176
-1.761,15.731,0.899,-0.045,-68.14137552727829,42.360761880874634,-0.023,9.296
-2.496,10.866,0.991,-0.043,-68.14137552727829,42.36104941368103,0.043,8.911
-5.856,11.111,1.067,0.02,-68.14137552727829,42.361400842666626,0.093,8.876
-8.376,9.746,0.979,0.04,-68.14137552727829,42.36172151565552,0.029,8.561
-10.756,11.496,0.988,0.049,-68.14137552727829,42.96388626098633,0.071,8.001
-15.866,16.221,1.127,0.085,-70.86909435492825,42.966416358947754,0.254,-6.909
-18.316,8.661,0.94,0.065,-70.86909435492825,42.966914653778076,0.138,-8.064
-23.391,13.526,0.88,0.092,-70.86909435492825,42.96727108955383,0.189,-6.804
-23.671,8.766,1.214,0.067,-70.86909435492825,42.96762132644653,0.193,-5.824
-21.641,3.796,1.019,0.198,-70.86909435492825,42.96794819831848,0.198,-5.824
-15.026,7.926,0.98,0.15,-70.86909435492825,42.968273639678955,0.091,-1.309
-14.956,10.166,0.958,0.129,-68.85732202354099,42.96859383583069,0.181,0.546
-13.346,13.981,0.9,0.207,-68.85732202354099,42.968909740448,0.136,3.591
-9.286,15.416,0.992,0.253,-68.85732202354099,42.96922564506531,0.138,6.636
-9.181,14.471,0.809,0.132,-68.85732202354099,42.96954083442688,0.13,9.016
-7.116,9.851,0.953,0.172,-68.85732202354099,42.97027945518494,0.165,11.081
-3.721,4.706,0.979,0.167,-68.85732202354099,43.54362607002258,0.09,12.831
8.284,-3.064,1.052,0.124,-71.08119370222927,43.546037435531616,0.179,14.406
8.844,-3.554,1.033,0.155,-71.08119370222927,43.54649209976196,0.194,14.651
9.334,-4.919,0.958,0.158,-71.08119370222927,43.54679250717163,0.197,14.441
10.769,-6.214,0.988,0.123,-71.08119370222927,43.547067642211914,0.195,13.601
9.544,-5.654,1.036,0.152,-71.08119370222927,43.547330379486084,0.204,13.041
10.734,-4.709,0.924,0.165,-71.08119370222927,43.54768896102905,0.193,11.781
10.524,-6.669,0.985,0.188,-71.08119370222927,43.54802060127258,0.116,10.276
12.449,-6.984,0.991,0.168,-71.48083402139389,43.548340797424316,0.126,8.526
13.429,-7.019,1.015,0.166,-71.48083402139389,43.54871368408203,0.101,7.826
14.269,-8.384,0.984,0.204,-71.48083402139389,43.54902768135071,0.104,7.196
15.389,-12.759,1.023,0.204,-71.48083402139389,43.553319215774536,0.109,6.111
17.594,-16.119,1.042,0.152,-71.48083402139389,44.132599115371704,0.162,5.656
7.724,-10.029,1.211,-0.027,-71.78096047057973,44.135026931762695,-0.028,-0.154
7.724,-10.029,1.211,-0.027,-71.78096047057973,44.13547396659851,-0.028,-0.154
4.329,-11.849,0.968,0.032,-71.78096047057973,44.135791063308716,0.025,-4.634
7.129,-12.969,1.024,0.039,-71.78096047057973,44.136075496673584,-0.075,-7.294
8.914,-7.649,0.923,-0.023,-71.78096047057973,44.13637661933899,-0.055,-9.919
1.144,-16.084,0.954,0.045,-71.78096047057973,44.13666343688965,0.019,-12.474
1.319,-17.834,1.033,-0.019,-67.53337149280475,44.136945486068726,0.072,-14.889
-2.286,-18.744,0.955,0.049,-71.22535685976534,44.13723015785217,0.021,-17.094
-6.416,-21.159,1.08,-0.031,-71.22535685976534,44.13751697540283,-0.006,-18.354
-3.371,-21.299,0.99,-0.003,-71.22535685976534,44.13780736923218,-0.024,-18.424
-3.511,-23.259,1.1,0.058,-71.22535685976534,44.74559831619263,0.043,-19.124
0.059,-5.619,1.021,0.155,-70.88073184020811,44.74635577201843,-0.089,-0.574
0.444,-5.479,1.013,0.181,-70.88073184020811,44.74848675727844,-0.134,0.896
0.899,-3.799,0.932,0.156,-70.88073184020811,44.74880385398865,-0.096,3.101
-0.396,-5.584,0.983,0.183,-70.88073184020811,44.74916052818298,-0.128,5.341
-1.586,-5.409,0.945,0.154,-70.88073184020811,44.74947905540466,-0.158,6.566
-1.761,-5.024,0.967,0.158,-69.70897596175115,44.749794244766235,-0.154,8.386
-6.136,-6.004,1.017,0.126,-69.70897596175115,44.75009369850159,-0.071,10.311
-2.041,-2.819,1.007,0.242,-69.70897596175115,44.75038385391235,-0.196,11.746
-9.076,-7.614,0.998,0.161,-69.70897596175115,44.750669956207275,-0.072,10.241
-7.956,-6.704,0.97,0.145,-69.70897596175115,44.7509548664093,-0.155,8.701
-5.156,-9.889,1.127,0.061,-69.70897596175115,44.75411653518677,-0.114,7.441
1.179,0.051,0.829,0.131,-69.70897596175115,45.33288836479187,-0.058,5.901
3.734,4.636,0.808,0.176,-68.5660159990707,45.33357501029968,0.072,-13.664
-6.766,-3.694,0.879,0.2,-68.5660159990707,45.3356077671051,-0.058,-18.284
-14.991,-15.909,1.208,0.223,-68.5660159990707,45.33595323562622,0.035,-22.764
-0.326,-6.949,1.266,0.073,-68.5660159990707,45.33627796173096,-0.076,-26.089
12.344,1.696,1.074,0.033,-68.5660159990707,45.33661866188049,-0.108,-25.879
22.249,11.636,0.891,0.216,-68.04831341591454,45.33691954612732,-0.189,-23.184
22.599,20.176,0.525,0.051,-68.04831341591454,45.3372528553009,0.015,-23.324
0.024,6.211,1.088,0.235,-68.04831341591454,45.33756422996521,-0.15,-26.999
12.134,7.436,1.205,0.141,-68.04831341591454,45.337873697280884,-0.044,-27.279
18.364,8.871,1.331,0.054,-68.04831341591454,45.33817982673645,-0.19,-27.699
31.664,16.921,1.19,0.22,-68.04831341591454,45.942227363586426,-0.245,-25.284
0.759,3.376,1.033,0.015,-65.28151934189486,45.94449806213379,0.141,-3.689
4.014,2.711,0.986,-0.022,-65.28151934189486,45.94486093521118,0.091,-2.184
3.174,0.611,1.059,0.026,-65.28151934189486,45.94521617889404,0.034,-0.644
0.934,0.821,1.076,-0.019,-65.47755391717828,45.94552445411682,0.092,0.861
-1.236,1.171,0.942,-0.048,-65.47755391717828,45.94582986831665,0.026,3.031
-2.461,2.501,1.083,-0.053,-65.47755391717828,45.94612193107605,0.093,4.361
0.619,8.801,0.919,-0.121,-65.47755391717828,45.946399211883545,0.02,6.181
3.244,14.716,0.953,-0.072,-65.47755391717828,45.94666838645935,0.002,6.251
4.014,16.746,1.0,-0.098,-65.47755391717828,45.94693112373352,0.03,6.671
3.104,19.266,1.112,-0.101,-65.47755391717828,45.947248220443726,0.034,6.776
-1.621,18.706,0.847,-0.056,-65.47755391717828,46.54570531845093,-0.064,6.776
-17.896,15.346,1.152,-0.012,-66.58228370950935,46.54814958572388,0.298,4.256
-14.606,14.716,0.808,-0.013,-66.82328830982986,46.54861259460449,0.161,3.976
-4.106,5.861,1.107,0.075,-66.82328830982986,46.54890966415405,0.192,3.941
0.444,4.356,0.982,0.069,-66.82328830982986,46.549179553985596,0.18,4.571
0.724,3.901,1.093,0.098,-66.82328830982986,46.54950928688049,0.222,5.236
0.899,3.936,1.118,0.098,-66.82328830982986,46.54990005493164,0.16,5.691
0.374,4.671,0.935,0.13,-66.82328830982986,46.550243616104126,0.2,6.741
-2.671,4.881,1.017,0.083,-66.82328830982986,46.55059218406677,0.152,7.126
-3.826,4.951,1.004,0.097,-66.82328830982986,46.55096912384033,0.204,7.616
-6.486,3.306,1.04,0.09,-66.82328830982986,46.55130219459534,0.152,7.756
-9.986,0.926,0.998,0.156,-66.82328830982986,46.551629066467285,0.146,8.561
-7.991,-2.854,1.012,0.154,-66.36858178502229,47.15250587463379,0.182,8.806
-0.011,0.436,0.914,0.095,-68.22557704306881,47.15515112876892,0.139,12.796
4.434,0.786,0.758,0.145,-68.22557704306881,47.15575194358826,0.163,13.076
9.754,-2.469,1.263,-0.084,-68.22557704306881,47.15612459182739,0.036,11.501
2.649,-0.824,0.935,0.125,-68.22557704306881,47.15647053718567,0.25,10.661
6.324,0.261,1.237,0.059,-68.22557704306881,47.156837940216064,0.072,10.766
4.259,0.926,1.061,0.071,-68.22557704306881,47.15716075897217,0.127,9.856
1.914,-2.259,1.028,0.001,-68.22557704306881,47.15747284889221,0.087,7.511
1.914,-1.384,0.953,0.064,-68.22557704306881,47.15778303146362,0.058,7.301
4.574,6.876,0.957,0.058,-67.97181846838733,47.15809178352356,0.09,6.251
5.834,2.081,1.087,-0.023,-67.97181846838733,47.158411502838135,0.072,3.416
4.539,2.081,1.067,0.047,-67.97181846838733,47.15972661972046,0.056,3.031
5.204,0.541,1.044,0.077,-67.97181846838733,47.73216223716736,0.045,1.911
0.024,-13.389,1.078,0.021,-66.71854717137072,47.734506607055664,0.104,-7.399
-0.361,-10.449,1.076,0.075,-67.39960354577813,47.73494625091553,0.082,-9.919
1.354,-11.464,1.036,0.004,-67.39960354577813,47.73529672622681,0.111,-11.179
5.309,-11.394,1.101,0.148,-67.39960354577813,47.7356379032135,0.014,-13.104
3.454,-13.669,0.996,0.091,-67.39960354577813,47.735955476760864,0.08,-13.454
2.054,-13.179,1.066,0.102,-67.39960354577813,47.73626947402954,0.158,-13.209
3.874,-8.769,0.951,0.116,-67.39960354577813,47.73656988143921,0.067,-13.419
3.769,-8.314,1.0,0.07,-67.39960354577813,47.73686504364014,0.065,-12.859
2.369,-8.454,0.928,0.105,-67.39960354577813,47.7371928691864,0.029,-11.144
4.084,-11.674,0.995,0.057,-67.39960354577813,47.73751902580261,0.106,-9.044
2.579,-14.299,1.041,0.049,-67.39960354577813,48.333977699279785,0.09,-7.399
0.409,0.401,1.001,0.056,-66.80371914811995,48.33649134635925,0.031,-1.169
0.269,0.751,1.012,0.05,-66.80371914811995,48.33702754974365,0.025,-0.854
0.829,0.786,0.99,0.055,-66.80371914811995,48.337321519851685,0.026,-0.924
1.039,0.576,1.011,0.045,-66.80371914811995,48.33760404586792,0.045,-0.434
1.529,0.681,1.015,0.04,-66.80371914811995,48.33786630630493,0.037,-0.259
0.514,0.786,0.994,0.067,-66.80371914811995,48.33811712265015,0.03,-0.224
0.584,0.716,1.001,0.06,-66.80371914811995,48.33836317062378,0.003,-0.154
0.584,0.296,0.981,0.082,-66.80371914811995,48.33860659599304,0.036,-0.259
0.794,0.191,1.023,0.061,-66.78047229878167,48.33888101577759,0.006,-0.119
0.689,0.226,1.003,0.072,-66.78047229878167,48.33916234970093,0.014,-0.399
0.514,-0.054,1.026,0.055,-66.78047229878167,48.339431047439575,0.012,-0.504
0.234,-0.054,0.995,0.053,-66.78047229878167,48.906413316726685,0.004,-0.644
0.794,0.436,0.995,0.066,-67.18196626322029,48.908804178237915,0.023,-0.294
0.374,0.366,1.034,0.046,-67.18196626322029,48.90937685966492,0.055,-0.469
1.004,0.541,1.018,0.04,-67.18196626322029,48.90977644920349,0.011,-0.504
0.199,0.226,0.952,0.048,-67.18196626322029,48.910141468048096,0.015,-0.679
0.444,0.331,1.039,0.047,-67.18196626322029,48.910489320755005,0.027,-0.539
0.514,0.401,0.992,0.041,-67.18196626322029,48.910834550857544,0.034,-0.714
0.654,0.506,1.017,0.057,-67.18196626322029,48.911109924316406,0.023,-0.749
0.549,0.366,1.0,0.052,-67.18196626322029,48.911348819732666,0.019,-0.714
0.514,0.156,1.022,0.059,-67.18196626322029,48.91160273551941,0.032,-0.854
0.549,0.366,1.012,0.053,-67.18196626322029,48.91183257102966,0.007,-0.504
0.514,-0.019,0.998,0.06,-66.54219622394619,48.912065505981445,0.038,-0.609
0.654,0.191,1.022,0.05,-66.54219622394619,49.50655269622803,0.018,-0.504
0.514,0.121,1.017,0.048,-67.16803880968688,49.50873160362244,0.025,-0.644
0.269,0.121,1.004,0.057,-67.16803880968688,49.50905728340149,0.031,-0.504
0.724,0.366,1.022,0.054,-67.16803880968688,49.509315490722656,0.031,-0.329
0.759,0.261,1.015,0.063,-67.16803880968688,49.50957179069519,0.048,-0.259
0.689,0.156,1.023,0.055,-67.16803880968688,49.50981068611145,0.01,0.056
0.339,0.226,0.995,0.047,-67.16803880968688,49.51004672050476,0.028,-0.224
0.549,0.366,0.99,0.057,-67.16803880968688,49.51027798652649,-0.009,-0.189
0.549,0.086,1.018,0.064,-67.16803880968688,49.510557651519775,0.036,-0.259
0.689,0.086,1.028,0.044,-67.52169320620922,49.510796308517456,0.032,-0.574
0.829,0.261,1.028,0.06,-67.52169320620922,49.511030197143555,0.027,-0.679
0.689,0.121,1.055,0.062,-67.52169320620922,50.083125591278076,0.008,-0.784
0.374,0.366,1.03,0.066,-66.67643100894607,50.08376598358154,0.002,-0.994
0.444,0.331,1.013,0.051,-66.67643100894607,50.08584141731262,0.026,-0.924
0.619,0.226,1.004,0.066,-66.67643100894607,50.08616375923157,0.02,-0.889
0.759,0.226,1.009,0.058,-66.67643100894607,50.086480379104614,-0.022,-0.504
0.549,0.261,1.018,0.065,-66.67643100894607,50.086798906326294,0.024,-0.574
0.164,0.331,1.012,0.062,-66.67643100894607,50.08709454536438,0.018,-0.399
0.584,0.366,0.993,0.042,-66.67643100894607,50.087393283843994,0.008,-0.189
0.409,0.366,0.991,0.07,-66.67643100894607,50.08768820762634,-0.004,-0.084
0.689,0.261,1.034,0.047,-66.67643100894607,50.088003158569336,0.038,-0.084
0.829,-0.089,0.974,0.056,-67.15095315620547,50.088310956954956,0.023,-0.119
0.409,0.086,1.034,0.055,-67.15095315620547,50.0890097618103,0.036,-0.224
0.654,-0.054,0.974,0.062,-67.15095315620547,50.68064045906067,-0.009,-0.294
0.304,0.051,1.007,0.049,-66.74348114891657,50.68278455734253,0.02,-0.819
0.304,0.296,1.008,0.047,-66.74348114891657,50.6831157207489,0.017,-0.714
0.689,0.226,1.007,0.058,-66.74348114891657,50.68339729309082,0.017,-0.749
0.619,0.156,1.036,0.048,-66.74348114891657,50.6836895942688,0.02,-0.469
0.654,0.191,1.007,0.051,-66.74348114891657,50.68393397331238,0.011,-0.259
0.584,0.051,1.001,0.057,-66.74348114891657,50.684162855148315,0.004,-0.119
0.619,0.086,0.983,0.05,-66.74348114891657,50.68438911437988,0.031,0.056
0.794,-0.089,1.016,0.058,-66.74348114891657,50.68461585044861,0.039,0.021
0.584,0.051,1.025,0.053,-67.43618807662239,50.6848406791687,0.018,-0.049
0.584,0.226,1.017,0.052,-67.43618807662239,50.68506836891174,0.045,-0.329
0.374,0.261,1.004,0.047,-67.43618807662239,51.293278217315674,0.037,-0.399
1.004,-0.124,1.017,0.052,-67.18106346355508,51.295472383499146,0.018,-0.469
0.689,0.261,0.981,0.046,-67.18106346355508,51.29583287239075,0.046,-0.469
0.304,0.156,1.039,0.051,-67.18106346355508,51.296098947525024,-0.001,-0.329
0.619,0.051,1.007,0.051,-67.18106346355508,51.2963445186615,0.017,-0.469
0.689,0.331,0.994,0.052,-67.18106346355508,51.296669006347656,0.04,-0.364
0.654,0.296,1.01,0.052,-67.18106346355508,51.29700207710266,0.041,-0.224
0.794,0.086,1.016,0.046,-67.40195266412341,51.297319173812866,-0.021,-0.364
0.269,0.156,1.019,0.065,-67.40195266412341,51.29763150215149,0.024,-0.259
0.444,0.331,0.99,0.067,-67.40195266412341,51.297932386398315,0.023,-0.364
0.479,0.156,1.01,0.069,-67.40195266412341,51.29823279380798,-0.004,-0.539
0.584,0.086,0.989,0.056,-67.40195266412341,51.86280417442322,0.06,-0.504
0.549,-0.019,1.009,0.045,-67.10396328953486,51.865020513534546,0.008,-0.504
0.584,0.191,1.015,0.054,-67.10396328953486,51.8654248714447,0.037,-0.469
0.199,0.331,1.05,0.051,-67.10396328953486,51.86586141586304,0.023,-0.679
0.724,0.331,1.023,0.061,-67.10396328953486,51.866191148757935,0.01,-0.364
0.864,0.086,0.985,0.064,-67.10396328953486,51.866544246673584,0.004,-0.364
0.619,-0.054,1.006,0.059,-67.10396328953486,51.86690282821655,0.002,-0.329
0.409,0.156,0.995,0.066,-67.10396328953486,51.86721086502075,0.054,-0.294
0.339,0.331,1.007,0.062,-67.23528340892534,51.86750411987305,0.047,-0.329
0.689,0.121,1.009,0.075,-67.39928928289947,51.86779546737671,0.051,-0.469
0.759,0.156,1.022,0.057,-67.39928928289947,51.868064641952515,0.015,-0.539
0.864,0.261,0.993,0.062,-67.39928928289947,51.868868350982666,0.013,-0.539
0.444,-0.054,1.013,0.052,-67.39928928289947,52.492616176605225,0.027,-0.504
0.829,0.086,1.001,0.044,-66.88976424228318,52.49366283416748,0.03,-0.469
0.444,0.226,1.003,0.07,-66.88976424228318,52.494370222091675,0.016,-0.574
0.199,0.156,1.011,0.056,-66.88976424228318,52.49479603767395,0.013,-0.329
0.584,0.331,1.004,0.054,-66.01409632320542,52.49546933174133,0.021,-0.154
0.689,0.261,1.009,0.061,-66.01409632320542,52.49635457992554,0.021,-0.224
0.899,0.051,1.037,0.056,-66.01409632320542,52.496705532073975,0.016,-0.364
0.619,0.016,1.021,0.05,-66.01409632320542,52.497066259384155,0.032,-0.329
0.094,0.156,0.998,0.054,-66.01409632320542,52.49898171424866,0.017,-0.294
0.794,0.226,1.023,0.052,-66.01409632320542,52.499316692352295,-0.007,-0.539
1.004,0.156,0.999,0.057,-66.01409632320542,52.4996600151062,0.021,-0.539
0.619,0.296,1.06,0.063,-66.01409632320542,53.06983995437622,0.037,-0.784
0.794,0.121,1.026,0.043,-66.644435140714,53.07049560546875,0.0,-0.644
0.899,0.051,0.974,0.055,-66.644435140714,53.07240295410156,0.031,-0.749
0.549,0.156,1.0,0.058,-66.644435140714,53.07268691062927,-0.019,-0.434
0.409,0.296,1.017,0.07,-66.644435140714,53.07293105125427,0.028,-0.259
0.584,0.121,1.034,0.048,-66.644435140714,53.073222637176514,0.07,-0.364
0.794,0.191,1.016,0.061,-66.21411568699409,53.07355308532715,0.022,-0.014
0.689,0.226,0.993,0.057,-66.21411568699409,53.073923110961914,0.041,-0.119
0.479,0.436,0.998,0.058,-66.21411568699409,53.074296951293945,0.023,-0.189
0.549,0.226,0.989,0.053,-66.21411568699409,53.07458710670471,0.071,-0.364
0.619,0.261,1.019,0.035,-66.21411568699409,53.07484793663025,0.038,-0.434
0.619,0.401,0.996,0.064,-66.21411568699409,53.075923681259155,0.015,-0.644
0.444,0.121,1.013,0.069,-66.21411568699409,53.653615951538086,-0.008,-0.889
0.619,0.226,1.015,0.038,-67.58385252065636,53.6560161113739,-0.013,-0.749
0.374,0.401,1.034,0.067,-67.58385252065636,53.65639305114746,0.013,-0.679
0.339,0.261,1.003,0.057,-67.58385252065636,53.656683683395386,-0.018,-0.574
0.304,0.191,1.004,0.062,-67.58385252065636,53.6569550037384,0.015,-0.329
0.759,0.261,1.0,0.058,-67.58385252065636,53.65722036361694,0.031,-0.189
0.584,0.226,1.015,0.04,-67.1723791341817,53.65748119354248,0.027,-0.189
0.689,0.471,0.995,0.034,-67.1723791341817,53.65774369239807,0.021,-0.084
0.619,0.261,0.998,0.065,-67.1723791341817,53.65800070762634,0.018,-0.154
0.724,0.401,1.015,0.052,-67.1723791341817,53.658252477645874,0.029,-0.294
0.619,0.401,1.043,0.045,-67.1723791341817,53.658506631851196,0.031,-0.329
0.689,0.436,1.011,0.051,-67.1723791341817,54.26228642463684,0.028,-0.504
0.619,0.086,1.032,0.047,-67.39647570543224,54.26476812362671,0.039,-0.609
0.689,0.226,1.008,0.049,-67.39647570543224,54.265183448791504,0.013,-0.539
0.444,0.156,1.007,0.055,-67.39647570543224,54.265530824661255,0.038,-0.574
0.339,0.366,1.035,0.052,-66.99833364870976,54.26584577560425,0.018,-0.469
0.479,0.121,1.002,0.046,-66.99833364870976,54.26618838310242,0.024,-0.364
0.549,0.191,1.01,0.059,-66.99833364870976,54.26652979850769,0.025,-0.294
0.549,0.121,1.005,0.053,-66.99833364870976,54.266897201538086,0.02,-0.329
0.514,0.296,1.02,0.065,-66.99833364870976,54.26727247238159,0.007,-0.399
0.444,0.506,1.017,0.072,-66.99833364870976,54.26759386062622,0.028,-0.364
0.654,0.261,1.028,0.047,-66.99833364870976,54.26787090301514,0.012,-0.329
0.619,0.086,1.011,0.072,-66.99833364870976,54.2716646194458,0.011,-0.364
0.724,0.261,1.029,0.054,-66.99833364870976,54.86745810508728,0.005,-0.539
0.374,0.226,1.002,0.061,-66.66627818145102,54.86977481842041,0.03,-0.504
0.829,-0.019,1.02,0.07,-66.66627818145102,54.87013268470764,0.01,-0.644
0.689,0.366,0.985,0.06,-66.83630763011338,54.87039089202881,0.018,-0.539
0.829,0.156,1.028,0.052,-66.83630763011338,54.87063217163086,0.021,-0.749
0.374,0.226,1.013,0.055,-66.83630763011338,54.8708655834198,0.026,-0.469
0.514,0.191,1.018,0.058,-66.83630763011338,54.871097803115845,0.025,-0.399
0.129,0.051,1.01,0.054,-66.83630763011338,54.871325969696045,-0.007,-0.504
0.829,0.226,1.0,0.057,-66.83630763011338,54.871580839157104,-0.004,-0.329
0.689,0.226,0.981,0.054,-66.83630763011338,54.871811389923096,0.011,-0.434
