vy,vx,az,ax,comp,time,ay,vz
2.089,2.606,0.932,0.136,-76.98009763588006,22.738308668136597,-0.109,-8.449
1.949,-0.054,0.936,0.132,-76.98009763588006,22.738603115081787,-0.13,-8.554
0.409,-0.824,1.006,0.145,-77.22968394409361,22.738891124725342,-0.12,-8.134
0.164,0.996,1.047,0.131,-77.22968394409361,22.739177227020264,-0.121,-7.154
1.214,0.121,1.025,0.182,-77.22968394409361,22.739468812942505,-0.142,-6.524
0.829,-0.474,1.031,0.145,-77.22968394409361,22.7397518157959,-0.118,-6.559
-0.151,-1.489,0.985,0.183,-77.22968394409361,22.74003314971924,-0.115,-6.069
-2.286,-3.519,1.03,0.137,-77.22968394409361,22.744356870651245,-0.133,-6.139
-2.426,-3.029,0.958,0.135,-77.22968394409361,23.237961530685425,-0.105,-6.069
10.559,-4.604,1.141,0.192,-75.22940065198696,23.24021577835083,-0.129,-15.064
17.804,5.476,0.941,0.13,-72.83613381831984,23.240575313568115,-0.134,-15.729
5.904,9.746,0.907,0.255,-72.83613381831984,23.240814447402954,-0.195,-18.459
-4.911,-1.874,0.616,0.057,-72.83613381831984,23.24105405807495,0.102,-22.729
-8.131,-13.599,0.967,0.273,-72.83613381831984,23.24126362800598,-0.141,-24.199
2.754,-7.684,1.594,0.09,-72.83613381831984,23.241469144821167,-0.081,-26.474
11.329,1.381,1.335,-0.01,-72.83613381831984,23.24167275428772,-0.145,-26.194
28.829,18.986,0.778,0.257,-72.83613381831984,23.24187421798706,-0.035,-22.694
18.189,15.941,0.518,0.071,-72.83613381831984,23.242074966430664,0.028,-24.619
10.244,7.576,1.051,0.035,-72.83613381831984,23.242276191711426,-0.145,-24.199
16.929,1.661,0.966,0.146,-72.1560437463186,23.853980779647827,-0.016,-23.079
-2.426,3.096,1.074,0.114,-69.67746051160263,23.85635232925415,0.103,8.666
-5.821,-0.579,0.907,0.132,-69.67746051160263,23.856703281402588,0.099,10.661
-4.981,2.606,1.081,0.09,-69.67746051160263,23.856976985931396,0.06,10.311
-3.511,6.316,0.999,0.074,-69.88627576440109,23.857235193252563,0.032,8.526
-1.446,6.246,1.099,-0.041,-69.88627576440109,23.857490301132202,-0.026,6.111
1.389,7.261,0.926,-0.015,-69.88627576440109,23.857786655426025,0.001,3.136
5.659,9.116,1.032,0.029,-69.88627576440109,23.858052730560303,0.044,1.001
9.054,11.531,1.012,-0.043,-69.88627576440109,23.858304262161255,-0.014,-1.274
9.789,12.231,0.971,-0.047,-69.88627576440109,23.858553886413574,0.01,-2.324
8.214,10.656,0.966,-0.046,-69.88627576440109,23.858795404434204,-0.043,-2.989
6.849,7.121,0.987,-0.054,-69.88627576440109,23.859787225723267,0.002,-1.834
2.824,4.181,1.003,-0.073,-69.88627576440109,23.860161542892456,-0.042,-0.924
-0.641,3.376,0.983,-0.045,-69.88627576440109,23.860532999038696,-0.016,0.336
-1.166,3.621,1.006,-0.095,-69.80846547821754,23.86092710494995,-0.058,1.911
-1.446,7.156,1.033,-0.075,-69.80846547821754,23.861217975616455,0.011,2.786
-1.341,10.621,0.953,-0.046,-69.80846547821754,24.471651554107666,-0.044,3.101
-24.826,24.621,1.042,0.073,-71.72274059632578,24.47397518157959,0.151,2.051
-23.601,20.421,0.992,0.092,-71.72274059632578,24.47454023361206,0.143,4.221
-18.946,17.096,1.061,0.011,-71.72274059632578,24.47492027282715,0.131,4.781
-14.711,13.141,0.931,0.071,-71.72274059632578,24.475268125534058,0.168,5.061
-7.851,9.116,0.964,0.039,-71.72274059632578,24.475608825683594,0.184,4.466
-6.241,5.091,1.071,0.016,-71.72274059632578,24.475911378860474,0.264,4.151
-0.606,-7.999,0.893,0.036,-71.72274059632578,24.476179838180542,0.079,4.116
-4.491,-3.274,1.152,0.164,-71.72274059632578,24.476438283920288,0.228,5.201
-1.726,-2.014,0.913,0.129,-71.72274059632578,24.476754903793335,0.156,5.621
2.719,-1.629,1.088,0.144,-72.54998187603297,24.477048635482788,0.266,5.656
3.349,-2.539,0.902,0.081,-72.54998187603297,25.016226530075073,0.11,6.181
-0.991,1.276,0.943,0.15,-73.64600784943771,25.018264293670654,0.127,5.201
2.579,1.661,1.024,0.128,-73.64600784943771,25.01870894432068,0.157,5.061
3.909,0.401,0.905,0.141,-73.97448337711961,25.019036769866943,0.115,4.641
3.454,-2.084,0.99,0.146,-74.76904908186896,25.01934242248535,0.128,5.131
3.454,-2.084,0.99,0.146,-74.76904908186896,25.019754886627197,0.128,5.131
2.229,-1.559,0.997,0.174,-74.76904908186896,25.02004837989807,0.163,6.531
1.949,-0.894,1.051,0.086,-74.76904908186896,25.020357131958008,0.166,7.756
1.319,-0.334,1.092,0.188,-74.76904908186896,25.020636796951294,0.167,9.541
2.649,0.576,1.011,0.09,-74.76904908186896,25.020916223526,0.088,10.696
2.019,0.751,0.973,0.155,-74.76904908186896,25.02120304107666,0.157,11.221
2.544,-1.069,1.041,0.135,-74.76904908186896,25.539069652557373,0.128,11.921
-1.586,-12.899,1.109,0.055,-75.33825354264359,25.54125738143921,0.062,-4.284
-2.216,-6.914,1.013,0.12,-75.33825354264359,25.541706800460815,0.094,-4.424
-2.286,-9.679,0.947,0.155,-75.33825354264359,25.54201602935791,0.062,-4.039
4.959,-11.114,1.096,0.158,-75.33825354264359,25.54227089881897,0.148,-2.744
5.274,-11.254,1.042,0.093,-75.33825354264359,25.542506217956543,0.154,-2.289
5.274,-11.289,1.073,0.105,-75.33825354264359,25.542770624160767,0.2,-2.779
7.129,-10.204,0.954,0.109,-76.02795105949185,25.543068647384644,0.169,-3.164
5.064,-6.109,0.96,0.107,-76.02795105949185,25.54340386390686,0.221,-4.529
4.084,-5.164,0.958,0.11,-76.02795105949185,25.543697118759155,0.157,-5.089
2.859,-3.204,1.017,0.146,-76.02795105949185,25.543978214263916,0.225,-6.384
1.074,-0.929,0.972,0.184,-76.02795105949185,25.54423689842224,0.019,-6.769
0.934,-4.884,1.111,0.11,-76.02795105949185,25.55048632621765,0.204,-6.244
2.159,-7.019,1.071,0.063,-76.02795105949185,26.07580041885376,0.163,-6.419
-4.771,-10.274,0.885,0.117,-74.53913859210687,26.078253507614136,-0.119,1.001
-5.016,-9.819,0.878,0.141,-74.57314764099893,26.078835248947144,-0.066,0.791
-7.606,-11.919,1.008,0.136,-74.57314764099893,26.079161882400513,-0.14,0.791
-8.621,-10.589,0.998,0.085,-74.57314764099893,26.079442024230957,-0.076,-0.224
-11.106,-11.919,1.054,0.139,-74.57314764099893,26.079700231552124,-0.114,-1.589
-8.236,-11.079,1.042,0.093,-74.57314764099893,26.07997155189514,-0.097,-1.904
-8.376,-10.554,1.051,0.093,-74.57314764099893,26.08025312423706,-0.136,-2.044
-7.431,-13.284,1.051,0.062,-74.57314764099893,26.080557346343994,-0.097,-1.764
-5.471,-14.229,0.987,0.074,-74.57314764099893,26.080899238586426,-0.14,-1.869
-4.911,-10.974,0.956,0.098,-74.57314764099893,26.081215143203735,-0.035,-1.169
-4.386,-9.014,0.997,0.107,-74.57314764099893,26.08276867866516,-0.158,-0.749
-4.701,-9.259,1.078,0.093,-74.38447635984224,26.626919507980347,-0.119,0.791
1.424,5.651,1.065,0.134,-73.88695939106141,26.628915071487427,-0.071,-11.424
-0.466,3.831,1.039,0.106,-73.88695939106141,26.62925910949707,-0.098,-12.649
-1.271,4.076,1.004,0.133,-73.88695939106141,26.629525899887085,-0.104,-14.329
-1.971,5.231,1.025,0.118,-73.88695939106141,26.629769802093506,-0.021,-15.134
-6.416,-2.679,0.932,0.078,-73.88695939106141,26.63001775741577,-0.02,-16.254
-5.226,-3.204,1.192,0.099,-73.01149538014165,26.630282402038574,-0.096,-17.129
-3.966,0.611,0.981,0.082,-73.01149538014165,26.630544662475586,-0.1,-16.709
-2.146,2.081,0.95,0.09,-73.01149538014165,26.630800485610962,-0.057,-16.779
-3.791,0.156,0.956,0.09,-73.01149538014165,26.631065130233765,-0.039,-16.499
-0.886,-2.154,0.95,0.107,-73.01149538014165,26.631298065185547,-0.093,-16.359
-0.046,-2.259,1.079,0.084,-73.01149538014165,26.631535053253174,-0.179,-16.324
-1.411,-4.079,0.962,0.136,-73.01149538014165,27.19313359260559,-0.096,-14.329
29.389,19.021,1.096,0.115,-69.02757127398772,27.195274591445923,-0.038,-5.159
29.144,22.031,1.035,0.117,-69.02757127398772,27.195645809173584,-0.072,-4.214
24.139,21.716,0.977,0.142,-69.02757127398772,27.195916414260864,-0.084,-3.094
23.894,24.236,1.077,0.117,-69.02757127398772,27.19621753692627,-0.104,-2.044
24.349,27.456,0.904,0.091,-69.02757127398772,27.196487188339233,-0.058,-0.364
25.469,26.721,1.035,0.124,-69.02757127398772,27.196735858917236,-0.049,1.491
27.359,25.251,0.864,0.055,-69.02757127398772,27.19697594642639,-0.04,2.366
29.039,22.731,0.871,0.02,-69.02757127398772,27.197227239608765,-0.043,4.571
31.664,25.321,1.07,0.114,-69.51067413781483,27.197487115859985,-0.067,5.376
34.394,35.541,0.983,0.092,-69.51067413781483,27.197741270065308,-0.026,5.061
28.269,31.026,1.116,0.022,-69.51067413781483,27.198451280593872,-0.056,5.096
28.269,31.026,1.116,0.041,-69.51067413781483,27.75810694694519,-0.048,5.096
-7.711,14.436,0.987,0.016,-69.37974661452951,27.760204553604126,0.083,7.896
-8.691,16.431,1.062,0.085,-69.37974661452951,27.76058006286621,0.002,7.581
-8.516,18.846,1.07,0.046,-69.37974661452951,27.76088809967041,0.088,8.036
-10.476,20.071,0.933,0.116,-69.37974661452951,27.761183261871338,0.03,8.211
-6.451,9.011,0.908,0.075,-69.37974661452951,27.761468172073364,0.065,5.901
-5.226,3.166,1.066,0.082,-69.37974661452951,27.761749267578125,0.055,4.501
-4.736,1.486,0.973,0.054,-69.37974661452951,27.762028455734253,0.069,2.786
-2.776,7.296,0.751,0.077,-69.37974661452951,27.762317419052124,0.157,0.091
-1.061,5.651,0.856,0.168,-69.37974661452951,27.762614250183105,0.002,-0.259
-2.951,9.256,1.122,0.017,-69.37974661452951,27.762913703918457,0.054,-2.604
-5.191,14.401,0.938,0.046,-70.90462607630253,28.267916917800903,0.075,-5.264
-8.306,13.036,0.988,0.099,-71.34126199787016,28.270063877105713,0.17,0.721
-3.231,5.756,0.908,0.065,-71.34126199787016,28.27046847343445,0.08,2.086
-5.436,4.321,0.934,0.114,-71.34126199787016,28.270781993865967,0.134,3.871
-1.446,-0.019,1.126,0.164,-71.34126199787016,28.27107572555542,0.105,5.481
2.614,-3.764,0.953,0.157,-71.34126199787016,28.271358728408813,0.132,7.896
0.409,-3.589,1.115,0.145,-71.34126199787016,28.27166509628296,0.131,11.326
-1.201,-3.869,0.894,0.127,-71.34126199787016,28.271945238113403,0.101,13.461
-4.596,-1.769,1.103,0.174,-71.34126199787016,28.27222204208374,0.159,16.716
-3.161,-1.979,1.051,0.122,-71.34126199787016,28.27249836921692,0.076,17.171
-2.076,-1.944,1.093,0.106,-73.14827009366657,28.27277684211731,0.161,17.521
-2.391,-3.589,0.913,0.153,-73.14827009366657,28.78165030479431,0.115,16.856
4.749,-0.859,1.089,0.123,-73.82341698074765,28.78221845626831,0.197,14.861
7.794,-3.134,1.014,0.114,-73.82341698074765,28.784168004989624,0.147,15.911
8.039,-4.569,0.999,0.109,-73.82341698074765,28.784486532211304,0.155,16.191
7.304,-5.164,0.951,0.166,-73.82341698074765,28.784735202789307,0.1,16.226
5.624,-3.729,0.959,0.12,-74.52397332230372,28.784968376159668,0.168,15.981
8.109,-2.714,1.095,0.121,-74.52397332230372,28.78519606590271,0.177,15.526
7.899,-3.554,1.002,0.165,-74.52397332230372,28.785419940948486,0.105,15.561
10.944,-5.479,0.978,0.122,-74.52397332230372,28.785640239715576,0.106,14.406
12.694,-6.914,1.009,0.186,-74.52397332230372,28.785861253738403,0.122,14.161
15.459,-9.119,0.98,0.107,-74.52397332230372,28.786081075668335,0.137,13.881
15.634,-11.744,0.989,0.161,-74.52397332230372,29.28987431526184,0.085,12.271
-1.411,-8.909,0.987,0.064,-75.12511316197865,29.29219698905945,0.153,4.046
-1.096,-5.759,1.106,0.075,-75.12511316197865,29.29259991645813,0.102,4.081
0.409,1.066,1.034,0.047,-75.12979742731696,29.29288148880005,0.11,3.171
4.889,-0.019,1.184,0.001,-75.12979742731696,29.293139457702637,0.209,1.666
4.364,-3.379,0.982,0.106,-75.12979742731696,29.29339051246643,0.107,0.686
10.559,-9.154,1.097,-0.01,-75.12979742731696,29.29363703727722,0.11,-1.519
13.814,-7.474,0.978,-0.008,-75.12979742731696,29.29388117790222,0.023,-6.489
10.699,-6.949,1.003,0.06,-75.12979742731696,29.294182777404785,0.086,-8.834
11.644,-3.029,1.057,-0.007,-75.12979742731696,29.294476985931396,0.04,-12.544
7.444,-3.904,0.921,0.048,-75.12979742731696,29.294767141342163,0.05,-14.749
4.119,-12.024,0.962,0.041,-75.12979742731696,29.820711612701416,0.009,-15.974
-6.206,-15.909,1.072,0.124,-74.35501401856314,29.823229551315308,-0.142,4.501
-6.346,-14.789,0.933,0.064,-74.35501401856314,29.823651790618896,-0.125,4.851
-7.501,-10.589,1.067,0.084,-74.35501401856314,29.82390809059143,-0.027,4.991
-9.776,-8.664,0.973,0.102,-74.35501401856314,29.82413911819458,-0.15,4.816
-9.496,-8.419,0.997,0.062,-74.35501401856314,29.8243625164032,-0.09,5.201
-7.046,-5.199,0.926,0.044,-74.35501401856314,29.824587106704712,-0.016,5.516
-9.531,-7.964,1.097,0.12,-74.35501401856314,29.82481575012207,-0.072,5.551
-7.886,-8.664,0.898,0.103,-74.35501401856314,29.825034379959106,-0.114,4.676
-4.666,-10.449,1.06,0.107,-74.54574786601671,29.825246810913086,-0.031,4.396
-4.981,-12.339,1.001,0.132,-74.54574786601671,29.82545757293701,-0.058,4.151
-3.126,-11.954,1.102,0.15,-74.54574786601671,30.334718704223633,-0.134,2.856
-1.516,5.266,0.86,0.057,-74.04710203301757,30.336888790130615,0.024,-18.459
-8.271,-1.104,0.963,0.13,-74.04710203301757,30.337270498275757,-0.106,-18.984
-4.176,-0.229,1.028,0.123,-74.04710203301757,30.33757996559143,-0.073,-19.054
-0.606,1.171,0.954,0.066,-74.04710203301757,30.337870597839355,-0.034,-18.424
-0.256,0.226,0.99,0.088,-74.04710203301757,30.338168382644653,-0.083,-16.954
-1.621,0.891,0.91,0.11,-74.04710203301757,30.338454484939575,-0.055,-15.904
-1.866,1.451,1.054,0.087,-74.04710203301757,30.338703870773315,-0.109,-13.734
0.514,0.611,0.969,0.107,-74.04710203301757,30.338958978652954,-0.024,-11.599
3.734,-0.579,1.048,0.129,-72.66553876816526,30.339218854904175,-0.087,-10.549
5.099,-2.609,0.93,0.105,-72.66553876816526,30.33947491645813,-0.09,-8.309
0.059,-4.919,0.974,0.16,-72.66553876816526,30.92099356651306,-0.11,-6.769
40.589,37.886,0.947,-0.055,-69.04249350190749,30.923338174819946,0.033,2.226
34.149,33.651,1.15,-0.127,-69.04249350190749,30.923832654953003,0.109,1.876
33.029,22.416,0.88,-0.023,-69.04249350190749,30.924150466918945,-0.016,3.206
29.774,14.856,1.11,-0.117,-69.04249350190749,30.92444920539856,-0.096,5.306
22.914,7.471,0.979,0.004,-69.04249350190749,30.924736976623535,0.008,4.781
18.819,6.036,1.056,-0.092,-68.58703052512824,30.92502999305725,-0.007,3.731
14.619,7.191,1.203,0.023,-68.58703052512824,30.925316333770752,0.016,3.941
7.724,0.716,0.964,-0.053,-68.58703052512824,30.925592184066772,-0.053,4.501
5.624,0.086,1.055,-0.156,-68.58703052512824,30.925861358642578,0.033,4.956
0.934,-0.789,0.951,-0.156,-68.58703052512824,30.92612886428833,0.058,4.781
0.724,-3.309,0.812,-0.035,-68.58703052512824,31.482502937316895,0.056,5.201
-6.696,16.046,0.889,0.047,-70.17451760885623,31.48470449447632,0.018,1.771
-9.741,16.186,1.154,-0.051,-70.17451760885623,31.48518967628479,0.115,-0.364
-8.901,13.526,1.184,0.06,-70.17451760885623,31.485584497451782,0.117,-1.624
-8.551,6.876,0.95,-0.013,-70.17451760885623,31.485942840576172,0.087,-5.089
-9.076,6.141,1.1,0.048,-70.17451760885623,31.486291646957397,0.099,-6.209
-8.691,5.756,0.901,0.048,-70.17451760885623,31.486637353897095,0.095,-8.449
-6.836,6.351,0.979,0.07,-70.17451760885623,31.486980676651,0.104,-9.954
-7.361,10.516,1.005,0.071,-70.17451760885623,31.48727560043335,0.047,-10.969
-9.636,17.166,0.999,0.071,-69.83167229490904,31.48753023147583,0.107,-10.444
-9.636,15.346,1.023,0.026,-69.83167229490904,31.487764358520508,0.134,-9.674
-12.086,16.011,1.085,0.063,-69.83167229490904,32.087591886520386,-0.028,-8.449
-11.351,3.796,0.875,0.164,-72.43486515294461,32.090203046798706,0.144,5.061
-7.081,4.286,1.156,0.104,-72.43486515294461,32.09060549736023,0.12,4.641
-5.366,2.081,0.872,0.064,-72.43486515294461,32.09095525741577,0.156,3.206
-0.641,-2.644,1.04,0.113,-72.43486515294461,32.091230392456055,0.136,2.156
2.404,-7.614,0.851,0.109,-72.43486515294461,32.09154415130615,0.129,1.421
3.629,-7.754,0.981,0.086,-72.43486515294461,32.091795444488525,0.106,0.966
1.634,-3.659,0.908,0.159,-72.43486515294461,32.092113733291626,0.132,0.861
3.979,-1.909,1.07,0.107,-72.97419409326402,32.09237027168274,0.144,2.331
2.579,-3.589,0.968,0.098,-72.97419409326402,32.09260582923889,0.169,3.206
-0.151,-4.849,1.064,0.142,-72.97419409326402,32.09286165237427,0.167,4.571
-2.286,-3.029,0.953,0.166,-72.97419409326402,32.095964193344116,0.132,7.441
-3.581,1.766,1.108,0.129,-72.97419409326402,32.675984144210815,0.197,9.716
19.904,-19.689,0.978,0.147,-73.99974698513665,32.67825722694397,0.105,7.756
20.324,-17.869,0.923,0.089,-73.99974698513665,32.678640365600586,0.131,9.296
19.659,-12.164,1.272,0.067,-73.99974698513665,32.67895555496216,0.049,12.691
10.209,4.006,0.986,0.184,-73.99974698513665,32.679298877716064,0.126,17.381
9.474,8.416,1.207,0.027,-73.99974698513665,32.679662466049194,0.02,21.161
1.284,9.011,0.952,-0.023,-73.99974698513665,32.680028200149536,0.123,23.541
7.304,5.021,0.924,-0.014,-73.99974698513665,32.68037819862366,-0.025,24.416
6.114,4.496,0.989,-0.085,-74.16448080793944,32.68070673942566,-0.023,22.701
11.399,5.861,1.122,-0.097,-74.16448080793944,32.681012868881226,-0.007,19.446
13.674,5.861,1.122,-0.101,-74.16448080793944,32.68130564689636,0.028,17.766
15.424,-0.964,1.191,-0.12,-74.16448080793944,32.68158006668091,0.017,14.231
14.409,-7.719,0.985,-0.121,-74.16448080793944,33.274089336395264,-0.005,7.441
-9.426,-16.434,1.034,0.084,-73.0436501304698,33.27478909492493,0.046,3.941
-5.541,-14.859,1.115,0.07,-73.0436501304698,33.27696418762207,-0.054,4.606
-1.901,-14.089,1.09,0.092,-73.0436501304698,33.27739238739014,-0.011,4.886
-1.166,-14.719,0.978,0.09,-73.0436501304698,33.27779006958008,0.007,3.696
-3.056,-16.364,1.015,0.135,-73.0436501304698,33.278106927871704,-0.007,1.911
-4.001,-16.749,0.981,0.14,-73.0436501304698,33.278359174728394,0.021,0.861
-7.571,-17.624,0.952,0.112,-73.0436501304698,33.27859282493591,-0.013,-0.259
-11.666,-17.869,0.925,0.114,-74.25288465419062,33.278825521469116,0.005,-1.589
-14.536,-19.759,0.994,0.101,-74.25288465419062,33.27905297279358,0.004,-2.744
-16.286,-19.059,0.985,0.077,-74.25288465419062,33.27928185462952,-0.007,-3.549
-12.436,-16.679,1.067,0.073,-74.25288465419062,33.85567903518677,0.0,-3.129
-0.746,0.331,0.957,0.115,-73.53677873095283,33.85791087150574,-0.133,-15.799
0.864,0.646,1.076,0.144,-73.53677873095283,33.858309745788574,-0.104,-15.204
1.634,2.851,1.022,0.137,-73.53677873095283,33.85859680175781,-0.14,-14.539
0.094,2.781,0.885,0.125,-73.53677873095283,33.85886597633362,-0.058,-13.664
-1.936,-1.034,1.025,0.103,-73.53677873095283,33.85912775993347,-0.098,-13.209
-1.586,-0.439,1.012,0.102,-73.53677873095283,33.85940504074097,-0.102,-12.334
0.654,1.031,1.04,0.092,-73.2868045796711,33.85967445373535,-0.116,-11.144
1.739,0.541,0.979,0.129,-73.2868045796711,33.85995960235596,-0.097,-10.164
1.424,-0.019,0.907,0.1,-73.2868045796711,33.860230445861816,-0.095,-9.394
0.199,-0.159,0.997,0.12,-73.2868045796711,33.86051034927368,-0.054,-9.429
-0.641,-2.749,1.036,0.084,-73.2868045796711,33.86090159416199,-0.133,-9.394
-2.356,-2.329,1.061,0.16,-73.2868045796711,34.454742670059204,-0.048,-9.569
7.094,5.966,0.982,0.116,-70.07718364825021,34.45715117454529,-0.068,-26.649
9.264,3.761,0.736,0.118,-70.07718364825021,34.45755624771118,-0.131,-25.459
8.774,1.906,0.957,0.06,-70.07718364825021,34.457834005355835,-0.102,-24.654
5.134,2.256,0.881,0.084,-70.07718364825021,34.45812797546387,-0.045,-21.889
5.869,3.096,0.977,0.034,-70.07718364825021,34.45840334892273,-0.087,-20.769
15.039,13.036,1.261,0.058,-68.09395872078846,34.45870566368103,-0.043,-17.724
21.934,19.546,0.955,-0.074,-68.09395872078846,34.459086418151855,-0.093,-14.574
26.974,21.226,1.174,0.125,-68.09395872078846,34.45934009552002,-0.109,-11.389
35.969,24.656,0.913,0.131,-68.09395872078846,34.45960211753845,-0.023,-7.364
40.834,26.161,0.851,0.025,-68.09395872078846,34.459845542907715,-0.007,-3.934
35.934,21.261,1.044,0.153,-68.09395872078846,34.46123671531677,-0.131,-1.169
39.749,26.126,0.934,0.121,-68.09395872078846,35.02591061592102,0.003,2.016
-4.876,12.161,0.953,-0.014,-69.35252763314575,35.02835965156555,0.009,10.486
-6.626,12.161,0.953,-0.014,-69.35252763314575,35.02897047996521,0.009,11.431
-12.296,14.576,1.016,-0.051,-69.35252763314575,35.029409885406494,0.043,11.606
-12.261,16.256,1.097,-0.014,-69.35252763314575,35.029815673828125,0.021,12.971
-9.076,16.991,1.087,-0.024,-69.35252763314575,35.0302369594574,0.056,14.196
-4.246,18.181,1.15,0.031,-69.35252763314575,35.03067326545715,0.105,15.596
-2.951,17.376,1.043,0.037,-69.35252763314575,35.03108501434326,0.083,15.526
-3.966,13.456,1.101,0.048,-70.02446027408259,35.031492471694946,0.067,13.951
-6.626,8.136,0.983,0.067,-70.02446027408259,35.031901121139526,0.065,12.096
-8.411,10.446,0.89,0.039,-70.02446027408259,35.03227090835571,-0.023,9.821
-8.271,12.126,1.0,0.131,-70.02446027408259,35.0326361656189,-0.023,8.421
-5.226,13.071,1.007,0.036,-70.02446027408259,35.69668245315552,0.049,4.956
-11.316,1.381,1.016,0.21,-72.4233507071095,35.699429512023926,0.21,18.046
-8.341,3.341,0.936,0.133,-72.4233507071095,35.700116872787476,0.097,19.306
-5.366,1.486,0.889,0.139,-72.4233507071095,35.700597047805786,0.142,19.481
-7.711,1.486,0.96,0.138,-72.4233507071095,35.70090842247009,0.019,18.816
-7.256,-2.224,1.018,0.07,-72.4233507071095,35.701191425323486,0.124,17.136
-1.656,-5.024,0.958,0.118,-72.4233507071095,35.701467990875244,0.119,15.071
-1.656,-6.179,1.051,0.092,-72.4233507071095,35.70172095298767,0.143,15.071
-0.711,-5.689,0.955,0.093,-72.4233507071095,35.70196866989136,0.187,12.166
-2.356,-4.289,1.024,0.144,-72.37027191942289,35.70225644111633,0.14,10.661
-2.356,-4.289,1.024,0.144,-72.37027191942289,35.702536821365356,0.14,10.031
-2.846,-5.759,1.031,0.107,-72.37027191942289,35.702821254730225,0.189,8.981
-1.586,-7.369,1.073,0.079,-72.37027191942289,36.33875632286072,0.128,7.231
19.379,-14.894,0.983,0.136,-74.25323194195097,36.341026067733765,0.132,8.456
17.349,-11.674,1.375,0.005,-74.25323194195097,36.341424226760864,0.169,9.086
7.969,1.031,1.001,0.134,-73.58815296451408,36.3417272567749,0.168,13.216
5.764,-0.334,0.468,0.153,-73.58815296451408,36.34201622009277,0.121,14.546
14.654,-21.474,0.823,0.18,-73.58815296451408,36.34229302406311,-0.143,15.246
7.969,-1.874,1.49,-0.087,-73.58815296451408,36.34256196022034,0.06,13.461
5.764,9.536,0.618,0.068,-73.58815296451408,36.342833518981934,-0.068,12.971
14.689,3.796,1.208,-0.098,-73.58815296451408,36.34310436248779,0.191,12.306
16.509,3.761,1.203,0.032,-73.58815296451408,36.34338426589966,0.06,12.796
14.024,-1.664,1.106,0.071,-73.58815296451408,36.343652963638306,-0.027,12.516
10.944,-5.584,1.03,-0.041,-73.58815296451408,36.90510177612305,0.037,9.961
-0.571,-13.529,0.959,0.008,-72.42528352399533,36.907329082489014,0.071,-2.569
-12.331,-16.014,0.953,0.054,-72.42528352399533,36.907761096954346,-0.007,-2.674
-15.866,-18.114,1.024,0.006,-72.42528352399533,36.90816259384155,0.017,-1.484
-16.391,-19.479,1.033,0.055,-72.42528352399533,36.908565044403076,-0.036,-0.399
-13.171,-17.834,0.98,0.061,-72.42528352399533,36.908936977386475,-0.026,0.651
-8.726,-15.069,1.069,0.081,-73.15008839564337,36.909287452697754,-0.011,1.526
-4.806,-11.149,0.999,0.059,-73.15008839564337,36.90963315963745,0.031,1.736
-1.376,-12.339,1.124,0.098,-73.15008839564337,36.90997648239136,-0.013,1.806
0.794,-14.474,1.004,0.07,-73.15008839564337,36.91031551361084,0.014,1.946
1.214,-15.384,1.049,0.103,-73.15008839564337,36.9106559753418,-0.033,1.736
-1.796,-15.454,0.958,0.124,-73.15008839564337,36.91118407249451,0.0,-0.049
-6.486,-14.369,0.987,0.123,-73.15008839564337,37.519235372543335,-0.014,-2.394
-3.126,-3.204,1.03,0.172,-75.4086342981107,37.51986336708069,-0.137,-9.394
-4.666,-5.024,1.028,0.185,-75.4086342981107,37.52235269546509,-0.085,-10.444
-5.681,-6.319,1.009,0.167,-75.4086342981107,37.522841930389404,-0.143,-11.074
-3.371,-5.094,0.998,0.17,-73.27058141155555,37.52322554588318,-0.081,-11.809
-5.121,-5.969,0.987,0.146,-73.27058141155555,37.52360510826111,-0.15,-12.859
-6.416,-4.709,0.962,0.163,-73.27058141155555,37.52398920059204,-0.081,-13.804
-3.266,-2.539,1.044,0.137,-73.27058141155555,37.52434539794922,-0.115,-13.839
-0.431,1.661,0.895,0.113,-73.27058141155555,37.52468013763428,-0.076,-13.769
2.544,2.851,1.062,0.114,-73.27058141155555,37.524999380111694,-0.139,-13.769
4.924,7.121,0.998,0.217,-73.27058141155555,37.5253119468689,-0.129,-13.489
4.084,6.106,0.88,0.083,-73.27058141155555,37.525623083114624,-0.029,-13.769
1.004,3.831,1.124,0.144,-73.27058141155555,37.5311074256897,-0.087,-13.874
4.644,7.296,1.042,0.131,-73.27058141155555,38.12822937965393,-0.095,-13.909
9.789,13.876,0.982,0.071,-67.47072225796146,38.13086438179016,-0.124,-18.109
11.679,14.891,0.982,0.071,-67.47072225796146,38.13132190704346,-0.124,-16.814
16.509,14.716,1.031,0.038,-67.47072225796146,38.13169264793396,-0.084,-14.259
19.064,14.611,0.884,0.023,-67.47072225796146,38.13206243515015,-0.141,-12.019
22.249,17.936,0.96,0.058,-67.47072225796146,38.132458448410034,-0.112,-9.184
27.499,27.981,1.064,0.183,-67.47072225796146,38.13279700279236,0.017,-7.399
28.409,31.796,0.939,0.009,-67.47072225796146,38.13312482833862,-0.037,-5.964
31.034,29.976,1.086,0.083,-67.47072225796146,38.13344216346741,-0.115,-3.304
36.669,30.431,0.971,0.048,-67.47072225796146,38.13375425338745,-0.117,-0.959
38.979,33.196,0.997,0.118,-67.47072225796146,38.13405108451843,-0.087,1.456
