az,vz,comp,ax,ay,vy,vx,time
1.012,2.436,-70.24561200100509,-0.021,-0.091,2.404,3.936,19.67850971221924
1.012,2.051,-70.24561200100509,-0.021,-0.091,1.599,3.936,19.678830862045288
1.006,0.266,-71.38359246623114,-0.045,-0.092,2.229,4.916,19.679162740707397
0.988,-3.164,-71.38359246623114,-0.027,-0.036,1.494,7.226,19.679485082626343
0.988,-4.039,-71.38359246623114,-0.026,-0.036,1.354,7.226,19.67979860305786
0.75,-6.349,-71.38359246623114,-0.059,-0.309,-2.391,8.311,19.680107355117798
1.099,-7.959,-71.38359246623114,-0.013,-0.084,-4.771,7.331,19.680415153503418
1.112,-9.289,-71.38359246623114,-0.05,-0.065,-6.521,6.316,19.682482957839966
1.097,-8.869,-71.38359246623114,-0.105,-0.028,-5.226,4.706,20.2174973487854
0.819,-16.079,-70.6540741917367,0.129,0.04,-3.441,-7.194,20.219778776168823
1.167,-15.099,-70.48203165938226,0.041,0.066,4.294,-5.549,20.22019052505493
0.953,-13.349,-70.48203165938226,0.033,0.022,6.254,-9.504,20.22048854827881
1.004,-12.824,-70.48203165938226,0.029,0.059,6.464,-10.449,20.22076964378357
1.018,-12.054,-70.48203165938226,0.037,0.062,10.664,-13.144,20.221058130264282
1.002,-11.389,-70.48203165938226,-0.001,0.081,14.304,-15.349,20.221341371536255
0.971,-10.304,-70.48203165938226,0.024,0.068,16.369,-20.179,20.221611738204956
0.962,-9.919,-70.48203165938226,0.023,0.094,20.779,-21.579,20.22188115119934
0.988,-9.534,-70.48203165938226,0.056,0.083,23.509,-22.734,20.222145557403564
0.939,-8.589,-70.48203165938226,0.038,0.111,25.574,-25.289,20.22243094444275
1.036,-7.434,-70.48203165938226,0.049,0.093,27.079,-26.794,20.223039388656616
0.94,-6.979,-69.2322743600579,0.061,0.129,27.359,-27.704,20.223331451416016
1.017,-5.124,-69.2322743600579,0.059,0.05,29.739,-29.349,20.686547994613647
0.953,3.451,-67.19073702471164,0.029,-0.041,-16.881,5.266,20.68882918357849
1.111,3.521,-67.19073702471164,0.012,-0.025,-16.881,7.331,20.68921446800232
0.914,3.206,-67.48536134230935,-0.002,-0.042,-16.916,8.626,20.68951988220215
1.147,3.731,-67.48536134230935,0.016,0.052,-17.441,11.706,20.68980836868286
1.045,4.536,-67.48536134230935,0.023,0.065,-19.716,13.386,20.690085887908936
1.019,4.746,-67.48536134230935,0.098,0.071,-21.851,11.321,20.69038438796997
1.105,4.606,-67.48536134230935,0.097,0.02,-24.616,11.391,20.69067120552063
0.901,3.626,-67.48536134230935,0.02,0.126,-26.856,9.781,20.690943479537964
1.156,2.681,-67.48536134230935,0.016,0.061,-29.656,13.281,20.69121026992798
0.961,1.876,-67.48536134230935,0.079,0.102,-28.151,14.191,20.691478729248047
1.113,-0.119,-67.48536134230935,-0.012,0.026,-27.171,15.556,20.693247318267822
0.88,-2.429,-67.48536134230935,0.035,0.172,-31.826,19.826,21.16183829307556
0.989,6.986,-68.88084427113361,-0.01,0.1,1.914,4.286,21.164284229278564
1.042,4.711,-68.88084427113361,-0.028,0.07,-0.641,2.431,21.164604663848877
1.107,3.206,-68.88084427113361,-0.047,0.092,-0.256,2.746,21.16483497619629
1.055,1.841,-69.21430953460057,0.003,0.078,-2.006,2.151,21.16505265235901
1.029,1.036,-69.21430953460057,-0.007,0.09,-0.466,4.076,21.16526460647583
0.96,0.686,-69.21430953460057,-0.02,0.107,1.669,4.636,21.165473222732544
0.96,0.756,-69.21430953460057,0.024,0.068,2.369,4.636,21.165682077407837
0.987,1.071,-69.21430953460057,0.012,0.06,4.749,5.861,21.165891408920288
1.005,0.931,-69.21430953460057,0.018,0.076,5.869,3.656,21.166101932525635
1.035,1.421,-69.21430953460057,0.05,0.075,6.359,2.466,21.166351079940796
1.04,1.701,-69.21430953460057,0.048,0.093,3.104,2.361,21.701483011245728
1.034,29.911,-71.90592714645211,-0.009,0.092,1.144,-7.124,21.703585147857666
1.118,30.121,-71.90592714645211,0.071,0.028,-0.816,-12.969,21.703972101211548
0.932,30.016,-71.90592714645211,0.114,-0.016,-1.971,-14.019,21.7042019367218
1.23,29.911,-71.90592714645211,-0.05,0.143,-3.756,-17.344,21.70440649986267
0.764,28.931,-71.90592714645211,-0.043,0.153,-8.726,-14.124,21.70460319519043
1.009,28.056,-71.90592714645211,0.106,0.025,-13.591,-18.709,21.704803466796875
1.15,26.971,-71.90592714645211,0.054,-0.027,-13.031,-15.104,21.704997777938843
1.053,24.556,-71.90592714645211,0.044,-0.043,-18.701,-17.834,21.705188035964966
1.109,20.986,-71.90592714645211,0.109,-0.03,-20.696,-18.394,21.705384254455566
0.979,17.871,-71.37551533376589,0.017,-0.022,-22.621,-17.099,21.705569982528687
1.048,14.266,-71.37551533376589,0.083,0.08,-26.051,-18.674,22.198120832443237
0.642,11.116,-69.40335115918374,-0.101,-0.022,23.054,1.626,22.200150728225708
0.893,10.311,-69.40335115918374,-0.231,0.272,20.569,-4.149,22.200435400009155
0.919,9.506,-69.40335115918374,-0.199,0.127,22.529,-2.329,22.20065689086914
0.83,8.456,-69.40335115918374,-0.246,0.077,23.474,-10.064,22.20086669921875
0.846,5.446,-69.40335115918374,-0.278,0.081,20.009,-9.539,22.201072454452515
1.05,1.456,-69.40335115918374,-0.344,0.071,14.059,-5.514,22.201287508010864
1.078,-3.934,-69.40335115918374,-0.31,0.14,2.264,-1.629,22.2014901638031
1.592,-5.054,-69.40335115918374,-0.244,0.119,6.989,-7.474,22.201733112335205
1.033,-9.534,-68.75943775339081,-0.296,0.202,-0.431,-12.654,22.20195174217224
1.126,-13.804,-68.75943775339081,-0.362,0.082,-6.906,-8.559,22.20216965675354
1.093,-16.114,-68.75943775339081,-0.288,0.071,-7.256,-7.859,22.202447414398193
0.985,-21.189,-68.75943775339081,-0.437,0.127,-5.961,-12.549,22.740298748016357
0.823,-5.159,-68.30558833640697,-0.292,-0.009,6.359,11.951,22.741037845611572
1.032,-4.879,-68.30558833640697,-0.178,-0.054,4.154,8.346,22.743265390396118
1.032,-5.089,-68.30558833640697,-0.178,-0.054,3.384,9.186,22.743571519851685
0.862,-5.054,-68.81823230373274,-0.2,-0.01,1.459,8.836,22.743825435638428
1.024,-5.474,-68.81823230373274,-0.089,-0.073,-5.891,2.396,22.74415135383606
1.102,-5.579,-68.81823230373274,-0.109,-0.062,-8.306,-1.909,22.744446516036987
0.864,-6.699,-68.81823230373274,-0.12,-0.104,-10.266,0.191,22.744734525680542
0.941,-6.349,-68.81823230373274,-0.085,-0.043,-11.281,-1.944,22.745001316070557
0.887,-5.859,-68.81823230373274,-0.075,0.038,-10.126,-1.804,22.74526047706604
1.009,-4.879,-68.81823230373274,-0.068,-0.125,-5.506,-0.264,22.745513677597046
0.749,-3.234,-68.81823230373274,0.081,0.146,-1.236,4.461,22.745768070220947
1.17,-1.239,-68.81823230373274,0.071,-0.121,-0.676,5.651,23.232374906539917
1.051,-12.964,-71.17341384291241,0.041,0.02,2.089,4.636,23.23445463180542
1.023,-13.069,-71.17341384291241,0.032,0.03,2.194,4.321,23.234787225723267
0.966,-12.369,-71.17341384291241,0.017,0.035,1.914,3.271,23.235037088394165
1.065,-11.249,-71.12142909230154,0.024,-0.012,1.529,1.836,23.235270977020264
1.077,-8.449,-71.12142909230154,-0.016,0.027,2.369,1.381,23.235565423965454
0.971,-7.644,-71.12142909230154,-0.02,-0.008,2.509,1.976,23.235801696777344
1.053,-6.209,-71.12142909230154,-0.018,0.013,2.964,3.621,23.23602318763733
1.003,-4.179,-71.12142909230154,-0.028,-0.035,3.314,4.426,23.236244916915894
0.979,-2.744,-71.12142909230154,-0.051,-0.007,4.784,5.826,23.23652410507202
1.001,-1.204,-71.12142909230154,-0.044,0.003,5.029,4.356,23.236748933792114
1.005,-0.644,-71.12142909230154,-0.043,-0.036,1.949,2.641,23.239153146743774
1.051,-0.189,-71.12142909230154,-0.045,-0.018,0.724,2.151,23.767895936965942
1.061,-5.859,-73.76067187284218,0.086,0.102,-3.931,2.711,23.77002453804016
1.161,-9.009,-73.76067187284218,0.049,0.045,1.809,2.746,23.770447969436646
0.977,-8.309,-73.76067187284218,0.024,-0.024,-1.831,5.196,23.770725965499878
1.173,-9.114,-73.76067187284218,0.05,0.064,-2.706,4.706,23.770978927612305
1.075,-9.534,-73.76067187284218,0.05,0.008,-4.421,5.721,23.77122950553894
1.044,-9.149,-73.76067187284218,0.051,0.075,-3.441,5.091,23.771562099456787
1.04,-9.219,-73.76067187284218,0.018,0.152,-2.776,3.411,23.77187967300415
1.041,-10.024,-73.76067187284218,0.047,0.015,-1.166,2.676,23.772181510925293
1.014,-11.599,-71.73489982829985,0.043,0.066,1.319,-2.854,23.772483825683594
0.972,-12.369,-71.73489982829985,0.035,0.021,1.984,-4.464,23.772846460342407
0.956,-14.574,-71.73489982829985,0.018,0.087,4.609,-6.739,23.77317762374878
0.992,-17.794,-71.73489982829985,0.035,0.078,8.459,-10.484,24.292158842086792
1.048,4.326,-69.2665122031277,-0.008,-0.107,-7.956,6.176,24.294775247573853
0.965,2.821,-69.2665122031277,0.011,-0.111,-9.741,6.421,24.295178651809692
0.978,1.141,-69.2665122031277,-0.01,-0.089,-12.156,5.161,24.295528888702393
0.969,0.266,-69.2665122031277,-0.015,-0.05,-13.661,5.336,24.2959144115448
0.984,-0.539,-69.56392410732067,0.016,-0.0,-16.006,4.006,24.296275854110718
1.039,-0.364,-69.56392410732067,0.015,-0.047,-18.036,1.696,24.29655408859253
1.086,-0.154,-69.56392410732067,0.022,0.012,-18.036,5.021,24.296833515167236
0.961,0.931,-69.56392410732067,0.045,-0.001,-17.091,8.241,24.29713249206543
0.831,2.611,-69.56392410732067,-0.041,0.051,-15.026,8.381,24.297427892684937
0.852,3.486,-69.56392410732067,-0.154,0.212,-16.811,11.601,24.297691822052002
1.084,4.711,-69.56392410732067,-0.151,0.181,-21.151,12.826,24.774452924728394
1.02,4.046,-69.7516162008946,-0.008,0.025,1.389,0.891,24.776715993881226
0.999,5.831,-69.7516162008946,-0.013,0.085,2.159,1.696,24.777172327041626
1.051,5.831,-69.7516162008946,-0.023,0.087,2.159,1.801,24.777449131011963
0.967,5.901,-69.7516162008946,-0.011,0.08,1.039,2.396,24.777705907821655
1.034,5.271,-69.7516162008946,-0.001,0.081,0.759,3.026,24.77796483039856
1.036,4.466,-69.7516162008946,0.034,0.101,0.689,3.551,24.778222799301147
1.01,3.031,-68.75225121820687,0.008,0.081,0.024,4.601,24.778459072113037
1.007,2.401,-68.75225121820687,0.01,0.091,1.389,5.056,24.778695106506348
1.004,2.401,-68.75225121820687,0.008,0.107,1.389,5.056,24.77893090248108
1.066,1.386,-68.75225121820687,-0.013,0.101,2.404,5.616,24.77916193008423
1.033,0.616,-68.75225121820687,0.03,0.117,1.879,6.491,24.779443740844727
1.033,0.616,-68.75225121820687,0.025,0.117,1.879,6.491,24.782782077789307
1.046,0.581,-68.75225121820687,0.038,0.076,2.789,5.091,25.283340215682983
0.949,19.551,-71.07346732941136,0.016,0.061,2.754,-4.324,25.28548002243042
1.067,20.006,-71.07346732941136,0.035,0.081,3.664,-4.149,25.285972595214844
0.964,20.181,-71.07346732941136,0.037,0.041,3.454,-3.974,25.286325931549072
1.082,21.196,-71.82273479924964,0.03,0.074,5.239,-6.214,25.286646604537964
0.988,21.511,-71.82273479924964,0.041,0.054,4.504,-6.984,25.286970138549805
1.022,21.581,-71.82273479924964,0.053,0.045,3.524,-7.194,25.287264585494995
1.051,21.756,-71.82273479924964,0.032,0.041,1.074,-7.614,25.287551403045654
0.999,22.001,-71.82273479924964,0.043,0.038,-0.116,-8.174,25.287835359573364
1.062,21.931,-71.82273479924964,-0.03,0.192,0.444,-8.104,25.288115978240967
1.158,22.141,-71.82273479924964,0.055,0.006,-0.431,-11.989,25.288398265838623
0.771,21.931,-71.82273479924964,-0.007,0.163,-3.266,-16.434,25.292899131774902
1.156,22.491,-71.82273479924964,0.045,-0.064,-7.886,-19.864,25.801710605621338
1.068,7.861,-70.61823698444344,0.087,-0.059,52.769,11.216,25.803935766220093
0.141,8.176,-71.39833259955788,-0.326,-0.274,24.209,16.221,25.80428910255432
0.141,9.156,-71.39833259955788,-0.326,-0.274,14.269,35.331,25.80456018447876
1.45,5.831,-71.39833259955788,0.004,0.339,33.939,28.261,25.80480718612671
1.726,5.131,-71.39833259955788,-0.183,0.362,21.199,35.961,25.805070877075195
1.171,1.596,-71.39833259955788,-0.338,-0.158,22.249,-7.404,25.80539584159851
0.807,0.686,-71.39833259955788,-0.394,-0.084,13.079,-10.764,25.805655479431152
1.074,-2.394,-71.39833259955788,-0.35,0.054,11.364,-28.649,25.805923461914062
0.689,-3.794,-71.39833259955788,-0.362,0.168,8.984,-40.759,25.806156635284424
1.196,-6.209,-71.39833259955788,-0.403,0.051,4.539,-33.374,25.806389570236206
1.211,-11.214,-71.39833259955788,-0.253,0.112,-1.481,-35.579,25.806604385375977
0.93,-15.624,-70.18658842103454,-0.351,0.066,-3.686,-28.124,25.807893991470337
0.966,-21.189,-70.18658842103454,-0.316,0.037,-8.201,-17.939,26.393405437469482
1.019,-14.154,-68.26536878121196,-0.121,-0.043,-4.841,7.121,26.39582848548889
0.989,-12.754,-68.26536878121196,-0.096,0.016,-5.961,3.691,26.39637017250061
0.925,-11.319,-68.26536878121196,-0.083,-0.049,-7.921,3.831,26.396729230880737
1.09,-9.289,-68.26536878121196,0.049,-0.016,-10.196,1.136,26.39706015586853
0.988,-4.424,-68.26536878121196,0.076,-0.014,-10.721,0.996,26.39737820625305
1.003,-1.974,-68.26536878121196,0.074,-0.06,-8.551,0.191,26.39769697189331
0.961,1.106,-68.26536878121196,0.203,-0.068,-8.796,-1.629,26.398005962371826
0.923,3.976,-68.26536878121196,0.101,-0.015,-9.391,-2.749,26.398324728012085
1.001,7.616,-68.26536878121196,0.108,-0.012,-7.116,-5.969,26.398635149002075
1.051,10.066,-69.10346982984109,0.104,-0.003,-5.786,-4.919,26.398938179016113
1.051,12.656,-69.10346982984109,0.082,0.005,-5.331,-5.969,26.399250507354736
1.039,13.881,-69.10346982984109,-0.006,-0.0,-1.481,-4.219,26.95333218574524
1.023,-0.364,-71.26382626523102,-0.066,-0.012,2.229,2.886,26.95559024810791
1.019,0.966,-71.26382626523102,-0.053,0.026,1.809,3.656,26.956135988235474
0.975,2.436,-71.26382626523102,-0.059,-0.02,2.929,5.021,26.95650863647461
1.0,2.926,-72.14762183113011,-0.048,-0.016,3.734,4.741,26.95684838294983
0.969,3.416,-72.14762183113011,-0.006,-0.023,4.329,3.691,26.957179307937622
1.01,3.521,-72.14762183113011,0.016,-0.028,1.564,1.836,26.957486867904663
1.036,1.596,-72.14762183113011,-0.013,-0.021,-2.146,1.976,26.95779013633728
1.033,-0.014,-72.14762183113011,0.0,-0.027,-1.656,3.271,26.95809268951416
0.916,-1.449,-72.14762183113011,-0.008,-0.026,-0.326,2.501,26.958404064178467
1.039,-2.464,-72.14762183113011,0.017,-0.015,0.829,2.361,26.958712339401245
0.957,-4.074,-72.14762183113011,0.029,-0.096,2.404,3.411,26.95901131629944
1.006,-8.414,-72.14762183113011,0.003,-0.044,-0.641,8.766,27.501530170440674
0.687,-21.154,-71.92211788785507,0.026,0.023,-2.391,-1.734,27.503777027130127
1.057,-18.879,-71.92211788785507,0.06,-0.077,-6.381,5.441,27.504261016845703
1.034,-19.404,-71.92211788785507,0.076,0.108,-6.941,3.796,27.504653692245483
0.966,-18.949,-71.92211788785507,0.044,-0.028,-1.236,0.681,27.504978895187378
1.001,-17.654,-71.92211788785507,0.035,0.035,-3.756,0.961,27.505290269851685
0.981,-16.009,-71.92211788785507,0.037,0.118,6.324,-5.549,27.505593299865723
1.024,-15.099,-71.88128157094852,-0.004,0.028,8.459,-6.389,27.505898475646973
0.944,-14.679,-71.88128157094852,0.049,0.111,9.054,-7.054,27.50621199607849
1.099,-12.299,-71.88128157094852,0.063,0.035,13.674,-13.039,27.50652551651001
0.933,-12.089,-71.88128157094852,0.067,0.07,15.109,-16.609,27.50683307647705
0.959,-11.109,-71.88128157094852,0.066,0.057,19.449,-18.429,27.50714659690857
0.978,-9.499,-71.88128157094852,0.068,0.035,22.074,-21.579,28.030046224594116
0.95,-1.974,-69.31128202495545,0.028,-0.046,-12.366,5.546,28.03228998184204
0.976,-1.449,-69.31128202495545,0.045,-0.02,-14.326,4.951,28.032757997512817
1.006,-0.084,-69.31128202495545,0.065,0.077,-15.761,2.326,28.033108711242676
1.083,1.001,-69.70522835144808,-0.005,0.02,-18.841,8.906,28.033432722091675
0.781,1.666,-69.70522835144808,0.002,-0.145,-20.066,7.541,28.03377652168274
1.179,2.366,-69.70522835144808,0.098,0.182,-25.666,9.081,28.034085512161255
0.808,2.436,-69.70522835144808,0.21,0.084,-26.681,9.046,28.03439974784851
0.814,2.646,-69.70522835144808,0.323,-0.159,-26.856,10.271,28.034717321395874
1.025,2.716,-69.70522835144808,-0.243,0.471,-27.976,16.746,28.03502130508423
1.169,2.226,-69.70522835144808,0.156,0.28,-26.751,16.046,28.035321712493896
1.214,2.611,-69.70522835144808,0.103,-0.036,-29.446,16.711,28.035618543624878
0.781,3.416,-69.70522835144808,0.254,0.108,-31.126,16.046,28.568675994873047
1.111,6.601,-70.45145056764493,0.103,0.147,4.329,5.721,28.570993423461914
1.106,6.601,-70.45145056764493,0.05,0.093,4.329,5.721,28.571518659591675
0.956,5.656,-70.45145056764493,0.029,0.057,1.669,1.276,28.571877479553223
1.128,4.151,-70.45145056764493,0.029,0.085,1.354,1.031,28.572203397750854
1.116,4.151,-70.45145056764493,0.074,0.062,0.549,0.961,28.57252550125122
0.932,3.591,-70.45145056764493,0.065,0.068,-0.956,1.906,28.572840929031372
0.917,2.576,-70.45145056764493,0.046,0.064,0.059,0.226,28.573149919509888
0.932,2.296,-71.02802386207162,0.031,0.092,0.934,-0.789,28.57345747947693
1.023,2.016,-71.02802386207162,0.022,0.068,2.614,0.191,28.573768138885498
0.994,2.191,-71.02802386207162,0.038,0.095,2.649,0.296,28.57407522201538
0.985,2.891,-71.02802386207162,0.011,0.089,2.264,-0.334,28.57439923286438
0.977,4.466,-71.02802386207162,0.034,0.108,2.544,0.366,29.114474296569824
1.011,16.156,-72.22845252522127,0.046,-0.031,-19.611,-16.119,29.116836309432983
1.007,14.546,-73.65974281302226,0.056,-0.006,-19.191,-16.609,29.117342233657837
1.117,11.641,-73.65974281302226,0.122,-0.06,-24.301,-19.619,29.117687225341797
0.953,8.176,-73.65974281302226,0.057,-0.188,-29.166,-20.074,29.118013858795166
0.877,2.611,-73.65974281302226,0.001,-0.117,-27.766,-24.204,29.11833429336548
1.146,-0.574,-73.65974281302226,0.0,0.091,-28.221,-28.964,29.118637323379517
1.0,-1.834,-73.65974281302226,0.007,-0.025,-23.706,-25.219,29.11893606185913
0.779,-3.234,-73.65974281302226,0.084,-0.038,-22.131,-22.209,29.119250535964966
1.075,-4.424,-73.65974281302226,0.062,0.002,-15.166,-12.059,29.119553089141846
0.866,-6.104,-73.65974281302226,0.082,0.009,-9.601,-2.434,29.119853734970093
0.835,-7.399,-73.65974281302226,-0.018,-0.041,-2.461,0.506,29.124112367630005
0.854,-10.444,-74.57904737648114,0.064,-0.047,1.354,-6.039,29.71798324584961
1.041,-26.614,-70.66996653324804,-0.011,0.118,-15.411,-16.784,29.720698595046997
1.046,-24.514,-70.66996653324804,0.125,0.02,-17.056,-13.914,29.721076488494873
0.875,-21.434,-70.66996653324804,0.177,-0.061,-7.676,0.716,29.721335887908936
1.089,-16.009,-70.66996653324804,0.188,0.106,-10.616,4.601,29.721572875976562
1.118,-8.344,-70.66996653324804,0.279,-0.035,-17.266,-18.394,29.721800565719604
0.996,-6.489,-70.66996653324804,0.279,-0.136,-16.741,-21.124,29.722023487091064
0.852,-3.899,-70.66996653324804,0.332,-0.092,-15.761,-15.139,29.72225785255432
0.939,1.106,-70.66996653324804,0.244,-0.021,-15.446,-8.419,29.722485065460205
1.125,4.011,-70.66996653324804,0.166,0.025,-14.221,-15.279,29.72270965576172
1.052,6.146,-70.51177021934953,0.172,0.004,-15.236,-15.839,29.722931385040283
0.876,6.741,-70.51177021934953,0.195,-0.044,-14.396,-15.454,29.723151683807373
0.87,8.036,-70.51177021934953,0.135,-0.034,-9.636,-9.959,30.20440101623535
1.02,15.981,-69.24683953466017,0.123,-0.029,4.679,-3.554,30.204981327056885
1.027,18.501,-70.08457531674819,0.089,0.009,4.259,1.871,30.20697784423828
1.092,20.391,-70.08457531674819,-0.085,0.01,1.494,2.081,30.207295894622803
1.008,21.056,-70.08457531674819,-0.014,-0.04,0.794,0.086,30.20753312110901
1.013,21.336,-70.08457531674819,-0.053,-0.019,-0.711,0.401,30.207764625549316
1.032,20.706,-70.08457531674819,-0.124,-0.011,-0.886,-1.314,30.20802116394043
0.979,20.776,-70.08457531674819,-0.043,-0.05,0.304,-2.609,30.208274841308594
0.952,21.931,-70.08457531674819,0.078,-0.129,-0.046,0.576,30.208528995513916
1.191,22.841,-70.08457531674819,-0.196,0.071,7.444,10.621,30.20878767967224
1.132,23.646,-70.08457531674819,0.125,0.043,-0.431,1.696,30.20905590057373
1.156,23.471,-70.08457531674819,-0.027,-0.103,-0.676,-7.719,30.71372628211975
1.004,-6.034,-72.20356743688006,0.012,-0.015,0.794,2.641,30.715837717056274
1.029,-5.964,-72.20356743688006,-0.003,-0.059,1.424,1.626,30.71616554260254
1.054,-6.979,-72.20356743688006,0.011,-0.013,0.969,1.941,30.716426134109497
0.976,-7.679,-72.20356743688006,-0.022,0.012,-0.116,6.176,30.716670751571655
1.028,-8.484,-72.20356743688006,-0.027,-0.047,-0.746,4.776,30.71691083908081
0.947,-8.904,-72.20356743688006,-0.025,-0.062,-3.021,6.386,30.717148303985596
1.008,-9.149,-72.20356743688006,-0.066,0.024,-3.301,7.051,30.717447519302368
1.061,-9.044,-72.20356743688006,-0.048,0.033,-5.156,9.711,30.717742204666138
1.024,-8.449,-72.20356743688006,-0.055,0.001,-4.071,9.291,30.717990398406982
0.876,-7.189,-73.5999056247655,0.044,0.184,-2.076,6.806,30.71830701828003
0.789,-6.559,-73.5999056247655,0.248,0.196,-6.556,0.401,30.718556880950928
1.186,-7.224,-73.5999056247655,0.037,0.011,-7.081,1.626,31.242623329162598
0.941,-10.619,-72.70292069159925,0.076,0.058,0.724,-1.979,31.244731187820435
1.062,-10.164,-72.70292069159925,0.02,0.059,8.529,-10.939,31.24504780769348
0.877,-9.464,-72.70292069159925,0.028,0.018,8.669,-13.214,31.24530291557312
1.067,-9.289,-72.70292069159925,0.005,0.052,13.604,-15.314,31.245543003082275
0.921,-9.499,-73.11446297663225,0.073,0.017,20.534,-20.249,31.245818376541138
0.979,-9.359,-73.11446297663225,0.034,0.023,21.164,-23.189,31.246094703674316
1.021,-9.989,-73.11446297663225,0.046,0.079,25.014,-24.869,31.246345043182373
1.012,-10.234,-73.11446297663225,0.056,0.082,28.164,-28.054,31.246575593948364
1.051,-10.164,-73.11446297663225,0.065,0.072,29.319,-28.754,31.24679660797119
0.928,-10.199,-73.11446297663225,0.076,0.1,30.089,-28.859,31.247015476226807
1.055,-10.199,-73.11446297663225,0.065,0.062,30.719,-28.439,31.770041465759277
1.041,0.371,-69.91023552123058,0.066,0.041,-13.871,8.626,31.77231526374817
0.932,3.731,-70.57005334488852,0.031,0.129,-19.436,12.966,31.77270483970642
0.932,3.556,-70.57005334488852,0.031,0.129,-19.436,12.966,31.7730495929718
1.245,4.011,-70.57005334488852,0.031,0.034,-24.756,11.216,31.773360013961792
1.064,3.871,-70.57005334488852,-0.068,0.399,-27.766,14.366,31.773666381835938
0.905,5.411,-70.57005334488852,-0.086,0.193,-30.076,14.156,31.773972034454346
0.921,5.551,-70.57005334488852,0.322,0.044,-19.646,18.881,31.77428913116455
1.491,8.561,-70.57005334488852,-0.196,0.013,-28.711,11.076,31.774592638015747
0.956,6.881,-70.57005334488852,0.216,-0.054,-15.691,26.441,31.774896383285522
0.997,4.711,-70.57005334488852,0.136,0.046,-28.326,27.386,31.77519202232361
1.224,2.926,-72.03458433188811,-0.038,0.235,-14.746,4.916,31.77735996246338
1.385,-2.079,-72.03458433188811,0.216,0.048,2.334,-10.729,32.27113652229309
0.998,1.701,-72.17220915699019,0.026,0.125,-0.221,0.506,32.271748304367065
0.949,1.351,-72.17220915699019,0.073,0.068,-1.796,-1.979,32.27367568016052
1.024,1.316,-72.17220915699019,0.025,0.147,0.549,-0.054,32.273988246917725
0.999,1.946,-72.17220915699019,0.033,0.076,2.509,0.016,32.27431297302246
0.821,2.471,-72.17220915699019,0.027,0.091,4.154,1.381,32.27465057373047
1.045,3.171,-72.17220915699019,0.007,0.086,5.589,1.556,32.27503728866577
0.983,3.731,-72.17220915699019,0.011,0.088,3.874,3.341,32.27540946006775
1.049,4.571,-72.17220915699019,0.044,0.086,1.914,2.781,32.27572011947632
1.061,4.921,-72.17220915699019,0.013,0.083,1.914,2.571,32.2760112285614
1.05,5.376,-71.2545079875721,0.018,0.082,1.774,1.346,32.276278495788574
1.016,6.076,-71.2545079875721,0.015,0.054,2.194,0.261,32.7728488445282
1.116,9.506,-73.64626249080224,0.072,-0.037,-19.926,-15.139,32.77510619163513
1.073,6.986,-73.64626249080224,0.093,0.003,-26.506,-20.599,32.77553367614746
1.114,4.186,-73.64626249080224,0.041,0.023,-29.341,-19.689,32.77589750289917
1.112,1.386,-73.64626249080224,0.063,-0.042,-30.041,-20.389,32.77623105049133
1.155,-10.234,-73.64626249080224,0.017,0.071,-29.236,-20.039,32.77654981613159
1.001,-5.404,-73.64626249080224,-0.081,0.009,-23.356,-21.789,32.77686953544617
0.602,-7.399,-73.64626249080224,0.145,-0.142,-25.141,-21.089,32.77718257904053
1.02,-9.324,-73.64626249080224,-0.046,0.1,-20.451,-22.769,32.777496576309204
0.628,-9.814,-74.76566322548791,0.118,-0.026,-24.091,-23.784,32.777817726135254
0.915,-10.059,-74.76566322548791,-0.013,0.005,-13.451,-14.579,32.778176069259644
0.816,-10.864,-74.76566322548791,0.026,0.011,-8.446,-5.234,33.32965040206909
0.927,-23.219,-71.7966507201872,-0.206,0.069,-27.276,-27.739,33.33198833465576
0.96,-25.529,-71.7966507201872,-0.076,0.134,-28.326,-15.349,33.332547426223755
1.001,-27.559,-72.55230204991445,-0.189,0.113,-26.541,-11.604,33.332963943481445
0.941,-27.944,-72.55230204991445,0.08,-0.102,-16.146,-10.344,33.333247661590576
0.941,-27.699,-72.55230204991445,0.08,-0.102,-11.666,-1.384,33.33357810974121
0.884,-25.389,-72.55230204991445,0.109,-0.013,-17.476,-9.049,33.33393931388855
0.749,-23.324,-72.55230204991445,-0.019,0.027,-16.916,-9.434,33.33430218696594
0.764,-19.789,-72.55230204991445,0.184,-0.093,-6.206,-6.809,33.33463430404663
0.967,-13.454,-72.55230204991445,0.126,0.136,-10.651,-4.114,33.33495807647705
1.037,-11.494,-72.55230204991445,0.241,-0.055,-11.596,-4.254,33.335272789001465
0.887,-7.399,-72.55230204991445,0.244,0.032,-9.076,-4.394,33.33558630943298
1.221,-4.039,-72.55230204991445,0.173,-0.027,-9.706,-5.969,33.33584403991699
0.894,-0.469,-72.73538439091203,0.197,-0.025,-8.516,-9.049,33.85604786872864
0.93,17.976,-71.50898878840098,-0.083,-0.088,5.344,-3.134,33.85807156562805
1.097,19.411,-71.50898878840098,-0.029,-0.113,8.599,-1.279,33.85848641395569
1.059,19.866,-71.50898878840098,-0.075,-0.027,7.164,1.941,33.858760595321655
0.928,19.796,-71.50898878840098,-0.086,-0.027,2.369,3.901,33.859017848968506
1.098,19.096,-71.50898878840098,-0.087,0.016,2.894,5.651,33.85925221443176
