az,vz,comp,ax,ay,vy,vx,time
0.891,18.746,-71.50898878840098,-0.062,-0.029,7.164,7.856,33.859524965286255
0.92,19.411,-71.50898878840098,-0.069,-0.047,5.869,0.926,33.859832525253296
0.869,19.446,-72.61612826269219,-0.078,0.022,6.289,0.086,33.8601438999176
1.078,19.446,-72.61612826269219,-0.056,0.01,4.469,0.261,33.86042666435242
1.114,19.341,-72.61612826269219,-0.11,0.21,1.809,-2.434,33.86070728302002
1.029,18.851,-72.61612826269219,-0.148,-0.029,0.304,-2.749,33.86193251609802
1.032,17.381,-72.61612826269219,-0.091,0.003,-0.921,-2.049,34.392160415649414
1.024,-4.984,-73.54969619977581,0.011,-0.03,0.654,0.611,34.39443325996399
1.029,-5.019,-73.54969619977581,-0.021,0.049,0.549,1.241,34.39489436149597
1.049,-4.634,-73.54969619977581,-0.003,0.006,-0.151,2.186,34.395270347595215
0.991,-4.214,-73.28666433010922,-0.016,0.02,0.689,0.821,34.395554065704346
1.029,-3.969,-73.28666433010922,0.005,0.034,1.284,0.436,34.395867347717285
1.036,-3.269,-73.28666433010922,-0.016,-0.001,0.899,0.576,34.396167039871216
1.006,-2.884,-73.28666433010922,0.023,0.073,0.759,0.821,34.396464824676514
1.017,-2.429,-73.28666433010922,-0.053,0.047,-1.586,4.566,34.39676785469055
1.114,-2.429,-73.28666433010922,-0.075,0.046,-3.791,-0.614,34.39712595939636
0.672,-1.624,-73.28666433010922,0.038,0.081,-8.901,0.401,34.39749193191528
1.129,-0.679,-73.28666433010922,0.088,0.243,-12.051,3.376,34.9355251789093
0.923,-12.439,-73.38344629500725,0.013,0.111,22.109,-22.699,34.93777632713318
0.956,-12.544,-73.38344629500725,0.034,0.089,23.824,-23.539,34.93810224533081
0.904,-12.474,-73.38344629500725,0.079,0.052,27.534,-26.234,34.93842029571533
0.926,-12.334,-73.38344629500725,0.062,0.052,26.869,-25.989,34.93872356414795
1.001,-11.424,-73.38344629500725,0.079,0.063,26.484,-25.989,34.93902277946472
1.005,-10.969,-73.38344629500725,0.079,0.053,25.994,-25.569,34.93931245803833
1.023,-9.499,-73.38344629500725,0.075,0.057,25.679,-26.094,34.93960213661194
1.084,-7.504,-73.38344629500725,0.15,0.071,23.824,-24.624,34.9398832321167
1.051,-5.684,-71.74976391056289,0.086,0.077,24.734,-23.539,34.94016170501709
0.991,-3.374,-71.74976391056289,0.083,0.105,24.979,-22.419,34.94043970108032
1.005,-0.889,-71.74976391056289,0.072,0.013,26.589,-23.224,34.9407103061676
0.971,-0.049,-71.74976391056289,0.094,0.034,26.764,-23.259,35.44841265678406
1.235,0.511,-72.43750829998002,0.151,0.056,-33.226,21.471,35.45059871673584
0.446,1.141,-72.43750829998002,0.041,-0.293,-20.941,18.986,35.45103907585144
1.042,3.591,-72.43750829998002,0.05,0.146,-20.556,14.961,35.45136785507202
0.875,4.221,-72.43750829998002,0.013,0.023,-11.771,12.301,35.4516761302948
0.988,4.886,-73.64834624505565,0.097,0.007,-5.401,0.611,35.45197892189026
0.945,4.886,-73.64834624505565,0.069,0.149,-5.401,5.861,35.4522819519043
1.143,5.551,-73.64834624505565,-0.012,0.15,0.129,3.236,35.45257759094238
0.979,6.916,-73.64834624505565,0.01,0.118,5.764,0.156,35.452861309051514
1.031,6.846,-73.64834624505565,-0.039,0.183,10.034,2.956,35.45314645767212
0.939,7.091,-73.64834624505565,0.047,0.099,9.999,4.531,35.4534330368042
0.972,5.971,-73.64834624505565,0.005,0.119,9.894,4.146,35.976269483566284
1.127,1.456,-73.69733038968909,0.039,0.054,1.844,2.396,35.97694110870361
1.014,1.631,-73.69733038968909,0.069,0.065,1.389,2.676,35.97900390625
1.006,2.366,-73.78418064815165,0.08,0.059,2.789,1.976,35.9794499874115
0.933,2.541,-73.78418064815165,0.043,0.067,4.119,1.591,35.97982382774353
1.068,3.066,-73.78418064815165,0.028,0.104,5.029,-0.684,35.98018193244934
0.968,3.591,-73.78418064815165,0.043,0.066,3.699,-2.539,35.9805269241333
1.048,4.536,-73.78418064815165,0.014,0.081,3.944,-2.119,35.98086857795715
1.003,5.201,-73.78418064815165,-0.011,0.091,2.824,-2.329,35.981199502944946
1.064,6.006,-73.78418064815165,-0.078,0.12,2.054,-0.719,35.981521129608154
1.009,6.741,-73.78418064815165,-0.015,0.032,3.594,1.276,35.98188805580139
0.958,7.301,-73.78418064815165,-0.042,0.06,3.419,3.201,36.553154945373535
0.846,17.451,-75.63115415426088,0.039,0.029,-16.041,-35.999,36.55544972419739
0.93,16.296,-75.63115415426088,0.122,-0.035,-18.316,-30.119,36.555941581726074
0.865,15.211,-75.63115415426088,0.068,0.055,-8.866,-8.489,36.55629777908325
1.004,14.931,-75.63115415426088,0.146,-0.001,-5.296,-8.349,36.556650161743164
0.857,14.336,-75.59997869320895,0.062,0.066,0.199,-7.089,36.5569794178009
1.048,13.776,-75.59997869320895,0.125,-0.043,3.979,-5.479,36.55731177330017
0.923,12.271,-75.59997869320895,0.087,0.009,10.139,1.906,36.557634592056274
0.859,11.711,-75.59997869320895,0.082,0.008,11.084,4.426,36.557955503463745
0.884,10.521,-75.59997869320895,0.137,0.02,7.619,-1.804,36.558290004730225
1.179,9.926,-75.59997869320895,0.052,-0.029,17.524,10.271,36.55861282348633
0.87,7.896,-75.59997869320895,0.07,0.085,20.884,22.801,36.558958292007446
0.909,5.236,-75.59997869320895,0.046,0.101,18.924,12.406,36.55928087234497
1.128,4.501,-75.59997869320895,0.182,-0.099,17.209,3.586,36.56336760520935
0.922,2.891,-74.95774586195557,0.038,-0.031,24.524,12.301,37.125316858291626
0.999,-5.474,-73.18067282035342,0.122,-0.08,-15.236,-13.704,37.12763023376465
1.302,-4.739,-73.18067282035342,0.022,-0.039,-16.951,-18.254,37.12810206413269
0.761,-5.404,-73.18067282035342,0.152,-0.015,-10.651,-11.709,37.128462076187134
0.889,-4.809,-73.09142518449,0.104,-0.125,-5.681,-8.139,37.12878966331482
0.841,-2.989,-73.09142518449,0.151,-0.039,-1.131,-4.359,37.12910842895508
0.991,-1.309,-73.09142518449,0.087,-0.055,9.124,2.676,37.12944316864014
0.866,0.301,-73.09142518449,0.07,-0.088,19.204,9.606,37.12979578971863
0.909,1.141,-73.09142518449,0.094,-0.109,22.879,14.506,37.13012981414795
1.189,0.581,-73.09142518449,-0.113,0.209,23.019,7.261,37.130462408065796
0.85,-0.889,-73.09142518449,-0.113,0.209,14.654,-0.929,37.130775928497314
1.768,-5.859,-73.09142518449,0.155,0.011,11.889,-3.204,37.1313796043396
0.607,-7.609,-73.09142518449,-0.031,0.043,3.594,-4.709,37.67592716217041
0.959,18.291,-73.94959085325175,0.061,-0.042,0.864,-0.334,37.67812895774841
1.047,19.166,-73.94959085325175,-0.028,0.057,4.644,-4.744,37.67853403091431
0.849,19.026,-73.94959085325175,0.049,-0.062,4.329,-5.129,37.67882823944092
1.044,18.816,-73.94959085325175,0.062,0.061,5.589,-2.259,37.67910289764404
0.982,18.641,-73.94959085325175,0.005,0.039,2.264,2.711,37.67936968803406
1.097,17.171,-73.94959085325175,0.029,0.013,-0.781,3.551,37.679633378982544
0.913,14.126,-73.94959085325175,-0.002,-0.013,-4.246,0.576,37.679893255233765
0.932,13.286,-74.25960601335305,0.051,-0.022,-3.966,-0.404,37.68015146255493
0.961,11.536,-74.25960601335305,0.075,0.04,-3.126,-4.219,37.68041205406189
0.998,10.031,-74.25960601335305,0.108,-0.02,-2.321,-3.414,37.6806697845459
1.103,4.816,-74.25960601335305,0.063,-0.078,-1.656,1.136,38.270851850509644
1.042,7.756,-76.53705073733971,0.034,0.037,-22.131,4.916,38.273353576660156
0.759,10.416,-76.53705073733971,0.053,-0.023,-16.286,7.366,38.273762226104736
0.929,12.026,-76.53705073733971,0.096,0.015,-15.586,13.421,38.274059534072876
1.05,11.851,-76.53705073733971,0.155,0.084,-13.801,12.056,38.27436828613281
1.023,10.941,-76.53705073733971,0.111,0.058,-10.021,8.206,38.27465319633484
0.971,10.556,-76.53705073733971,0.069,-0.016,-13.101,6.981,38.274927854537964
1.04,8.246,-76.53705073733971,0.116,0.143,-10.406,3.971,38.27525019645691
1.027,7.861,-76.53705073733971,0.111,-0.018,-6.031,1.066,38.27558398246765
1.036,5.481,-75.99465087945619,0.122,0.021,-5.471,2.256,38.27590727806091
1.015,3.976,-75.99465087945619,0.101,0.09,0.654,-0.019,38.27622580528259
1.002,2.471,-75.99465087945619,0.089,0.027,-0.256,-1.034,38.84249973297119
0.89,6.111,-73.36519955698462,0.151,0.114,26.169,-22.419,38.844743967056274
1.126,6.461,-73.36519955698462,0.006,0.111,29.634,-24.624,38.84515309333801
0.859,7.231,-73.36519955698462,0.116,0.017,29.354,-27.144,38.84549355506897
1.003,7.266,-73.36519955698462,0.077,0.056,32.644,-26.759,38.84583830833435
1.609,8.106,-73.36519955698462,-0.287,-0.384,34.779,-28.054,38.84619426727295
0.659,9.856,-73.36519955698462,0.371,-0.346,24.419,-16.679,38.846518993377686
1.396,12.411,-73.36519955698462,0.027,-0.04,28.794,-9.749,38.846837520599365
0.928,11.956,-73.36519955698462,-0.116,0.018,22.704,-11.114,38.847166538238525
0.928,12.656,-72.57316849120596,-0.087,-0.039,18.609,-12.899,38.84749794006348
0.874,13.181,-72.57316849120596,-0.124,-0.014,22.144,-7.614,38.847803354263306
0.94,13.566,-72.57316849120596,-0.173,-0.077,23.299,-2.469,39.43515133857727
1.032,-4.179,-74.15273842036856,0.007,0.093,6.884,6.001,39.43795108795166
1.019,-0.819,-74.15273842036856,0.04,0.109,4.644,6.246,39.43839168548584
1.001,2.401,-74.15273842036856,0.045,0.066,1.564,6.631,39.438703298568726
1.091,5.271,-74.15273842036856,0.024,0.058,0.199,7.996,39.438982009887695
1.015,7.651,-74.15273842036856,0.033,0.063,-0.256,7.156,39.4392511844635
1.035,10.311,-74.15273842036856,0.034,0.03,1.844,4.216,39.43956017494202
1.039,11.466,-74.15273842036856,0.022,0.031,3.244,4.636,39.43987846374512
0.934,12.516,-72.94868337711058,0.055,0.002,3.034,6.141,39.44015979766846
0.992,12.411,-72.94868337711058,-0.0,-0.017,4.854,5.756,39.440431118011475
0.902,11.291,-72.94868337711058,0.006,0.014,4.364,7.016,39.44069766998291
1.148,9.506,-72.94868337711058,-0.014,0.031,2.789,5.581,39.441656827926636
1.015,7.371,-72.94868337711058,0.012,-0.003,0.549,4.881,40.05863976478577
1.027,21.231,-74.85839512407543,-0.165,-0.199,-1.306,-12.619,40.061187744140625
0.867,21.091,-74.85839512407543,-0.121,0.106,-0.116,-11.954,40.06172275543213
0.972,20.741,-74.85839512407543,-0.015,-0.137,-10.231,-19.724,40.06212043762207
1.356,20.916,-74.85839512407543,0.166,0.055,-13.591,-13.774,40.06259059906006
0.851,19.306,-75.1585620471616,0.071,-0.014,-17.476,-12.864,40.0629518032074
0.982,17.206,-75.1585620471616,0.037,0.074,-21.746,-13.774,40.06334686279297
1.066,15.176,-75.1585620471616,0.166,0.03,-22.516,-16.224,40.063735246658325
1.047,11.606,-75.1585620471616,0.006,0.044,-28.921,-14.824,40.064101696014404
0.966,8.281,-75.1585620471616,0.104,-0.024,-29.446,-16.609,40.0644588470459
0.986,5.131,-75.1585620471616,0.077,-0.034,-31.336,-19.934,40.0648078918457
1.144,2.191,-75.1585620471616,-0.054,0.056,-28.431,-28.544,40.065515756607056
0.997,-3.024,-75.1585620471616,0.056,0.096,-23.636,-29.874,40.64842081069946
0.873,-10.829,-72.46141471863903,-0.371,0.106,-7.921,-8.489,40.650794506073
1.066,-12.404,-72.46141471863903,-0.327,0.136,-8.726,-12.514,40.651329040527344
1.012,-16.044,-72.46141471863903,-0.286,0.146,-14.746,-11.499,40.65168380737305
1.006,-18.249,-72.46141471863903,-0.223,0.132,-22.866,-8.909,40.6520209312439
1.125,-19.019,-73.5733910193064,-0.193,0.141,-24.791,-10.134,40.65235447883606
1.052,-20.139,-73.5733910193064,-0.249,0.128,-20.031,-19.934,40.652682065963745
0.923,-22.484,-73.5733910193064,-0.193,0.071,-22.096,-25.079,40.65300917625427
1.076,-25.354,-73.5733910193064,-0.03,-0.006,-27.206,-20.774,40.65333366394043
1.095,-30.919,-73.5733910193064,-0.076,0.091,-28.746,-4.709,40.65364956855774
1.097,-31.969,-73.5733910193064,-0.129,0.058,-22.761,-6.494,40.65396809577942
1.166,-31.584,-73.5733910193064,0.164,0.08,-14.256,-15.209,41.228211879730225
1.126,24.066,-72.41544215413404,-0.05,-0.067,3.034,-1.489,41.230419635772705
1.018,27.286,-72.41544215413404,-0.058,-0.125,5.134,4.321,41.23083782196045
1.068,29.631,-72.41544215413404,0.004,-0.017,3.874,7.786,41.23117756843567
0.861,30.751,-72.41544215413404,0.052,0.002,2.649,8.206,41.23151445388794
0.99,32.046,-72.85756043581846,-0.038,-0.038,6.989,6.946,41.231820821762085
0.972,32.851,-72.85756043581846,-0.052,0.027,6.219,4.251,41.23215842247009
1.019,32.781,-72.85756043581846,0.025,-0.132,5.449,-0.544,41.232468366622925
0.863,30.331,-72.85756043581846,-0.008,-0.034,7.759,1.836,41.232783794403076
1.193,30.716,-72.85756043581846,-0.077,0.135,5.939,1.941,41.23308348655701
1.07,29.246,-72.85756043581846,-0.024,-0.01,3.419,0.926,41.23339533805847
1.216,27.776,-72.85756043581846,-0.017,-0.007,1.494,-0.929,41.23367738723755
0.884,24.836,-72.85756043581846,-0.068,0.037,2.089,-2.224,41.83073019981384
1.266,-5.194,-76.02589943559455,-0.024,0.145,-13.696,1.451,41.83310270309448
0.885,-4.879,-76.02589943559455,-0.104,-0.011,-19.016,-1.769,41.83351993560791
0.774,-2.954,-76.66827047446188,0.023,0.21,-25.211,2.151,41.833847761154175
0.86,-0.329,-76.66827047446188,-0.058,0.363,-27.591,9.186,41.83416533470154
0.88,1.876,-76.66827047446188,-0.24,0.236,-27.381,17.481,41.83449745178223
0.852,2.226,-76.66827047446188,-0.056,0.185,-33.156,16.606,41.83480143547058
0.985,1.421,-76.66827047446188,0.135,-0.092,-31.651,7.786,41.83510112762451
1.087,3.731,-76.66827047446188,0.087,0.003,-24.056,5.406,41.835402488708496
0.994,7.056,-76.66827047446188,0.077,-0.016,-20.906,12.651,41.835715532302856
0.994,8.421,-76.66827047446188,0.067,0.016,-13.591,12.231,41.836018085479736
1.394,8.701,-76.66827047446188,0.077,0.126,-7.606,7.716,42.41992235183716
0.956,6.846,-73.0628235369167,-0.07,-0.026,20.674,-8.944,42.422316551208496
1.194,8.491,-73.0628235369167,-0.08,-0.087,19.344,-7.964,42.42279648780823
1.074,8.281,-71.752273079684,-0.118,-0.042,15.144,-6.774,42.42313623428345
0.999,8.106,-71.752273079684,-0.061,-0.081,16.999,-6.774,42.42345976829529
0.988,8.771,-71.752273079684,-0.221,-0.113,16.439,-4.149,42.42377257347107
1.058,8.421,-71.752273079684,-0.158,-0.129,17.349,-2.539,42.42407751083374
0.933,8.421,-71.752273079684,-0.158,-0.129,14.864,-2.644,42.424373149871826
1.081,8.176,-71.752273079684,-0.143,-0.11,12.169,-0.719,42.424668312072754
0.979,6.951,-71.752273079684,-0.172,-0.181,9.159,4.146,42.42496418952942
0.727,5.761,-71.752273079684,-0.347,-0.036,4.014,3.376,42.42531752586365
1.279,6.461,-71.752273079684,-0.149,-0.169,1.319,4.951,43.0171058177948
1.023,-21.854,-73.97847706183381,0.031,-0.048,2.999,6.036,43.01947283744812
1.03,-18.564,-73.97847706183381,0.023,-0.013,3.734,6.351,43.01984143257141
1.06,-17.094,-72.30806326423362,0.024,0.01,3.454,6.561,43.020100831985474
1.051,-11.494,-72.30806326423362,0.034,-0.006,3.489,2.956,43.02034115791321
1.07,-7.609,-72.30806326423362,-0.002,0.046,4.539,2.571,43.02057337760925
1.052,-5.859,-72.30806326423362,0.038,0.015,3.524,1.626,43.02080273628235
1.005,-0.539,-72.30806326423362,0.021,0.029,1.284,0.471,43.02103066444397
1.052,3.136,-72.30806326423362,-0.03,0.023,1.494,0.541,43.02125787734985
0.966,4.571,-72.30806326423362,0.018,0.007,0.829,0.086,43.02148103713989
1.022,8.386,-72.30806326423362,-0.028,0.052,4.189,-0.194,43.02170491218567
0.994,9.261,-72.30806326423362,-0.018,0.072,5.169,-0.019,43.622965574264526
0.968,16.156,-74.21481048751929,0.074,0.086,1.599,-4.534,43.62361979484558
0.96,17.591,-73.28512822402286,0.054,0.048,-0.921,-9.119,43.62591743469238
1.077,19.446,-73.28512822402286,-0.005,0.15,0.234,-4.779,43.62628650665283
0.85,20.461,-73.28512822402286,0.058,0.083,0.024,-6.144,43.62660336494446
1.313,22.176,-73.28512822402286,0.069,0.034,3.384,-5.759,43.62690830230713
0.764,23.296,-73.28512822402286,-0.015,0.144,4.924,-6.879,43.62721657752991
1.054,23.646,-73.28512822402286,0.066,0.061,1.424,-9.259,43.62751817703247
0.963,24.416,-73.28512822402286,-0.032,0.059,2.334,-6.494,43.62781071662903
1.077,25.326,-73.28512822402286,0.009,0.021,0.059,-10.904,43.62809753417969
1.077,25.326,-73.28512822402286,0.049,0.021,0.059,-10.904,43.62848114967346
0.949,25.676,-76.06104031211252,0.055,0.095,-0.886,-9.609,43.62881588935852
1.019,25.991,-76.06104031211252,0.025,0.099,-2.986,-12.549,43.631086111068726
1.006,26.306,-76.06104031211252,0.04,0.043,-3.861,-15.629,44.2374107837677
0.78,11.466,-72.96531032080752,-0.315,0.142,25.224,9.361,44.23965072631836
1.122,10.626,-72.96531032080752,-0.31,0.125,16.334,-15.769,44.24006271362305
1.016,10.486,-72.96531032080752,-0.231,0.108,12.309,-17.834,44.24040365219116
1.301,8.596,-72.96531032080752,-0.198,0.057,-0.956,-16.749,44.24072813987732
0.832,4.116,-72.96531032080752,-0.21,0.028,-5.086,-24.939,44.241026401519775
1.338,0.931,-72.96531032080752,-0.309,0.003,-2.881,-18.639,44.241339445114136
1.116,-3.829,-72.96531032080752,-0.315,0.057,-8.341,-19.759,44.24166917800903
1.107,-6.734,-72.96531032080752,-0.259,0.177,-3.301,-5.864,44.24198651313782
1.112,-11.389,-72.6370864401761,-0.226,0.146,-9.916,-0.789,44.24232220649719
0.957,-15.799,-72.6370864401761,-0.245,0.05,-5.121,-0.369,44.24266171455383
0.95,-18.634,-72.6370864401761,-0.274,0.152,7.864,-2.399,44.2466197013855
0.963,-18.739,-72.6370864401761,-0.204,0.113,8.774,-4.919,44.82435584068298
0.936,12.201,-70.87649020960299,-0.103,-0.067,-2.216,-0.964,44.82675552368164
1.2,13.426,-70.87649020960299,-0.071,0.013,-1.621,-1.069,44.82723808288574
0.984,15.106,-70.87649020960299,-0.027,-0.092,0.654,-4.079,44.82759380340576
1.215,16.821,-70.87649020960299,0.004,-0.035,-0.746,0.786,44.82788681983948
0.983,17.276,-70.87649020960299,-0.011,-0.051,-4.701,1.416,44.82821488380432
1.076,16.366,-70.87649020960299,-0.051,-0.033,-4.071,2.886,44.828537702560425
1.0,16.296,-70.87649020960299,-0.1,0.018,-2.811,1.311,44.82885217666626
0.759,17.766,-71.80852421685968,-0.071,-0.012,-1.761,0.576,44.82915449142456
0.914,20.216,-71.80852421685968,-0.04,-0.029,0.024,3.586,44.82941460609436
0.824,20.496,-71.80852421685968,-0.073,-0.0,1.074,3.726,44.82970428466797
1.108,20.601,-71.80852421685968,-0.071,0.002,4.784,0.016,45.4013249874115
1.057,-1.974,-74.33596264790772,-0.1,0.03,0.199,2.466,45.40364170074463
1.057,-1.379,-74.33596264790772,-0.039,0.03,0.199,2.466,45.4040470123291
0.741,-0.434,-74.33596264790772,-0.134,0.045,-0.256,-0.124,45.40435004234314
0.767,0.196,-74.33596264790772,0.01,0.003,1.634,1.311,45.40467858314514
0.886,0.651,-74.33596264790772,-0.054,0.018,8.249,-0.894,45.40495848655701
0.26,0.721,-74.33596264790772,-0.077,0.073,1.319,2.011,45.40522575378418
1.025,1.351,-74.33596264790772,-0.043,-0.139,1.004,7.716,45.40548801422119
0.953,0.791,-74.33596264790772,-0.157,0.105,-8.726,7.996,45.40574860572815
0.987,1.841,-74.33596264790772,-0.116,0.065,-12.821,11.496,45.4060115814209
0.908,3.451,-75.93328931703333,-0.069,-0.023,-21.991,10.691,45.40628004074097
1.073,6.776,-75.93328931703333,-0.122,0.201,-22.341,3.481,45.40654492378235
0.957,12.376,-75.93328931703333,-0.021,0.022,-17.616,5.231,45.97897958755493
1.014,0.511,-72.01380357367557,-0.123,-0.034,8.529,-2.749,45.98153495788574
0.98,0.511,-72.01380357367557,-0.15,-0.093,7.934,-0.684,45.981948137283325
0.952,0.371,-72.01380357367557,-0.175,-0.072,7.129,3.551,45.982280254364014
1.032,0.021,-72.01380357367557,-0.14,-0.049,6.254,7.786,45.98262143135071
0.974,-0.399,-72.01380357367557,-0.133,-0.074,4.679,9.746,45.982927322387695
1.064,-0.609,-72.01380357367557,-0.127,-0.035,2.159,11.391,45.9832649230957
0.951,-1.834,-72.01380357367557,-0.138,-0.061,-2.426,10.586,45.983575105667114
0.989,-2.709,-72.01380357367557,-0.132,-0.091,-4.316,9.116,45.983882427215576
0.99,-3.549,-72.01380357367557,-0.118,-0.124,-2.671,8.906,45.9841947555542
1.019,-3.409,-73.69176866461841,-0.068,-0.083,-1.796,9.641,45.98450684547424
1.144,-3.304,-73.69176866461841,-0.063,-0.066,-2.706,8.626,45.984816551208496
0.99,-2.849,-73.69176866461841,-0.074,-0.086,-2.811,6.771,46.59421110153198
1.093,-15.274,-72.87579333656649,-0.102,-0.105,0.654,3.166,46.59662914276123
1.293,-18.389,-72.87579333656649,0.032,0.155,-5.401,11.076,46.59702253341675
0.955,-19.684,-72.87579333656649,0.01,-0.014,-4.701,4.076,46.597397565841675
1.069,-18.844,-72.87579333656649,-0.045,0.046,-0.641,-0.964,46.59774112701416
1.035,-18.844,-72.87579333656649,-0.019,0.031,6.639,-1.069,46.59805130958557
0.836,-18.214,-72.87579333656649,0.01,0.044,6.184,-1.594,46.598358154296875
1.0,-16.639,-72.87579333656649,-0.012,0.109,2.929,-0.859,46.598649740219116
1.089,-15.274,-72.87579333656649,-0.012,0.112,-0.641,2.081,46.598939657211304
1.077,-13.594,-72.60833596296384,-0.042,0.112,-0.676,4.951,46.599220991134644
1.041,-9.044,-72.60833596296384,0.006,0.124,-2.916,2.746,46.5994827747345
1.025,-5.999,-72.60833596296384,0.002,0.129,-4.631,-1.314,46.60183596611023
1.043,-4.529,-72.60833596296384,-0.026,0.109,-4.176,-0.999,46.60220670700073
0.899,-1.414,-72.60833596296384,0.057,0.129,-6.801,1.416,46.602596282958984
1.017,2.226,-72.60833596296384,-0.031,0.171,-3.196,7.611,47.17919969558716
1.013,9.226,-74.94025579627282,0.049,0.081,-3.056,-5.934,47.179824352264404
1.042,8.631,-74.94025579627282,0.04,0.09,-3.336,-5.024,47.18029999732971
0.949,8.841,-74.94025579627282,0.026,0.082,-0.711,-3.169,47.18229007720947
0.994,8.841,-74.94025579627282,0.036,0.045,0.549,-3.169,47.182596921920776
1.032,8.771,-74.94025579627282,-0.017,0.124,3.104,-3.134,47.18287754058838
0.989,8.911,-74.94025579627282,0.008,0.07,2.929,-3.974,47.18314981460571
1.029,9.436,-74.94025579627282,0.04,0.105,0.794,-4.044,47.183414936065674
1.001,9.751,-75.04136392627913,0.044,0.081,0.409,-4.394,47.18369722366333
1.068,10.241,-75.04136392627913,0.038,0.088,0.514,-6.529,47.18396520614624
1.0,10.941,-75.04136392627913,0.057,0.118,-1.026,-7.544,47.18422555923462
0.968,13.286,-75.04136392627913,0.057,0.083,-1.341,-3.554,47.184900760650635
0.938,14.406,-75.04136392627913,0.011,0.077,1.004,-3.134,47.8142454624176
0.994,-3.619,-77.86081544367256,-0.004,0.084,2.719,2.116,47.816630125045776
1.027,-3.479,-77.86081544367256,0.006,0.073,3.944,2.116,47.81713652610779
0.965,-3.514,-77.72580288256293,0.01,0.075,3.979,1.836,47.81749248504639
1.022,-3.409,-77.72580288256293,0.019,0.049,2.999,0.366,47.81782841682434
1.044,-3.199,-77.72580288256293,0.009,0.061,2.194,0.296,47.8181517124176
1.027,-2.919,-77.72580288256293,0.004,0.058,1.809,0.506,47.81848955154419
1.014,-2.429,-77.72580288256293,0.003,0.03,1.319,-0.649,47.818806886672974
1.04,-1.974,-77.72580288256293,0.029,0.026,0.794,-1.174,47.819140672683716
1.004,-0.819,-77.72580288256293,0.018,0.024,-0.326,-1.279,47.819480657577515
1.024,-0.119,-77.72580288256293,-0.005,0.037,-0.221,-1.069,47.819807052612305
1.004,0.721,-77.72580288256293,0.004,0.036,-0.361,-0.509,47.820990324020386
0.994,1.911,-77.69622408655562,0.002,0.093,-0.221,-0.544,48.406022787094116
1.006,1.526,-75.74311213426057,-0.001,0.019,0.269,-0.019,48.408453702926636
1.004,1.911,-77.09447711287307,0.014,0.012,0.374,0.086,48.40892028808594
1.016,1.736,-77.09447711287307,0.003,0.028,0.969,0.086,48.40928792953491
1.006,1.421,-77.09447711287307,0.007,0.001,0.969,0.296,48.40960216522217
1.01,1.071,-77.09447711287307,0.021,0.022,0.514,0.156,48.40994071960449
1.028,0.686,-77.09447711287307,0.008,0.014,0.549,0.086,48.410301208496094
1.023,0.266,-77.09447711287307,0.007,0.013,0.339,-0.019,48.4106171131134
0.998,-0.259,-77.09447711287307,0.01,0.022,0.479,-0.264,48.41093564033508
1.007,-0.924,-77.09447711287307,0.004,0.035,0.024,-0.019,48.411253452301025
1.009,-1.204,-77.09447711287307,0.009,0.016,0.409,0.156,48.41156506538391
1.013,-1.519,-77.09447711287307,0.007,0.025,0.444,-0.019,48.41396427154541
1.005,-1.939,-77.12190555080818,0.012,0.012,0.374,0.016,49.03184247016907
1.012,-1.029,-77.39258624733142,0.013,0.027,0.479,0.156,49.03411602973938
1.013,-0.924,-77.39258624733142,0.012,0.026,0.444,0.156,49.034560441970825
1.015,-0.819,-77.39258624733142,0.013,0.034,0.374,-0.019,49.03493070602417
1.035,-0.609,-77.39258624733142,0.01,0.031,-0.011,0.156,49.0352828502655
1.01,-0.609,-77.39258624733142,0.01,0.032,0.164,0.016,49.035606145858765
1.017,-0.294,-77.39258624733142,0.015,0.037,-0.011,0.086,49.03592085838318
1.011,-0.049,-77.39258624733142,0.022,0.035,0.409,0.016,49.036229610443115
1.021,-0.049,-76.2399550051056,0.016,0.047,0.304,0.051,49.0365355014801
1.001,-0.049,-76.2399550051056,0.023,0.023,0.724,0.086,49.036821126937866
0.993,0.021,-76.2399550051056,0.022,0.042,0.619,0.016,49.037086963653564
1.025,-0.189,-76.2399550051056,0.02,0.042,0.584,0.191,49.65428161621094
1.001,-0.469,-77.2907653100582,0.014,0.027,0.339,0.121,49.65671110153198
1.017,-0.294,-77.2907653100582,0.014,0.029,0.654,0.051,49.65720462799072
1.03,-0.294,-77.2907653100582,0.021,0.043,0.549,0.156,49.657496213912964
1.001,-0.259,-77.2907653100582,0.021,0.026,0.514,-0.124,49.65775203704834
1.018,-0.049,-77.2907653100582,0.023,0.017,0.549,0.261,49.65799880027771
1.012,-0.119,-77.27740115324612,0.018,0.032,0.549,0.191,49.6582555770874
1.007,-0.154,-77.27740115324612,0.022,0.019,0.619,-0.019,49.65850234031677
1.017,0.021,-77.27740115324612,0.016,0.024,0.549,0.051,49.65874171257019
1.004,0.196,-77.27740115324612,0.017,0.013,0.724,0.086,49.65897750854492
1.008,0.266,-77.27740115324612,0.02,0.035,0.584,-0.054,49.65921211242676
1.013,0.231,-77.27740115324612,0.02,0.004,0.584,-0.019,49.663506507873535
1.012,0.196,-77.27740115324612,0.002,0.023,0.654,0.121,50.268458127975464
0.999,-0.609,-77.94056949353488,0.015,0.03,0.654,0.191,50.270916223526
1.013,-0.714,-76.2903797654611,0.005,0.033,0.794,0.156,50.271411657333374
