vz,time,ax,ay,vx,comp,az,vy
-0.069,1.4173903465270996,0.056,-0.017,-0.22,-81.2665574130074,1.014,0.763
-0.139,1.4193346500396729,0.053,-0.016,-0.08,-81.17962044797895,1.021,0.588
-0.139,1.419706106185913,0.06,-0.019,-0.185,-81.17962044797895,1.019,0.763
-0.139,1.4199771881103516,0.058,-0.011,-0.01,-81.17962044797895,1.009,0.903
-0.034,1.4202508926391602,0.056,-0.014,-0.01,-81.40543711156451,1.009,0.588
-0.314,1.4205212593078613,0.059,-0.004,-0.01,-81.40543711156451,1.014,0.728
-0.209,1.4207720756530762,0.056,-0.012,0.025,-81.40543711156451,1.012,0.623
-0.069,1.421018362045288,0.063,-0.012,-0.045,-81.40543711156451,1.016,0.763
-0.384,1.4212656021118164,0.06,-0.024,-0.15,-81.40543711156451,1.01,0.658
-0.174,1.4215161800384521,0.054,-0.014,-0.01,-81.40543711156451,1.013,0.623
-0.209,1.421752691268921,0.057,-0.018,-0.115,-81.40543711156451,1.013,0.868
-0.174,1.955482006072998,0.056,-0.009,-0.08,-81.40543711156451,1.012,0.798
-0.139,1.9576938152313232,0.052,0.001,0.06,-81.37583810387287,1.011,0.798
-0.279,1.9580280780792236,0.055,-0.011,0.095,-81.37583810387287,1.019,0.588
-0.209,1.9582550525665283,0.048,-0.027,-0.255,-81.37583810387287,1.018,0.798
-0.244,1.9584667682647705,0.057,-0.012,-0.08,-81.37583810387287,1.011,0.658
-0.139,1.9586658477783203,0.053,-0.019,-0.22,-81.37583810387287,1.004,0.623
-0.104,1.9588613510131836,0.056,-0.014,0.025,-81.37583810387287,1.013,0.693
-0.139,1.959059715270996,0.061,-0.013,0.095,-81.37583810387287,1.011,0.588
0.001,1.9592528343200684,0.054,-0.017,-0.185,-81.37583810387287,0.992,0.693
-0.174,1.959460973739624,0.056,-0.018,0.06,-81.03347044132164,1.02,0.623
0.036,1.9596648216247559,0.063,-0.006,-0.29,-81.03347044132164,1.021,0.728
-0.104,2.5337870121002197,0.059,-0.007,0.06,-81.03347044132164,1.005,0.623
-0.209,2.535965919494629,0.061,0.003,-0.255,-81.04820442563754,1.0,0.833
-0.104,2.536311388015747,0.057,-0.018,-0.08,-81.04820442563754,1.02,0.588
-0.069,2.536540985107422,0.053,-0.017,-0.01,-81.04820442563754,1.015,0.588
-0.244,2.5367519855499268,0.055,-0.01,-0.185,-81.04820442563754,1.005,0.763
-0.209,2.5369603633880615,0.049,-0.024,-0.08,-81.04820442563754,1.014,0.693
-0.279,2.537163496017456,0.058,-0.016,-0.15,-81.04820442563754,1.03,0.658
-0.174,2.5373733043670654,0.05,-0.03,0.095,-81.04820442563754,1.019,0.728
-0.034,2.5375683307647705,0.047,-0.009,-0.045,-81.04820442563754,1.008,0.728
-0.139,2.5377612113952637,0.052,-0.027,-0.01,-81.04820442563754,1.02,0.588
-0.069,2.5379505157470703,0.051,-0.017,-0.115,-81.45092317958131,1.015,0.623
-0.174,3.137328624725342,0.053,-0.019,-0.15,-81.45092317958131,1.012,0.763
-7.559,3.1397807598114014,0.083,-0.065,-5.575,-81.6779448617906,0.916,-4.767
-6.859,3.1402976512908936,0.084,-0.078,-6.135,-81.6779448617906,0.989,-7.672
-5.879,3.1406586170196533,0.07,-0.031,-7.5,-81.6779448617906,1.011,-9.282
-3.849,3.1409976482391357,0.061,-0.052,-6.485,-81.6779448617906,1.003,-8.477
-2.764,3.1413302421569824,0.047,-0.027,-4.14,-81.6779448617906,1.037,-4.732
-1.294,3.1415998935699463,0.053,-0.02,-1.97,-81.6779448617906,1.079,-0.882
-0.769,3.1418490409851074,0.057,-0.035,-1.445,-81.6779448617906,1.055,2.198
-0.034,3.1421878337860107,0.066,-0.042,-0.22,-82.57431845722411,0.973,1.568
-0.034,3.142551898956299,0.068,0.003,-0.22,-82.57431845722411,0.973,1.568
1.646,3.1429009437561035,0.081,-0.061,-3.86,-82.57431845722411,0.949,-0.707
1.681,3.1431493759155273,0.053,-0.067,-2.81,-82.57431845722411,0.97,-2.457
2.066,3.7452614307403564,0.072,-0.069,-4.56,-82.57431845722411,0.999,-3.752
-13.404,3.747180700302124,0.112,-0.067,5.38,-80.98173617070809,1.001,5.488
-12.774,3.7475810050964355,0.125,-0.103,6.29,-80.98173617070809,0.938,6.328
-12.914,3.7478842735290527,0.09,-0.103,8.775,-80.98173617070809,0.933,3.318
-11.059,3.748185157775879,0.108,-0.028,6.5,-80.98173617070809,1.016,2.303
-13.089,3.7484867572784424,0.13,-0.083,-1.585,-80.98173617070809,1.107,0.063
-13.299,3.7487618923187256,0.07,-0.049,4.085,-80.91704114254306,1.019,0.238
-14.034,3.7490341663360596,0.104,-0.066,2.685,-80.91704114254306,1.094,2.268
-15.084,3.7493040561676025,0.122,-0.049,3.21,-80.91704114254306,1.056,1.988
-16.064,3.749588966369629,0.103,-0.037,6.78,-80.91704114254306,0.961,-0.182
-17.779,3.7498490810394287,0.122,-0.025,-0.815,-80.91704114254306,0.982,-4.347
-17.744,4.215759754180908,0.109,-0.031,-4.735,-80.91704114254306,1.062,-5.922
-6.334,4.21800422668457,0.076,-0.039,7.9,-79.18175365407009,1.109,7.658
-5.004,4.218338251113892,0.054,-0.103,3.0,-79.18175365407009,1.037,4.123
-3.814,4.218586683273315,0.198,0.004,2.72,-79.18175365407009,0.762,1.813
-2.169,4.2188639640808105,-0.016,-0.075,4.19,-79.18175365407009,1.003,6.258
-0.454,4.219184160232544,0.195,-0.034,9.195,-79.18175365407009,1.153,9.548
0.806,4.219455242156982,0.026,-0.058,15.075,-79.18175365407009,1.097,11.018
2.556,4.2197184562683105,-0.003,-0.12,27.29,-79.18175365407009,0.955,23.058
3.921,4.220012426376343,0.058,-0.057,32.12,-78.94841671416575,0.946,28.973
3.571,4.22029185295105,0.04,-0.036,36.32,-78.94841671416575,0.928,30.863
3.361,4.220535755157471,0.131,-0.051,35.375,-78.94841671416575,1.008,36.393
1.506,4.705358266830444,0.152,-0.032,36.6,-78.94841671416575,1.057,36.708
7.946,4.707590341567993,0.03,0.031,2.37,-78.2983684856334,1.054,5.593
9.696,4.708008289337158,0.037,0.022,0.97,-78.2983684856334,1.054,3.633
10.536,4.708272695541382,0.012,0.053,0.34,-78.2983684856334,1.006,1.568
10.816,4.70849609375,0.009,0.027,1.845,-78.2983684856334,1.015,-0.532
10.816,4.708709955215454,-0.043,0.029,5.695,-78.2983684856334,0.999,-0.532
13.021,4.708913803100586,-0.037,0.073,10.28,-78.2983684856334,0.952,-1.442
14.071,4.709110736846924,-0.009,0.071,11.225,-79.26722986656414,0.994,-3.892
14.421,4.709306716918945,0.014,0.086,11.96,-79.26722986656414,1.028,-9.037
14.421,4.709498643875122,0.014,0.086,11.96,-79.26722986656414,1.028,-9.037
14.421,4.709687232971191,-0.029,0.094,10.105,-79.26722986656414,0.987,-13.062
13.931,4.709880590438843,-0.017,0.099,9.02,-79.26722986656414,1.101,-11.312
13.791,5.154882431030273,0.035,0.133,12.38,-79.26722986656414,1.039,-4.522
-4.164,5.155391216278076,0.067,0.153,3.21,-81.58811357781111,1.072,-3.402
-2.659,5.1556572914123535,0.092,0.18,-0.36,-82.4495791249045,0.982,-3.577
-0.454,5.155872583389282,0.053,0.162,-0.115,-82.4495791249045,0.956,-1.477
1.226,5.156080007553101,0.06,0.175,0.97,-82.4495791249045,0.982,-0.672
2.731,5.156338930130005,0.079,0.15,1.635,-82.4495791249045,1.006,-0.217
4.236,5.156542062759399,0.091,0.163,1.215,-82.4495791249045,0.953,-0.567
5.951,5.156736135482788,0.085,0.161,1.495,-82.4495791249045,0.988,-1.862
7.246,5.156930923461914,0.11,0.17,2.825,-82.4495791249045,0.983,-1.687
8.401,5.157128810882568,0.14,0.121,5.52,-82.4495791249045,0.969,-1.932
9.416,5.159078598022461,0.117,0.194,7.725,-82.4495791249045,1.041,-3.157
9.976,5.164868354797363,0.087,0.203,10.245,-82.4495791249045,1.092,-4.312
9.871,5.620256662368774,0.104,0.213,14.55,-82.19147736517144,1.067,-6.027
2.031,5.622741222381592,0.181,0.176,-1.13,-82.55000389507644,0.934,0.378
3.291,5.623194932937622,0.158,0.194,1.565,-82.55000389507644,1.006,0.343
5.566,5.623431205749512,0.163,0.175,4.575,-82.55000389507644,0.984,-2.422
5.986,5.623669862747192,0.181,0.228,3.595,-82.55000389507644,0.984,-2.422
7.211,5.623876333236694,0.184,0.089,4.75,-82.51270476794647,1.084,-4.137
8.856,5.624077320098877,0.152,0.16,4.085,-82.51270476794647,1.058,-4.347
8.401,5.6242921352386475,0.148,0.155,-0.185,-82.51270476794647,0.968,-2.632
8.506,5.624491453170776,0.158,0.129,-2.81,-82.51270476794647,0.995,0.623
8.821,5.62468409538269,0.182,0.171,-2.6,-82.51270476794647,0.988,1.078
9.521,5.6248743534088135,0.191,0.153,-5.435,-82.51270476794647,1.005,1.253
11.061,6.108309030532837,0.23,0.174,-6.87,-82.51270476794647,0.998,0.658
20.441,6.110377788543701,0.108,0.069,-16.32,-82.7114376266353,0.881,18.543
21.456,6.110765695571899,0.125,0.057,-14.85,-82.7114376266353,1.032,17.248
21.666,6.111056089401245,0.159,0.051,-14.85,-82.7114376266353,0.972,16.793
20.476,6.111325979232788,0.13,0.072,-18.14,-82.7114376266353,0.995,17.073
19.566,6.111584186553955,0.135,0.04,-16.985,-82.7114376266353,1.19,16.303
19.391,6.11184549331665,0.11,0.156,-10.58,-82.7114376266353,1.41,12.978
14.456,6.11209511756897,0.034,0.042,-5.645,-83.06565109873044,1.138,-1.022
12.286,6.112443208694458,0.072,0.031,-0.57,-83.06565109873044,0.992,-6.727
12.286,6.112681150436401,0.098,0.099,5.31,-83.06565109873044,0.989,-6.727
10.046,6.112921476364136,0.134,0.141,5.31,-83.06565109873044,0.752,3.073
3.431,6.114765644073486,-0.1,-0.146,-28.71,-83.06565109873044,0.909,27.643
2.311,6.116581916809082,0.019,0.156,-24.44,-83.06565109873044,0.623,28.903
1.961,6.118455410003662,-0.006,0.128,-26.19,-83.06565109873044,0.997,29.498
2.346,6.5773327350616455,0.149,0.182,-26.155,-83.06565109873044,1.031,16.758
-21.839,6.57918381690979,0.075,0.018,-19.19,-81.86989764584403,1.061,6.888
-22.364,6.579573392868042,0.054,0.079,-17.16,-81.86989764584403,0.997,5.453
-22.469,6.5798728466033936,0.012,0.015,-17.125,-81.86989764584403,1.029,3.878
-22.399,6.580187797546387,0.055,0.011,-14.01,-81.86989764584403,0.959,1.603
-21.384,6.5805065631866455,0.062,0.025,-9.425,-81.86989764584403,0.904,-1.372
-19.319,6.580773591995239,0.074,0.008,-8.025,-81.86989764584403,0.94,-3.507
-16.904,6.581039190292358,0.051,0.002,-8.445,-81.7529530339598,0.931,-6.307
-13.894,6.581313133239746,0.081,-0.022,-9.565,-81.7529530339598,0.976,-8.267
-9.099,6.581568002700806,0.081,-0.007,-12.155,-81.7529530339598,1.077,-9.002
-8.014,6.581806182861328,0.112,-0.039,-13.1,-81.7529530339598,1.109,-9.142
-5.914,6.5820581912994385,0.095,-0.036,-13.415,-81.7529530339598,1.075,-8.477
-3.884,7.0601301193237305,0.083,-0.022,-11.63,-81.7529530339598,1.022,-5.502
-2.134,7.060694456100464,0.08,-0.091,-10.755,-82.6806673144285,0.96,-6.097
-2.799,7.062585830688477,0.114,-0.074,-9.74,-82.6806673144285,1.019,-5.292
-3.289,7.062994480133057,0.107,-0.081,-9.18,-82.6806673144285,1.039,-5.887
-3.184,7.0632922649383545,0.12,-0.095,-5.085,-82.6806673144285,1.044,-5.012
-2.869,7.063574314117432,0.084,-0.076,-3.405,-82.6806673144285,1.004,-4.067
-2.449,7.063842058181763,0.116,-0.097,-3.3,-82.6806673144285,0.963,-1.652
-1.714,7.0641069412231445,0.113,-0.084,-2.285,-83.41144531029744,0.942,-0.007
-1.399,7.064393043518066,0.114,-0.107,7.235,-83.41144531029744,0.977,0.343
-1.539,7.064650774002075,0.117,-0.103,-0.5,-83.41144531029744,1.004,-0.252
-1.084,7.06490159034729,0.129,-0.104,-0.36,-83.41144531029744,1.006,-0.077
-0.629,7.068650245666504,0.132,-0.096,-0.815,-83.41144531029744,0.997,1.253
-0.244,7.558640956878662,0.131,-0.114,-0.815,-83.41144531029744,1.03,0.798
1.436,7.5608532428741455,0.079,-0.087,-2.81,-82.70826507357809,1.02,-3.472
3.991,7.5613086223602295,0.11,-0.085,1.04,-82.70826507357809,0.951,-0.042
4.236,7.561640024185181,0.123,-0.083,3.245,-82.70826507357809,0.932,0.343
4.691,7.561952352523804,0.137,-0.076,4.68,-82.70826507357809,0.972,0.273
4.236,7.562252759933472,0.127,-0.083,4.785,-82.70826507357809,0.97,0.483
4.236,7.5625646114349365,0.121,-0.076,4.12,-82.70826507357809,0.996,0.483
3.606,7.5628743171691895,0.121,-0.08,4.05,-81.67352223992779,1.039,2.338
2.171,7.56318736076355,0.124,-0.086,4.085,-81.67352223992779,1.023,2.828
1.051,7.563492059707642,0.152,-0.078,4.4,-81.67352223992779,1.011,1.778
1.051,7.563788652420044,0.146,-0.099,4.68,-81.67352223992779,0.999,1.778
-0.419,8.04551100730896,0.126,-0.087,4.015,-81.67352223992779,1.01,-0.532
-22.259,8.046083927154541,0.145,-0.048,21.795,-81.48611314507261,0.945,18.158
-23.134,8.047871112823486,0.178,-0.024,28.585,-81.48611314507261,1.014,22.918
-23.449,8.048181295394897,0.169,-0.103,28.55,-80.09714274059125,0.974,25.683
-23.624,8.048460006713867,0.161,-0.07,29.565,-80.09714274059125,0.833,26.733
-23.694,8.048725128173828,0.236,0.005,29.25,-80.09714274059125,0.948,24.843
-23.624,8.048985719680786,0.199,-0.052,29.425,-80.09714274059125,0.97,28.308
-23.694,8.04924488067627,0.171,-0.101,23.195,-80.09714274059125,0.996,31.178
-22.644,8.049501657485962,0.194,-0.106,26.205,-80.09714274059125,1.059,33.873
-24.884,8.049759864807129,0.155,-0.055,31.105,-80.09714274059125,0.936,29.883
-25.234,8.050025939941406,0.242,0.039,30.755,-80.09714274059125,0.972,23.548
-26.494,8.050819158554077,0.176,-0.087,31.315,-80.09714274059125,0.914,21.518
-28.209,8.051106452941895,0.109,-0.077,27.955,-80.09714274059125,1.068,25.613
-29.784,8.051393032073975,0.047,0.017,23.79,-79.14135945404135,1.177,24.108
-29.889,8.051736831665039,0.086,0.013,4.505,-79.14135945404135,1.313,22.883
-27.964,8.052144289016724,-0.101,0.118,9.475,-79.14135945404135,1.062,15.568
-28.314,8.052506923675537,0.038,0.052,-1.445,-79.14135945404135,0.965,14.413
-28.594,8.052770614624023,-0.066,0.057,-6.275,-79.14135945404135,1.024,16.093
-26.039,8.553935050964355,-0.016,0.16,7.41,-79.14135945404135,0.918,17.038
16.206,8.55617880821228,0.025,0.157,11.26,-79.17407874601284,0.963,-6.202
15.261,8.556554317474365,0.108,0.092,6.64,-79.17407874601284,1.006,-8.232
12.076,8.556797504425049,0.034,0.13,4.365,-79.17407874601284,0.897,-4.522
10.886,8.557055950164795,0.116,0.156,4.96,-79.81259360437556,0.893,-10.402
10.606,8.557310819625854,0.116,0.156,4.96,-79.81259360437556,0.893,-10.437
8.926,8.557570934295654,0.106,0.114,8.915,-79.81259360437556,1.078,-12.222
6.476,8.55783724784851,0.046,0.133,14.235,-79.81259360437556,1.044,-0.497
3.361,8.55806040763855,0.117,0.15,19.24,-79.81259360437556,1.065,-9.912
2.591,8.558271884918213,0.126,0.092,19.205,-79.81259360437556,1.029,-9.142
1.226,8.558478832244873,0.126,0.092,19.625,-79.81259360437556,1.123,-10.402
-1.959,8.561553001403809,0.093,0.008,15.95,-79.81259360437556,1.003,-9.982
-2.939,9.058552980422974,0.125,0.07,11.33,-79.81259360437556,0.909,-9.212
6.476,9.060927629470825,0.124,0.016,-3.44,-80.56276839058548,0.885,-2.562
4.761,9.061306953430176,0.154,0.142,-1.34,-81.4073501205135,0.932,-0.882
4.936,9.061540365219116,0.176,0.143,-0.045,-81.4073501205135,0.948,-1.197
4.691,9.06174898147583,0.178,0.116,-2.075,-81.4073501205135,0.951,-0.812
4.061,9.06195330619812,0.164,0.097,-0.465,-81.4073501205135,0.904,-1.862
3.396,9.062237024307251,0.146,0.147,0.515,-81.4073501205135,0.976,-2.947
3.011,9.062461137771606,0.146,0.135,-1.2,-81.4073501205135,1.02,-2.772
2.906,9.062671661376953,0.144,0.122,-1.375,-81.4073501205135,1.044,-2.562
2.941,9.062942504882812,0.137,0.149,-2.95,-81.4073501205135,0.999,-2.142
2.906,9.06324553489685,0.132,0.155,-4.28,-81.4073501205135,0.986,-1.967
3.921,9.49750566482544,0.131,0.143,-3.545,-81.4073501205135,0.983,-4.207
14.036,9.499502420425415,0.18,0.148,-13.975,-81.89150691505442,0.998,13.923
13.931,9.499799013137817,0.186,0.159,-13.485,-81.89150691505442,1.016,14.553
13.791,9.500028610229492,0.209,0.157,-10.93,-81.89150691505442,0.998,13.048
13.931,9.500354051589966,0.194,0.175,-10.475,-81.89150691505442,1.013,12.663
13.966,9.500600576400757,0.151,0.118,-10.02,-81.89150691505442,0.956,10.878
13.581,9.500890493392944,0.172,0.12,-7.85,-81.89150691505442,1.013,10.773
12.391,9.501197814941406,0.147,0.174,-5.715,-81.89150691505442,0.979,9.303
11.131,9.501477241516113,0.147,0.14,-7.885,-82.4346789315677,1.007,11.193
10.606,9.501753330230713,0.156,0.115,-10.58,-82.4346789315677,1.055,12.523
10.151,9.5020170211792,0.142,0.114,-11.63,-82.4346789315677,1.054,12.908
9.451,9.943368911743164,0.157,0.117,-13.555,-82.4346789315677,1.001,16.128
-2.939,9.945292949676514,0.118,0.046,-6.485,-81.784399850299,1.042,-4.837
-2.554,9.945676803588867,0.126,0.062,-4.0,-81.784399850299,1.045,-3.262
-1.329,9.945911884307861,0.135,0.081,-6.03,-81.57303097851933,1.057,-0.217
-0.489,9.9461510181427,0.14,0.098,-6.835,-81.57303097851933,1.059,1.533
0.351,9.946356296539307,0.085,0.134,-6.835,-81.57303097851933,1.098,2.933
-2.624,9.946552991867065,0.132,0.051,-12.75,-81.57303097851933,1.072,5.243
-5.354,9.946798324584961,0.075,0.142,-10.79,-81.57303097851933,1.002,4.613
-8.644,9.947078227996826,0.102,0.119,-7.85,-81.57303097851933,0.866,8.218
-12.739,9.947335720062256,0.066,0.156,-6.835,-81.57303097851933,1.04,4.298
-12.739,9.947614431381226,0.112,0.096,-9.88,-81.57303097851933,0.943,4.298
-14.839,10.430665254592896,0.09,0.143,-10.545,-81.57303097851933,0.975,-1.372
-4.374,10.43116307258606,0.137,-0.021,-7.815,-80.24333336158632,1.018,-2.072
-3.079,10.432910442352295,0.123,-0.059,-8.725,-80.24333336158632,1.034,-3.157
-1.294,10.433133602142334,0.287,0.041,-8.41,-80.76120802002201,0.871,-4.312
0.736,10.433332204818726,0.134,0.094,-9.74,-80.76120802002201,0.948,-3.822
1.646,10.433526039123535,-0.006,-0.018,-12.4,-80.76120802002201,1.013,-3.577
3.151,10.433708906173706,0.125,-0.074,-11.0,-80.76120802002201,0.996,-7.427
3.781,10.433894634246826,0.077,-0.03,-10.475,-80.76120802002201,0.97,-9.282
5.496,10.434075832366943,0.128,-0.067,-11.105,-80.76120802002201,0.982,-9.212
6.686,10.434300184249878,0.14,-0.07,-13.52,-80.76120802002201,1.027,-10.577
7.246,10.434526920318604,0.098,-0.044,-14.08,-80.76120802002201,1.032,-10.087
7.806,10.906211853027344,0.112,-0.05,-15.375,-80.76120802002201,1.052,-9.947
-5.214,10.908273935317993,0.15,-0.118,-12.505,-82.88595775161772,0.985,-8.197
-5.669,10.908658504486084,0.14,-0.073,-12.75,-82.88595775161772,0.969,-8.617
-5.914,10.908967018127441,0.144,-0.116,-8.305,-82.88595775161772,1.063,-8.232
-5.249,10.909258842468262,0.136,-0.096,-4.945,-82.88595775161772,1.122,-5.327
-4.094,10.909549236297607,0.149,-0.11,-4.525,-82.09765360639899,1.044,-1.827
-3.219,10.909839391708374,0.141,-0.092,-1.9,-82.09765360639899,0.943,1.498
-2.974,10.910120010375977,0.139,-0.092,0.235,-82.09765360639899,0.906,2.583
-2.974,10.910393953323364,0.165,-0.092,-0.22,-82.09765360639899,0.877,0.798
-2.904,10.91066288948059,0.157,-0.074,-0.71,-82.09765360639899,0.966,-0.917
-3.639,10.910929918289185,0.159,-0.076,-1.305,-82.09765360639899,1.01,-1.477
-4.199,11.421125888824463,0.16,-0.081,-0.815,-82.09765360639899,1.065,1.498
-5.774,11.42337417602539,0.138,-0.092,4.015,-81.72875134575163,1.001,1.988
-6.474,11.4237642288208,0.161,-0.104,4.33,-80.94236351632827,0.985,-0.112
-6.229,11.42402720451355,0.181,-0.077,4.645,-80.94236351632827,0.955,-1.547
-6.194,11.424359321594238,0.173,-0.094,5.205,-80.94236351632827,0.975,-3.577
-5.599,11.424684047698975,0.16,-0.12,5.8,-80.94236351632827,0.974,-5.642
-4.444,11.424997329711914,0.2,-0.091,5.765,-80.94236351632827,1.017,-7.637
-1.819,11.425318479537964,0.167,-0.145,3.315,-80.94236351632827,1.049,-6.307
0.456,11.425657272338867,0.144,-0.105,4.33,-80.94236351632827,1.011,-1.442
2.101,11.42600131034851,0.145,-0.134,4.505,-80.94236351632827,0.974,1.183
4.551,11.426257133483887,0.137,-0.144,4.785,-80.94236351632827,0.997,3.423
6.441,11.426470756530762,0.154,-0.129,5.135,-80.94236351632827,0.981,5.383
7.386,11.429317474365234,0.166,-0.102,7.375,-80.94236351632827,0.928,4.928
7.701,11.981993675231934,0.162,-0.109,11.33,-81.18883595485924,0.938,4.053
15.401,11.984281301498413,-0.069,0.151,17.175,-77.19872303280312,1.135,-0.952
18.936,11.984766006469727,-0.089,0.164,18.54,-77.19872303280312,0.962,-1.757
25.726,11.98515510559082,-0.043,0.159,13.885,-77.19872303280312,0.921,-4.102
30.101,11.985517978668213,0.02,0.144,12.59,-77.19872303280312,0.946,-5.992
31.291,11.985767364501953,0.11,0.171,13.15,-77.55970554207296,1.021,-7.602
29.086,11.986006736755371,0.049,0.107,20.78,-77.55970554207296,1.11,-9.632
27.371,11.98623538017273,0.071,0.08,30.58,-77.55970554207296,1.041,-6.482
26.356,11.986478090286255,0.16,0.179,27.99,-77.55970554207296,0.849,0.518
25.236,11.98681926727295,0.172,0.017,21.76,-77.55970554207296,1.19,7.553
23.066,11.987065553665161,0.142,-0.028,20.885,-77.55970554207296,1.363,3.143
19.706,11.987844705581665,0.09,0.073,24.91,-77.55970554207296,0.903,-0.427
19.146,12.534106254577637,0.139,0.181,7.445,-77.55970554207296,0.734,9.933
-5.179,12.53639531135559,0.072,0.168,11.26,-79.53677413078903,0.941,-7.182
-3.639,12.536882162094116,0.061,0.167,12.66,-79.53677413078903,0.993,-5.292
-1.854,12.537169456481934,0.083,0.172,12.695,-79.53677413078903,0.99,-5.397
0.351,12.537424087524414,0.114,0.174,13.115,-79.53677413078903,0.986,-4.977
2.696,12.537681818008423,0.092,0.181,11.925,-79.53677413078903,0.98,-5.852
4.551,12.537929058074951,0.114,0.18,9.125,-79.53677413078903,0.98,-6.692
5.881,12.538178205490112,0.116,0.155,8.565,-79.53677413078903,0.998,-6.517
7.001,12.53843069076538,0.116,0.125,7.62,-79.53677413078903,1.006,-3.752
7.351,12.53868293762207,0.153,0.165,6.815,-79.39614174012866,1.025,-4.067
7.666,12.538949489593506,0.129,0.16,5.905,-79.39614174012866,1.017,-3.717
7.106,13.112229585647583,0.126,0.167,5.94,-79.39614174012866,1.023,-3.507
13.266,13.11430025100708,0.157,0.137,-6.03,-81.23002293183255,1.06,3.948
12.741,13.114768505096436,0.182,0.117,-6.625,-81.23002293183255,1.011,3.948
12.496,13.115086317062378,0.166,0.119,-6.135,-81.23002293183255,1.02,4.438
11.691,13.115385293960571,0.179,0.178,-5.015,-81.23002293183255,1.006,5.383
10.536,13.115682363510132,0.182,0.106,-5.715,-81.23002293183255,1.023,4.403
9.241,13.115971326828003,0.186,0.165,-7.36,-81.23002293183255,0.971,4.893
8.576,13.116273164749146,0.192,0.135,-7.675,-81.23002293183255,0.966,4.473
8.051,13.116577386856079,0.179,0.15,-6.835,-81.23002293183255,0.94,4.998
7.561,13.116851091384888,0.181,0.116,-5.785,-80.9200053901878,0.942,5.313
7.421,13.117126703262329,0.158,0.132,-5.26,-80.9200053901878,0.966,5.383
7.141,13.121576309204102,0.17,0.139,-7.08,-80.9200053901878,1.014,6.573
7.071,13.640663385391235,0.182,0.143,-7.99,-80.9200053901878,1.04,7.833
-3.429,13.642755270004272,-0.064,-0.033,-0.885,-81.48142386975101,0.997,4.158
-2.344,13.643203020095825,-0.072,-0.024,-0.675,-81.48142386975101,0.959,8.813
-2.099,13.643528461456299,-0.058,-0.037,-3.44,-81.48142386975101,1.031,11.543
-0.804,13.643832921981812,-0.018,-0.026,-3.44,-81.48142386975101,1.032,9.408
0.211,13.644181966781616,0.003,-0.003,-3.265,-81.48142386975101,0.989,6.608
0.036,13.64450216293335,0.045,-0.029,-2.04,-81.22854452787155,1.023,0.623
0.421,13.644800901412964,0.031,-0.034,-0.605,-81.22854452787155,0.985,0.238
0.421,13.645088911056519,-0.006,-0.048,-0.255,-81.22854452787155,0.901,-0.462
-0.279,13.645371675491333,0.04,-0.017,-7.08,-81.22854452787155,1.028,-0.042
0.316,13.645652532577515,0.059,-0.01,-12.82,-81.22854452787155,0.982,-0.812
0.386,13.646085977554321,0.011,0.018,-17.02,-81.22854452787155,0.969,-3.017
0.351,13.647522449493408,0.049,0.016,-17.51,-81.22854452787155,1.001,-3.682
-0.594,14.151678085327148,0.091,0.027,-16.95,-81.22854452787155,1.036,-4.417
8.086,14.153778076171875,0.124,-0.026,-16.845,-79.62223251568707,1.023,-14.777
8.646,14.154244184494019,0.124,-0.047,-16.075,-79.62223251568707,0.985,-9.667
7.631,14.15457534790039,0.134,-0.019,-12.785,-79.39214457342425,0.986,-6.657
7.246,14.154889583587646,0.113,-0.033,-11.07,-79.39214457342425,1.039,-3.717
7.211,14.155210256576538,0.154,-0.064,-8.655,-79.39214457342425,1.074,-5.012
7.246,14.155508756637573,0.094,-0.056,-7.92,-79.39214457342425,0.924,-3.892
6.721,14.155800819396973,0.13,-0.086,-8.13,-79.39214457342425,0.932,-1.827
6.721,14.156085729598999,0.129,-0.054,-7.605,-79.39214457342425,0.942,-0.252
6.651,14.15639615058899,0.115,-0.067,-6.8,-79.39214457342425,0.98,-2.247
6.371,14.156676769256592,0.124,-0.072,-6.38,-79.39214457342425,0.98,-3.402
6.476,14.158814191818237,0.102,-0.086,-4.49,-79.39214457342425,0.968,-5.677
7.281,14.675363540649414,0.073,-0.087,-6.24,-79.39214457342425,0.981,-5.082
-6.614,14.677562236785889,0.139,-0.08,3.07,-80.59921995897616,1.016,3.738
-7.874,14.677916288375854,0.148,-0.082,1.145,-81.23654752385906,1.015,3.668
-9.099,14.678171396255493,0.091,-0.094,1.74,-81.23654752385906,1.042,1.988
-10.604,14.678407192230225,0.138,-0.106,1.39,-81.23654752385906,1.048,1.078
-12.564,14.678639650344849,0.179,-0.102,0.62,-81.23654752385906,1.038,-1.337
-14.069,14.678866386413574,0.124,-0.082,-0.465,-81.23654752385906,1.011,-2.842
-15.749,14.679093837738037,0.171,-0.115,-1.795,-81.23654752385906,1.022,-1.967
-16.764,14.679320335388184,0.165,-0.088,1.285,-81.23654752385906,1.019,-2.352
-17.114,14.679543733596802,0.156,-0.075,3.175,-81.23654752385906,1.057,-3.892
-17.989,14.679768800735474,0.161,-0.082,7.62,-81.23654752385906,1.018,-4.417
-18.024,15.226963758468628,0.143,-0.057,7.375,-79.66701449141738,0.98,-5.117
