comp,ax,time,ay,vx,az,vy,vz
-80.27556433842216,-0.03,3.545815944671631,0.066,0.022,1.005,1.138,-0.052
-80.27556433842216,-0.028,3.547555923461914,0.058,-0.258,1.0,1.103,-0.122
-80.27556433842216,-0.029,3.547905683517456,0.059,-0.083,1.025,0.998,-0.157
-80.27556433842216,-0.026,3.5482234954833984,0.058,-0.048,0.996,0.858,-0.122
-80.27556433842216,-0.025,3.5485451221466064,0.057,-0.153,1.027,0.928,-0.192
-80.27556433842216,-0.025,3.548844575881958,0.054,-0.153,1.003,0.928,-0.192
-80.27556433842216,-0.033,3.549154758453369,0.047,-0.188,1.001,0.928,-0.192
-80.27556433842216,-0.025,3.549455404281616,0.054,-0.153,1.023,0.823,-0.227
-80.27556433842216,-0.028,3.549750804901123,0.056,-0.188,1.011,0.893,-0.192
-80.52983728942152,-0.034,3.5500001907348633,0.056,-0.048,1.001,0.963,-0.227
-80.52983728942152,-0.033,3.550222635269165,0.058,-0.013,1.016,0.683,-0.192
-80.52983728942152,-0.024,4.026691913604736,0.069,-0.328,0.998,1.068,0.053
-79.5517351085848,-0.021,4.027165651321411,0.063,-0.398,1.015,0.788,0.018
-80.01767228872775,-0.023,4.028769493103027,0.064,-0.293,1.001,0.788,-0.052
-80.01767228872775,-0.031,4.029004335403442,0.052,-0.223,1.018,0.928,0.018
-80.01767228872775,-0.033,4.029217004776001,0.047,-0.223,1.019,1.173,-0.087
-80.01767228872775,-0.029,4.029422283172607,0.045,-0.118,1.002,1.173,-0.087
-80.01767228872775,-0.023,4.029618501663208,0.05,-0.223,1.002,0.893,-0.122
-80.01767228872775,-0.031,4.02982497215271,0.054,-0.153,1.011,0.823,-0.262
-80.01767228872775,-0.03,4.0300188064575195,0.053,-0.223,1.007,0.823,-0.122
-80.01767228872775,-0.026,4.0302135944366455,0.055,-0.293,1.008,0.928,-0.017
-80.01767228872775,-0.032,4.030410289764404,0.051,-0.223,1.014,0.613,-0.227
-80.04024427403604,-0.029,4.030603647232056,0.058,-0.363,0.99,0.928,0.053
-80.04024427403604,-0.026,4.600754737854004,0.059,-0.538,1.014,1.033,-0.052
-79.78884126697182,-0.027,4.602824687957764,0.047,-0.363,1.0,0.753,-0.017
-79.9110628247357,-0.028,4.603304147720337,0.049,-0.258,1.009,1.173,-0.017
-79.9110628247357,-0.019,4.603614330291748,0.053,-0.258,1.023,0.858,0.018
-79.9110628247357,-0.034,4.6039018630981445,0.052,-0.293,1.009,0.893,-0.017
-79.9110628247357,-0.034,4.60418176651001,0.055,-0.293,0.997,0.963,0.018
-79.9110628247357,-0.024,4.604468822479248,0.05,-0.223,0.999,0.788,-0.087
-79.9110628247357,-0.031,4.60475754737854,0.055,-0.258,1.021,1.103,-0.157
-79.9110628247357,-0.039,4.605047941207886,0.046,-0.223,1.013,1.173,-0.122
-79.9110628247357,-0.026,4.60534143447876,0.047,-0.118,1.013,0.928,-0.052
-79.9110628247357,-0.024,4.6056153774261475,0.05,-0.083,1.012,0.928,-0.122
-79.9110628247357,-0.023,4.607329607009888,0.055,-0.223,0.99,1.068,-0.122
-80.35652049864082,-0.028,5.1149821281433105,0.061,-0.328,1.016,1.033,-0.262
-79.96518550348304,-0.021,5.115467309951782,0.061,-0.258,1.013,0.683,-0.157
-79.96518550348304,-0.03,5.115713596343994,0.041,-0.258,1.017,1.068,-0.017
-79.96518550348304,-0.026,5.115917921066284,0.048,-0.538,1.013,1.313,0.018
-79.96518550348304,-0.03,5.116114377975464,0.058,-0.223,1.001,0.683,-0.122
-79.96518550348304,-0.026,5.116315126419067,0.069,-0.118,1.003,0.858,-0.052
-79.96518550348304,-0.027,5.116529703140259,0.058,-0.188,1.01,0.858,-0.087
-79.96518550348304,-0.027,5.1167309284210205,0.06,-0.293,0.999,1.033,-0.087
-79.96518550348304,-0.028,5.116931676864624,0.055,-0.258,1.011,0.788,0.088
-79.96518550348304,-0.023,5.117166042327881,0.058,-0.153,1.012,0.613,-0.087
-80.06749411346001,-0.028,5.117407321929932,0.056,-0.328,1.013,0.928,-0.052
-80.06749411346001,-0.031,5.119357585906982,0.051,-0.328,1.013,0.963,-0.052
-80.06749411346001,-0.023,5.6608662605285645,0.05,-0.328,1.022,0.788,0.018
-79.98831545060786,-0.035,5.662878751754761,0.038,-0.328,1.019,1.208,-0.122
-79.98831545060786,-0.03,5.663213491439819,0.044,-0.258,1.009,1.033,-0.017
-79.98831545060786,-0.029,5.663481950759888,0.058,-0.083,0.995,0.928,-0.122
-79.50619152156538,-0.025,5.663723707199097,0.061,-0.013,1.009,0.893,-0.052
-79.50619152156538,-0.025,5.6639404296875,0.055,-0.363,1.017,1.103,-0.017
-79.50619152156538,-0.036,5.664151668548584,0.059,-0.223,1.005,0.928,-0.052
-79.50619152156538,-0.026,5.66435170173645,0.054,-0.153,1.008,0.788,-0.087
-79.50619152156538,-0.024,5.664584636688232,0.043,-0.118,1.031,0.753,-0.157
-79.50619152156538,-0.028,5.664900779724121,0.047,-0.188,1.003,0.858,0.018
-79.50619152156538,-0.035,5.665155649185181,0.045,-0.188,1.002,1.138,-0.017
-79.50619152156538,-0.026,5.667331218719482,0.053,-0.223,1.021,0.928,-0.122
-79.50619152156538,-0.026,6.198861122131348,0.062,-0.083,1.011,0.823,0.018
-79.68094326874927,-0.03,6.200694799423218,0.057,-0.258,1.023,0.858,-0.122
-79.68094326874927,-0.035,6.200980186462402,0.06,-0.328,1.002,1.103,-0.122
-79.68094326874927,-0.024,6.201294898986816,0.051,-0.258,1.005,0.543,-0.192
-79.68094326874927,-0.029,6.201574325561523,0.051,-0.223,1.004,0.753,-0.157
-79.68094326874927,-0.037,6.201854467391968,0.061,-0.398,1.023,0.823,-0.262
-79.68094326874927,-0.023,6.2021324634552,0.055,-0.328,1.021,0.893,-0.192
-79.68094326874927,-0.032,6.202409505844116,0.062,-0.223,1.012,0.858,-0.297
-79.68094326874927,-0.026,6.202683210372925,0.054,-0.258,1.003,0.823,-0.297
-79.98562751689451,-0.027,6.202962636947632,0.058,-0.293,1.023,1.068,-0.297
-79.98562751689451,-0.028,6.203238248825073,0.063,-0.013,0.998,1.033,-0.262
-79.98562751689451,-0.029,6.74043345451355,0.064,-0.083,1.009,1.068,-0.017
-80.07218761142691,-0.026,6.7425103187561035,0.046,-0.188,1.007,1.033,0.053
-80.07218761142691,-0.031,6.742977619171143,0.048,-0.363,0.997,0.823,-0.017
-80.07218761142691,-0.03,6.743290662765503,0.045,-0.118,1.003,0.648,0.053
-80.10100834636253,-0.04,6.743569850921631,0.056,-0.328,1.009,0.718,-0.052
-80.10100834636253,-0.025,6.743838548660278,0.052,-0.223,0.994,0.893,-0.157
-80.10100834636253,-0.03,6.74409818649292,0.055,-0.468,1.021,0.998,-0.367
-80.10100834636253,-0.032,6.744355916976929,0.047,-0.188,1.007,0.788,-0.227
-80.10100834636253,-0.03,6.74463963508606,0.053,-0.153,1.02,0.893,-0.402
-80.10100834636253,-0.024,6.744901180267334,0.056,-0.013,1.006,0.998,-0.402
-80.10100834636253,-0.025,6.745171070098877,0.061,-0.328,1.013,1.103,-0.507
-80.10100834636253,-0.023,6.747702360153198,0.041,-0.118,1.001,1.068,-0.262
-80.10100834636253,-0.03,7.332423210144043,0.057,-0.258,1.011,0.928,-0.087
-80.41195468328067,-0.032,7.334800481796265,0.058,-0.398,1.015,0.928,0.018
-80.41195468328067,-0.038,7.335379600524902,0.056,-0.398,1.025,0.963,-0.052
-80.41195468328067,-0.024,7.335746765136719,0.048,-0.223,1.013,0.858,-0.052
-79.57232864502392,-0.023,7.336077451705933,0.051,-0.258,1.005,0.753,-0.227
-79.57232864502392,-0.029,7.336393117904663,0.056,-0.328,1.01,0.683,-0.157
-79.57232864502392,-0.031,7.336697816848755,0.048,-0.363,1.018,0.928,-0.227
-79.57232864502392,-0.027,7.336999893188477,0.062,-0.293,1.004,0.648,-0.262
-79.57232864502392,-0.027,7.337496757507324,0.061,-0.188,1.019,0.858,-0.087
-79.57232864502392,-0.028,7.337833881378174,0.059,-0.188,1.01,0.928,-0.367
-79.57232864502392,-0.03,7.338143348693848,0.059,-0.118,1.011,1.068,-0.052
-79.57232864502392,-0.026,7.338438272476196,0.061,-0.188,1.015,1.033,-0.157
-79.57232864502392,-0.028,7.945607662200928,0.053,-0.118,1.01,0.928,-0.052
-80.34010692155766,-0.024,7.947481870651245,0.053,-0.083,1.017,1.068,-0.297
-80.34010692155766,-0.023,7.947831153869629,0.052,-0.223,1.023,0.858,-0.297
-80.34010692155766,-0.028,7.948085308074951,0.054,-0.258,1.002,0.823,-0.332
-80.34010692155766,-0.018,7.948300123214722,0.058,-0.258,1.012,0.823,-0.157
-80.34010692155766,-0.027,7.948519229888916,0.054,-0.293,1.011,1.103,0.123
-80.34010692155766,-0.025,7.948721170425415,0.045,-0.223,1.007,1.068,0.193
-80.34010692155766,-0.027,7.948917388916016,0.051,-0.328,1.032,1.068,0.228
-80.34010692155766,-0.03,7.949116230010986,0.052,-0.083,0.995,1.033,0.228
-80.34010692155766,-0.023,7.94933295249939,0.057,-0.083,1.004,1.138,0.263
-80.46160175930969,-0.025,7.949535131454468,0.052,-0.258,1.011,0.963,0.333
-80.46160175930969,-0.032,8.511658906936646,0.064,-0.188,1.003,1.138,0.123
-80.07766955682237,-0.031,8.513694047927856,0.051,-0.048,1.003,0.998,-0.297
-80.07766955682237,-0.028,8.514002323150635,0.038,-0.398,1.0,0.718,-0.122
-79.9435705983799,-0.036,8.514250040054321,0.052,-0.293,1.018,0.928,0.053
-79.9435705983799,-0.026,8.514481544494629,0.05,-0.328,0.984,0.613,0.053
-79.9435705983799,-0.031,8.51470398902893,0.05,-0.153,1.021,0.753,0.263
-79.9435705983799,-0.026,8.514935731887817,0.064,-0.223,1.012,0.753,0.123
-79.9435705983799,-0.033,8.515187740325928,0.06,-0.223,1.007,0.998,0.298
-79.9435705983799,-0.026,8.515435695648193,0.052,-0.258,1.011,1.103,0.228
-79.9435705983799,-0.026,8.51566219329834,0.057,-0.013,0.99,0.893,0.123
-79.9435705983799,-0.028,8.515899896621704,0.051,-0.188,1.015,0.998,0.123
-79.9435705983799,-0.027,8.517281293869019,0.058,-0.223,1.005,0.963,-0.052
-79.9435705983799,-0.022,9.077209234237671,0.049,-0.083,0.998,0.963,0.088
-80.30082184682415,-0.026,9.0792715549469,0.06,-0.188,1.01,0.998,-0.157
-80.30082184682415,-0.026,9.079767227172852,0.048,-0.328,0.996,0.858,0.053
-80.30082184682415,-0.043,9.080090045928955,0.049,-0.293,1.02,0.823,0.088
-80.30082184682415,-0.034,9.080312967300415,0.052,-0.188,1.009,0.998,0.158
-80.23704567188415,-0.033,9.080522775650024,0.056,-0.083,1.028,0.963,0.158
-80.23704567188415,-0.024,9.080733299255371,0.068,-0.153,1.007,1.208,0.228
-80.23704567188415,-0.024,9.08093523979187,0.062,-0.258,1.002,1.033,0.088
-80.23704567188415,-0.028,9.081178426742554,0.056,-0.118,1.016,0.893,0.158
-80.23704567188415,-0.027,9.0814208984375,0.062,-0.153,1.011,0.928,-0.052
-80.23704567188415,-0.03,9.081631422042847,0.051,-0.258,1.019,0.788,-0.052
-80.23704567188415,-0.001,9.69719648361206,0.046,-0.293,1.008,0.928,-0.017
-80.4003983912728,-0.029,9.697949647903442,0.052,-0.398,1.017,0.963,0.088
-80.09656598324165,-0.03,9.698392868041992,0.063,-0.223,1.01,0.893,-0.052
-80.09656598324165,-0.031,9.698761940002441,0.05,-0.223,1.018,0.823,-0.052
-80.09656598324165,-0.027,9.701826810836792,0.049,-0.258,1.007,0.893,-0.122
-80.09656598324165,-0.028,9.702301263809204,0.053,-0.293,1.017,0.788,-0.087
-80.09656598324165,-0.035,9.702651023864746,0.047,-0.118,1.018,1.068,-0.227
-80.09656598324165,-0.026,9.702984809875488,0.046,-0.048,0.999,0.683,-0.332
-80.09656598324165,-0.021,9.70332145690918,0.068,-0.153,1.019,0.928,-0.122
-80.09656598324165,-0.029,9.703662872314453,0.052,-0.188,0.998,1.103,-0.192
-80.09656598324165,-0.03,9.704004526138306,0.057,-0.013,1.008,0.823,-0.052
-80.13077302590955,-0.019,9.70728611946106,0.053,-0.433,1.017,0.718,-0.017
-80.13077302590955,-0.027,10.285345554351807,0.049,-0.328,1.001,0.893,0.018
-80.54809425936496,-0.032,10.285981178283691,0.061,-0.083,1.012,1.173,0.123
-80.09134823458525,-0.032,10.2879056930542,0.06,-0.048,1.016,0.788,0.018
-80.09134823458525,-0.025,10.28823733329773,0.057,-0.468,0.996,1.033,0.298
-80.09134823458525,-0.035,10.288517951965332,0.05,-0.223,1.014,0.998,0.088
-80.09134823458525,-0.026,10.288795948028564,0.053,-0.258,1.012,0.963,0.193
-80.09134823458525,-0.024,10.289056539535522,0.066,-0.328,1.024,0.858,-0.192
-80.09134823458525,-0.03,10.289326906204224,0.06,-0.398,1.009,0.928,-0.122
-80.09134823458525,-0.026,10.289583206176758,0.057,-0.153,1.006,0.718,-0.227
-80.09134823458525,-0.017,10.28983759880066,0.054,-0.118,1.012,0.683,-0.402
-80.09134823458525,-0.027,10.29008436203003,0.059,-0.468,1.01,0.998,-0.227
-80.09134823458525,-0.028,10.29032588005066,0.051,-0.293,1.007,1.173,-0.332
-80.23822522495776,-0.018,10.910768270492554,0.061,-0.013,1.017,0.473,-0.367
-80.60647609019571,-0.032,10.912848472595215,0.055,-0.013,1.005,0.928,0.053
-80.60647609019571,-0.032,10.913213014602661,0.046,-0.293,1.017,0.963,0.018
-80.60647609019571,-0.022,10.913498878479004,0.055,-0.223,1.005,0.928,-0.087
-80.60647609019571,-0.029,10.913818359375,0.058,-0.223,1.014,0.753,-0.017
-80.60647609019571,-0.036,10.91417145729065,0.051,-0.328,1.019,0.928,-0.087
-80.60647609019571,-0.028,10.914511680603027,0.039,-0.363,1.013,0.858,-0.297
-80.60647609019571,-0.022,10.914849996566772,0.06,-0.293,0.989,0.613,-0.227
-80.39866793361412,-0.033,10.915177345275879,0.059,-0.363,1.005,0.858,-0.297
-80.39866793361412,-0.027,10.915499925613403,0.055,-0.258,1.012,0.998,-0.192
-80.39866793361412,-0.024,10.915861368179321,0.064,-0.223,1.004,0.998,-0.192
-80.39866793361412,-0.027,10.919013977050781,0.064,-0.188,1.013,1.103,-0.262
-80.39866793361412,-0.019,11.521153688430786,0.059,0.057,1.016,0.683,-0.157
-80.39092712254102,-0.034,11.523292779922485,0.059,-0.188,1.021,0.963,-0.227
-80.39092712254102,-0.024,11.523672342300415,0.049,-0.328,1.001,0.928,-0.262
-80.39092712254102,-0.036,11.523979663848877,0.048,-0.223,1.006,0.963,-0.227
-80.39092712254102,-0.027,11.52426815032959,0.065,-0.188,1.017,0.858,-0.262
-80.39092712254102,-0.033,11.524560928344727,0.059,-0.293,1.008,0.893,-0.332
-80.16433502666631,-0.027,11.52484130859375,0.044,-0.468,1.013,0.788,-0.297
-80.16433502666631,-0.026,11.525149583816528,0.052,-0.048,1.032,0.683,-0.297
-80.16433502666631,-0.025,11.525437831878662,0.057,-0.398,1.01,0.753,-0.227
-80.16433502666631,-0.03,11.525763988494873,0.058,-0.398,1.024,0.683,-0.122
-80.16433502666631,-0.033,11.52605152130127,0.067,-0.153,1.007,0.928,-0.017
-80.16433502666631,-0.024,11.526998519897461,0.05,-0.153,1.014,0.893,0.018
-80.16433502666631,-0.021,12.108516454696655,0.051,-0.013,1.016,0.998,-0.017
-80.17498506154267,-0.026,12.11067533493042,0.054,-0.293,1.012,0.753,-0.402
-80.17498506154267,-0.026,12.1110520362854,0.056,-0.293,1.013,0.648,-0.402
-80.17498506154267,-0.026,12.11135196685791,0.055,-0.433,1.015,0.823,-0.157
-80.17498506154267,-0.025,12.111637592315674,0.059,-0.258,1.016,0.858,-0.192
-80.64032998832374,-0.031,12.111914873123169,0.051,-0.293,1.021,0.718,-0.192
-80.64032998832374,-0.034,12.112195491790771,0.05,-0.223,1.004,0.963,-0.052
-80.64032998832374,-0.024,12.112470149993896,0.051,-0.293,1.012,1.173,-0.087
-80.64032998832374,-0.031,12.112726926803589,0.054,-0.153,1.01,0.858,0.053
-80.64032998832374,-0.029,12.112970113754272,0.059,-0.188,1.01,0.998,0.088
-80.64032998832374,-0.024,12.113313913345337,0.053,-0.223,1.02,0.858,0.263
-80.64032998832374,-0.023,12.666249752044678,0.053,-0.118,1.004,1.173,0.158
-80.41355825728282,-0.027,12.668397903442383,0.045,-0.258,1.007,0.753,-0.087
-80.41355825728282,-0.023,12.668773651123047,0.066,-0.153,1.02,0.683,-0.087
-80.41355825728282,-0.024,12.669016122817993,0.057,-0.188,1.007,0.858,0.018
-80.41355825728282,-0.03,12.669341087341309,0.059,-0.153,1.015,0.823,-0.262
-80.41355825728282,-0.027,12.66959524154663,0.049,-0.258,1.006,0.998,-0.157
-80.41355825728282,-0.033,12.669820547103882,0.043,-0.118,1.001,0.823,-0.087
-80.41355825728282,-0.021,12.670042037963867,0.061,-0.153,1.026,1.173,-0.157
-80.43891894840714,-0.028,12.670247316360474,0.049,-0.083,1.012,1.033,0.123
-80.43891894840714,-0.033,12.670449018478394,0.055,-0.223,0.999,0.998,0.123
-80.43891894840714,-0.024,12.67065691947937,0.048,-0.398,1.014,0.963,0.123
-80.43891894840714,-0.029,13.227576732635498,0.058,-0.328,1.008,0.788,0.053
-79.94233700303197,-0.027,13.229458093643188,0.058,-0.188,1.012,1.033,-0.262
-79.94233700303197,-0.027,13.229733228683472,0.05,-0.188,1.017,0.718,-0.367
-79.94233700303197,-0.03,13.229943752288818,0.047,-0.153,1.01,0.823,-0.227
-79.94233700303197,-0.028,13.230145454406738,0.052,-0.153,1.005,1.068,-0.332
-79.94233700303197,-0.034,13.23033881187439,0.056,-0.328,1.017,0.998,-0.262
-79.94233700303197,-0.023,13.230529308319092,0.061,-0.328,1.001,0.998,-0.157
-79.94233700303197,-0.026,13.23071837425232,0.059,-0.153,1.028,0.753,-0.087
-79.94233700303197,-0.027,13.230905532836914,0.059,-0.258,1.013,0.788,0.088
-79.94233700303197,-0.029,13.231093406677246,0.059,-0.363,1.005,0.998,0.088
-79.94233700303197,-0.023,13.231280088424683,0.052,-0.048,1.0,0.823,0.053
-80.14791659665633,-0.032,13.807863473892212,0.061,-0.048,1.017,1.103,0.088
-80.60317661971493,-0.032,13.808382749557495,0.062,-0.328,1.009,0.998,-0.087
-80.49847886113714,-0.025,13.810075521469116,0.049,-0.398,1.014,0.788,-0.367
-80.49847886113714,-0.034,13.810312032699585,0.051,-0.083,1.009,0.718,-0.262
-80.49847886113714,-0.027,13.810518264770508,0.048,-0.188,1.004,0.928,-0.192
-80.49847886113714,-0.03,13.810717821121216,0.051,-0.153,1.005,1.103,-0.087
-80.49847886113714,-0.029,13.81091046333313,0.052,-0.118,1.01,1.033,-0.157
-80.49847886113714,-0.034,13.811100006103516,0.06,0.022,1.012,0.858,0.053
-80.49847886113714,-0.03,13.811289072036743,0.057,-0.223,1.01,1.138,-0.087
-80.49847886113714,-0.033,13.811477184295654,0.052,-0.258,1.01,0.928,0.088
-80.49847886113714,-0.021,13.811662912368774,0.061,-0.013,1.003,0.823,0.193
-80.49847886113714,-0.03,14.342267751693726,0.061,-0.293,1.014,1.033,0.123
-80.21050305386176,-0.028,14.344170093536377,0.06,-0.363,1.008,0.753,0.088
-80.21050305386176,-0.033,14.34454870223999,0.053,-0.153,1.021,1.103,0.053
-80.21050305386176,-0.025,14.34482479095459,0.048,-0.223,1.015,0.998,-0.262
-80.21050305386176,-0.03,14.345142841339111,0.063,-0.083,1.005,1.103,-0.087
-80.21050305386176,-0.03,14.345415592193604,0.058,-0.223,1.008,1.243,-0.227
