vx,comp,vz,vy,az,ay,ax,time
-0.763,-74.85831674501428,-0.416,1.512,1.012,0.011,0.068,22.530598878860474
0.077,-74.85831674501428,-0.346,0.707,1.025,-0.005,0.038,22.530859231948853
1.547,-74.85831674501428,-0.766,0.847,1.033,-0.012,0.048,22.531200170516968
1.407,-74.85831674501428,0.144,8.162,1.008,-0.018,0.03,22.531485080718994
-0.168,-74.85831674501428,-1.011,-1.848,1.017,-0.047,0.074,22.53282642364502
-0.588,-74.85831674501428,-0.451,3.227,1.059,-0.002,0.014,23.144104719161987
-0.763,-73.62192799637913,-0.206,1.512,1.017,-0.01,0.044,23.146472215652466
-1.113,-73.62192799637913,-0.206,1.512,1.011,-0.024,0.031,23.146843433380127
-0.343,-73.62192799637913,-0.241,0.427,1.004,-0.003,0.041,23.147140502929688
-0.238,-73.62192799637913,-0.241,0.952,1.012,-0.024,0.036,23.147417306900024
-0.238,-73.62192799637913,-0.241,0.952,1.014,-0.022,0.039,23.147685527801514
0.497,-73.62192799637913,-0.836,0.742,1.016,-0.022,0.062,23.147950649261475
-0.763,-73.62192799637913,0.144,-0.238,0.997,-0.012,0.023,23.14823818206787
-0.763,-73.62192799637913,0.144,-0.238,0.997,-0.012,0.023,23.14851689338684
0.112,-73.62192799637913,-1.081,-0.798,1.01,-0.011,0.042,23.148784160614014
-0.588,-73.62192799637913,-0.906,-0.693,1.01,-0.013,0.042,23.149046421051025
0.392,-74.04339381170051,-0.066,2.247,1.011,-0.017,0.028,23.153374910354614
0.427,-74.04339381170051,-0.871,-1.253,1.008,-0.01,0.034,23.78553819656372
-0.343,-75.10756395623561,-0.626,1.582,1.007,0.013,0.053,23.788190603256226
0.707,-75.10756395623561,-0.311,1.232,1.014,-0.023,0.026,23.78869342803955
0.007,-75.10756395623561,-0.731,1.547,1.017,-0.01,0.053,23.789021253585815
-0.553,-75.10756395623561,-0.346,1.547,1.011,0.002,0.039,23.78930401802063
0.427,-75.10756395623561,-0.136,0.322,1.004,-0.004,0.025,23.78957772254944
0.357,-74.26495037925226,-0.941,1.337,1.008,-0.02,0.033,23.789846181869507
-0.273,-74.26495037925226,-0.591,0.742,1.004,-0.02,0.035,23.790114164352417
-0.868,-74.26495037925226,-0.206,1.512,1.01,0.003,0.04,23.790385961532593
0.707,-74.26495037925226,-0.451,0.812,1.018,-0.012,0.039,23.790647506713867
0.567,-74.26495037925226,-0.521,0.392,1.02,-0.031,0.055,23.790908813476562
-0.903,-74.26495037925226,-0.486,1.302,1.006,-0.013,0.021,24.421632051467896
3.192,-73.84359188015551,-0.416,3.192,0.985,-0.023,0.043,24.423957586288452
-0.028,-73.84359188015551,-0.626,0.427,1.001,-0.029,0.052,24.424347400665283
-1.743,-73.84359188015551,-0.241,0.707,1.037,-0.049,0.072,24.4247088432312
-0.763,-73.84359188015551,-0.241,1.197,1.023,-0.025,0.04,24.425040245056152
0.672,-73.84359188015551,-0.381,1.617,1.021,-0.015,0.015,24.425392150878906
0.567,-73.84359188015551,-0.276,2.317,1.003,-0.017,0.028,24.425727128982544
0.287,-73.84359188015551,-0.486,-1.043,0.993,-0.015,0.036,24.426055192947388
-1.568,-73.84359188015551,-0.836,1.232,1.015,-0.015,0.024,24.426392555236816
-1.078,-73.84359188015551,-0.451,0.987,1.024,-0.01,0.042,24.42670750617981
0.077,-74.57104646037997,-0.136,1.547,1.029,0.0,0.045,24.427059412002563
0.602,-74.57104646037997,-0.311,1.302,0.987,-0.037,0.023,25.099536418914795
0.427,-73.69383260883696,-0.311,0.602,0.988,-0.038,0.025,25.10016441345215
-0.518,-73.83351563543974,-0.801,0.497,0.998,-0.009,0.016,25.100507736206055
-0.658,-73.83351563543974,-0.136,1.932,1.002,0.01,0.023,25.102397918701172
0.567,-73.83351563543974,-0.486,0.217,1.016,-0.028,0.046,25.102681636810303
-0.028,-73.83351563543974,-0.206,0.777,1.008,-0.016,0.044,25.102951049804688
-0.273,-73.83351563543974,-0.626,0.777,1.021,-0.007,0.047,25.103217363357544
-0.063,-73.83351563543974,0.004,1.477,1.005,-0.005,0.06,25.10348105430603
0.567,-73.83351563543974,-0.276,1.267,1.009,-0.006,0.023,25.103741884231567
-0.658,-73.83351563543974,-0.836,1.617,1.03,-0.018,0.055,25.104000568389893
0.287,-73.83351563543974,-0.486,1.092,1.024,0.013,0.039,25.104264497756958
0.777,-73.83351563543974,-0.521,-0.203,1.008,-0.033,0.012,25.10454273223877
0.287,-74.377617286609,-0.206,3.087,1.025,-0.018,0.039,25.801790237426758
0.112,-74.14537410801523,-1.256,1.162,1.028,-0.03,0.034,25.80402445793152
0.637,-74.14537410801523,-0.136,0.252,0.985,-0.003,0.032,25.80438470840454
0.427,-74.14537410801523,-0.451,2.177,1.015,-0.022,0.049,25.80467414855957
-0.553,-74.14537410801523,-0.311,0.742,1.022,-0.022,0.011,25.804956912994385
-0.518,-74.14537410801523,-0.696,-0.168,1.013,-0.004,0.04,25.80522871017456
0.287,-74.14537410801523,-0.451,1.127,1.017,0.005,0.038,25.805493354797363
0.847,-74.14537410801523,-0.311,0.777,0.997,-0.012,0.009,25.805755853652954
-0.133,-74.14537410801523,-0.521,-0.238,1.011,-0.022,0.038,25.806017875671387
-0.553,-74.53920043724571,-0.311,1.232,1.017,-0.022,0.034,25.806286573410034
-0.903,-74.53920043724571,-0.591,0.987,1.008,-0.01,0.035,25.806572914123535
0.567,-74.53920043724571,-0.276,1.512,1.021,0.004,0.034,26.541923999786377
-0.168,-73.30467275656689,-0.276,1.722,1.026,-0.027,0.029,26.54432225227356
-0.168,-73.30467275656689,-0.416,0.812,1.007,-0.005,0.054,26.544886350631714
0.427,-73.30467275656689,-0.661,0.497,0.996,0.003,0.027,26.54528284072876
0.357,-73.20644504508422,-0.906,0.672,1.014,-0.015,0.022,26.545647382736206
0.427,-73.20644504508422,0.039,2.177,1.019,-0.025,0.051,26.54602074623108
-0.343,-73.20644504508422,-0.731,-0.273,1.0,-0.007,0.028,26.546395540237427
-0.273,-73.20644504508422,-0.801,1.652,1.028,0.008,0.041,26.546755075454712
-0.273,-73.20644504508422,-0.101,0.462,1.017,-0.04,0.037,26.54709219932556
0.742,-73.20644504508422,-0.521,2.142,1.0,-0.014,0.039,26.54742932319641
-0.553,-73.20644504508422,-0.556,0.497,1.015,-0.01,0.03,26.547770977020264
-0.448,-73.20644504508422,-0.416,0.707,1.012,0.002,0.029,27.279690504074097
0.287,-73.13511079848439,-0.591,1.722,1.021,-0.034,0.04,27.28212261199951
-0.553,-73.13511079848439,-1.046,0.812,1.005,-0.01,0.042,27.28264307975769
0.287,-73.13511079848439,-1.046,0.322,1.018,0.017,0.066,27.282997846603394
0.427,-73.13511079848439,0.144,1.127,1.007,-0.013,0.018,27.28335189819336
-1.043,-73.13511079848439,-0.521,-0.693,1.019,-0.022,0.042,27.283692121505737
-0.833,-73.13511079848439,-1.186,2.142,1.013,-0.017,0.074,27.284032821655273
-0.378,-73.13511079848439,-1.151,0.847,0.99,0.024,0.013,27.2843759059906
1.792,-74.05460409907715,0.039,0.217,1.017,-0.028,0.063,27.284759521484375
0.182,-74.05460409907715,-0.136,1.582,1.037,-0.031,0.059,27.28510355949402
-1.358,-74.05460409907715,-0.521,2.037,0.984,-0.012,0.017,27.285433530807495
-0.938,-74.05460409907715,-0.696,1.092,1.001,0.001,0.031,27.28876543045044
0.742,-74.05460409907715,-0.661,1.022,1.012,-0.016,0.06,27.968266248703003
-0.693,-74.67631549162121,-0.416,0.742,1.002,-0.006,0.05,27.970715761184692
0.567,-74.67631549162121,-0.731,2.072,1.017,0.001,0.011,27.971097707748413
0.112,-74.67631549162121,-0.661,-0.063,1.02,-0.015,0.011,27.971429109573364
-0.658,-74.67631549162121,-0.416,0.602,1.021,-0.011,0.053,27.971731662750244
0.392,-74.67631549162121,-1.151,0.637,1.0,-0.003,0.031,27.97203540802002
0.882,-74.67631549162121,-0.871,-0.378,1.013,0.002,0.023,27.972300052642822
0.847,-74.67631549162121,-0.276,2.527,1.016,-0.028,0.039,27.97253680229187
-0.763,-73.95882482335779,-0.696,0.707,0.988,-0.004,0.033,27.972767114639282
-0.343,-73.95882482335779,-0.591,0.532,0.988,0.011,0.027,27.972997188568115
0.462,-73.95882482335779,-0.066,1.967,1.019,-0.007,0.022,27.973224401474
0.217,-73.95882482335779,-0.311,1.302,1.012,-0.054,0.029,27.973456382751465
-0.553,-73.95882482335779,-1.046,0.672,1.005,-0.004,0.06,28.5929594039917
0.532,-74.66225530062383,-0.136,0.287,1.018,-0.018,0.05,28.595215320587158
-0.518,-74.66225530062383,-0.276,1.512,1.018,-0.019,0.037,28.595545291900635
-0.343,-74.66225530062383,-0.276,1.232,1.011,-0.018,0.021,28.59581470489502
0.112,-73.62312171648021,-0.276,0.882,1.031,-0.009,0.05,28.596120357513428
0.287,-73.62312171648021,-0.976,0.357,0.995,-0.02,0.009,28.596399545669556
-0.623,-73.62312171648021,-0.311,0.567,0.999,-0.006,0.002,28.596652030944824
0.322,-73.62312171648021,-0.346,1.547,1.023,0.002,0.072,28.59691047668457
0.182,-73.62312171648021,-0.311,1.442,1.016,-0.026,0.013,28.59714913368225
-0.413,-73.62312171648021,-0.556,0.217,0.998,-0.029,0.017,28.597381353378296
-0.448,-73.62312171648021,-0.731,1.512,1.007,0.013,0.058,28.597612142562866
0.777,-73.62312171648021,0.039,1.092,1.01,-0.006,0.015,29.241872787475586
-0.448,-74.59637189630487,-0.171,1.372,0.997,-0.025,0.019,29.242501258850098
-0.623,-74.59637189630487,-0.136,0.602,1.005,-0.005,0.021,29.244549036026
-0.063,-74.59637189630487,-0.661,1.092,1.0,-0.001,0.049,29.24485683441162
-0.623,-74.59637189630487,-0.241,0.777,0.976,-0.016,0.003,29.24512815475464
0.217,-74.59637189630487,-0.766,-0.133,1.014,-0.006,0.037,29.245413541793823
1.792,-74.59637189630487,-0.136,0.427,1.02,-0.004,0.021,29.245669841766357
-2.233,-74.59637189630487,-0.976,0.812,1.007,-0.001,0.057,29.245925426483154
-1.043,-74.8480059900378,-0.416,0.672,1.032,0.026,0.016,29.246171236038208
1.932,-74.8480059900378,-0.451,1.512,1.029,-0.01,0.036,29.24646759033203
1.582,-74.8480059900378,-0.696,0.567,0.99,-0.056,0.055,29.246772289276123
-0.413,-74.8480059900378,-0.661,1.162,0.986,-0.027,0.029,29.251071453094482
-2.233,-74.8480059900378,0.004,1.827,1.03,0.015,0.025,29.895033359527588
-0.203,-73.96948613726228,-0.346,2.247,1.009,-0.017,0.036,29.897414445877075
0.042,-73.63352559850057,-0.626,0.987,1.041,-0.012,0.057,29.897850036621094
0.462,-73.63352559850057,-0.171,1.092,1.005,-0.017,0.016,29.8982355594635
0.042,-73.63352559850057,0.004,1.827,0.995,-0.015,0.006,29.898595094680786
-1.113,-73.63352559850057,-1.221,1.337,1.006,-0.015,0.029,29.89892840385437
-0.693,-73.63352559850057,-0.556,0.637,1.032,-0.001,0.035,29.899269580841064
0.287,-73.63352559850057,-0.241,1.862,1.03,0.009,0.04,29.899755239486694
2.107,-73.63352559850057,0.144,1.092,1.016,-0.016,0.061,29.90006685256958
0.147,-73.63352559850057,-0.661,0.882,1.012,-0.041,0.039,29.900330543518066
-1.778,-73.63352559850057,-0.591,2.072,1.005,0.004,0.028,29.900577306747437
-1.043,-73.9598128613709,-0.556,3.192,1.025,0.009,0.039,30.540958881378174
-0.273,-75.2320816670237,0.109,1.792,1.007,-0.005,0.024,30.543346643447876
1.302,-75.2320816670237,-0.381,0.672,1.012,-0.012,0.045,30.54371452331543
-0.658,-75.2320816670237,-0.836,2.492,1.02,-0.043,0.041,30.543993711471558
-0.378,-75.2320816670237,-0.486,0.042,1.02,-0.006,0.057,30.5442476272583
-0.028,-74.29691576179547,0.074,1.757,1.02,-0.002,0.025,30.544496059417725
0.532,-74.29691576179547,-0.451,0.357,1.035,-0.004,0.046,30.5447416305542
0.182,-74.29691576179547,-0.661,1.442,1.007,-0.033,0.049,30.544980764389038
1.162,-74.29691576179547,-0.941,0.322,0.999,-0.004,0.053,30.545225381851196
-0.553,-74.29691576179547,-0.136,1.967,1.01,-0.03,0.044,30.545466423034668
-0.483,-74.29691576179547,0.144,0.987,1.011,-0.005,0.019,30.54570698738098
0.147,-74.29691576179547,-0.311,1.652,1.029,0.001,0.03,31.218204736709595
0.322,-75.08817871449746,-0.136,0.427,1.004,-0.035,0.022,31.220979690551758
0.427,-75.08817871449746,-0.346,1.582,1.028,-0.03,0.048,31.22137451171875
-0.448,-75.08817871449746,-0.556,1.162,1.004,-0.011,0.042,31.221759796142578
-0.133,-75.08817871449746,-0.486,2.282,1.009,-0.003,0.03,31.22212314605713
0.742,-75.08817871449746,-0.451,0.462,1.003,-0.03,0.028,31.222483158111572
-0.518,-74.25232861530115,-1.116,1.687,1.013,-0.017,0.027,31.222822427749634
-0.378,-74.25232861530115,-0.941,0.637,1.009,0.006,0.042,31.22312068939209
0.497,-74.25232861530115,0.109,1.652,1.007,-0.018,0.037,31.223505973815918
-0.203,-74.25232861530115,0.109,1.652,1.012,-0.027,0.039,31.223877906799316
0.532,-74.25232861530115,-0.451,1.897,1.008,-0.012,0.031,31.224193572998047
0.462,-74.25232861530115,-0.276,3.927,1.018,-0.011,0.046,31.91956329345703
-0.553,-74.36406469323258,0.074,1.792,1.015,-0.028,0.053,31.920210123062134
-0.483,-74.36406469323258,-0.136,-0.553,0.994,-0.008,0.036,31.922266483306885
-1.323,-74.36406469323258,-0.486,2.142,1.01,0.003,0.035,31.922616243362427
0.637,-74.36406469323258,-0.591,1.337,1.025,-0.009,0.036,31.922932624816895
1.407,-74.8121618475019,-0.661,0.427,1.014,-0.032,0.049,31.923271894454956
-0.448,-74.8121618475019,-0.241,2.037,0.995,-0.027,0.028,31.92365026473999
-0.343,-74.8121618475019,-0.206,1.582,1.022,0.007,0.038,31.923994302749634
-0.133,-74.8121618475019,-0.731,0.637,1.017,-0.002,0.03,31.924313068389893
0.532,-74.8121618475019,-0.766,1.757,1.013,-0.02,0.053,31.92466115951538
-0.028,-74.8121618475019,0.004,1.092,1.011,-0.005,0.05,31.92499017715454
-0.168,-74.8121618475019,0.004,1.617,1.022,-0.015,0.053,31.925320386886597
-0.203,-74.8121618475019,-0.346,0.252,1.008,-0.015,0.008,32.58156752586365
0.357,-74.306698300038,0.179,0.252,1.043,-0.02,0.046,32.58381390571594
1.057,-74.306698300038,-0.171,1.022,1.0,-0.038,0.037,32.5842182636261
-0.833,-74.306698300038,-0.976,0.497,0.987,-0.011,0.026,32.584577322006226
-0.343,-74.306698300038,-0.486,2.842,1.02,0.013,0.071,32.58491349220276
0.602,-74.306698300038,-0.556,-1.113,1.033,-0.019,0.057,32.58524417877197
0.427,-73.78053200376722,0.039,1.862,1.005,-0.031,0.054,32.58556580543518
-0.728,-73.78053200376722,-0.101,-0.133,1.002,-0.024,0.057,32.58588671684265
0.392,-73.78053200376722,-1.431,1.932,1.079,-0.022,0.109,32.58621096611023
0.462,-73.78053200376722,-0.416,-0.028,0.991,-0.016,0.01,32.58653140068054
-1.148,-73.78053200376722,-0.066,3.507,1.066,-0.001,0.063,32.58685755729675
0.392,-73.78053200376722,-0.836,-1.253,0.986,0.022,0.019,33.188088178634644
-0.378,-74.79271783138678,0.039,2.877,1.006,-0.023,0.04,33.19041848182678
-0.728,-74.79271783138678,-0.591,0.917,1.008,0.004,0.009,33.19086003303528
0.042,-74.79271783138678,-0.906,0.987,1.024,-0.004,0.062,33.19119715690613
0.252,-74.79271783138678,-0.206,2.037,1.02,-0.009,0.035,33.19151020050049
0.112,-74.45157929342453,-0.661,-0.938,1.014,-0.008,0.034,33.19181776046753
0.112,-74.05460409907715,-0.626,3.612,1.011,-0.02,0.037,33.19212508201599
-0.448,-74.05460409907715,-0.171,-0.308,0.998,-0.019,0.041,33.19242715835571
-0.238,-74.05460409907715,-0.556,1.512,1.011,-0.008,0.027,33.19273805618286
0.077,-74.05460409907715,-0.066,1.652,1.026,-0.011,0.033,33.19304347038269
0.287,-74.05460409907715,-0.941,0.532,1.009,-0.02,0.053,33.19334936141968
0.287,-74.05460409907715,-0.486,1.862,1.019,-0.002,0.046,33.193644523620605
-0.763,-74.05460409907715,-0.241,1.022,1.021,-0.014,0.053,33.77928304672241
0.147,-73.6403575131159,-0.381,1.057,1.052,-0.018,0.077,33.781606912612915
0.147,-73.6403575131159,-0.346,2.002,0.995,-0.028,0.023,33.78212285041809
-0.658,-73.6403575131159,-0.486,1.617,1.004,-0.032,0.028,33.78249144554138
-1.043,-73.6403575131159,-0.206,1.442,1.005,0.01,0.05,33.78283166885376
0.672,-74.48483064095757,-0.381,1.442,1.037,-0.025,0.03,33.783162355422974
0.917,-74.48483064095757,-0.451,1.372,1.016,-0.033,0.035,33.783488035202026
-0.903,-74.48483064095757,-0.451,1.022,1.003,-0.02,0.038,33.783804416656494
-0.693,-74.48483064095757,-0.696,-0.063,1.001,0.009,0.048,33.78412652015686
0.602,-74.48483064095757,-0.241,1.792,1.052,0.001,0.025,33.78444528579712
0.742,-74.48483064095757,-0.766,0.532,1.028,-0.034,0.037,33.78475904464722
-0.833,-74.48483064095757,-0.031,1.687,1.006,-0.015,0.045,33.785074949264526
-0.238,-74.48483064095757,-1.011,0.112,0.997,-0.003,0.021,34.33432865142822
0.322,-74.34284359817627,-0.451,1.022,1.016,-0.009,0.042,34.335052728652954
0.077,-74.34284359817627,-0.346,1.022,1.01,-0.024,0.031,34.33719778060913
-0.238,-74.34284359817627,-0.381,1.127,1.008,-0.015,0.037,34.33757209777832
-0.098,-74.34284359817627,-0.346,1.092,1.015,-0.01,0.046,34.337915897369385
0.182,-74.34284359817627,-0.591,1.162,1.009,-0.011,0.039,34.33825492858887
-0.063,-74.34284359817627,-0.381,0.707,1.016,-0.015,0.035,34.338600635528564
-0.308,-74.34284359817627,-0.311,1.057,1.012,-0.013,0.037,34.33888220787048
0.077,-74.33547742091157,-0.521,1.197,1.013,-0.011,0.044,34.33916449546814
0.182,-74.33547742091157,-0.381,0.952,1.002,-0.016,0.036,34.33947157859802
-0.133,-74.33547742091157,-0.381,0.847,1.018,-0.015,0.036,34.33976149559021
0.112,-74.33547742091157,-0.381,1.022,1.011,-0.01,0.033,34.342939376831055
0.042,-74.33547742091157,-0.346,1.162,1.01,-0.011,0.038,34.965460538864136
0.112,-74.39426485386058,-0.451,0.742,1.012,-0.013,0.043,34.96776509284973
0.112,-74.39426485386058,-0.416,0.917,1.011,-0.009,0.037,34.96814703941345
-0.133,-74.39426485386058,-0.486,0.812,1.006,-0.017,0.028,34.96852946281433
0.007,-74.17353358822723,-0.416,1.022,1.014,-0.011,0.041,34.968841552734375
0.182,-74.17353358822723,-0.591,0.882,1.014,-0.013,0.041,34.969200134277344
0.007,-74.17353358822723,-0.311,0.777,1.015,-0.012,0.04,34.96950149536133
-0.203,-74.17353358822723,-0.346,1.057,1.011,-0.015,0.037,34.969850301742554
0.147,-74.17353358822723,-0.451,1.092,1.009,-0.004,0.034,34.970163345336914
0.007,-74.17353358822723,-0.276,1.162,1.012,-0.01,0.037,34.97052359580994
-0.028,-74.17353358822723,-0.521,0.917,1.012,-0.015,0.039,34.97081804275513
-0.098,-74.17353358822723,-0.381,1.057,1.013,-0.016,0.036,34.97447085380554
0.077,-74.17353358822723,-0.311,1.127,1.007,-0.009,0.034,35.51913118362427
0.077,-74.21143001743997,-0.556,0.847,1.012,-0.011,0.035,35.52133774757385
-0.028,-74.21143001743997,-0.381,1.022,1.009,-0.016,0.037,35.5217661857605
0.077,-74.21143001743997,-0.486,1.197,1.011,-0.012,0.036,35.52212047576904
0.042,-74.21143001743997,-0.451,0.707,1.009,-0.012,0.039,35.5224711894989
-0.063,-74.21143001743997,-0.381,1.127,1.012,-0.014,0.036,35.52280354499817
0.007,-74.21143001743997,-0.451,0.917,1.011,-0.014,0.036,35.52312970161438
-0.028,-74.23656705861272,-0.381,1.057,1.012,-0.014,0.036,35.52345538139343
-0.133,-74.23656705861272,-0.486,0.882,1.009,-0.014,0.034,35.5237877368927
0.007,-74.23656705861272,-0.346,0.812,1.014,-0.015,0.043,35.52411103248596
0.042,-74.23656705861272,-0.381,1.162,1.015,-0.013,0.04,35.52443218231201
-0.028,-74.23656705861272,-0.416,0.882,1.015,-0.014,0.038,35.52475166320801
0.007,-74.23656705861272,-0.416,0.637,1.01,-0.014,0.038,36.082783699035645
0.077,-73.83120231024836,-0.521,0.882,1.012,-0.013,0.038,36.08350586891174
-0.028,-73.83120231024836,-0.381,1.022,1.01,-0.017,0.039,36.08561158180237
-0.203,-73.83120231024836,-0.416,0.987,1.011,-0.012,0.038,36.08596634864807
-0.028,-73.83120231024836,-0.451,0.987,1.007,-0.013,0.037,36.08623957633972
-0.063,-73.83120231024836,-0.346,0.987,1.015,-0.015,0.035,36.08654427528381
-0.028,-73.83120231024836,-0.521,1.092,1.011,-0.014,0.034,36.086796283721924
0.007,-73.83120231024836,-0.486,1.092,1.017,-0.014,0.033,36.08704209327698
-0.028,-73.83120231024836,-0.346,0.987,1.01,-0.016,0.036,36.08728313446045
0.042,-73.69091507077563,-0.486,0.987,1.014,-0.013,0.042,36.08752131462097
0.007,-73.69091507077563,-0.346,0.812,1.008,-0.009,0.036,36.087759017944336
0.042,-73.69091507077563,-0.661,1.092,1.009,-0.014,0.035,36.653369665145874
0.077,-74.36406469323258,-0.591,0.707,1.012,-0.011,0.039,36.65562987327576
-0.273,-74.36406469323258,-0.171,0.882,1.011,-0.015,0.036,36.656073570251465
-0.273,-74.36406469323258,-0.416,0.952,1.01,-0.012,0.037,36.65643095970154
0.112,-74.36406469323258,-0.486,1.162,1.011,-0.009,0.035,36.656771183013916
0.077,-74.36406469323258,-0.311,0.812,1.012,-0.011,0.038,36.65710401535034
-0.238,-74.36406469323258,-0.451,1.057,1.013,-0.016,0.038,36.657463788986206
0.007,-74.36406469323258,-0.311,0.917,1.011,-0.016,0.036,36.65785193443298
0.147,-74.36406469323258,-0.346,0.917,1.012,-0.01,0.038,36.658217430114746
0.182,-74.36406469323258,-0.486,1.057,1.013,-0.013,0.04,36.65855860710144
-0.168,-74.36406469323258,-0.416,0.882,1.013,-0.011,0.038,36.65888333320618
-0.133,-74.11115619985893,-0.451,1.197,1.014,-0.018,0.036,37.22339153289795
0.042,-73.97497928303692,-0.346,0.742,1.011,-0.012,0.038,37.224016189575195
-0.098,-73.97497928303692,-0.521,0.917,1.01,-0.015,0.031,37.22439217567444
-0.098,-73.27896352008638,-0.346,0.812,1.012,-0.012,0.04,37.2263081073761
0.147,-73.27896352008638,-0.381,1.127,1.013,-0.01,0.04,37.22662854194641
-0.098,-73.27896352008638,-0.416,1.057,1.008,-0.01,0.035,37.2269127368927
0.042,-73.27896352008638,-0.311,0.742,1.007,-0.015,0.035,37.227203607559204
0.042,-73.27896352008638,-0.451,1.162,1.013,-0.015,0.039,37.22749137878418
0.077,-73.27896352008638,-0.486,0.742,1.011,-0.014,0.034,37.22778511047363
-0.028,-73.27896352008638,-0.486,1.162,1.012,-0.011,0.039,37.22806000709534
0.007,-73.27896352008638,-0.346,0.987,1.012,-0.012,0.036,37.22835087776184
-0.098,-73.27896352008638,-0.346,0.882,1.013,-0.015,0.04,37.77607798576355
0.042,-73.74975126190536,-0.381,1.022,1.012,-0.014,0.041,37.77671408653259
0.077,-73.74975126190536,-0.591,1.092,1.015,-0.011,0.039,37.778961420059204
-0.098,-73.74975126190536,-0.486,0.812,1.01,-0.011,0.033,37.779319047927856
0.077,-73.74975126190536,-0.556,1.162,1.016,-0.011,0.043,37.77963447570801
-0.063,-73.74975126190536,-0.486,0.847,1.009,-0.015,0.036,37.77993631362915
-0.028,-73.74975126190536,-0.381,0.917,1.013,-0.01,0.038,37.78023314476013
-0.063,-73.60120385577747,-0.521,1.057,1.008,-0.015,0.031,37.78059220314026
-0.063,-73.60120385577747,-0.346,1.127,1.012,-0.008,0.035,37.780900955200195
-0.098,-73.60120385577747,-0.416,1.127,1.012,-0.012,0.043,37.78121733665466
-0.028,-73.60120385577747,-0.486,0.777,1.009,-0.013,0.037,37.78152012825012
-0.098,-73.60120385577747,-0.416,1.197,1.01,-0.013,0.034,37.78362703323364
0.077,-73.60120385577747,-0.486,1.092,1.011,-0.011,0.036,38.372965812683105
-0.203,-73.59787397663665,-0.451,0.917,1.012,-0.009,0.038,38.373618602752686
0.077,-73.59787397663665,-0.696,0.952,1.01,-0.009,0.036,38.37558722496033
0.252,-73.59787397663665,-0.521,1.267,1.012,-0.009,0.037,38.37588429450989
-0.203,-73.59787397663665,-0.346,0.707,1.008,-0.016,0.035,38.37615942955017
-0.203,-74.00943597322464,-0.521,1.302,1.013,-0.014,0.039,38.376425981521606
0.007,-74.00943597322464,-0.416,1.022,1.009,-0.01,0.036,38.37669348716736
0.112,-74.00943597322464,-0.416,1.197,1.011,-0.01,0.036,38.376953125
-0.063,-74.00943597322464,-0.381,0.742,1.015,-0.013,0.041,38.377211809158325
-0.028,-74.00943597322464,-0.521,0.987,1.009,-0.014,0.034,38.37746858596802
-0.063,-74.00943597322464,-0.556,0.847,1.012,-0.011,0.039,38.37772750854492
-0.098,-74.00943597322464,-0.311,1.092,1.014,-0.01,0.04,39.01148319244385
0.077,-74.52884557019266,-0.381,1.267,1.011,-0.01,0.034,39.01218271255493
-0.098,-74.52884557019266,-0.521,1.197,1.012,-0.014,0.041,39.012598514556885
-0.168,-74.52884557019266,-0.346,0.812,1.012,-0.01,0.036,39.01457643508911
0.077,-74.52884557019266,-0.451,1.197,1.015,-0.013,0.036,39.014901876449585
-0.063,-74.52884557019266,-0.556,0.987,1.012,-0.014,0.038,39.015207052230835
-0.063,-74.52884557019266,-0.416,1.022,1.012,-0.012,0.036,39.01551008224487
0.042,-74.52884557019266,-0.486,1.092,1.013,-0.013,0.04,39.01580023765564
0.007,-74.52884557019266,-0.381,1.057,1.007,-0.011,0.034,39.01607894897461
-0.028,-74.52884557019266,-0.626,0.987,1.013,-0.015,0.035,39.016342878341675
0.042,-74.52884557019266,-0.451,1.127,1.014,-0.009,0.04,39.01660442352295
-0.028,-73.97371730606619,-0.451,0.952,1.01,-0.014,0.039,39.016860246658325
0.077,-73.97371730606619,-0.486,1.057,1.013,-0.015,0.032,39.62744975090027
0.147,-73.73161660649443,-0.346,0.917,1.011,-0.01,0.037,39.628090381622314
0.042,-73.73161660649443,-0.451,0.917,1.016,-0.012,0.043,39.62846350669861
0.007,-73.73161660649443,-0.521,0.847,1.011,-0.01,0.038,39.6303608417511
-0.028,-73.73161660649443,-0.556,0.952,1.01,-0.012,0.036,39.63073182106018
0.007,-73.73161660649443,-0.416,1.022,1.012,-0.012,0.039,39.63106417655945
-0.028,-73.73161660649443,-0.451,0.987,1.01,-0.014,0.031,39.631388425827026
0.042,-73.73161660649443,-0.486,1.197,1.013,-0.014,0.042,39.631715059280396
0.077,-74.30182142233085,-0.521,0.812,1.012,-0.012,0.041,39.631993532180786
-0.098,-74.30182142233085,-0.521,1.022,1.007,-0.011,0.03,39.63227653503418
0.042,-74.30182142233085,-0.381,0.987,1.012,-0.011,0.039,39.63254165649414
-0.028,-74.30182142233085,-0.416,1.057,1.016,-0.012,0.045,39.63544774055481
-0.098,-74.30182142233085,-0.451,0.882,1.009,-0.014,0.026,40.24369668960571
-0.028,-74.43973748658223,-0.241,1.022,1.014,-0.013,0.039,40.24593639373779
0.077,-74.43973748658223,-0.486,1.057,1.008,-0.013,0.034,40.246365785598755
-0.133,-74.43973748658223,-0.486,0.987,1.013,-0.012,0.038,40.246737241744995
0.077,-73.87171292295491,-0.276,0.917,1.011,-0.012,0.034,40.2470817565918
0.042,-73.87171292295491,-0.451,0.987,1.013,-0.012,0.037,40.2474160194397
