ax,time,vx,az,vy,ay,vz,comp
0.005,0.9722084999084473,-0.013,1.045,1.033,0.039,-0.052,-79.16373216093444
0.006,0.9728546142578125,-0.258,0.993,1.068,0.026,-0.297,-78.76316099838024
-0.006,0.97332763671875,0.022,1.011,0.928,0.038,-0.262,-78.76316099838024
0.014,0.9737074375152588,-0.363,1.003,1.348,0.027,-0.227,-78.76316099838024
-0.004,0.9740655422210693,-0.048,1.044,1.173,0.054,-0.122,-78.76316099838024
0.002,0.974407434463501,-0.048,1.007,1.243,0.021,-0.122,-78.76316099838024
0.002,0.9747567176818848,-0.293,1.026,1.173,0.04,-0.087,-78.76316099838024
0.006,0.9750924110412598,-0.188,1.011,0.718,0.022,-0.017,-78.60443315593
0.002,0.9753854274749756,0.057,1.021,1.173,0.02,-0.157,-78.60443315593
0.009,0.9756875038146973,-0.468,1.003,0.753,0.02,-0.052,-78.60443315593
-0.004,0.9759995937347412,-0.118,1.028,1.138,0.039,0.053,-78.60443315593
-0.002,0.9849338531494141,-0.188,0.991,0.928,0.018,-0.017,-78.60443315593
-0.006,0.9858670234680176,-0.048,1.034,1.243,0.051,0.158,-78.60443315593
0.009,1.5454261302947998,-0.398,0.994,1.033,0.043,0.053,-78.60443315593
0.003,1.5476934909820557,0.092,1.008,1.243,0.032,-0.122,-78.44633798554811
-0.002,1.5480923652648926,-0.048,1.008,1.453,0.024,-0.052,-78.44633798554811
-0.003,1.548356533050537,-0.433,1.018,0.998,0.024,-0.227,-78.44633798554811
-0.007,1.5485990047454834,-0.083,1.034,1.348,0.031,-0.052,-78.44633798554811
0.0,1.5488317012786865,-0.258,0.993,1.138,0.03,-0.262,-78.44633798554811
0.009,1.5490467548370361,-0.328,1.01,0.753,0.026,-0.157,-78.44633798554811
-0.003,1.5492589473724365,-0.293,1.02,1.103,0.041,0.018,-78.44633798554811
0.007,1.5494637489318848,-0.433,1.016,0.683,0.026,0.018,-78.87989271607782
-0.007,1.5496716499328613,-0.223,1.015,1.243,0.027,-0.017,-78.87989271607782
-0.01,1.5498757362365723,-0.258,1.018,1.033,0.035,-0.087,-78.87989271607782
-0.003,2.1216349601745605,-0.293,1.015,0.858,0.033,0.053,-78.87989271607782
-0.002,2.123828172683716,0.022,1.026,1.383,0.029,-0.017,-78.7246911318649
0.003,2.1242456436157227,-0.293,1.007,1.068,0.038,-0.087,-78.7246911318649
0.002,2.1245341300964355,-0.363,1.006,1.103,0.035,-0.122,-78.7246911318649
0.001,2.124894380569458,-0.363,1.014,0.998,0.042,-0.227,-78.7246911318649
-0.004,2.125168800354004,-0.398,1.019,1.313,0.014,-0.052,-78.7246911318649
0.004,2.125425100326538,-0.083,1.035,1.033,0.042,-0.297,-78.7246911318649
0.003,2.125673532485962,-0.293,1.014,0.893,0.033,-0.087,-78.7246911318649
0.001,2.1259186267852783,-0.328,1.009,1.068,0.018,-0.017,-78.7246911318649
0.001,2.1261887550354004,-0.293,0.997,0.998,0.031,-0.052,-78.7246911318649
0.001,2.1264376640319824,-0.188,1.015,1.138,0.062,-0.122,-79.17932867592148
-0.004,2.12669038772583,-0.258,0.991,1.033,0.004,0.018,-79.17932867592148
0.006,2.743957757949829,-0.188,1.017,0.928,0.032,-0.017,-79.17932867592148
-0.003,2.7446577548980713,-0.433,1.013,1.313,0.014,0.123,-79.33367075959347
-0.006,2.7468080520629883,-0.083,1.04,0.963,0.039,-0.157,-79.33367075959347
0.013,2.7471933364868164,-0.433,1.006,0.753,0.017,-0.087,-78.58264201474461
0.006,2.7475411891937256,-0.118,1.018,1.033,0.052,-0.192,-78.58264201474461
0.007,2.7478818893432617,-0.398,0.997,0.753,0.018,-0.087,-78.58264201474461
-0.0,2.748222827911377,-0.223,1.016,0.823,0.043,-0.332,-78.58264201474461
0.011,2.7485554218292236,-0.328,1.002,0.893,0.03,-0.157,-78.58264201474461
0.006,2.7488842010498047,-0.083,1.012,0.858,0.027,-0.262,-78.58264201474461
0.002,2.7492077350616455,-0.538,1.009,0.858,0.022,-0.122,-78.58264201474461
-0.004,2.749535322189331,0.022,1.023,1.033,0.028,-0.052,-78.58264201474461
-0.003,3.3453078269958496,-0.223,1.018,1.208,0.023,0.088,-78.58264201474461
-0.012,3.347625732421875,-0.118,1.011,1.138,0.018,-0.192,-78.44167697438009
0.002,3.3481481075286865,-0.083,1.01,0.893,0.038,-0.157,-78.44167697438009
-0.001,3.348541021347046,-0.643,1.008,1.453,0.032,0.053,-78.44167697438009
-0.013,3.3488991260528564,-0.328,1.031,1.243,0.035,-0.052,-78.62098353286136
0.026,3.349252700805664,-0.048,1.014,0.718,0.035,-0.122,-78.62098353286136
0.0,3.349605083465576,-1.343,1.019,0.998,-0.007,-0.927,-78.62098353286136
0.001,3.3499557971954346,-3.478,0.984,0.718,-0.096,-1.137,-78.62098353286136
0.018,3.3502871990203857,-4.913,1.036,0.018,-0.014,-1.662,-78.62098353286136
0.003,3.3506152629852295,-4.423,1.041,-3.447,-0.05,-2.082,-78.62098353286136
-0.056,3.350949764251709,-4.703,1.095,-4.322,-0.009,-1.942,-78.62098353286136
0.053,3.355409622192383,-8.483,1.123,-1.662,-0.077,-1.102,-78.62098353286136
0.021,3.968742847442627,-7.993,0.959,-7.612,-0.159,-0.297,-78.62098353286136
-0.325,3.971442699432373,-14.118,0.972,-0.402,0.146,0.158,-77.69521280831475
-0.317,3.9718353748321533,-13.138,0.839,-1.557,0.164,-1.592,-77.69521280831475
-0.305,3.9721155166625977,-12.893,1.027,-2.082,0.122,-2.992,-77.69521280831475
-0.27,3.972468852996826,-9.533,0.953,-5.547,0.152,-4.007,-77.69521280831475
-0.233,3.9728026390075684,-8.588,0.912,-8.627,0.121,-5.617,-77.69521280831475
-0.16,3.973144292831421,-9.603,1.086,-8.627,0.159,-5.722,-77.69521280831475
-0.191,3.9734535217285156,-8.868,1.019,-6.387,0.151,-6.597,-77.69521280831475
-0.136,3.973752737045288,-14.118,0.97,-12.232,0.092,-6.982,-77.69521280831475
-0.088,3.9740796089172363,-14.433,0.903,-14.857,0.089,-6.947,-77.69521280831475
-0.073,3.9744040966033936,-12.193,1.041,-15.522,0.133,-8.697,-77.69521280831475
0.04,3.9785027503967285,-14.083,0.976,-21.962,0.138,-11.077,-76.9424276208983
-0.006,4.609740495681763,-19.648,1.075,-20.422,0.072,-10.762,-76.9424276208983
0.016,4.61030650138855,9.752,1.017,12.408,0.097,1.558,-76.80616448702388
-0.03,4.612300634384155,-1.238,0.485,-1.312,0.038,-2.117,-76.80616448702388
0.107,4.612577676773071,-5.823,1.562,-0.297,-0.067,-3.412,-76.80616448702388
-0.048,4.612821102142334,-8.588,0.843,1.033,0.096,-6.282,-76.80616448702388
-0.034,4.613053560256958,-5.543,1.081,-4.427,0.188,-9.957,-76.80616448702388
-0.008,4.613306760787964,-0.643,1.264,-1.627,-0.025,-12.092,-76.14022344563621
-0.039,4.613630294799805,-0.013,0.864,8.208,0.183,-11.847,-76.14022344563621
-0.022,4.613889694213867,-1.798,1.205,7.543,-0.083,-11.742,-76.14022344563621
-0.053,4.614121198654175,-3.058,0.817,5.373,-0.002,-11.357,-76.14022344563621
-0.084,4.614347219467163,0.232,1.002,-1.767,0.035,-7.262,-76.14022344563621
-0.047,4.61467170715332,-0.188,0.957,-2.852,0.059,-5.407,-76.14022344563621
-0.091,5.163616895675659,0.232,1.049,-1.172,0.011,-1.907,-76.14022344563621
0.034,5.165803909301758,6.917,1.039,0.158,0.002,-4.497,-77.02780231983084
-0.017,5.166340112686157,0.092,1.09,-0.577,0.014,-5.337,-77.02780231983084
-0.022,5.166757822036743,2.367,1.018,0.753,0.005,-6.282,-77.02780231983084
0.007,5.1670637130737305,1.492,0.96,0.613,0.016,-6.807,-77.02780231983084
-0.007,5.167412996292114,-0.923,1.027,1.348,0.027,-6.597,-77.02780231983084
0.004,5.1677916049957275,0.372,1.008,1.068,-0.016,-6.457,-77.02780231983084
0.016,5.16815710067749,0.407,1.008,1.033,-0.028,-6.177,-77.02780231983084
-0.019,5.168541669845581,1.982,1.033,1.838,-0.009,-5.197,-78.21400613759099
0.024,5.168900489807129,0.897,0.978,1.978,0.026,-3.692,-78.21400613759099
0.019,5.169251441955566,0.127,1.104,1.488,0.04,-2.257,-78.21400613759099
-0.003,5.727678060531616,0.582,0.989,0.788,-0.006,-0.892,-78.21400613759099
0.086,5.728253364562988,4.852,1.028,-0.892,-0.058,-18.952,-77.04340784690822
-0.142,5.728591203689575,3.487,1.169,-2.082,-0.091,-21.262,-77.04340784690822
0.088,5.728846549987793,4.747,1.061,-5.792,-0.037,-21.087,-77.04340784690822
0.134,5.7290873527526855,3.102,0.875,-6.982,0.214,-22.837,-77.04340784690822
0.021,5.729326009750366,-4.038,1.073,-4.847,-0.342,-23.747,-77.04340784690822
0.108,5.729556560516357,-1.868,1.144,-6.842,-0.008,-24.027,-77.04340784690822
0.109,5.729783296585083,-0.258,1.174,-9.957,0.17,-24.132,-77.04340784690822
-0.023,5.7300124168396,1.177,1.387,-11.287,0.033,-23.222,-77.04340784690822
0.003,5.730240821838379,-2.218,1.131,-16.012,0.112,-23.047,-77.04340784690822
0.05,5.732316017150879,-1.168,0.891,-23.712,-0.04,-20.597,-77.04340784690822
0.069,6.287962198257446,-6.243,1.024,-25.602,0.02,-17.692,-77.25148601516227
0.079,6.29041314125061,1.177,1.035,-4.742,0.109,-16.817,-76.95969855576712
0.091,6.290993690490723,-1.238,0.958,-5.792,0.101,-15.837,-76.95969855576712
0.067,6.291372537612915,-0.713,1.041,-5.862,0.094,-15.347,-76.95969855576712
0.072,6.2917211055755615,1.667,0.921,-3.167,0.091,-14.577,-76.02340647531284
0.075,6.292065143585205,1.142,0.988,-2.852,0.14,-14.367,-76.02340647531284
0.078,6.29243278503418,-0.643,1.005,-1.347,0.119,-13.107,-76.02340647531284
0.063,6.292772054672241,0.337,1.016,-0.647,0.149,-12.337,-76.02340647531284
0.072,6.293109655380249,-0.013,1.02,-0.997,0.146,-12.092,-76.02340647531284
0.075,6.293441295623779,1.317,1.036,-1.382,0.118,-11.077,-76.02340647531284
0.071,6.293767690658569,2.332,0.973,-1.767,0.125,-10.447,-76.02340647531284
0.076,6.871763467788696,3.312,1.022,-2.362,0.129,-9.957,-76.02340647531284
0.127,6.874395847320557,1.597,1.055,1.943,0.082,6.878,-75.2762244639242
0.169,6.875094413757324,0.757,1.05,6.633,0.15,7.123,-75.2762244639242
0.145,6.875500202178955,-6.593,0.938,10.658,0.088,7.788,-75.2762244639242
0.131,6.875856399536133,-5.928,0.61,-1.207,-0.041,11.673,-76.16455867552648
0.153,6.876216888427734,1.177,1.197,-1.487,0.081,13.843,-76.16455867552648
0.121,6.876558065414429,3.977,1.137,5.128,0.052,15.523,-76.16455867552648
0.13,6.876890182495117,3.977,1.124,8.628,0.136,15.943,-76.16455867552648
0.178,6.877222537994385,-2.113,1.119,13.318,0.107,15.068,-76.16455867552648
0.181,6.877554893493652,-10.058,0.681,11.813,0.091,15.243,-76.16455867552648
0.231,6.877881765365601,-4.108,0.909,-2.082,0.065,18.253,-76.16455867552648
0.215,6.8782079219818115,-1.973,1.242,0.858,0.026,18.253,-76.16455867552648
0.107,7.433442115783691,-0.573,1.154,7.263,0.153,18.008,-76.16455867552648
-0.103,7.435647964477539,7.932,0.92,-6.842,-0.08,-14.682,-73.8254850980643
-0.08,7.4359986782073975,11.992,0.955,-7.087,-0.082,-16.922,-73.8254850980643
-0.035,7.436309576034546,15.912,0.986,-6.947,-0.05,-18.427,-73.8254850980643
-0.012,7.43658971786499,14.302,1.419,-4.672,0.082,-19.547,-73.8254850980643
-0.055,7.436850070953369,0.477,1.001,0.753,-0.096,-19.512,-73.8254850980643
0.093,7.437109708786011,4.887,1.241,6.598,0.038,-18.357,-73.8254850980643
0.024,7.437425374984741,4.117,0.958,6.073,-0.025,-17.097,-73.8254850980643
0.048,7.437833070755005,3.417,0.806,-0.367,-0.018,-13.562,-73.85150844886687
0.075,7.438228607177734,3.417,1.073,-0.367,0.063,-11.217,-73.85150844886687
0.075,7.438600540161133,2.052,1.073,-1.172,0.063,-10.622,-73.85150844886687
0.11,7.438969850540161,0.337,0.976,-2.047,0.048,-7.927,-73.85150844886687
0.124,8.064419269561768,-2.323,1.1,-1.767,0.09,-2.992,-73.85150844886687
0.003,8.066663265228271,-1.658,1.031,-1.382,0.065,5.758,-75.08813348039658
0.027,8.067043542861938,-1.378,0.993,2.153,0.055,6.003,-76.45262312844217
0.022,8.067356586456299,-1.308,0.988,2.118,0.074,6.248,-76.45262312844217
0.006,8.067673683166504,-0.433,1.034,1.103,0.05,5.723,-76.45262312844217
0.018,8.068057298660278,-1.308,1.035,1.278,0.015,5.758,-76.45262312844217
0.006,8.068456888198853,-1.448,0.983,0.578,0.052,5.583,-76.45262312844217
0.004,8.068854093551636,-0.188,0.985,0.158,0.03,4.778,-76.45262312844217
0.051,8.069124937057495,-1.273,1.026,-2.047,0.03,3.973,-76.45262312844217
-0.002,8.069371461868286,0.617,0.851,-1.312,0.006,4.043,-76.45262312844217
-0.007,8.069607257843018,-1.763,1.075,-2.887,0.047,3.553,-76.45262312844217
0.055,8.641953468322754,-1.413,1.068,-0.157,0.028,4.113,-76.45262312844217
0.082,8.64452600479126,-2.358,0.971,4.568,0.026,18.498,-75.84409133532316
0.098,8.645034313201904,-2.218,0.959,7.508,-0.03,19.128,-75.84409133532316
0.12,8.645359754562378,14.477,0.916,16.188,-0.056,17.483,-75.84409133532316
-0.013,8.64564847946167,15.247,0.876,14.998,0.041,17.028,-74.49757996692773
0.066,8.645963668823242,5.657,1.067,15.943,-0.051,16.083,-74.49757996692773
0.064,8.646287441253662,13.357,1.026,19.128,-0.052,15.348,-74.49757996692773
0.026,8.646578788757324,17.767,0.964,22.663,-0.043,14.193,-74.49757996692773
0.076,8.646871328353882,19.517,1.061,24.343,-0.048,13.353,-74.49757996692773
0.034,8.647171974182129,25.642,1.037,27.213,-0.026,12.023,-74.49757996692773
0.056,8.647467374801636,26.552,1.033,26.933,-0.059,11.043,-74.49757996692773
0.105,8.647759437561035,28.197,1.048,29.733,-0.11,10.133,-74.49757996692773
0.116,9.218600988388062,25.537,0.941,30.153,-0.061,9.048,-74.49757996692773
0.142,9.220923662185669,-5.228,0.999,3.378,-0.006,-15.242,-73.94121461814888
-0.056,9.221327304840088,-6.908,0.895,9.048,0.082,-19.617,-73.94121461814888
-0.06,9.221688508987427,-8.483,0.738,2.713,0.011,-24.412,-73.94121461814888
-0.068,9.222062110900879,-10.513,0.97,2.328,0.035,-27.107,-72.68306755082821
-0.058,9.222379684448242,-14.083,0.921,-0.682,0.022,-29.942,-73.1401274616647
-0.056,9.222681760787964,-14.503,1.019,-3.027,0.027,-31.272,-73.1401274616647
-0.104,9.222973346710205,-16.358,1.037,-4.637,0.043,-31.692,-73.1401274616647
-0.105,9.223258972167969,-16.463,0.998,-5.897,0.029,-32.007,-73.1401274616647
-0.139,9.223543643951416,-17.478,1.032,-5.827,0.026,-31.727,-73.1401274616647
-0.134,9.223843812942505,-17.863,1.063,-5.932,0.017,-30.607,-73.1401274616647
-0.14,9.802899360656738,-15.273,1.071,-4.567,-0.003,-28.437,-73.1401274616647
0.101,9.803541421890259,13.392,1.085,8.978,-0.16,15.908,-72.16175346969791
0.013,9.805554389953613,3.452,0.96,4.288,-0.036,18.218,-72.16175346969791
0.039,9.805891513824463,4.047,1.194,2.783,-0.006,18.498,-72.16175346969791
0.039,9.806214570999146,1.597,1.069,2.118,-0.006,18.498,-72.16175346969791
0.028,9.80652904510498,-2.428,1.039,2.538,-0.039,18.253,-73.79677598260928
0.003,9.806841611862183,-1.868,1.012,4.253,-0.05,18.078,-73.79677598260928
-0.028,9.807153463363647,-1.238,1.0,4.428,-0.021,17.518,-73.79677598260928
0.052,9.807446718215942,-0.328,0.959,3.343,-0.099,16.503,-73.79677598260928
-0.018,9.807760000228882,2.577,1.143,4.078,0.031,15.593,-73.79677598260928
-0.01,9.808076620101929,1.772,0.913,2.293,-0.043,15.138,-73.79677598260928
-0.003,9.808398485183716,0.057,1.046,3.518,-0.008,15.418,-73.79677598260928
-0.006,10.386872291564941,0.057,0.905,3.413,-0.065,14.718,-73.79677598260928
0.034,10.389221429824829,2.612,1.0,-2.607,0.039,0.193,-74.258833167588
0.029,10.389593839645386,0.267,1.045,-2.747,0.028,-1.697,-74.258833167588
0.026,10.389935493469238,0.267,1.045,-2.747,0.041,-1.697,-74.258833167588
0.02,10.390248775482178,0.407,1.046,-0.227,0.046,-3.552,-74.258833167588
0.009,10.390547513961792,0.372,1.003,1.278,0.042,-4.182,-75.36160115123305
0.018,10.390841245651245,1.107,1.051,2.048,0.025,-6.912,-75.36160115123305
0.002,10.391140699386597,2.437,0.959,1.978,0.056,-8.172,-75.36160115123305
-0.001,10.391475200653076,1.842,0.991,1.313,0.034,-8.802,-75.36160115123305
0.002,10.391770124435425,1.212,1.026,0.473,0.028,-8.767,-75.36160115123305
-0.005,10.392060279846191,2.787,1.019,1.033,0.03,-8.487,-75.36160115123305
0.038,10.973088264465332,2.927,1.032,0.893,0.043,-7.892,-75.36160115123305
0.094,10.973710298538208,3.277,1.27,-2.537,0.045,2.748,-75.86322361392062
0.078,10.97410535812378,5.867,1.102,0.788,0.075,2.398,-75.86322361392062
0.07,10.976142644882202,7.547,1.088,5.163,0.067,-0.087,-75.86322361392062
0.057,10.976499319076538,-0.223,0.856,5.828,0.009,-4.357,-75.86322361392062
0.173,10.976858854293823,-0.608,0.807,-0.997,0.009,-5.547,-75.86322361392062
0.12,10.977171182632446,7.232,1.085,-13.142,0.037,-7.052,-77.55063680233386
0.112,10.977488279342651,9.507,1.346,-10.657,-0.007,-9.222,-77.55063680233386
0.046,10.977803707122803,8.737,1.119,-6.597,0.027,-10.377,-77.55063680233386
0.063,10.978108882904053,6.777,0.856,0.473,0.115,-13.632,-77.55063680233386
0.043,10.978410482406616,-5.193,0.809,3.518,0.027,-17.937,-77.55063680233386
0.075,10.978706359863281,-4.038,0.709,-2.642,0.004,-18.707,-77.55063680233386
0.097,11.61048936843872,2.787,1.168,-10.937,0.022,-20.037,-77.55063680233386
0.078,11.612837553024292,-12.683,0.986,12.233,0.047,3.098,-74.82762616409846
0.084,11.61337161064148,-13.208,1.002,13.528,0.082,2.888,-74.82762616409846
0.092,11.613747119903564,-13.663,1.008,14.683,0.055,2.188,-74.82762616409846
0.096,11.614097595214844,-14.678,0.932,18.253,0.071,0.683,-74.82762616409846
0.099,11.614464282989502,-14.398,0.921,17.833,0.121,0.473,-74.82762616409846
0.141,11.614813804626465,-12.963,0.886,16.048,0.12,-0.787,-74.82762616409846
0.094,11.615166664123535,-12.088,1.003,14.298,0.049,-1.382,-74.82762616409846
0.165,11.615514039993286,-11.423,0.918,13.213,0.117,-1.347,-74.82762616409846
0.157,11.615850687026978,-9.603,0.997,12.163,0.071,-0.892,-74.82762616409846
0.132,11.61620569229126,-8.728,1.007,10.378,0.074,0.263,-74.4432413222246
0.119,11.616564750671387,-8.658,1.103,10.238,0.047,1.138,-74.4432413222246
0.173,12.224201202392578,-7.188,0.905,10.728,0.054,2.503,-74.4432413222246
0.059,12.22656512260437,3.767,0.884,7.193,0.189,-9.222,-74.47588900324574
0.074,12.226983070373535,1.807,0.876,-2.257,0.179,-9.957,-74.47588900324574
0.038,12.227326393127441,-2.463,1.338,-3.482,0.088,-11.672,-74.47588900324574
0.189,12.227651596069336,4.292,0.918,-2.362,0.211,-13.807,-74.47588900324574
0.118,12.227977991104126,0.442,0.886,-0.997,0.071,-13.387,-74.47588900324574
-0.049,12.228304862976074,-2.498,1.095,-1.032,0.215,-13.247,-74.47588900324574
0.042,12.228614568710327,-2.813,1.381,-3.902,0.063,-13.317,-74.47588900324574
0.265,12.228923797607422,-1.833,0.741,-4.917,0.22,-13.072,-74.03376590329272
0.195,12.229233264923096,2.052,0.995,-5.057,0.05,-13.212,-74.03376590329272
-0.003,12.229548215866089,2.647,1.078,1.908,0.162,-13.352,-74.03376590329272
0.246,12.848686695098877,0.862,0.955,-0.892,0.024,-12.897,-74.03376590329272
-0.06,12.85140323638916,-2.848,1.049,1.243,0.171,1.733,-75.89950111132025
0.043,12.851908206939697,-2.568,0.933,-0.507,0.093,3.063,-75.89950111132025
-0.01,12.852280855178833,-3.408,0.97,-0.227,0.05,3.833,-75.89950111132025
-0.055,12.852617502212524,-1.238,1.088,1.663,0.006,4.358,-74.93089646486996
-0.045,12.85291862487793,-1.238,1.001,0.683,0.063,4.778,-74.93089646486996
-0.009,12.853201866149902,-2.008,1.071,2.083,0.074,5.128,-74.93089646486996
-0.036,12.853473424911499,-3.513,1.054,0.963,0.085,5.443,-74.93089646486996
0.02,12.853741884231567,-2.323,1.038,-0.332,0.014,5.863,-74.93089646486996
0.013,12.854004621505737,-1.168,1.126,0.718,0.122,6.073,-74.93089646486996
-0.087,12.854276895523071,-6.313,0.672,-1.522,0.212,6.563,-74.93089646486996
0.021,12.855031728744507,8.667,1.425,0.018,-0.152,5.548,-74.93089646486996
0.321,13.460254907608032,-8.553,0.925,-6.527,0.158,4.883,-74.93089646486996
0.051,13.460845947265625,4.187,0.778,6.178,0.06,-8.767,-76.08595812701479
0.067,13.462957620620728,0.022,0.803,2.643,-0.011,-8.977,-77.60477423732434
0.09,13.463276386260986,-10.058,1.066,-3.342,-0.084,-9.292,-77.60477423732434
0.091,13.463562488555908,-5.753,1.224,1.943,-0.129,-7.717,-77.60477423732434
0.072,13.463836669921875,6.007,1.055,12.478,-0.019,-5.372,-77.60477423732434
0.06,13.464104652404785,9.437,0.814,9.503,-0.055,-4.602,-77.60477423732434
0.108,13.464379787445068,-7.398,1.043,-1.452,-0.091,-4.497,-77.60477423732434
0.054,13.464644193649292,-2.883,1.236,2.153,-0.092,-4.532,-77.60477423732434
0.175,13.46490740776062,-2.043,1.123,15.033,-0.119,-1.522,-77.60477423732434
0.091,13.465166807174683,4.887,0.666,12.338,0.045,0.158,-77.60477423732434
0.132,13.469449281692505,-3.583,1.181,1.103,-0.069,-0.402,-77.60477423732434
0.087,14.04517650604248,-4.388,1.06,-0.052,-0.06,-0.087,-76.25827068870255
-0.264,14.047581911087036,-23.603,1.174,2.468,0.165,-22.452,-74.41091370169423
-0.4,14.04800796508789,-25.213,0.705,0.893,0.128,-23.327,-74.41091370169423
-0.203,14.04833698272705,-26.368,1.229,-11.182,0.092,-25.567,-73.77648297093766
-0.277,14.048628807067871,-30.148,0.751,-17.587,0.04,-26.932,-73.77648297093766
-0.228,14.048989534378052,-27.243,1.107,-23.432,-0.036,-26.547,-73.77648297093766
-0.238,14.049359798431396,-15.833,1.433,-27.072,0.203,-26.617,-73.77648297093766
-0.419,14.049660682678223,-28.643,0.944,-26.267,0.112,-26.967,-73.77648297093766
0.071,14.050020933151245,-22.728,0.47,-14.157,-0.153,-26.302,-73.77648297093766
-0.48,14.05040168762207,-4.073,1.419,-7.017,0.008,-25.847,-73.77648297093766
-0.3,14.05079698562622,-1.553,1.167,-7.612,0.156,-20.597,-73.77648297093766
-0.106,14.051311254501343,4.397,1.256,-4.287,0.085,-17.482,-73.77648297093766
-0.103,14.630889892578125,9.752,0.882,-0.857,0.185,-13.142,-72.80344684992386
-0.031,14.63326120376587,-3.023,0.954,8.278,0.033,4.498,-72.875864288098
-0.028,14.63365364074707,-6.803,0.978,6.178,0.036,6.248,-73.73707572744512
0.001,14.633967161178589,-1.098,1.085,-0.857,-0.002,8.068,-73.73707572744512
-0.032,14.63427209854126,0.442,1.076,-2.817,0.08,8.768,-73.73707572744512
-0.0,14.634565114974976,0.477,0.987,-4.427,0.026,9.258,-73.73707572744512
-0.046,14.634856939315796,-2.183,0.877,1.523,0.05,11.008,-73.73707572744512
0.002,14.635145425796509,-3.373,1.017,3.063,0.062,11.568,-73.73707572744512
-0.029,14.635430574417114,6.812,1.069,4.603,0.07,14.333,-73.73707572744512
-0.056,14.63571572303772,1.317,1.013,4.428,0.033,15.593,-73.73707572744512
0.011,14.636021137237549,2.192,1.045,4.253,0.042,16.328,-73.73707572744512
0.003,14.636328935623169,1.562,0.986,3.203,0.027,17.273,-73.73707572744512
0.012,15.210587501525879,0.162,0.981,4.358,0.02,19.548,-74.61514171967946
0.032,15.212889194488525,0.792,1.013,1.488,-0.034,-5.827,-75.56210030396198
0.013,15.213247299194336,-1.133,0.987,0.333,-0.015,-3.972,-75.56210030396198
0.027,15.21356201171875,-1.028,0.995,-0.017,-0.029,-2.327,-75.47517446214452
0.027,15.21388578414917,-0.538,0.966,0.158,-0.026,-1.662,-75.47517446214452
0.025,15.214194774627686,0.372,1.045,0.403,0.009,-1.032,-75.47517446214452
-0.008,15.214505672454834,0.442,1.007,1.663,0.02,-0.122,-75.47517446214452
0.012,15.214801788330078,0.407,1.001,1.663,0.028,0.228,-75.47517446214452
-0.001,15.21509313583374,-0.433,0.987,1.628,0.034,0.718,-75.47517446214452
-0.018,15.215383529663086,-1.693,1.024,-0.647,0.05,0.508,-75.47517446214452
0.005,15.215686082839966,-0.993,1.055,-1.487,0.07,0.403,-75.47517446214452
-0.006,15.218348503112793,0.337,1.043,-1.277,0.053,-0.402,-75.47517446214452
-0.023,15.720174551010132,2.017,0.966,-0.017,0.043,-1.557,-75.47517446214452
0.089,15.722595691680908,-0.328,1.229,-13.142,0.113,20.983,-76.58021148902863
0.052,15.7232027053833,1.702,1.107,-8.557,0.076,22.698,-76.58021148902863
0.073,15.723641395568848,3.102,1.0,-1.312,0.01,22.383,-76.58021148902863
0.07,15.724034547805786,7.022,0.892,-2.887,0.016,21.228,-76.58021148902863
0.104,15.724410772323608,7.932,1.009,-7.297,0.084,19.898,-76.58021148902863
0.057,15.724749088287354,3.627,1.106,-3.937,0.09,16.573,-76.58021148902863
0.061,15.725152015686035,1.562,0.948,-0.507,0.017,13.563,-76.58021148902863
0.061,15.725606679916382,1.562,0.948,-0.507,0.017,13.563,-76.58021148902863
0.082,15.725929021835327,5.727,0.942,-1.452,-0.012,8.873,-76.58021148902863
0.081,15.72624135017395,5.307,1.014,3.063,0.06,2.818,-77.70647258593642
0.081,15.726544618606567,5.307,1.014,3.063,0.06,0.543,-77.70647258593642
0.087,16.248207807540894,3.942,0.999,-1.697,0.046,-3.482,-77.70647258593642
0.072,16.25052309036255,4.117,1.061,1.313,0.098,-7.332,-75.69030995335946
0.128,16.25088858604431,3.242,1.012,0.508,0.067,-7.297,-75.69030995335946
0.119,16.251163482666016,3.907,0.885,-2.222,0.029,-6.107,-75.69030995335946
0.111,16.251420736312866,7.337,1.119,-5.407,0.055,-4.952,-75.69030995335946
0.126,16.25166964530945,8.422,1.06,-5.337,0.087,-4.567,-75.69030995335946
0.139,16.251911401748657,8.037,1.062,-4.322,0.075,-3.447,-75.69030995335946
0.079,16.252156496047974,6.707,0.998,-2.572,-0.006,-2.607,-75.69030995335946
0.155,16.252413749694824,4.257,1.041,-1.557,0.08,-2.292,-74.84182837787867
0.144,16.252657175064087,1.107,0.956,-3.657,0.024,-1.102,-74.84182837787867
0.148,16.252894401550293,3.592,1.132,-5.407,0.161,0.998,-74.84182837787867
0.16,16.757171869277954,2.052,0.957,-3.412,0.063,2.293,-74.84182837787867
0.09,16.759514093399048,-15.973,1.143,18.918,0.082,9.958,-76.25783335006986
0.031,16.759886980056763,-18.773,0.897,21.893,0.075,8.803,-76.25783335006986
0.082,16.76015329360962,-22.798,1.052,25.288,0.099,8.138,-76.25783335006986
0.024,16.760420322418213,-24.408,1.119,29.173,0.017,7.018,-76.25783335006986
0.089,16.760676860809326,-25.738,0.883,30.818,0.082,5.618,-74.7026010540799
0.096,16.761000871658325,-28.398,1.073,34.423,0.088,4.148,-74.7026010540799
