ax,time,vx,az,vy,ay,vz,comp
-0.0,78.94159007072449,-0.153,1.016,0.963,0.015,-0.192,-74.92738237244741
0.008,78.94198656082153,-0.258,1.014,1.208,0.031,-0.017,-74.92738237244741
-0.005,78.94233131408691,-0.223,1.001,1.208,0.014,0.123,-74.92738237244741
0.002,78.94415521621704,-0.118,1.032,0.963,0.023,-0.122,-74.92738237244741
0.002,79.56075501441956,-0.188,1.006,0.893,0.026,-0.227,-74.92738237244741
0.004,79.56309771537781,-0.153,1.008,0.823,0.013,-0.087,-75.38045729487368
0.003,79.56362700462341,-0.223,1.009,0.928,0.017,-0.157,-75.38045729487368
-0.007,79.56399154663086,-0.153,1.012,1.138,0.024,-0.052,-75.38045729487368
0.008,79.56435966491699,-0.328,1.001,1.383,0.026,0.053,-75.38045729487368
-0.007,79.56469583511353,-0.013,0.998,0.823,0.019,-0.157,-75.38045729487368
0.01,79.565021276474,-0.188,1.005,1.208,0.025,0.018,-75.38045729487368
0.009,79.56534910202026,-0.468,1.003,1.173,0.02,-0.122,-75.38045729487368
0.007,79.56568169593811,-0.223,1.018,1.173,0.025,0.053,-75.38045729487368
-0.0,79.56601405143738,-0.153,1.001,0.893,0.037,-0.157,-75.38045729487368
0.003,79.56634402275085,-0.153,1.007,0.858,0.033,-0.192,-75.38045729487368
-0.009,80.21819519996643,-0.223,1.035,0.963,0.015,-0.087,-75.48206405809725
-0.009,80.21885395050049,-0.188,1.012,0.928,0.014,-0.157,-75.30091706021025
-0.007,80.21931910514832,-0.258,1.017,1.173,0.037,-0.087,-75.30091706021025
-0.009,80.22127795219421,-0.188,1.02,1.278,0.023,-0.157,-75.30091706021025
-0.009,80.22158455848694,-0.293,1.011,0.998,0.012,-0.087,-75.30091706021025
0.006,80.22184920310974,-0.188,1.022,0.998,0.03,-0.157,-75.48822015158026
-0.003,80.22210884094238,-0.118,0.999,0.718,0.013,-0.192,-75.48822015158026
-0.004,80.22236680984497,-0.293,1.016,1.208,0.014,-0.087,-75.48822015158026
-0.001,80.22265958786011,-0.153,1.017,1.208,0.026,-0.087,-75.48822015158026
0.006,80.22303652763367,-0.328,1.012,1.068,0.027,-0.157,-75.48822015158026
-0.001,80.22333073616028,-0.258,1.009,1.383,0.031,-0.122,-75.48822015158026
-0.003,80.22362351417542,-0.293,1.006,1.068,0.017,-0.122,-75.48822015158026
0.012,80.8741283416748,-0.223,1.026,0.963,0.02,0.018,-75.48822015158026
0.007,80.87476086616516,-0.293,1.019,1.173,0.023,-0.017,-75.38178252933349
-0.002,80.877192735672,-0.188,1.015,1.138,0.031,-0.052,-75.38178252933349
-0.031,80.87754535675049,-0.188,1.014,0.963,0.013,-0.157,-75.38178252933349
-0.013,80.87786030769348,-0.188,1.016,0.998,0.016,0.053,-75.38178252933349
0.01,80.87816309928894,-0.258,1.012,1.068,0.031,-0.122,-75.38178252933349
0.012,80.87846493721008,-0.188,1.02,1.208,0.034,-0.052,-75.38178252933349
-0.003,80.87879037857056,-0.188,1.006,1.033,0.008,-0.192,-75.47576860021933
0.0,80.87908506393433,-0.188,1.006,0.858,0.031,-0.157,-75.47576860021933
0.003,80.87937450408936,-0.293,1.0,0.928,0.023,-0.052,-75.47576860021933
-0.004,80.87968754768372,-0.363,1.023,0.998,0.023,-0.122,-75.47576860021933
-0.006,80.88443279266357,-0.083,1.002,1.033,0.022,-0.087,-75.47576860021933
-0.005,81.47547745704651,-0.258,1.007,0.928,0.025,-0.262,-75.47576860021933
0.011,81.47805690765381,-0.258,1.016,0.998,0.025,0.123,-75.80328597676285
0.008,81.47851324081421,-0.188,1.019,1.558,0.018,-0.052,-75.80328597676285
0.015,81.47880792617798,-0.398,1.02,1.173,0.052,0.018,-75.80328597676285
-0.0,81.4790825843811,-0.223,1.004,1.243,0.022,-0.157,-75.80328597676285
-0.003,81.4793529510498,-0.153,1.027,0.963,0.029,-0.122,-75.80328597676285
0.003,81.47966814041138,-0.013,1.01,0.998,0.022,-0.157,-75.37779739817856
0.016,81.47997283935547,-0.223,1.02,0.963,0.019,-0.192,-75.37779739817856
0.007,81.48023533821106,-0.188,1.008,0.928,0.038,-0.122,-75.37779739817856
0.003,81.48055005073547,-0.223,1.007,1.173,0.02,-0.192,-75.37779739817856
0.012,81.48091316223145,-0.293,1.034,0.858,0.023,-0.087,-75.37779739817856
0.015,81.48125004768372,-0.188,1.005,1.173,0.043,-0.122,-75.37779739817856
-0.009,82.08284568786621,-0.118,1.038,1.033,0.001,-0.122,-75.37779739817856
0.006,82.08351039886475,-0.328,1.009,1.068,0.018,-0.087,-75.15784905272116
0.004,82.08547902107239,-0.153,1.026,1.103,0.013,0.018,-75.15784905272116
0.0,82.68649339675903,-0.118,1.018,1.138,0.032,-0.297,-75.15784905272116
vx,az,comp,vy,vz,time,ay,ax
-0.398,0.991,-75.03810742695987,1.173,0.088,0.31310462951660156,0.01,0.015
-0.258,0.999,-75.03810742695987,1.033,-0.052,0.3200356960296631,0.021,0.008
-0.188,1.017,-75.03810742695987,1.033,-0.227,0.32070016860961914,0.02,-0.002
0.022,0.996,-74.94967623621461,0.858,-0.157,0.3213014602661133,0.026,-0.01
-0.328,1.004,-74.94967623621461,1.173,-0.192,0.32167720794677734,0.028,-0.001
-0.363,1.014,-74.94967623621461,1.173,-0.122,0.3219614028930664,0.025,0.0
-0.048,0.997,-74.94967623621461,0.858,-0.087,0.32230615615844727,0.02,0.01
-0.258,1.009,-74.94967623621461,1.243,-0.227,0.3226001262664795,0.028,0.012
-0.328,1.027,-74.94967623621461,0.928,-0.122,0.3229227066040039,0.029,0.012
-0.153,1.011,-74.94967623621461,1.138,-0.192,0.323178768157959,0.028,0.011
-0.118,1.016,-74.94967623621461,1.138,-0.227,0.32342958450317383,0.021,0.007
-0.223,1.012,-74.94967623621461,1.033,-0.157,0.33043479919433594,0.026,-0.003
-0.293,0.994,-74.94967623621461,1.173,-0.087,0.34099578857421875,0.03,0.004
-0.328,1.007,-74.9838786515285,0.998,0.053,0.3481121063232422,0.025,-0.003
-0.258,1.02,-74.9838786515285,1.138,-0.087,0.35695457458496094,0.042,-0.0
-0.223,0.983,-74.9838786515285,1.103,0.018,0.36698317527770996,0.017,0.008
-0.188,1.007,-74.9838786515285,1.208,0.018,0.37734246253967285,0.021,0.022
-0.223,1.019,-74.9838786515285,0.928,-0.122,0.3879225254058838,0.006,0.03
-0.223,1.019,-74.9838786515285,1.068,-0.052,0.3989682197570801,0.052,0.015
-0.118,1.006,-74.9838786515285,1.103,-0.017,0.4216282367706299,0.026,-0.005
-0.293,1.025,-74.9838786515285,0.893,-0.122,0.4222981929779053,0.032,0.006
-0.223,1.016,-74.9838786515285,1.103,-0.052,0.4293065071105957,0.019,-0.004
-0.293,1.006,-74.88552003387667,0.998,-0.122,0.43761682510375977,0.021,0.0
-0.153,1.037,-74.88552003387667,0.858,-0.017,0.4473602771759033,0.025,-0.006
-0.188,0.996,-74.88552003387667,1.138,-0.122,0.9825892448425293,0.003,-0.011
-0.118,1.013,-75.61546984433865,0.893,-0.087,0.9832746982574463,0.022,0.004
-0.153,1.011,-75.61546984433865,0.928,-0.122,0.9836132526397705,0.02,0.006
-0.188,1.009,-75.61546984433865,1.068,-0.122,0.9838826656341553,0.02,0.012
-0.328,1.008,-75.61546984433865,0.963,0.123,0.984121561050415,0.032,0.011
-0.188,1.004,-75.61546984433865,1.103,-0.157,0.9843497276306152,0.038,-0.005
-0.188,1.003,-75.61546984433865,0.858,-0.052,0.9846408367156982,0.017,0.005
-0.468,1.016,-75.16632929430142,1.138,0.123,0.9849045276641846,0.004,0.003
-0.293,1.014,-75.16632929430142,1.278,-0.087,0.9851698875427246,0.033,-0.0
-0.118,1.017,-75.16632929430142,1.033,-0.052,0.9854564666748047,0.029,-0.003
-0.363,1.007,-75.16632929430142,0.823,-0.087,0.9857258796691895,0.021,0.004
-0.223,0.989,-75.16632929430142,1.278,-0.122,0.9876911640167236,0.018,0.017
-0.468,1.009,-75.16632929430142,1.523,-0.087,0.9880473613739014,0.013,0.005
-0.223,1.018,-75.16632929430142,0.823,-0.192,0.988356351852417,0.036,0.01
-0.013,0.99,-75.16632929430142,1.173,-0.262,0.9973101615905762,0.027,0.004
-0.223,0.995,-75.16632929430142,1.068,-0.122,1.552894115447998,0.027,-0.002
-0.258,1.013,-75.13577400370964,0.998,-0.157,1.5550868511199951,0.022,-0.004
-0.153,1.0,-75.13577400370964,1.138,0.018,1.555511236190796,0.03,0.006
-0.363,1.011,-75.13577400370964,1.313,-0.017,1.5558497905731201,0.031,-0.001
-0.118,1.015,-75.13577400370964,0.998,-0.017,1.5561697483062744,0.013,-0.0
-0.363,1.018,-75.13577400370964,0.893,-0.052,1.5564970970153809,0.02,0.011
-0.153,1.008,-75.13577400370964,1.173,0.018,1.5568079948425293,0.039,0.003
-0.083,1.021,-74.9001019161018,0.963,-0.192,1.5571074485778809,0.029,-0.008
-0.048,1.012,-74.9001019161018,1.068,-0.227,1.557405948638916,0.015,-0.003
0.022,1.005,-74.9001019161018,0.788,-0.087,1.5576984882354736,0.014,0.004
-0.258,1.023,-74.9001019161018,0.998,-0.017,1.557981014251709,0.022,-0.006
-0.258,1.015,-74.9001019161018,1.138,-0.087,1.5582613945007324,0.03,0.004
-0.083,1.01,-74.9001019161018,0.683,0.018,2.1010258197784424,0.028,0.008
-0.258,1.014,-75.11122644496342,1.033,-0.227,2.1031124591827393,0.037,0.007
-0.223,1.015,-75.11122644496342,0.998,-0.157,2.103560447692871,0.026,-0.003
-0.258,0.994,-75.11122644496342,1.243,-0.017,2.103895425796509,0.03,0.009
-0.188,1.004,-75.11122644496342,0.928,-0.157,2.1042134761810303,0.011,0.022
-0.083,1.003,-75.11122644496342,1.103,-0.052,2.1045448780059814,0.028,0.02
-0.258,1.023,-75.11122644496342,1.103,-0.157,2.1048476696014404,0.034,0.007
-0.223,1.012,-75.11122644496342,1.068,-0.052,2.1051430702209473,0.022,-0.0
-0.118,1.012,-75.11122644496342,1.103,-0.052,2.10543155670166,0.03,-0.018
-0.258,1.01,-75.11122644496342,1.068,-0.122,2.105717658996582,0.026,0.002
-0.223,1.024,-75.11122644496342,0.963,0.018,2.1060049533843994,0.016,-0.005
-0.083,1.021,-74.92738237244741,0.963,-0.052,2.1064305305480957,0.036,0.003
-0.188,1.025,-74.92738237244741,0.998,0.053,2.6551575660705566,0.051,0.003
-0.223,1.025,-75.9599429152319,1.068,-0.157,2.6575145721435547,0.011,0.001
-0.153,1.01,-75.9599429152319,1.173,-0.122,2.6578400135040283,0.028,0.003
-0.258,1.008,-75.9599429152319,0.963,-0.157,2.658079147338867,0.024,0.009
-0.188,1.012,-75.4876784544288,1.068,-0.017,2.6583008766174316,0.015,0.009
-0.188,0.97,-75.4876784544288,1.173,-0.087,2.6586055755615234,0.047,0.013
-0.328,1.006,-75.4876784544288,0.858,-0.157,2.658853769302368,0.034,0.004
-0.258,1.03,-75.4876784544288,0.998,-0.122,2.6590733528137207,0.03,-0.001
-0.048,1.009,-75.4876784544288,1.208,-0.122,2.659287214279175,0.05,0.011
-0.293,1.013,-75.4876784544288,0.998,-0.017,2.659498691558838,0.007,0.005
-0.223,1.035,-75.4876784544288,1.103,-0.157,2.659707546234131,0.02,0.016
-0.083,1.008,-75.4876784544288,1.138,-0.052,3.2113101482391357,0.03,0.014
-0.258,1.023,-75.13199023439299,1.243,0.018,3.2136266231536865,0.018,-0.006
-0.328,1.017,-75.13199023439299,1.208,-0.052,3.2141573429107666,0.034,0.002
-0.363,1.005,-75.13199023439299,0.998,-0.087,3.2144932746887207,0.018,0.009
-0.118,1.011,-75.13199023439299,0.823,-0.122,3.2147486209869385,0.042,0.003
-0.258,1.004,-75.13199023439299,1.138,0.088,3.214989423751831,0.016,-0.006
-0.293,1.02,-75.13199023439299,1.103,0.088,3.215224266052246,0.013,-0.006
-0.118,1.02,-75.13199023439299,1.033,-0.122,3.2154476642608643,0.017,0.002
-0.223,1.014,-74.9326813091973,0.893,-0.087,3.215672492980957,0.025,0.003
-0.433,1.002,-74.9326813091973,1.348,0.018,3.2158830165863037,0.029,0.001
-0.258,1.01,-74.9326813091973,1.103,-0.017,3.216092348098755,0.022,-0.001
-0.258,1.023,-74.9326813091973,1.138,-0.122,3.729692220687866,0.021,0.004
-0.188,1.014,-75.70780295884265,1.068,0.018,3.7318544387817383,0.032,-0.006
-0.188,1.02,-75.70780295884265,1.103,-0.052,3.7323107719421387,0.026,0.0
-0.223,1.017,-75.70780295884265,1.033,-0.052,3.7326369285583496,0.018,-0.003
-0.083,1.01,-75.70780295884265,0.998,-0.262,3.732941150665283,0.03,0.004
-0.258,1.018,-75.70780295884265,0.788,-0.087,3.7332303524017334,0.024,0.004
-0.223,1.001,-75.4729138598883,1.068,-0.122,3.7335140705108643,0.007,0.004
-0.293,1.018,-75.4729138598883,0.998,-0.087,3.733849048614502,0.02,0.003
-0.118,1.019,-75.4729138598883,0.753,0.053,3.7341368198394775,0.033,-0.0
-0.013,0.998,-75.4729138598883,1.103,-0.122,3.7344300746917725,0.027,-0.002
-0.013,1.023,-75.4729138598883,0.928,-0.192,3.734713077545166,0.027,0.016
-0.188,1.026,-75.4729138598883,1.138,0.018,3.734982490539551,0.037,-0.004
-0.013,1.006,-75.4729138598883,1.033,-0.087,3.7369277477264404,0.032,-0.005
-0.363,1.029,-75.4729138598883,0.998,-0.122,4.205313444137573,0.012,0.0
-0.153,1.016,-75.43854090142257,1.208,-0.017,4.2074196338653564,0.007,0.003
-0.188,1.013,-75.43854090142257,0.823,-0.052,4.207872152328491,0.012,-0.009
0.022,0.986,-75.43854090142257,1.173,-0.052,4.208206653594971,0.029,0.015
-0.118,1.014,-75.43854090142257,0.858,-0.122,4.208520412445068,0.022,0.013
-0.258,1.043,-75.43854090142257,0.928,-0.122,4.208866119384766,0.021,-0.006
-0.118,1.015,-75.43854090142257,1.208,-0.157,4.2091591358184814,0.028,0.0
-0.188,1.015,-75.5661410634881,0.928,-0.227,4.209444522857666,0.025,0.005
-0.223,1.014,-75.5661410634881,1.068,-0.262,4.2097251415252686,0.0,0.003
-0.153,1.023,-75.5661410634881,1.103,-0.192,4.2100019454956055,0.026,-0.008
-0.083,1.016,-75.5661410634881,1.033,-0.227,4.210281848907471,0.014,-0.002
-0.188,1.028,-75.5661410634881,1.068,-0.157,4.210561990737915,0.016,-0.003
-0.258,1.004,-75.5661410634881,1.068,-0.017,4.705509901046753,0.025,0.009
-0.153,1.01,-75.75384087969188,0.998,0.088,4.7075886726379395,0.026,-0.006
-0.258,1.009,-75.75384087969188,1.033,-0.087,4.7080442905426025,0.022,-0.001
-0.258,1.014,-75.75384087969188,0.858,0.088,4.7083659172058105,0.013,-0.004
-0.153,1.012,-75.75384087969188,0.893,0.053,4.708696126937866,0.039,-0.006
-0.293,1.01,-75.75384087969188,1.278,0.018,4.708991289138794,0.034,0.004
-0.223,1.019,-75.75384087969188,1.068,0.018,4.709277629852295,0.021,-0.001
-0.153,1.004,-75.73056843140097,0.893,-0.122,4.709563970565796,0.022,0.006
-0.188,1.026,-75.71529417144288,1.033,-0.087,4.7098588943481445,0.027,0.002
-0.328,1.011,-75.71529417144288,1.138,0.018,4.710150480270386,0.023,0.006
-0.153,0.998,-75.71529417144288,1.103,-0.192,4.710434913635254,0.017,0.003
-0.013,1.036,-75.71529417144288,0.893,-0.192,5.172515153884888,0.011,-0.012
3.487,0.886,-75.80237122086042,2.328,-11.917,5.173219203948975,0.054,0.097
0.372,1.172,-75.80237122086042,2.223,-12.162,5.173621892929077,-0.013,0.112
2.297,1.073,-75.80237122086042,5.443,-11.497,5.173957109451294,0.017,0.094
-7.713,0.966,-75.80237122086042,2.783,-11.462,5.1742799282073975,0.031,0.094
-2.498,0.947,-75.80237122086042,1.838,-11.147,5.174579620361328,0.039,0.094
-1.343,1.026,-75.80237122086042,3.308,-10.062,5.174886226654053,0.008,0.085
0.547,0.902,-75.05848095315773,4.218,-7.297,5.175215005874634,-0.019,0.041
0.827,1.004,-75.05848095315773,4.883,-6.352,5.175518751144409,0.038,0.082
2.017,0.952,-75.05848095315773,7.858,-4.077,5.175839185714722,0.003,0.058
1.912,0.944,-75.05848095315773,11.463,-0.402,5.1778404712677,0.018,0.066
1.422,1.03,-75.05848095315773,12.233,0.753,5.178215742111206,-0.0,0.063
4.222,1.035,-75.05848095315773,14.858,2.678,5.731465816497803,0.027,0.086
7.827,0.845,-74.59134718014359,16.363,8.453,5.7337353229522705,0.104,0.146
13.217,1.106,-74.59134718014359,15.523,9.503,5.734105825424194,0.153,-0.035
10.067,0.905,-74.59134718014359,11.883,7.158,5.734338760375977,-0.026,0.165
8.002,1.206,-74.59134718014359,5.513,5.793,5.734552383422852,0.042,0.229
6.112,0.891,-74.59134718014359,2.818,3.658,5.734758138656616,0.048,-0.035
0.722,0.834,-74.59134718014359,5.583,0.858,5.734961748123169,-0.101,-0.043
8.527,1.32,-74.59134718014359,12.303,-1.802,5.735162019729614,0.098,-0.216
1.912,0.902,-74.59134718014359,4.708,-3.342,5.735368013381958,-0.07,-0.044
-1.763,1.369,-74.59134718014359,2.643,-6.107,5.7355735301971436,0.055,-0.076
-6.523,1.056,-74.86711362386363,1.873,-8.347,5.73577356338501,-0.042,-0.121
-8.693,1.017,-74.86711362386363,-1.942,-11.112,5.7363879680633545,0.033,-0.13
-9.218,0.971,-74.86711362386363,-1.767,-13.982,6.279990196228027,-0.018,-0.137
-1.063,1.079,-72.43552782575493,-4.707,2.748,6.282199144363403,0.027,-0.0
-1.413,1.022,-72.43552782575493,-4.042,2.748,6.282583713531494,-0.019,-0.009
-3.163,1.029,-72.43552782575493,-3.097,2.573,6.282939672470093,-0.004,0.041
-3.058,0.993,-73.48755871063524,-3.447,2.678,6.283271312713623,0.002,0.064
-3.058,0.993,-73.48755871063524,-3.447,2.678,6.28361177444458,0.014,0.055
-2.603,0.985,-73.48755871063524,-1.872,2.188,6.2838804721832275,-0.01,0.015
-2.113,0.997,-73.48755871063524,-0.892,2.223,6.2841105461120605,-0.035,0.03
-1.273,0.997,-73.48755871063524,0.683,2.293,6.284353017807007,-0.019,0.065
1.737,1.03,-73.48755871063524,-1.137,0.823,6.284616947174072,0.03,-0.016
-0.258,0.951,-73.48755871063524,-1.067,-0.017,6.284839391708374,0.013,0.01
-2.463,1.04,-73.48755871063524,0.053,-0.997,6.288183927536011,-0.016,0.03
-3.163,0.944,-73.48755871063524,-1.837,-2.782,6.790637254714966,0.018,0.014
0.302,1.006,-73.36137303989356,0.193,-4.392,6.791200876235962,-0.003,0.027
1.177,1.002,-74.35402189114141,-0.262,-4.252,6.793077230453491,0.001,0.049
2.297,0.99,-74.35402189114141,0.088,-3.902,6.793460845947266,-0.013,0.033
4.257,1.034,-74.35402189114141,-1.102,-4.252,6.793776273727417,-0.005,-0.067
5.027,0.957,-74.35402189114141,-1.382,-3.972,6.794032096862793,-0.004,0.032
4.992,1.047,-74.35402189114141,-1.067,-3.447,6.794255971908569,-0.023,0.05
3.032,1.037,-74.35402189114141,1.663,-2.432,6.794469833374023,-0.006,0.005
-1.413,0.995,-74.35402189114141,1.278,-1.592,6.794677972793579,-0.0,0.033
-0.748,1.014,-74.35402189114141,0.543,-1.767,6.794879674911499,-0.019,0.039
1.562,1.003,-74.35402189114141,-0.437,-1.802,6.795078992843628,-0.0,0.034
1.702,1.029,-74.35402189114141,-0.927,-2.152,7.259835481643677,-0.009,0.03
0.407,0.971,-73.12181401321901,-2.117,-19.197,7.261954307556152,-0.043,0.044
-0.293,1.098,-73.12181401321901,-2.502,-20.912,7.26228666305542,0.039,0.027
1.247,0.918,-73.12181401321901,1.103,-22.067,7.262528419494629,0.011,0.026
2.262,1.081,-74.23772757347986,-4.707,-22.837,7.262753963470459,-0.142,0.174
4.327,1.038,-74.23772757347986,-6.912,-22.067,7.2629783153533936,0.057,0.009
0.232,0.964,-74.23772757347986,-11.742,-20.912,7.2632057666778564,0.056,-0.003
1.002,1.183,-74.23772757347986,-18.812,-18.147,7.263420104980469,0.117,0.051
0.302,1.052,-74.23772757347986,-27.142,-12.162,7.263712644577026,0.102,0.115
1.737,1.081,-74.23772757347986,-26.022,-8.522,7.264058828353882,0.117,0.085
8.492,1.053,-74.23772757347986,-31.587,-1.627,7.264405727386475,-0.071,0.061
16.192,1.118,-74.23772757347986,-30.957,1.418,7.748160123825073,0.103,0.061
5.307,1.028,-73.88022430607454,-3.552,-12.442,7.750445127487183,0.006,0.123
5.902,0.958,-73.88022430607454,-5.092,-12.652,7.75083589553833,0.055,0.112
6.812,1.05,-73.88022430607454,-7.507,-12.442,7.751088380813599,0.066,0.147
7.862,1.044,-74.32663078647509,-7.787,-12.477,7.751317977905273,0.054,0.107
9.297,1.007,-74.32663078647509,-8.522,-12.582,7.75154972076416,0.083,0.098
9.122,1.013,-74.32663078647509,-8.907,-12.547,7.75183367729187,0.078,0.103
6.042,1.008,-74.32663078647509,-5.302,-12.932,7.7521233558654785,0.091,0.108
4.922,0.945,-74.32663078647509,-4.532,-13.317,7.752397775650024,0.087,0.086
1.912,0.972,-74.32663078647509,-2.467,-14.542,7.752690315246582,0.09,0.129
0.582,0.976,-74.32663078647509,-0.822,-14.787,7.75297999382019,0.124,0.096
-0.608,1.008,-74.32663078647509,-0.297,-14.507,7.756878137588501,0.095,0.101
-2.043,0.913,-74.32663078647509,0.578,-14.157,8.231703519821167,0.102,0.121
-4.668,0.98,-71.47603657311822,3.413,3.553,8.23392367362976,0.015,0.246
-2.218,1.065,-71.47603657311822,-1.557,4.883,8.234332799911499,0.123,0.196
-0.888,1.071,-71.47603657311822,-1.102,6.983,8.234633445739746,0.066,0.224
1.982,0.994,-71.47603657311822,-0.262,7.648,8.234896183013916,0.142,0.152
1.842,1.052,-71.44556067353861,-0.402,8.173,8.235135555267334,0.055,0.157
0.862,0.903,-71.44556067353861,-1.067,7.578,8.235373973846436,0.154,0.118
-1.063,1.01,-71.44556067353861,0.333,7.053,8.235608339309692,0.138,0.158
-2.883,0.993,-71.44556067353861,2.223,6.983,8.235846519470215,0.131,0.089
-3.443,0.992,-71.44556067353861,4.043,6.598,8.236088514328003,0.148,0.123
-6.138,0.98,-71.44556067353861,5.163,6.283,8.236321687698364,0.193,0.176
-3.338,1.049,-71.44556067353861,5.128,7.368,8.239838600158691,0.094,0.162
-3.233,1.0,-71.44556067353861,4.218,7.893,8.682440519332886,0.115,0.168
-9.533,0.994,-72.39492670608453,33.408,-1.802,8.683081150054932,0.103,0.065
-12.123,0.901,-72.39492670608453,33.268,-1.487,8.684832096099854,0.021,0.064
-10.478,0.84,-72.39492670608453,32.568,-1.662,8.685109376907349,0.043,0.103
-10.303,1.038,-72.39492670608453,33.548,-3.482,8.685354709625244,0.124,0.141
-12.753,0.813,-72.39492670608453,32.813,-3.657,8.685575008392334,0.003,0.164
-18.108,1.21,-72.39492670608453,31.378,-3.447,8.685787677764893,0.119,0.078
-17.023,1.605,-72.39492670608453,31.903,-2.712,8.686054468154907,-0.234,-0.053
-5.998,1.427,-72.39492670608453,24.833,-0.087,8.68636703491211,0.401,0.212
0.022,1.378,-71.3369842632606,20.423,0.928,8.686611413955688,0.163,0.065
-8.938,1.026,-71.3369842632606,13.248,0.998,8.686854600906372,-0.013,-0.092
-17.898,1.002,-71.3369842632606,11.393,1.138,8.687121391296387,0.041,-0.089
-6.873,0.806,-71.3369842632606,13.493,1.663,9.20502233505249,-0.009,-0.065
2.647,1.002,-69.64843695276232,6.003,-1.067,9.207316875457764,0.141,-0.069
1.317,1.043,-69.64843695276232,3.938,-1.137,9.207756996154785,0.119,-0.007
3.417,1.017,-69.64843695276232,0.193,0.473,9.2080659866333,0.088,0.014
3.627,1.001,-69.64843695276232,-0.682,0.893,9.208346366882324,0.066,0.005
5.062,1.015,-70.40242733751822,-0.052,2.258,9.208629369735718,0.021,0.005
3.942,0.952,-70.40242733751822,4.638,3.938,9.208902835845947,-0.006,0.007
4.957,1.0,-70.40242733751822,5.688,4.463,9.20916748046875,0.035,0.024
5.622,0.995,-70.40242733751822,6.948,4.918,9.209436178207397,-0.01,-0.003
3.102,1.025,-70.40242733751822,5.058,5.863,9.209707021713257,0.031,-0.019
0.792,1.075,-70.40242733751822,2.258,6.143,9.209972858428955,-0.002,0.045
-1.238,0.965,-70.40242733751822,-0.227,6.108,9.71304965019226,-0.042,0.061
-7.748,0.974,-70.95090832048953,-4.952,11.043,9.715159177780151,0.016,0.05
-9.918,1.002,-70.95090832048953,-4.427,12.303,9.715616703033447,0.016,0.045
-12.508,1.15,-71.01642172136668,-5.792,13.878,9.715945482254028,0.067,-0.011
-11.668,1.114,-71.01642172136668,-6.422,14.473,9.716263055801392,0.023,0.029
-8.378,0.959,-71.01642172136668,-5.722,16.573,9.716612100601196,0.047,0.016
-7.153,1.105,-71.01642172136668,-2.537,16.993,9.716913938522339,0.037,-0.017
-7.573,0.997,-71.01642172136668,-1.452,17.903,9.71720266342163,0.032,0.038
-7.153,0.97,-71.01642172136668,-0.997,18.813,9.717488288879395,0.039,-0.001
-6.698,0.939,-71.01642172136668,-1.172,19.058,9.717777729034424,0.037,0.027
-5.193,1.006,-71.01642172136668,-1.732,19.268,9.718070983886719,-0.016,0.066
-5.718,0.822,-71.01642172136668,-0.437,18.288,9.719516277313232,-0.071,-0.056
-8.063,1.239,-71.01642172136668,0.158,18.078,10.245570659637451,-0.085,-0.057
12.552,1.16,-71.23523561793328,18.358,5.583,10.247592687606812,-0.017,0.125
12.657,0.989,-71.23523561793328,18.358,6.353,10.247942686080933,-0.014,0.068
15.772,0.929,-71.23523561793328,20.073,7.123,10.248225450515747,-0.028,0.116
18.257,1.018,-71.23523561793328,20.143,8.873,10.248514652252197,0.024,0.077
19.797,0.9,-71.23523561793328,19.653,11.043,10.248798370361328,0.007,0.105
22.772,0.914,-71.23523561793328,23.223,13.213,10.249045610427856,-0.001,0.049
21.827,0.99,-71.23523561793328,26.618,16.293,10.249324560165405,-0.016,0.077
21.827,0.99,-71.23523561793328,28.893,17.168,10.249618291854858,-0.016,0.077
24.837,1.008,-71.60531524600376,32.183,18.183,10.249915599822998,-0.012,0.076
28.547,1.063,-71.60531524600376,32.848,18.988,10.25019359588623,-0.074,0.079
30.192,0.995,-71.60531524600376,33.408,19.583,10.809272050857544,0.069,0.022
-15.028,0.961,-70.35574206773884,-4.252,-19.617,10.811423540115356,-0.005,-0.14
-16.393,0.965,-69.2683230587005,-6.807,-20.877,10.811825037002563,0.011,-0.132
-13.908,1.153,-69.2683230587005,-8.207,-22.067,10.8121178150177,0.023,-0.106
-12.683,1.07,-69.2683230587005,-8.312,-22.487,10.81240439414978,0.008,-0.158
-11.633,1.056,-69.2683230587005,-7.717,-23.222,10.812698602676392,-0.014,-0.134
-10.443,1.046,-69.2683230587005,-7.192,-23.257,10.812968015670776,-0.002,-0.152
-8.308,1.055,-69.2683230587005,-6.142,-22.662,10.813236236572266,-0.012,-0.096
-1.798,0.516,-69.2683230587005,-1.102,-21.507,10.813499450683594,-0.265,0.057
2.647,1.399,-69.2683230587005,-0.927,-18.672,10.813760757446289,0.025,-0.208
-2.708,0.602,-69.2683230587005,-8.487,-15.452,10.814018249511719,0.043,-0.192
-7.993,1.514,-68.11471971270218,-6.492,-10.272,10.81737995147705,0.017,0.093
-7.538,0.879,-68.11471971270218,-7.472,-9.117,11.351336479187012,-0.075,-0.023
1.807,1.179,-68.3778820308016,4.848,9.503,11.35348892211914,-0.056,0.007
0.617,1.037,-68.3778820308016,3.798,9.993,11.353844165802002,-0.047,0.012
0.582,1.069,-68.3778820308016,2.293,10.168,11.3541419506073,-0.079,-0.02
0.862,1.013,-68.3778820308016,0.788,10.518,11.35442852973938,-0.03,-0.034
