vz,ay,comp,vx,az,ax,vy,time
-6.929,0.108,-65.66354186552292,0.375,1.079,0.083,-2.317,34.3722870349884
-7.104,0.148,-65.41586519362966,1.53,1.179,0.092,-0.217,34.37254285812378
-4.689,0.079,-65.41586519362966,-2.145,0.806,0.128,-7.217,34.37280559539795
-4.689,0.113,-65.41586519362966,1.985,0.78,0.111,-10.297,34.37302613258362
-2.204,0.112,-65.41586519362966,5.94,1.111,0.114,-8.127,34.37693929672241
-1.959,0.161,-65.41586519362966,9.09,1.132,0.08,-7.567,34.88156294822693
12.566,0.042,-64.57469791797887,-4.105,0.759,0.178,5.313,34.883628606796265
8.821,0.126,-64.57469791797887,-9.005,1.166,0.176,12.593,34.88395571708679
7.526,0.126,-64.57469791797887,-19.68,1.191,0.134,12.698,34.88423180580139
5.391,0.1,-64.57469791797887,-25.945,0.854,0.086,18.298,34.884483098983765
2.521,0.1,-64.57469791797887,-27.17,0.996,0.133,24.563,34.88473081588745
-2.309,0.111,-64.88616304607652,-25.84,1.007,0.11,30.828,34.88497352600098
-3.674,0.148,-64.88616304607652,-28.395,0.912,0.052,30.618,34.88521075248718
-6.369,0.074,-64.88616304607652,-24.405,0.767,0.101,29.393,34.88544845581055
-8.084,0.14,-64.88616304607652,-26.015,1.019,0.127,25.158,34.885687589645386
-10.149,0.123,-64.88616304607652,-22.025,1.037,0.115,21.308,34.88592481613159
-11.654,0.119,-64.88616304607652,-21.64,0.958,0.077,17.808,34.88696002960205
-12.634,0.27,-64.88616304607652,2.44,1.179,-0.134,24.808,34.88728380203247
-8.154,0.056,-64.88616304607652,19.59,0.804,0.098,31.318,35.373210430145264
3.081,0.076,-64.41915190618276,1.74,1.002,0.033,5.383,35.37540864944458
6.756,0.074,-64.41915190618276,-0.675,1.017,0.046,5.628,35.37581920623779
10.431,0.097,-64.41915190618276,-0.22,0.998,0.051,3.983,35.37606477737427
12.951,0.098,-64.41915190618276,-0.57,1.021,0.017,2.723,35.37627625465393
14.771,0.127,-64.41915190618276,-1.27,1.046,0.029,2.303,35.37647581100464
16.416,0.163,-64.41915190618276,-2.04,1.031,0.009,2.443,35.37667226791382
16.976,0.142,-64.59307209592012,-2.74,1.054,0.008,0.868,35.37686514854431
17.011,0.128,-64.59307209592012,0.585,1.046,-0.009,-0.707,35.377058267593384
16.346,0.156,-64.59307209592012,-0.29,1.033,0.002,-1.722,35.37724852561951
14.386,0.188,-64.59307209592012,-1.41,0.996,0.016,-1.792,35.37743878364563
12.706,0.173,-64.59307209592012,-1.235,0.987,-0.008,-0.812,35.379936933517456
10.396,0.178,-64.59307209592012,0.13,1.006,0.028,0.448,35.86336350440979
5.951,0.008,-64.71517665080756,-20.03,1.037,0.131,-20.342,35.865509033203125
5.461,0.021,-64.71517665080756,-20.835,1.157,0.127,-20.832,35.865906953811646
4.971,0.096,-64.71517665080756,-23.425,1.155,0.04,-24.332,35.86616611480713
2.836,0.042,-64.71517665080756,-24.685,1.11,0.149,-29.862,35.86642384529114
0.911,0.051,-64.71517665080756,-17.37,1.039,0.063,-30.422,35.866658210754395
-0.349,0.144,-64.51866733020215,-14.675,1.01,0.113,-29.442,35.86688852310181
-3.954,0.036,-64.51866733020215,-22.375,0.923,0.016,-25.942,35.867119789123535
-4.409,0.03,-64.51866733020215,-21.5,0.891,0.075,-20.727,35.86734986305237
-5.039,0.061,-64.51866733020215,-20.03,0.898,0.075,-18.872,35.86757469177246
-5.949,0.04,-64.51866733020215,-22.48,1.014,0.188,-16.877,35.86779737472534
-6.299,0.083,-64.51866733020215,-16.705,0.931,0.188,-16.877,36.37272000312805
14.876,0.021,-65.35247767873302,31.665,0.969,0.078,26.103,36.37485957145691
11.096,-0.044,-65.35247767873302,31.77,1.081,0.059,32.263,36.37521934509277
5.181,0.034,-65.4409589436818,39.19,1.013,0.082,34.853,36.375489711761475
3.606,0.042,-65.4409589436818,39.295,0.963,0.065,38.388,36.37574124336243
-1.154,-0.019,-65.4409589436818,37.58,0.974,0.042,49.133,36.37598252296448
-6.439,0.123,-65.4409589436818,38.315,1.076,-0.059,52.878,36.37621808052063
-15.574,-0.006,-65.4409589436818,19.765,1.302,0.101,40.838,36.376458168029785
-17.954,0.077,-65.4409589436818,16.825,1.062,0.049,38.773,36.37669086456299
-22.819,-0.116,-65.4409589436818,3.63,1.212,-0.183,25.788,36.37692213058472
-26.704,0.06,-65.4409589436818,-12.855,0.996,0.057,1.638,36.377153158187866
-29.259,-0.013,-65.4409589436818,-8.235,0.739,-0.106,11.648,36.37738251686096
-34.999,-0.033,-65.4409589436818,-22.2,0.876,-0.114,-0.112,36.91285181045532
-7.419,0.029,-65.12054646476547,3.42,0.832,-0.004,3.598,36.915019273757935
-9.694,0.032,-65.12054646476547,-4.21,0.848,-0.002,5.208,36.91537427902222
-11.584,-0.021,-65.12054646476547,-6.17,1.004,-0.06,14.098,36.915647745132446
-8.539,0.098,-65.12054646476547,1.005,1.071,0.072,20.643,36.9158992767334
-7.384,0.071,-65.12054646476547,3.0,1.271,0.029,13.608,36.91617703437805
-6.999,0.041,-65.12054646476547,5.625,1.209,0.003,1.253,36.91647720336914
-4.269,0.048,-65.12054646476547,-3.615,0.91,-0.051,-4.032,36.91673946380615
-1.854,0.029,-65.12054646476547,-4.035,0.972,-0.102,3.108,36.91698884963989
-1.399,0.029,-65.12054646476547,1.18,1.002,-0.102,4.263,36.91723990440369
-0.209,0.038,-64.04511267705223,3.21,0.954,-0.092,5.733,36.91753172874451
1.471,0.007,-64.04511267705223,0.025,1.054,-0.066,4.963,36.92150139808655
3.011,-0.025,-64.04511267705223,-3.16,1.17,-0.104,2.058,37.458216428756714
-5.319,0.037,-65.02989101082929,5.24,1.06,0.011,-2.807,37.46038842201233
-6.649,0.039,-65.02989101082929,8.215,0.987,0.001,-3.612,37.460731506347656
-7.524,0.05,-65.72274130208173,10.56,0.944,-0.003,-9.212,37.46100187301636
-7.524,0.055,-65.72274130208173,10.56,0.981,0.012,-9.212,37.46126389503479
-10.954,0.03,-65.72274130208173,13.85,1.115,0.023,-10.052,37.46153426170349
-12.459,0.058,-65.72274130208173,12.38,1.02,-0.007,-9.947,37.461791038513184
-14.664,0.065,-65.72274130208173,10.385,0.91,0.032,-5.117,37.46208167076111
-16.904,0.086,-65.72274130208173,9.755,1.065,0.02,-6.342,37.462358474731445
-19.424,0.021,-65.72274130208173,5.24,1.022,0.036,-3.472,37.462676763534546
-20.859,0.027,-65.72274130208173,4.505,0.969,0.001,-0.427,37.462979793548584
-20.894,0.06,-65.72274130208173,1.32,1.024,0.032,1.918,37.464213848114014
-20.544,0.04,-65.72274130208173,-0.815,1.039,0.035,1.183,37.46453285217285
-17.674,0.103,-66.51519533467649,-1.725,1.051,0.061,-1.197,38.03965759277344
-15.119,0.035,-65.14926156557445,-1.795,1.009,0.115,-6.972,38.04182314872742
-14.489,0.078,-65.14926156557445,-3.09,1.147,0.015,-6.027,38.04216170310974
-14.419,0.105,-64.66633605675811,-6.625,1.17,0.077,-2.247,38.04244375228882
-13.684,0.05,-64.66633605675811,-7.43,0.823,0.119,-9.702,38.0426881313324
-12.564,-0.001,-64.66633605675811,-1.585,0.805,0.085,-10.962,38.0429208278656
-9.554,0.07,-64.66633605675811,3.14,1.058,0.074,-7.042,38.04315543174744
-8.609,0.116,-64.66633605675811,2.02,1.219,0.072,-2.702,38.043394327163696
-10.044,0.14,-64.66633605675811,-3.37,1.136,0.095,-1.617,38.043617725372314
-10.009,0.113,-64.66633605675811,-6.38,0.839,0.067,-6.027,38.043845415115356
-5.879,0.061,-64.66633605675811,3.42,0.843,0.098,-14.112,38.04407000541687
-4.969,0.048,-64.66633605675811,5.73,0.992,0.033,-12.607,38.555771350860596
12.146,0.105,-63.42704922563123,-2.6,0.887,0.13,13.328,38.55779194831848
11.901,0.016,-63.42704922563123,0.9,0.949,0.094,17.948,38.558122396469116
10.326,0.095,-63.42704922563123,-6.59,1.154,0.136,18.998,38.558395862579346
7.736,0.133,-63.42704922563123,-23.25,1.082,0.085,15.953,38.55867099761963
4.971,0.069,-63.42704922563123,-29.76,1.01,0.077,21.168,38.558911085128784
2.626,0.089,-63.42704922563123,-28.85,0.957,0.127,28.168,38.559144735336304
0.631,0.095,-63.42704922563123,-28.15,0.927,0.115,32.158,38.55937838554382
-3.079,-0.234,-63.42704922563123,-17.3,0.78,0.419,32.018,38.55960988998413
-2.379,0.013,-63.42704922563123,-6.345,1.155,0.101,32.753,38.559839725494385
0.841,-0.073,-63.42704922563123,-6.555,0.801,0.188,26.243,38.560067892074585
-2.309,0.104,-63.86718036818033,16.615,1.117,0.064,34.783,38.56413960456848
-3.009,0.032,-63.86718036818033,6.255,1.215,0.09,37.268,39.08526396751404
9.556,0.135,-63.8477579269348,-3.79,1.003,0.077,-1.512,39.08728790283203
7.141,0.156,-63.8477579269348,-1.83,1.016,0.04,-0.392,39.08771467208862
4.411,0.146,-63.8477579269348,-2.39,0.988,0.072,-0.777,39.08804416656494
1.856,0.143,-63.8477579269348,1.11,0.992,0.039,1.218,39.088292360305786
-0.489,0.14,-63.8477579269348,2.02,0.972,0.031,2.863,39.08853530883789
-11.304,0.12,-63.8477579269348,2.44,0.956,0.047,4.228,39.0888295173645
-4.094,0.148,-63.8477579269348,4.505,1.006,0.04,5.978,39.089115142822266
-4.689,0.118,-64.58288284868725,4.575,1.05,0.036,4.438,39.0894091129303
-4.794,0.119,-64.58288284868725,4.19,1.033,0.085,4.893,39.08971095085144
-4.409,0.102,-64.58288284868725,1.985,1.011,0.046,3.038,39.089988231658936
-3.674,0.14,-64.58288284868725,-1.935,0.966,0.097,2.128,39.09030818939209
-3.114,0.08,-64.58288284868725,-0.64,1.027,0.018,0.623,39.090813636779785
-1.784,0.104,-64.58288284868725,0.095,0.983,0.067,1.883,39.61904335021973
-17.429,0.094,-66.48129911558608,-33.855,0.874,0.079,-34.062,39.621172189712524
-17.324,0.032,-65.50809897176845,-35.43,0.953,0.121,-37.072,39.62156391143799
-15.644,0.051,-65.50809897176845,-29.69,0.969,0.126,-34.797,39.62190365791321
-12.739,-0.003,-65.50809897176845,-29.935,0.985,0.203,-32.347,39.62222599983215
-8.154,0.063,-65.50809897176845,-24.965,0.912,0.098,-20.832,39.6225368976593
-6.719,0.01,-65.50809897176845,-23.32,1.006,0.155,-16.457,39.622814893722534
-2.064,0.09,-65.50809897176845,-18.91,0.999,0.139,-6.972,39.6231107711792
2.066,0.041,-65.50809897176845,-13.8,0.997,0.125,0.798,39.623438119888306
8.541,0.011,-65.50809897176845,-2.53,0.95,0.183,6.713,39.623724937438965
11.901,0.014,-65.50809897176845,-2.145,0.939,0.237,5.208,39.624000787734985
14.211,-0.02,-65.07533603532757,-1.025,1.017,0.213,4.158,40.16834902763367
-36.049,0.029,-65.53469965037763,-14.64,0.668,-0.169,-5.887,40.1705265045166
-38.919,-0.107,-65.53469965037763,-25.28,0.772,-0.091,-1.512,40.17085862159729
-42.384,0.055,-65.53469965037763,-28.08,1.063,-0.016,-3.647,40.17109942436218
-46.584,-0.046,-65.53469965037763,-37.915,0.888,-0.297,-8.652,40.17136359214783
-50.609,0.033,-65.53469965037763,-36.445,0.888,-0.239,-12.047,40.171669483184814
-52.184,0.053,-63.322003191527344,-34.31,0.986,-0.227,-7.987,40.17195153236389
-53.934,0.031,-63.322003191527344,-29.725,1.207,-0.346,-5.117,40.17223000526428
-55.859,0.075,-63.322003191527344,-9.845,1.489,-0.368,5.383,40.172507762908936
-49.909,-0.015,-63.322003191527344,-1.76,1.379,-0.148,8.393,40.17278599739075
-40.669,-0.015,-63.322003191527344,-1.55,0.968,-0.18,13.713,40.17306566238403
-33.634,0.081,-63.322003191527344,-12.785,0.868,-0.319,14.658,40.70555758476257
0.386,0.044,-64.41148685868359,5.555,0.955,-0.021,2.303,40.70774817466736
4.341,0.016,-64.41148685868359,-0.08,0.958,0.006,3.108,40.70809078216553
6.161,0.04,-64.41148685868359,-2.845,0.995,-0.001,2.408,40.70836329460144
7.281,0.057,-64.41148685868359,-0.255,1.071,-0.008,-0.392,40.70860934257507
6.931,0.044,-64.41148685868359,3.245,1.035,-0.01,-3.367,40.708850622177124
5.986,0.005,-64.41148685868359,3.07,1.016,-0.001,-4.802,40.70908331871033
5.531,0.005,-64.41148685868359,1.88,1.048,-0.001,-3.122,40.70931363105774
3.676,-0.011,-64.41148685868359,-4.665,1.007,0.003,-0.602,40.70954513549805
4.026,0.026,-64.41148685868359,-2.32,0.987,-0.003,1.498,40.70977473258972
3.921,0.026,-64.87504218471818,-0.045,0.993,-0.003,1.743,40.71001052856445
2.871,-0.028,-64.77794743287346,5.065,1.005,0.028,0.518,41.270139932632446
0.841,-0.129,-65.53630219458307,0.13,1.11,-0.227,-17.507,41.27259659767151
3.291,-0.069,-65.53630219458307,1.32,1.247,-0.508,-16.807,41.27312350273132
4.376,-0.09,-64.8694481939337,2.965,0.909,-0.211,-22.407,41.27347803115845
7.421,0.029,-64.8694481939337,6.29,0.947,0.042,-25.767,41.273807525634766
6.931,0.095,-64.8694481939337,18.05,1.157,-0.026,-25.697,41.27411437034607
7.946,0.043,-64.8694481939337,17.245,1.02,0.024,-25.627,41.2744345664978
6.196,-0.019,-64.8694481939337,5.135,0.877,-0.001,-20.202,41.27473783493042
6.161,0.018,-64.8694481939337,-1.34,1.079,0.05,-16.142,41.275036334991455
4.866,-0.031,-64.8694481939337,-3.23,1.061,0.039,-13.412,41.27532768249512
3.921,0.15,-64.8694481939337,2.58,1.052,0.015,-7.497,41.27564072608948
3.781,0.142,-64.8694481939337,1.985,0.848,0.099,-4.662,41.2770721912384
1.821,0.099,-64.8694481939337,5.695,0.865,0.073,-1.057,41.828429222106934
-1.189,0.146,-63.43494882292201,7.97,0.994,0.125,-6.867,41.83060550689697
-1.329,0.184,-63.43494882292201,9.405,1.144,0.145,-6.237,41.83098363876343
-0.594,0.098,-63.43494882292201,11.4,1.049,0.062,-8.792,41.83131265640259
-0.839,0.146,-63.43494882292201,11.925,0.993,0.102,-10.892,41.831592321395874
-1.154,0.174,-63.43494882292201,12.45,0.991,0.139,-10.892,41.83184862136841
-0.559,0.089,-63.32239937975637,11.155,0.995,0.045,-9.877,41.8320996761322
-1.994,0.181,-63.32239937975637,11.33,1.083,0.141,-8.057,41.83234906196594
-3.569,0.112,-63.32239937975637,6.57,0.98,0.119,-5.082,41.83259177207947
-4.724,0.095,-63.32239937975637,4.4,0.909,0.119,-2.667,41.83283233642578
-6.054,0.134,-63.32239937975637,3.455,1.032,0.148,-0.147,41.83307194709778
-5.809,0.104,-63.32239937975637,2.475,1.01,0.171,-0.147,42.36143183708191
-10.499,0.069,-63.963192815379344,-18.385,0.788,0.136,8.253,42.36365461349487
-8.784,0.056,-62.6179953346389,-13.66,0.912,0.123,7.168,42.364012479782104
-4.899,-0.005,-62.6179953346389,-10.79,0.924,0.182,2.653,42.36428141593933
-3.359,0.446,-62.6179953346389,-0.01,1.286,0.151,9.163,42.36453580856323
3.326,-0.143,-62.6179953346389,10.91,1.09,0.279,21.833,42.3648247718811
3.256,0.164,-62.6179953346389,15.39,0.864,0.091,28.553,42.3650541305542
4.236,0.06,-62.6179953346389,17.21,1.038,-0.016,33.033,42.3652880191803
2.976,0.019,-62.6179953346389,-12.155,1.31,0.02,47.278,42.3655059337616
-0.839,0.015,-62.6179953346389,-38.72,0.784,0.116,42.203,42.365713596343994
-0.384,0.109,-62.6179953346389,-46.315,0.888,0.152,43.428,42.365920305252075
3.291,-0.058,-62.6179953346389,-40.61,0.893,0.05,44.128,42.366127014160156
9.801,0.143,-63.45913786434154,-19.645,1.38,0.214,35.203,42.91935086250305
-5.249,0.172,-64.85855542591025,1.775,0.995,0.066,3.108,42.92166495323181
-5.039,0.166,-64.85855542591025,1.88,1.013,0.071,3.178,42.9221510887146
-3.114,0.165,-64.85855542591025,2.265,0.977,0.036,3.248,42.92248845100403
-0.734,0.132,-64.85855542591025,-0.92,0.982,0.0,4.228,42.922765016555786
1.541,0.103,-64.85855542591025,-0.92,1.045,0.044,4.753,42.923019886016846
4.306,0.119,-64.85855542591025,-2.985,1.008,-0.022,2.408,42.92327380180359
7.001,0.079,-64.24572190248973,-2.11,1.067,0.03,2.968,42.923529863357544
9.556,0.092,-64.24572190248973,-0.045,1.027,0.017,2.478,42.92382073402405
12.251,0.045,-64.24572190248973,0.76,1.004,-0.022,3.458,42.924116373062134
13.231,0.041,-64.24572190248973,2.58,1.012,-0.004,3.423,42.92435312271118
13.371,0.03,-64.24572190248973,2.93,1.036,-0.002,3.528,42.92464876174927
12.741,0.006,-64.24572190248973,2.51,1.001,-0.002,2.933,42.924994230270386
11.831,0.006,-64.24572190248973,2.72,1.001,-0.002,1.778,42.92532825469971
9.486,-0.038,-64.24572190248973,1.775,1.046,-0.003,2.093,43.434420347213745
15.856,0.016,-63.81162567850545,-3.055,0.989,0.127,4.368,43.4366557598114
18.411,-0.01,-64.89475368986933,-0.64,1.009,0.132,6.083,43.43703317642212
20.826,0.01,-64.89475368986933,-2.145,0.92,0.117,6.433,43.43728828430176
21.106,-0.025,-64.89475368986933,-3.895,0.966,0.136,4.998,43.437519788742065
21.876,0.013,-64.89475368986933,-1.585,1.059,0.112,4.298,43.43773937225342
23.031,-0.037,-64.89475368986933,-2.565,1.08,0.111,3.493,43.43795871734619
24.396,-0.035,-64.89475368986933,-0.045,1.026,0.146,2.163,43.43817472457886
24.676,-0.01,-64.89475368986933,-1.025,0.993,0.103,1.673,43.438408613204956
24.361,0.0,-64.89475368986933,-1.55,0.982,0.152,0.098,43.43862581253052
23.976,-0.052,-64.89475368986933,-5.785,0.978,0.088,-0.707,43.43895101547241
23.416,0.018,-65.21001083625696,-0.15,1.081,0.119,0.588,43.98091506958008
-15.994,0.05,-64.02209725550941,1.95,1.074,-0.21,2.478,43.98285889625549
-7.174,0.048,-64.02209725550941,4.54,1.404,0.022,3.003,43.98314023017883
3.256,-0.021,-64.02209725550941,2.965,1.033,-0.111,0.308,43.983373165130615
11.831,0.021,-64.02209725550941,-7.64,0.869,-0.092,-5.677,43.98358345031738
19.146,-0.029,-64.02209725550941,-2.355,0.959,-0.116,-12.502,43.98378324508667
25.936,0.0,-64.02209725550941,2.895,1.062,-0.056,-12.817,43.98397946357727
31.711,-0.03,-64.99351657559825,2.58,1.072,-0.061,-10.052,43.984171628952026
36.576,-0.055,-64.99351657559825,0.62,1.113,-0.013,-4.242,43.98436641693115
38.746,-0.008,-64.99351657559825,-1.305,1.033,0.099,-9.597,43.98455739021301
37.381,-0.025,-64.99351657559825,2.755,1.024,0.08,-12.852,43.98475098609924
36.576,-0.042,-64.99351657559825,2.93,1.073,0.065,-13.867,44.53740429878235
-9.309,-0.026,-65.21442327918986,0.41,0.959,0.063,-1.897,44.53963351249695
-10.324,-0.066,-65.21442327918986,-0.71,1.098,0.06,-1.232,44.53996419906616
-10.639,-0.057,-65.21442327918986,-0.675,1.099,0.06,-0.217,44.540241956710815
-10.849,-0.048,-65.21442327918986,0.06,1.074,0.06,1.358,44.540486097335815
-10.849,-0.045,-65.21442327918986,-0.395,0.957,0.028,1.498,44.54072284698486
-11.059,-0.006,-65.21442327918986,1.215,0.974,0.073,1.008,44.54099416732788
-10.709,-0.033,-65.21442327918986,-0.08,0.969,0.066,0.063,44.54123663902283
-10.429,-0.003,-65.21442327918986,0.375,1.072,0.041,-0.672,44.541470527648926
-9.799,-0.032,-65.21442327918986,1.285,1.063,0.009,1.708,44.54176449775696
-9.624,-0.035,-65.21442327918986,1.005,0.929,-0.014,2.128,44.54202055931091
-8.889,-0.038,-64.4955438009374,1.495,1.028,0.02,1.778,44.5423424243927
-8.644,0.035,-64.4955438009374,1.075,1.019,0.02,1.638,44.54259920120239
-8.469,-0.012,-64.4955438009374,2.615,1.022,0.049,0.693,44.54402017593384
-7.769,-0.004,-64.4955438009374,3.28,1.071,0.013,1.148,45.03237056732178
-11.059,0.181,-65.19026535550236,15.075,0.863,0.127,-13.762,45.03438687324524
-12.144,-0.06,-65.19026535550236,2.685,0.934,0.048,-11.417,45.034833669662476
-14.279,0.077,-65.19026535550236,7.9,1.05,0.081,-13.062,45.03516912460327
-15.889,0.038,-65.19026535550236,7.305,0.965,0.094,-8.232,45.03543472290039
-14.279,-0.002,-65.19026535550236,9.02,0.994,0.081,-4.312,45.035712003707886
-11.934,0.05,-65.19026535550236,10.315,1.077,0.19,-3.717,45.035929918289185
-11.759,0.119,-65.19026535550236,7.62,1.041,0.146,-1.547,45.03613615036011
-9.729,0.068,-65.19026535550236,4.715,1.039,0.167,-6.482,45.03634023666382
-9.239,0.015,-64.3981643061069,5.31,0.949,0.068,-4.557,45.0365469455719
-7.069,0.091,-64.3981643061069,5.345,0.982,0.155,-4.452,45.036805868148804
-5.704,0.032,-64.3981643061069,10.7,1.064,0.151,-4.382,45.51736617088318
-3.884,0.155,-62.84566055629991,6.115,0.938,0.124,-6.622,45.519275426864624
-2.799,0.149,-62.84566055629991,6.115,1.014,0.09,-6.062,45.51957678794861
-2.169,0.147,-62.84566055629991,5.87,1.031,0.109,-4.942,45.51980471611023
-2.274,0.165,-62.84566055629991,5.905,1.035,0.106,-3.752,45.52003073692322
-2.624,0.154,-62.84566055629991,6.045,1.025,0.118,-3.682,45.5202419757843
-2.344,0.177,-62.84566055629991,6.92,0.987,0.094,-4.732,45.52045178413391
-2.134,0.149,-62.84566055629991,6.71,0.937,0.172,-6.237,45.520660400390625
-1.959,0.138,-62.84566055629991,7.97,1.005,0.112,-6.692,45.52087998390198
-2.169,0.157,-62.84566055629991,7.62,0.995,0.125,-7.217,45.52109503746033
-2.239,0.173,-62.82481124141587,7.2,1.002,0.138,-6.412,45.52130651473999
-2.169,0.152,-62.82481124141587,5.485,1.039,0.111,-3.472,46.01678538322449
-15.994,0.209,-63.34277961686872,-15.935,1.051,0.166,15.533,46.01876258850098
-14.244,0.138,-63.34277961686872,-18.455,0.976,0.167,14.448,46.01906418800354
-10.674,0.0,-63.34277961686872,-17.37,0.926,0.073,16.758,46.01930522918701
-7.629,0.159,-63.34277961686872,-10.055,0.866,0.126,18.193,46.01953363418579
-5.669,0.13,-63.34277961686872,-5.015,0.968,0.124,21.133,46.019753217697144
-3.989,0.096,-63.34277961686872,-10.86,1.007,0.086,25.403,46.01996994018555
-2.729,0.126,-63.34277961686872,-19.47,0.995,0.103,26.663,46.020179748535156
-1.784,0.116,-63.13786225830224,-33.96,1.043,0.086,31.528,46.020389795303345
0.456,0.108,-63.13786225830224,-38.825,1.056,0.14,32.403,46.02060794830322
2.031,0.011,-63.13786225830224,-40.085,1.011,0.145,32.718,46.02081894874573
9.766,-0.75,-63.13786225830224,-29.865,0.281,0.447,26.173,46.53729319572449
12.461,0.118,-64.79887635452492,-3.755,1.015,0.083,-0.182,46.53793978691101
10.571,0.13,-64.79887635452492,-4.35,1.04,0.094,-1.127,46.540061473846436
7.981,0.138,-64.79887635452492,-3.44,1.007,0.066,0.588,46.54042172431946
5.461,0.143,-64.79887635452492,-4.035,1.021,0.097,2.233,46.54075312614441
2.521,0.165,-64.79887635452492,-2.635,1.001,0.087,2.758,46.541035175323486
-0.314,0.16,-64.79887635452492,-4.035,1.002,0.064,2.443,46.541316747665405
-1.434,0.151,-64.69984475459276,-3.965,0.999,0.063,2.688,46.54156756401062
-4.269,0.204,-64.69984475459276,-1.935,1.004,0.05,3.633,46.54181361198425
-4.864,0.206,-64.69984475459276,-4.175,1.003,0.022,3.458,46.542059898376465
-4.549,0.162,-64.69984475459276,-5.295,0.959,0.016,3.563,46.542314767837524
-2.099,0.129,-64.69984475459276,-8.445,0.975,-0.019,1.673,46.5439715385437
-2.099,0.129,-64.69984475459276,-8.445,0.975,-0.019,1.673,46.54430818557739
0.596,0.138,-64.69984475459276,-9.075,0.987,-0.011,0.308,46.544615507125854
3.501,0.103,-64.69984475459276,-10.475,1.025,-0.033,-5.712,47.13432741165161
4.831,0.051,-65.72926630494926,-2.215,0.986,0.023,0.098,47.13503289222717
3.886,0.05,-65.72926630494926,-1.27,0.993,0.023,0.658,47.137306690216064
2.906,0.056,-65.72926630494926,-0.325,1.005,0.029,1.008,47.13761258125305
1.576,0.061,-65.72926630494926,0.34,1.008,0.023,1.813,47.137864112854004
0.071,0.049,-65.92196494593617,0.97,1.021,0.02,2.618,47.13810086250305
-1.539,0.057,-65.92196494593617,1.285,1.019,0.032,2.828,47.138344287872314
-2.869,0.051,-65.92196494593617,1.04,1.017,0.024,2.828,47.138572454452515
-3.989,0.053,-65.92196494593617,1.04,1.019,0.025,2.198,47.138792991638184
-4.829,0.05,-65.92196494593617,0.795,1.029,0.03,1.918,47.139012575149536
-5.249,0.055,-65.92196494593617,0.48,1.02,0.02,1.498,47.13923215866089
-4.969,0.056,-65.92196494593617,0.13,1.018,0.019,1.743,47.142895460128784
-4.584,0.051,-65.92196494593617,0.235,1.01,0.024,1.428,47.144367694854736
-3.359,0.051,-65.92196494593617,0.34,1.002,0.015,1.323,47.71724033355713
0.911,0.036,-65.8104858459758,-0.465,1.019,0.029,1.078,47.719725131988525
1.471,0.036,-65.8104858459758,-0.465,1.017,0.03,1.078,47.72016787528992
1.891,0.037,-65.8104858459758,-0.395,1.01,0.023,1.183,47.720536947250366
2.416,0.036,-65.8104858459758,-0.43,1.005,0.021,1.288,47.72085738182068
2.591,0.034,-66.45655513256335,-0.36,1.006,0.024,1.393,47.72116231918335
2.661,0.037,-66.45655513256335,-0.185,1.003,0.019,1.428,47.72146725654602
2.521,0.034,-66.45655513256335,-0.045,1.007,0.018,1.533,47.72177028656006
1.996,0.028,-66.45655513256335,-0.08,1.01,0.016,1.673,47.72207188606262
1.716,0.028,-66.45655513256335,0.095,1.016,0.019,1.358,47.722395181655884
1.016,0.028,-66.45655513256335,-0.08,1.013,0.017,1.778,47.722702503204346
0.386,0.021,-66.45655513256335,-0.045,1.017,0.014,1.638,48.27989959716797
-0.629,0.033,-65.48242789790632,0.025,1.007,0.014,1.288,48.282347440719604
-0.734,0.026,-65.48242789790632,0.025,1.013,0.018,1.218,48.282918214797974
-0.594,0.029,-65.48242789790632,-0.15,1.008,0.021,1.043,48.28329658508301
-0.489,0.026,-65.48242789790632,-0.22,1.01,0.022,1.218,48.2836377620697
-0.279,0.016,-65.48242789790632,-0.255,1.019,0.017,1.183,48.28396797180176
-0.069,0.021,-65.48242789790632,-0.325,1.015,0.023,0.868,48.284289836883545
0.141,0.022,-66.24982195790918,-0.255,1.023,0.018,1.078,48.284605979919434
0.386,0.018,-66.24982195790918,-0.255,1.017,0.018,0.938,48.28492474555969
0.736,0.028,-66.24982195790918,-0.36,1.013,0.022,0.868,48.28523564338684
0.736,0.027,-66.24982195790918,-0.36,1.011,0.016,1.148,48.28554606437683
0.911,0.026,-66.24982195790918,-0.605,1.012,0.023,1.078,48.28585720062256
0.666,0.04,-66.24982195790918,-0.325,1.002,0.018,0.973,48.890501737594604
-0.664,0.034,-66.48140654144457,-0.325,1.013,0.019,0.483,48.892802476882935
-0.594,0.039,-66.48140654144457,-0.01,1.021,0.018,0.728,48.89330172538757
-0.489,0.036,-66.48140654144457,-0.675,1.01,0.02,0.798,48.89366817474365
-0.384,0.041,-66.48140654144457,0.095,1.006,0.021,1.078,48.89400243759155
-0.454,0.036,-66.52675282859221,-0.745,1.017,0.028,0.553,48.8943407535553
-0.489,0.037,-66.52675282859221,-0.395,1.011,0.024,0.658,48.89466905593872
0.036,0.042,-66.52675282859221,-0.43,1.01,0.023,0.763,48.89499092102051
-0.069,0.035,-66.52675282859221,-0.64,1.014,0.022,0.868,48.89530920982361
0.281,0.042,-66.52675282859221,-0.36,1.003,0.026,0.938,48.89562511444092
