vz,ay,comp,vx,az,ax,vy,time
0.561,0.044,-66.52675282859221,-0.29,1.012,0.022,1.078,48.895936012268066
0.561,0.044,-66.52675282859221,-0.325,1.007,0.028,0.833,48.896252393722534
0.526,0.043,-66.52675282859221,-0.08,1.008,0.025,0.833,49.46913957595825
-0.069,0.04,-66.31401645854275,-0.15,1.014,0.023,1.043,49.47167420387268
-0.104,0.034,-66.31401645854275,-0.185,1.021,0.021,0.903,49.472240924835205
-0.069,0.04,-66.31401645854275,-0.185,1.011,0.026,0.973,49.47261667251587
0.001,0.044,-66.31401645854275,-0.255,1.004,0.02,1.113,49.47295880317688
-0.104,0.04,-66.31401645854275,-0.29,1.006,0.019,1.148,49.47329068183899
-0.034,0.041,-66.42158581339717,-0.22,1.005,0.023,1.148,49.47361421585083
0.176,0.035,-66.42158581339717,-0.15,1.011,0.02,1.078,49.4739351272583
0.176,0.031,-66.42158581339717,-0.15,1.014,0.014,1.078,49.474265813827515
0.421,0.034,-66.42158581339717,-0.29,1.014,0.026,1.078,49.4745888710022
0.421,0.03,-66.42158581339717,-0.29,1.019,0.02,1.288,49.4749071598053
0.491,0.026,-66.42158581339717,-0.115,1.02,0.024,1.183,49.475221395492554
0.456,0.036,-66.42158581339717,-0.08,1.013,0.024,1.148,50.067954301834106
0.176,0.031,-66.63673906033998,-0.325,1.014,0.021,1.078,50.07017207145691
0.001,0.028,-66.63673906033998,-0.185,1.018,0.023,1.008,50.070650815963745
0.106,0.031,-66.63673906033998,-0.36,1.014,0.021,1.043,50.07098126411438
-0.209,0.027,-66.63673906033998,-0.255,1.018,0.018,0.763,50.07129263877869
0.071,0.028,-66.63673906033998,-0.36,1.018,0.02,1.043,50.0716552734375
0.211,0.025,-66.2860852935111,-0.255,1.017,0.017,1.148,50.071996212005615
0.001,0.03,-66.2860852935111,-0.22,1.015,0.019,1.218,50.07229995727539
0.071,0.029,-66.2860852935111,-0.185,1.008,0.02,1.078,50.072595834732056
0.036,0.033,-66.2860852935111,0.025,1.014,0.022,1.148,50.072882890701294
0.071,0.031,-66.2860852935111,-0.325,1.017,0.025,1.008,50.07324814796448
0.071,0.034,-66.2860852935111,-0.325,1.009,0.022,1.288,50.0735764503479
0.036,0.033,-66.2860852935111,-0.29,1.008,0.023,1.078,50.07388758659363
0.141,0.034,-66.2860852935111,-0.29,1.012,0.022,0.973,50.69462466239929
0.036,0.037,-65.16735849710315,-0.22,1.01,0.02,0.903,50.69523620605469
-0.034,0.03,-65.16735849710315,-0.255,1.02,0.017,1.148,50.69563674926758
-0.104,0.028,-65.16735849710315,-0.22,1.025,0.027,0.938,50.697869539260864
-0.069,0.032,-65.16735849710315,-0.29,1.019,0.025,1.043,50.69829297065735
-0.034,0.033,-65.16735849710315,-0.36,1.013,0.016,1.218,50.69859313964844
-0.069,0.039,-65.16735849710315,-0.255,1.009,0.022,1.078,50.69894337654114
0.036,0.04,-65.16735849710315,-0.325,1.009,0.023,1.043,50.699318170547485
0.001,0.036,-65.16735849710315,-0.22,1.012,0.017,1.008,50.69973874092102
0.141,0.035,-65.16735849710315,-0.29,1.012,0.018,0.938,50.70012664794922
0.211,0.032,-65.64234790467042,-0.43,1.013,0.017,1.253,50.70042848587036
0.246,0.038,-65.64234790467042,-0.185,1.009,0.026,1.078,51.300110816955566
0.071,0.037,-65.55451336974524,-0.115,1.016,0.025,1.323,51.30083513259888
0.211,0.033,-65.55451336974524,-0.325,1.018,0.024,1.218,51.302849769592285
0.176,0.037,-65.55451336974524,-0.29,1.008,0.025,1.148,51.30320954322815
0.141,0.038,-65.55451336974524,-0.255,1.009,0.021,1.288,51.30356454849243
0.141,0.032,-65.55451336974524,-0.22,1.016,0.022,1.008,51.30389142036438
0.106,0.033,-65.55451336974524,-0.255,1.015,0.019,1.323,51.30423307418823
0.071,0.037,-65.55451336974524,-0.325,1.008,0.019,1.043,51.304558753967285
0.106,0.035,-65.55451336974524,-0.15,1.015,0.025,1.148,51.30487537384033
0.106,0.034,-65.55451336974524,-0.325,1.01,0.021,1.183,51.30519342422485
0.211,0.036,-65.94956238170042,-0.22,1.008,0.016,1.113,51.3055100440979
0.071,0.033,-65.94956238170042,-0.255,1.012,0.024,1.253,51.30780839920044
0.141,0.03,-65.94956238170042,-0.185,1.018,0.021,1.148,51.310099363327026
0.246,0.029,-65.94956238170042,-0.22,1.021,0.02,1.113,51.88833260536194
-0.034,0.042,-65.50377928367722,-0.22,0.999,0.021,0.973,51.89079546928406
0.071,0.038,-65.50377928367722,-0.255,1.01,0.019,0.938,51.89133858680725
0.001,0.036,-65.50377928367722,-0.325,1.01,0.021,1.218,51.89191651344299
0.176,0.032,-65.50377928367722,-0.325,1.008,0.02,1.113,51.89226937294006
0.106,0.029,-65.50377928367722,-0.325,1.019,0.021,1.078,51.8925678730011
0.036,0.029,-65.50377928367722,-0.22,1.02,0.018,0.973,51.89287829399109
0.071,0.034,-65.50377928367722,-0.255,1.014,0.024,1.043,51.893174171447754
0.176,0.026,-65.50377928367722,-0.29,1.022,0.02,1.358,51.89346170425415
0.106,0.029,-66.13331699367647,-0.36,1.018,0.019,1.358,51.893768310546875
0.106,0.034,-66.13331699367647,-0.185,1.011,0.018,0.903,51.894062519073486
0.001,0.036,-66.13331699367647,-0.22,1.01,0.016,1.043,51.89435577392578
-0.139,0.037,-66.13331699367647,-0.29,1.011,0.021,0.938,52.483866691589355
0.106,0.035,-65.61295186186469,-0.395,1.013,0.02,1.323,52.48609232902527
0.071,0.035,-65.61295186186469,-0.255,1.01,0.018,0.938,52.48643636703491
0.071,0.044,-65.61295186186469,-0.29,1.006,0.028,1.148,52.48669385910034
0.141,0.038,-65.61295186186469,-0.29,1.01,0.019,0.938,52.48693132400513
0.071,0.039,-65.61295186186469,-0.22,1.01,0.026,1.113,52.48716473579407
0.281,0.036,-65.61295186186469,-0.43,1.008,0.019,1.288,52.487406730651855
0.176,0.035,-65.61295186186469,-0.115,1.012,0.02,1.008,52.48763942718506
0.036,0.032,-65.36722674860394,-0.185,1.015,0.025,0.903,52.4878671169281
0.176,0.033,-65.36722674860394,-0.29,1.013,0.019,1.253,52.48809289932251
0.141,0.036,-65.36722674860394,-0.29,1.016,0.017,1.218,52.48831605911255
0.141,0.033,-65.36722674860394,-0.395,1.016,0.023,1.113,53.089483976364136
0.106,0.03,-65.28711064406254,-0.29,1.015,0.015,1.113,53.09035611152649
0.036,0.026,-65.28711064406254,-0.22,1.017,0.02,0.973,53.09086871147156
0.106,0.029,-65.28711064406254,-0.29,1.02,0.023,1.148,53.09129571914673
0.106,0.032,-65.28711064406254,-0.255,1.016,0.018,1.008,53.091707944869995
0.141,0.026,-65.28711064406254,-0.325,1.02,0.02,1.323,53.09210276603699
0.141,0.038,-65.28711064406254,-0.325,1.007,0.02,1.148,53.092499017715454
0.176,0.034,-65.28711064406254,-0.15,1.013,0.022,1.078,53.09288573265076
-0.069,0.033,-65.41216319476766,-0.255,1.016,0.022,1.113,53.093268156051636
0.176,0.033,-65.41216319476766,-0.36,1.006,0.011,0.973,53.09365916252136
0.071,0.044,-65.41216319476766,-0.185,1.005,0.021,1.113,53.09403848648071
0.071,0.035,-65.41216319476766,-0.395,1.01,0.022,1.148,53.094558238983154
0.246,0.04,-65.41216319476766,-0.29,1.005,0.02,1.043,53.09555530548096
0.036,0.038,-65.41216319476766,-0.255,1.008,0.023,1.113,53.096057415008545
0.141,0.031,-65.41216319476766,-0.22,1.013,0.017,0.868,53.72391676902771
