vy,ay,az,ax,vz,vx,time,comp
1.507,0.022,0.988,0.103,-0.002,-0.301,51.131129026412964,-69.5600816376446
0.877,0.011,1.01,0.128,-0.352,0.119,51.13133001327515,-69.09106052997942
1.507,0.009,1.013,0.099,-0.037,-0.231,51.13153028488159,-69.09106052997942
1.227,0.015,0.999,0.134,-0.247,-0.021,51.620102882385254,-69.09106052997942
1.402,0.007,1.021,0.127,-0.247,-0.126,51.622151136398315,-68.91893210020432
1.262,-0.009,1.016,0.115,-0.247,-0.231,51.62261199951172,-68.91893210020432
1.507,-0.005,1.022,0.104,-0.072,-0.231,51.6229293346405,-68.91893210020432
1.122,0.01,1.019,0.134,-0.002,-0.406,51.62322998046875,-68.91893210020432
1.227,-0.012,1.002,0.115,-0.107,-0.861,51.62351059913635,-68.91893210020432
1.262,0.003,1.007,0.127,0.068,-0.161,51.623778343200684,-68.91893210020432
1.087,0.001,0.997,0.118,-0.037,-0.966,51.62404179573059,-68.91893210020432
1.542,0.006,0.996,0.115,-0.142,-0.476,51.62430000305176,-68.91893210020432
1.192,0.004,1.01,0.121,-0.072,-0.686,51.624558210372925,-68.98882701607738
1.087,-0.005,1.011,0.096,-0.142,-0.826,51.624820709228516,-68.98882701607738
1.682,0.01,1.015,0.117,-0.037,0.014,51.62734651565552,-68.98882701607738
1.227,-0.002,1.01,0.131,-0.282,-0.406,52.13901162147522,-68.98882701607738
1.472,0.007,1.016,0.123,-0.247,0.119,52.141122817993164,-68.90938571390137
1.017,-0.005,1.025,0.099,-0.247,0.084,52.141507148742676,-68.90938571390137
1.472,-0.013,1.036,0.129,-0.177,-0.371,52.14180898666382,-68.90938571390137
1.297,0.017,1.014,0.117,-0.072,-0.371,52.14209532737732,-68.90938571390137
1.577,-0.031,1.003,0.117,-0.037,-0.651,52.14238095283508,-68.90938571390137
1.752,0.004,0.998,0.11,-0.002,-0.231,52.14265823364258,-69.9913221416609
1.052,-0.001,1.015,0.123,0.103,-0.056,52.14293360710144,-69.9913221416609
0.772,-0.013,1.006,0.099,-0.037,-0.546,52.14320731163025,-69.9913221416609
1.717,0.019,0.997,0.114,-0.072,-0.056,52.143492460250854,-69.9913221416609
1.017,0.01,0.996,0.112,-0.142,-0.756,52.143773555755615,-69.9913221416609
1.717,-0.004,0.994,0.117,-0.247,-0.756,52.709935903549194,-69.9913221416609
1.612,-0.0,0.996,0.125,-0.002,0.119,52.712491273880005,-68.72733201892457
1.612,-0.006,1.027,0.121,0.033,-0.546,52.712913036346436,-68.72733201892457
1.507,-0.007,1.016,0.113,0.033,-0.301,52.713319301605225,-68.72733201892457
1.052,0.005,0.999,0.118,-0.002,0.014,52.713651180267334,-68.72733201892457
0.597,-0.017,1.014,0.106,-0.142,-0.791,52.71399974822998,-68.72733201892457
1.717,0.005,0.996,0.1,-0.142,-0.371,52.71430063247681,-68.72733201892457
1.542,-0.004,1.017,0.106,-0.002,-0.231,52.71463632583618,-68.72733201892457
1.227,0.025,0.973,0.123,0.033,-0.616,52.7149977684021,-68.9113144685249
1.192,-0.014,1.001,0.112,0.033,0.049,52.71536445617676,-68.9113144685249
0.702,-0.01,1.015,0.129,0.138,-0.756,52.71574640274048,-68.9113144685249
1.542,-0.003,1.011,0.103,-0.037,-0.861,52.71721911430359,-68.9113144685249
1.542,0.008,1.008,0.121,-0.107,-0.161,53.26448917388916,-68.9113144685249
0.947,-0.006,0.996,0.119,-0.282,-0.651,53.267045736312866,-69.05333218038808
1.157,-0.003,1.023,0.116,-0.492,-0.021,53.2674503326416,-69.05333218038808
0.912,-0.012,1.016,0.118,-0.457,-0.196,53.26776576042175,-69.05333218038808
1.227,-0.01,1.036,0.114,-0.142,-0.056,53.268049001693726,-69.05333218038808
1.227,-0.015,1.016,0.111,-0.317,-0.056,53.268325090408325,-69.05333218038808
1.227,0.002,1.023,0.112,-0.037,-0.546,53.26859450340271,-69.05333218038808
1.157,-0.012,1.007,0.112,0.138,-0.371,53.2688934803009,-69.05333218038808
1.227,-0.001,1.012,0.107,0.208,-0.441,53.269187688827515,-69.05333218038808
1.367,0.001,1.007,0.114,0.418,-0.056,53.269455671310425,-69.05333218038808
1.157,0.002,1.006,0.115,0.243,-0.616,53.26972413063049,-69.05333218038808
1.157,0.013,1.019,0.117,0.313,-0.406,53.798866748809814,-69.13228346056127
1.262,0.008,1.022,0.113,-0.387,-0.021,53.80114245414734,-69.07143133552411
1.227,-0.003,1.014,0.132,-0.247,0.119,53.80148100852966,-69.07143133552411
1.297,-0.006,1.018,0.108,-0.037,-0.231,53.80172419548035,-69.07143133552411
1.437,-0.0,1.017,0.122,0.173,-0.091,53.80194449424744,-69.07143133552411
1.157,-0.006,1.014,0.111,0.138,-0.651,53.80216073989868,-69.07143133552411
1.682,0.005,1.003,0.113,0.138,-0.231,53.80244016647339,-69.07143133552411
1.367,0.005,1.015,0.118,0.068,-0.301,53.8027880191803,-69.74208425559092
1.577,-0.013,0.994,0.103,0.068,0.014,53.80314254760742,-69.74208425559092
1.157,-0.006,1.003,0.12,-0.212,-0.441,53.8034725189209,-69.74208425559092
0.562,-0.001,1.001,0.107,-0.352,-0.406,53.80382537841797,-69.74208425559092
1.717,0.007,1.011,0.095,-0.387,-0.686,54.364567041397095,-69.74208425559092
1.507,-0.002,1.005,0.111,0.033,0.084,54.36683177947998,-69.63249121621911
1.332,-0.0,1.021,0.104,-0.037,0.014,54.36718678474426,-69.63249121621911
1.507,0.0,0.984,0.119,-0.387,-0.336,54.367431640625,-69.63249121621911
1.122,0.004,0.997,0.12,-0.422,-0.231,54.36768937110901,-69.63249121621911
1.227,-0.001,0.993,0.119,-0.597,-0.266,54.36795520782471,-69.63249121621911
1.192,0.002,1.025,0.112,-0.422,0.014,54.36822462081909,-69.63249121621911
1.402,0.009,0.978,0.12,-0.387,-0.581,54.36852669715881,-69.63249121621911
1.087,-0.007,1.037,0.104,-0.247,-0.371,54.36881875991821,-69.63249121621911
1.262,0.0,1.044,0.117,0.068,-0.371,54.36909532546997,-69.40737019059725
1.297,0.005,1.0,0.102,0.033,-0.756,54.369351863861084,-69.40737019059725
1.402,-0.001,1.017,0.119,0.103,-0.196,54.36961627006531,-69.40737019059725
1.157,0.018,0.996,0.112,0.068,-0.266,54.914390087127686,-69.40737019059725
1.367,0.003,0.999,0.115,-0.142,0.119,54.914987087249756,-69.12027747597877
0.947,0.006,1.038,0.123,-0.002,-0.301,54.91676044464111,-69.12027747597877
1.157,-0.002,1.046,0.115,-0.142,-0.196,54.91704726219177,-69.71519066446163
1.507,-0.025,1.024,0.096,-0.072,-0.266,54.917311906814575,-69.71519066446163
1.157,-0.011,1.023,0.111,-0.072,-0.231,54.91760182380676,-69.71519066446163
1.437,-0.007,1.01,0.109,0.033,-0.056,54.91788339614868,-69.71519066446163
0.912,0.019,1.001,0.131,-0.247,-0.231,54.91820311546326,-69.71519066446163
0.737,0.005,0.996,0.121,-0.282,-0.266,54.91847491264343,-69.71519066446163
1.227,-0.008,0.991,0.111,-0.282,-0.161,54.918760776519775,-69.71519066446163
1.332,0.012,1.02,0.122,-0.282,-0.126,54.91902685165405,-69.71519066446163
1.227,0.006,1.013,0.11,-0.002,-0.126,54.91929054260254,-69.71519066446163
1.332,0.007,0.983,0.129,-0.002,-0.301,55.46869611740112,-69.71519066446163
1.927,0.004,1.0,0.112,0.033,-0.021,55.47099041938782,-69.06943569080624
1.367,-0.003,1.007,0.114,0.033,-0.196,55.471349239349365,-69.06943569080624
0.842,0.011,1.01,0.125,0.138,-0.231,55.47163248062134,-69.06943569080624
1.997,0.003,0.992,0.112,0.103,-0.721,55.47186803817749,-69.06943569080624
1.297,-0.01,1.003,0.107,0.068,-0.161,55.472081422805786,-69.06943569080624
1.367,0.009,0.991,0.117,-0.177,0.084,55.47230386734009,-69.25391972431659
1.157,-0.006,1.004,0.106,-0.177,-0.406,55.472517013549805,-69.25391972431659
0.667,-0.007,1.011,0.124,-0.317,-0.441,55.47272276878357,-69.25391972431659
1.612,0.001,1.012,0.094,-0.457,-0.266,55.47293829917908,-69.25391972431659
1.192,-0.006,1.021,0.115,-0.317,-0.581,55.47319746017456,-69.25391972431659
1.437,0.011,0.998,0.117,-0.247,-0.371,55.47743463516235,-69.25391972431659
1.787,-0.0,1.0,0.115,-0.177,-0.021,55.958921909332275,-69.25391972431659
1.402,-0.007,1.006,0.122,-0.177,-0.126,55.960915088653564,-69.1513111811417
1.157,-0.009,1.035,0.126,-0.072,0.014,55.96129298210144,-69.1513111811417
1.227,-0.013,1.036,0.106,-0.247,-0.511,55.961549043655396,-69.1513111811417
1.962,-0.006,1.004,0.102,-0.142,-0.546,55.961780071258545,-69.1513111811417
1.262,0.005,1.015,0.152,-0.072,0.084,55.96200227737427,-69.1513111811417
1.157,-0.012,1.017,0.097,-0.037,-0.056,55.96222519874573,-69.43737561262263
1.297,-0.018,1.021,0.095,-0.002,-0.231,55.96244406700134,-69.43737561262263
1.192,-0.006,1.013,0.104,-0.072,-0.406,55.96266269683838,-69.43737561262263
1.507,0.005,0.995,0.116,-0.142,-0.581,55.96288299560547,-69.43737561262263
1.227,-0.02,1.033,0.091,-0.282,-0.441,55.963104486465454,-69.43737561262263
1.122,0.004,1.008,0.133,-0.352,-0.161,56.45439434051514,-69.43737561262263
1.227,0.001,1.031,0.117,-0.107,-0.126,56.454996824264526,-69.30261822958839
1.507,-0.002,1.013,0.117,0.068,-0.126,56.45675492286682,-69.30261822958839
1.577,-0.004,1.001,0.097,0.138,-0.056,56.457085847854614,-69.30261822958839
1.332,0.015,1.012,0.133,0.243,-0.371,56.45737957954407,-69.30261822958839
1.332,0.006,0.995,0.117,0.243,-0.126,56.457669258117676,-69.30261822958839
1.227,-0.012,1.002,0.105,0.068,0.014,56.45794630050659,-69.97277739094669
1.367,-0.0,1.004,0.108,-0.177,0.294,56.45824313163757,-69.97277739094669
1.402,-0.016,0.983,0.106,-0.072,-0.126,56.45849871635437,-69.97277739094669
1.122,-0.009,1.007,0.113,-0.387,-0.686,56.45876979827881,-69.97277739094669
1.962,0.012,1.008,0.105,-0.212,-0.161,56.459020137786865,-69.97277739094669
0.737,-0.015,1.034,0.112,-0.317,-0.406,56.45925807952881,-69.97277739094669
1.647,-0.008,1.01,0.099,-0.212,-0.126,56.95589637756348,-69.97277739094669
1.472,-0.001,0.995,0.116,-0.107,-0.056,56.956448793411255,-69.38986339178788
1.017,-0.005,1.007,0.123,0.033,-0.511,56.95823287963867,-69.38986339178788
1.227,0.012,0.993,0.122,-0.177,-0.476,56.95853042602539,-69.38986339178788
1.297,0.009,1.004,0.109,-0.352,0.084,56.95883274078369,-69.38986339178788
1.052,0.011,0.999,0.115,-0.247,-0.021,56.95912790298462,-69.52469296218888
1.507,0.016,0.993,0.104,-0.352,-0.091,56.959439277648926,-69.52469296218888
1.542,0.013,0.96,0.116,-0.282,-0.091,56.95976448059082,-69.52469296218888
1.017,0.014,1.01,0.138,-0.212,-0.231,56.96005129814148,-69.52469296218888
1.052,-0.002,1.012,0.117,-0.177,-0.441,56.960328817367554,-69.52469296218888
1.262,-0.0,1.011,0.102,-0.002,-0.371,56.960599184036255,-69.52469296218888
1.437,0.014,1.02,0.115,-0.072,0.119,56.96086859703064,-69.52469296218888
1.402,0.003,1.027,0.123,-0.002,-0.301,57.479212045669556,-69.52469296218888
1.122,0.02,0.982,0.133,-0.212,-0.476,57.48147511482239,-68.83479783886246
1.297,0.012,1.009,0.135,-0.107,-0.441,57.4819278717041,-68.83479783886246
1.472,-0.01,1.038,0.112,-0.212,-0.301,57.48223853111267,-68.83479783886246
0.982,-0.002,1.028,0.11,-0.072,-0.091,57.48253893852234,-68.83479783886246
1.332,0.004,1.024,0.116,-0.107,-0.546,57.48282217979431,-68.83479783886246
1.612,-0.007,1.02,0.114,-0.212,-0.231,57.48310470581055,-68.83479783886246
1.087,0.021,1.022,0.119,-0.037,-0.266,57.48342680931091,-68.83479783886246
1.507,-0.003,1.01,0.112,-0.212,-0.336,57.483717918395996,-68.83479783886246
1.332,0.004,1.023,0.116,-0.177,0.014,57.48399806022644,-68.83479783886246
0.842,0.006,1.011,0.122,-0.107,-0.301,57.48427081108093,-68.83479783886246
1.577,-0.01,1.012,0.112,-0.212,-0.056,57.48771381378174,-69.54986582608058
1.052,-0.005,1.025,0.127,-0.037,-0.266,57.9519727230072,-69.54986582608058
1.647,-0.002,0.991,0.105,-0.107,0.084,57.95396018028259,-69.40936763229901
1.262,0.014,1.014,0.127,-0.177,-0.686,57.95427966117859,-69.40936763229901
1.297,-0.018,1.016,0.101,-0.282,-0.371,57.954508543014526,-69.87350857995382
1.367,-0.001,1.007,0.112,-0.422,-0.266,57.95472574234009,-69.87350857995382
1.157,0.007,1.007,0.112,-0.387,-0.266,57.95493531227112,-69.87350857995382
1.297,-0.007,1.004,0.106,-0.387,-0.266,57.955143213272095,-69.87350857995382
1.227,0.027,1.013,0.121,-0.037,-0.091,57.955344438552856,-69.87350857995382
1.227,0.01,0.981,0.124,-0.002,-0.301,57.955540895462036,-69.87350857995382
1.262,-0.005,0.976,0.111,-0.072,-0.126,57.95573830604553,-69.87350857995382
1.682,0.001,0.994,0.113,0.278,-0.546,57.955931186676025,-69.87350857995382
0.842,0.006,1.002,0.104,-0.072,-0.021,57.95656967163086,-69.87350857995382
1.542,0.014,1.001,0.105,-0.002,-0.266,58.4334716796875,-69.87350857995382
1.787,0.007,1.004,0.114,-0.177,-0.301,58.43582344055176,-69.31769528829552
0.947,-0.008,1.014,0.112,-0.037,-0.056,58.43618178367615,-69.31769528829552
1.892,-0.006,1.03,0.104,-0.037,-0.021,58.43645429611206,-69.31769528829552
0.947,-0.006,1.028,0.115,-0.037,-0.441,58.43670678138733,-70.19834344412767
1.402,0.001,1.032,0.119,-0.107,-0.266,58.436981439590454,-70.19834344412767
1.822,0.012,1.014,0.127,-0.107,-0.406,58.437230825424194,-70.19834344412767
0.877,0.004,1.03,0.123,-0.177,-0.371,58.437471866607666,-70.19834344412767
1.157,-0.011,1.022,0.103,-0.142,0.189,58.437711000442505,-70.19834344412767
1.227,-0.001,1.011,0.114,-0.072,-0.406,58.43795442581177,-70.19834344412767
1.227,0.001,0.99,0.106,-0.002,-0.371,58.43819570541382,-70.19834344412767
1.262,0.017,1.007,0.13,-0.072,-0.546,58.43843483924866,-70.19834344412767
1.437,-0.006,1.014,0.108,-0.072,-0.336,58.944960594177246,-70.19834344412767
1.577,0.014,0.998,0.117,-0.352,-0.056,58.94691205024719,-69.41996796641756
1.472,-0.009,1.007,0.115,-0.317,-0.021,58.94730019569397,-69.41996796641756
1.227,-0.004,1.012,0.11,-0.422,-0.371,58.947611808776855,-69.41996796641756
1.087,0.02,0.995,0.127,-0.212,-0.231,58.94785165786743,-69.41996796641756
1.052,0.001,0.982,0.115,-0.107,-0.301,58.94808006286621,-69.41996796641756
1.472,0.004,1.015,0.104,-0.072,-0.266,58.9483118057251,-69.41996796641756
1.962,-0.003,0.982,0.124,0.033,-0.406,58.94852042198181,-69.41996796641756
0.912,0.007,1.005,0.142,0.033,-0.091,58.94872713088989,-69.41996796641756
1.157,-0.006,1.01,0.118,-0.002,-0.231,58.94895672798157,-69.41996796641756
1.052,-0.003,1.014,0.116,-0.002,-0.091,58.949172496795654,-69.41996796641756
1.087,-0.014,1.024,0.105,-0.142,-0.301,59.45789170265198,-69.0169968579887
1.367,0.017,0.991,0.108,-0.212,-0.266,59.4599175453186,-69.62502724639609
1.122,0.009,0.994,0.116,-0.247,-0.371,59.4602530002594,-69.62502724639609
1.122,0.011,1.001,0.109,-0.037,-0.126,59.46052145957947,-69.62502724639609
1.332,-0.008,0.988,0.105,0.033,0.154,59.46078014373779,-69.62502724639609
1.437,0.019,0.991,0.131,-0.002,0.014,59.46104454994202,-69.62502724639609
1.227,0.001,0.994,0.116,0.068,-0.301,59.46129655838013,-69.62502724639609
1.437,-0.009,1.008,0.109,-0.072,-0.476,59.46154451370239,-69.62502724639609
1.612,-0.002,0.995,0.103,0.068,-0.301,59.46179461479187,-69.62502724639609
0.772,0.012,0.995,0.128,-0.142,-0.021,59.4620418548584,-69.14554196042165
0.982,-0.009,1.012,0.102,-0.317,-0.021,59.46228742599487,-69.14554196042165
2.067,-0.007,1.007,0.112,-0.002,-0.441,60.467081785202026,-69.14554196042165
1.297,0.006,1.011,0.109,-0.037,-0.406,60.467774391174316,-69.44181982570899
