vy,ay,az,ax,vz,vx,time,comp
0.912,-0.024,1.013,0.059,-0.212,-0.161,1.3220841884613037,-78.730794290484
0.982,-0.025,1.01,0.056,-0.212,-0.126,1.3226509094238281,-78.48238868326922
1.157,-0.026,1.009,0.056,-0.212,-0.301,1.324202060699463,-78.48238868326922
0.982,-0.027,1.014,0.055,-0.177,-0.161,1.3244125843048096,-78.48238868326922
0.912,-0.025,1.014,0.057,-0.177,-0.196,1.3246171474456787,-78.48238868326922
0.877,-0.027,1.011,0.056,-0.282,-0.231,1.3248209953308105,-78.48238868326922
0.842,-0.027,1.014,0.057,-0.212,-0.091,1.3250229358673096,-78.58465075580217
0.982,-0.025,1.015,0.059,-0.107,-0.091,1.3252427577972412,-78.58465075580217
1.052,-0.025,1.009,0.058,-0.142,-0.266,1.3254563808441162,-78.58465075580217
0.842,-0.024,1.01,0.055,-0.107,-0.126,1.3256654739379883,-78.58465075580217
1.192,-0.026,1.009,0.062,-0.072,-0.161,1.3258769512176514,-78.58465075580217
0.982,-0.029,1.014,0.056,-0.177,-0.161,1.329223871231079,-78.58465075580217
1.017,-0.024,1.012,0.057,-0.002,-0.126,1.8182220458984375,-78.58465075580217
1.017,-0.025,1.01,0.051,-0.177,-0.126,1.818899393081665,-77.91987132109044
0.877,-0.028,1.01,0.054,-0.072,-0.196,1.8193333148956299,-77.91987132109044
0.947,-0.024,1.014,0.058,-0.142,-0.021,1.8198943138122559,-77.91987132109044
0.947,-0.025,1.011,0.052,-0.107,-0.231,1.8201851844787598,-77.91987132109044
0.807,-0.024,1.011,0.057,-0.142,-0.126,1.8218274116516113,-77.91987132109044
1.017,-0.024,1.014,0.059,-0.142,-0.126,1.8220882415771484,-78.36184609945336
1.157,-0.026,1.012,0.059,-0.107,-0.161,1.8223552703857422,-78.36184609945336
1.052,-0.024,1.011,0.053,-0.072,-0.196,1.8225643634796143,-78.36184609945336
0.982,-0.026,1.012,0.056,-0.107,-0.196,1.8227603435516357,-78.36184609945336
0.842,-0.027,1.015,0.058,-0.212,-0.196,1.8229525089263916,-78.36184609945336
0.947,-0.026,1.011,0.057,-0.212,-0.056,1.823148250579834,-78.36184609945336
0.912,-0.026,1.009,0.056,-0.142,-0.231,2.329547882080078,-78.36184609945336
0.877,-0.03,1.013,0.056,-0.107,-0.161,2.330042839050293,-77.86740137140501
0.982,-0.023,1.012,0.06,-0.177,-0.091,2.3303003311157227,-77.86740137140501
0.842,-0.025,1.01,0.056,-0.142,-0.196,2.330526828765869,-78.50198894916764
0.912,-0.026,1.011,0.059,-0.177,-0.196,2.332127571105957,-78.50198894916764
0.842,-0.022,1.012,0.057,-0.177,-0.161,2.33235239982605,-78.50198894916764
1.192,-0.024,1.011,0.056,-0.107,-0.266,2.332554340362549,-78.50198894916764
1.017,-0.023,1.008,0.061,-0.317,-0.126,2.3327481746673584,-78.50198894916764
0.702,-0.031,1.012,0.05,-0.037,-0.021,2.3329501152038574,-78.50198894916764
1.157,-0.025,1.011,0.057,-0.212,-0.231,2.3331592082977295,-78.50198894916764
0.702,-0.028,1.007,0.049,-0.212,-0.021,2.3333511352539062,-78.50198894916764
0.912,-0.027,1.012,0.057,-0.002,-0.196,2.8303794860839844,-78.50198894916764
0.877,-0.024,1.013,0.059,-0.142,-0.196,2.830843925476074,-78.56784395796979
1.052,-0.03,1.013,0.056,-0.142,-0.091,2.832474708557129,-77.83124927555725
0.912,-0.025,1.012,0.056,-0.142,-0.091,2.8327033519744873,-77.83124927555725
1.087,-0.023,1.012,0.057,-0.072,-0.196,2.832907199859619,-77.83124927555725
0.912,-0.027,1.011,0.058,-0.177,-0.161,2.8331141471862793,-77.83124927555725
0.947,-0.027,1.015,0.059,-0.212,-0.126,2.833305835723877,-77.83124927555725
1.087,-0.023,1.012,0.06,-0.247,-0.126,2.833493947982788,-77.83124927555725
0.877,-0.026,1.011,0.053,-0.247,-0.161,2.8336780071258545,-77.83124927555725
1.157,-0.027,1.013,0.055,-0.072,-0.196,2.833862543106079,-77.83124927555725
1.122,-0.026,1.011,0.059,-0.142,-0.196,2.8340439796447754,-77.83124927555725
0.947,-0.025,1.01,0.056,-0.177,-0.196,3.3520355224609375,-77.83124927555725
0.772,-0.026,1.012,0.056,-0.072,-0.056,3.3524980545043945,-78.74156470743279
1.157,-0.026,1.013,0.057,-0.037,-0.161,3.3544225692749023,-78.74156470743279
0.842,-0.026,1.014,0.055,-0.212,-0.231,3.3546571731567383,-78.74156470743279
1.087,-0.025,1.01,0.056,-0.107,-0.126,3.354860305786133,-78.74156470743279
0.947,-0.026,1.013,0.057,-0.142,-0.196,3.355058431625366,-78.74156470743279
0.877,-0.025,1.01,0.054,0.068,-0.266,3.355252742767334,-78.74156470743279
1.052,-0.022,1.008,0.06,-0.142,-0.126,3.3554553985595703,-78.74156470743279
0.842,-0.025,1.015,0.059,-0.177,-0.021,3.3556485176086426,-78.74156470743279
0.877,-0.027,1.013,0.058,-0.037,-0.196,3.3558406829833984,-78.2918793300482
1.017,-0.028,1.014,0.056,-0.142,-0.126,3.356043815612793,-78.2918793300482
0.912,-0.021,1.01,0.059,-0.072,-0.056,3.359456777572632,-78.2918793300482
1.017,-0.027,1.01,0.054,-0.247,-0.301,3.8700220584869385,-78.2918793300482
0.982,-0.025,1.01,0.059,-0.107,-0.091,3.870572566986084,-78.06175163074732
0.947,-0.026,1.013,0.054,-0.142,-0.091,3.872292995452881,-78.06175163074732
0.947,-0.026,1.01,0.055,-0.072,-0.161,3.872563123703003,-78.06175163074732
0.807,-0.023,1.011,0.057,-0.107,-0.196,3.872809410095215,-78.06175163074732
1.052,-0.027,1.013,0.056,-0.212,-0.161,3.873058319091797,-78.06175163074732
0.982,-0.026,1.013,0.06,-0.212,-0.021,3.873274326324463,-78.77550703842226
0.912,-0.023,1.008,0.056,-0.107,-0.196,3.873521566390991,-78.77550703842226
0.912,-0.026,1.01,0.056,-0.177,-0.161,3.873760938644409,-78.77550703842226
1.087,-0.022,1.009,0.055,-0.037,-0.266,3.8740017414093018,-78.77550703842226
0.982,-0.03,1.013,0.053,-0.177,-0.126,3.8742401599884033,-78.77550703842226
0.807,-0.024,1.014,0.062,-0.142,-0.056,4.458377122879028,-78.77550703842226
0.877,-0.027,1.012,0.057,-0.142,-0.161,4.460248708724976,-77.47876158593797
0.982,-0.025,1.009,0.058,-0.282,-0.126,4.460548400878906,-77.47876158593797
1.052,-0.025,1.011,0.059,-0.212,-0.161,4.460760593414307,-77.47876158593797
1.017,-0.027,1.012,0.056,-0.107,-0.231,4.460977792739868,-77.47876158593797
1.122,-0.025,1.009,0.056,-0.212,-0.091,4.461180925369263,-77.47876158593797
1.017,-0.021,1.008,0.056,-0.142,-0.196,4.461378335952759,-77.47876158593797
1.157,-0.03,1.014,0.051,0.033,-0.196,4.461577653884888,-78.75076932970985
0.912,-0.025,1.014,0.062,-0.212,-0.056,4.461777448654175,-78.75076932970985
1.052,-0.022,1.01,0.057,-0.072,-0.161,4.462007999420166,-78.75076932970985
1.087,-0.026,1.013,0.06,-0.282,-0.161,4.462218761444092,-78.75076932970985
0.947,-0.024,1.009,0.056,-0.247,-0.161,4.4624183177948,-78.75076932970985
0.912,-0.027,1.014,0.057,-0.142,-0.231,4.979711055755615,-78.75076932970985
0.982,-0.03,1.014,0.055,-0.212,-0.126,4.980325698852539,-78.71737723769289
0.947,-0.023,1.013,0.061,-0.142,-0.091,4.980715036392212,-78.71737723769289
0.877,-0.028,1.008,0.049,-0.247,-0.056,4.98097825050354,-79.03491013703112
1.087,-0.027,1.013,0.056,-0.142,-0.196,4.981215000152588,-79.03491013703112
0.982,-0.026,1.015,0.061,-0.072,-0.161,4.9814558029174805,-79.03491013703112
1.262,-0.026,1.01,0.057,-0.177,-0.161,4.98168420791626,-79.03491013703112
1.052,-0.025,1.009,0.054,-0.282,-0.161,4.98190450668335,-79.03491013703112
1.087,-0.024,1.017,0.063,-0.177,-0.196,4.982136487960815,-79.03491013703112
1.192,-0.025,1.011,0.058,-0.177,-0.301,4.983940601348877,-79.03491013703112
1.332,-0.027,1.006,0.053,-0.072,-0.406,4.984174489974976,-79.03491013703112
1.122,-0.022,1.018,0.06,-0.002,-0.301,4.989330530166626,-79.03491013703112
1.262,-0.027,1.015,0.092,0.033,-0.441,5.499381065368652,-78.7623715179917
-3.463,-0.045,1.007,0.086,-0.737,-4.116,5.501282215118408,-79.89733649595433
-3.043,-0.058,1.022,0.077,-1.507,-3.976,5.5015552043914795,-79.89733649595433
-1.748,-0.025,1.04,0.069,-3.257,-2.086,5.501768112182617,-79.89733649595433
-0.453,-0.072,1.019,0.098,-4.272,-3.241,5.501977443695068,-79.89733649595433
0.877,-0.069,1.011,0.096,-4.622,-1.036,5.502162933349609,-79.89733649595433
-0.628,-0.069,1.008,0.105,-5.147,-0.791,5.502343654632568,-79.89733649595433
-0.873,-0.047,0.969,0.079,-5.077,-0.791,5.502523183822632,-79.89733649595433
-1.363,-0.08,0.992,0.087,-4.902,-2.331,5.502700567245483,-79.89733649595433
-1.538,-0.124,1.003,0.097,-3.957,-2.891,5.5028769969940186,-79.89733649595433
-1.118,-0.054,0.981,0.091,-2.557,-5.201,5.503053665161133,-80.31700582355639
-2.028,-0.071,0.996,0.088,-2.347,-5.586,5.5032312870025635,-80.31700582355639
-5.633,-0.096,1.005,0.092,-2.172,-6.706,6.036504745483398,-80.31700582355639
3.677,-0.119,1.061,0.102,-9.557,-1.071,6.03854513168335,-79.28129168596624
2.732,-0.07,1.015,0.107,-9.452,2.639,6.038988351821899,-79.28129168596624
3.922,-0.075,1.043,0.124,-9.277,2.954,6.0392796993255615,-79.28129168596624
4.552,-0.077,1.028,0.11,-9.452,0.469,6.039543151855469,-79.28129168596624
5.567,-0.071,0.996,0.106,-8.962,2.744,6.039797306060791,-79.15018195800356
4.937,-0.071,1.008,0.129,-8.857,3.164,6.040050745010376,-79.15018195800356
4.272,-0.055,1.032,0.136,-8.892,4.039,6.040301084518433,-79.15018195800356
2.452,-0.064,1.028,0.121,-7.807,-1.106,6.040542364120483,-79.15018195800356
1.892,-0.093,1.045,0.129,-6.967,-2.051,6.040785312652588,-79.15018195800356
1.857,-0.054,1.137,0.244,-4.622,-2.576,6.041040658950806,-79.15018195800356
1.542,-0.06,1.144,0.058,-1.682,-12.201,6.043105840682983,-79.15018195800356
-0.698,-0.149,1.154,0.188,1.573,-3.696,6.535134315490723,-79.15018195800356
18.482,-0.059,0.886,0.155,9.098,19.089,6.537698268890381,-76.68136658618263
16.137,-0.097,0.973,0.148,8.258,19.684,6.538110017776489,-76.68136658618263
13.267,-0.093,0.877,0.105,4.268,20.524,6.538394927978516,-76.68136658618263
11.062,-0.031,0.932,0.128,-0.912,22.904,6.538654804229736,-76.0933374860821
11.062,-0.054,0.935,0.114,-1.822,22.904,6.538909196853638,-76.0933374860821
15.927,-0.072,0.895,0.132,-5.042,23.989,6.5391528606414795,-76.0933374860821
21.632,-0.013,0.931,0.006,-11.727,23.639,6.539395332336426,-76.0933374860821
21.632,-0.013,0.931,0.006,-14.072,23.639,6.539639949798584,-76.0933374860821
18.482,-0.07,1.234,0.144,-19.252,21.154,6.539895296096802,-76.0933374860821
13.897,0.071,1.089,0.039,-22.087,21.539,6.540149688720703,-76.0933374860821
20.477,0.034,1.119,0.067,-24.397,19.264,6.5408241748809814,-76.0933374860821
23.137,-0.005,0.98,0.037,-28.702,18.144,7.0813374519348145,-76.0933374860821
-4.233,0.085,0.906,-0.021,10.463,2.744,7.083395481109619,-77.19343314579578
-1.783,0.1,0.899,-0.01,11.688,2.569,7.083808898925781,-77.19343314579578
0.422,0.091,0.994,-0.039,13.543,0.889,7.08404278755188,-77.19343314579578
1.227,0.11,1.126,0.048,13.298,7.924,7.08426308631897,-77.19343314579578
-0.803,0.11,0.998,0.04,12.493,10.199,7.084529161453247,-77.19343314579578
-4.023,0.125,0.998,0.003,10.323,17.724,7.084760427474976,-77.19343314579578
-6.613,0.074,1.001,-0.015,9.903,21.609,7.084989309310913,-77.19343314579578
-8.748,0.077,1.024,0.023,10.848,19.719,7.085191488265991,-77.19343314579578
-8.363,0.084,1.009,0.042,12.143,13.769,7.085378408432007,-77.19343314579578
-9.448,0.084,1.004,0.066,11.443,7.959,7.085553407669067,-77.19343314579578
-7.943,0.115,1.005,0.052,11.583,11.214,7.559691667556763,-78.70013649304498
-3.113,0.167,1.027,0.048,8.643,2.674,7.561544895172119,-77.94112379472764
-2.378,0.214,0.994,0.143,9.098,3.199,7.561812877655029,-77.94112379472764
-2.413,0.195,0.931,0.132,10.253,3.129,7.562018632888794,-77.94112379472764
-4.128,0.213,0.972,0.139,10.918,3.794,7.562211513519287,-77.94112379472764
-5.248,0.183,0.953,0.121,11.828,7.329,7.562397241592407,-77.94112379472764
-5.528,0.229,1.02,0.095,11.618,6.874,7.562580347061157,-77.94112379472764
-5.178,0.183,0.977,0.13,10.463,6.279,7.5627641677856445,-77.94112379472764
-5.143,0.172,0.988,0.188,9.343,8.554,7.562944412231445,-77.94112379472764
-4.163,0.178,0.999,0.144,8.083,7.329,7.563123464584351,-78.00392332814455
-4.058,0.168,0.974,0.149,7.208,6.769,7.563305377960205,-78.00392332814455
-3.673,0.178,0.998,0.142,6.053,5.264,7.989126920700073,-78.00392332814455
0.492,0.16,0.986,0.159,3.813,-2.226,7.990977048873901,-78.97061213660801
2.662,0.199,0.99,0.154,4.793,-2.156,7.991286754608154,-78.97061213660801
3.502,0.204,0.949,0.162,5.703,-3.591,7.99152398109436,-78.97061213660801
3.502,0.18,0.975,0.165,6.928,-2.226,7.991744756698608,-78.97061213660801
-0.488,0.213,0.995,0.177,8.258,-3.486,7.991959810256958,-79.4472070075325
-1.048,0.2,1.019,0.177,10.463,-1.141,7.992176055908203,-79.4472070075325
-1.048,0.2,1.019,0.177,10.743,-1.141,7.992395401000977,-79.4472070075325
-0.593,0.179,1.001,0.159,11.548,0.259,7.992604970932007,-79.4472070075325
1.297,0.186,0.999,0.139,11.793,0.714,7.992826461791992,-79.4472070075325
1.297,0.162,0.986,0.163,11.758,-0.581,7.993067026138306,-79.4472070075325
1.122,0.166,0.971,0.152,11.023,-2.646,8.444788455963135,-79.4472070075325
16.487,0.109,1.007,0.169,10.918,-22.876,8.44533658027649,-80.54924160018572
17.852,0.153,1.017,0.127,11.023,-23.191,8.447009086608887,-80.54924160018572
16.907,0.142,1.037,0.183,11.023,-22.001,8.447294235229492,-80.54924160018572
18.377,0.153,1.02,0.112,11.723,-21.336,8.447578430175781,-80.54924160018572
8.052,0.061,1.227,0.112,14.138,-6.916,8.447840213775635,-80.54924160018572
-1.573,0.127,1.14,0.092,13.403,2.429,8.448092699050903,-80.54924160018572
-4.968,0.051,1.074,-0.041,12.108,7.959,8.448349952697754,-80.54924160018572
-4.513,0.099,0.977,0.038,11.513,7.749,8.448635816574097,-80.54924160018572
8.787,0.094,1.08,0.097,13.683,3.339,8.448888540267944,-79.67969742707338
14.422,-0.063,0.956,-0.022,16.588,-15.981,8.449147462844849,-79.67969742707338
13.547,-0.025,1.013,0.013,18.093,-11.641,8.449393033981323,-79.67969742707338
9.242,0.086,1.053,0.161,18.583,-0.546,8.90627408027649,-79.67969742707338
-7.628,0.018,1.0,0.104,-21.492,-17.626,8.908114194869995,-78.76614830872003
-6.928,0.012,0.998,0.079,-18.727,-17.311,8.908416032791138,-77.9938748251141
-6.333,0.015,1.059,0.08,-16.032,-13.251,8.908660411834717,-77.9938748251141
-4.933,0.009,1.065,0.09,-13.477,-8.911,8.90889024734497,-77.9938748251141
-2.938,-0.003,1.03,0.083,-9.697,-3.801,8.909132957458496,-77.9938748251141
-2.413,-0.003,1.061,0.083,-8.332,-3.626,8.909363031387329,-77.9938748251141
-0.733,-0.066,1.05,0.128,-5.952,-4.571,8.90958571434021,-77.9938748251141
-0.593,-0.081,1.011,0.1,-3.642,-6.146,8.909802675247192,-77.9938748251141
-1.223,-0.059,1.04,0.145,-2.242,-8.806,8.910018682479858,-77.9938748251141
-1.853,-0.03,0.986,0.116,-1.542,-11.641,8.91025161743164,-77.9938748251141
-5.528,-0.021,0.953,0.12,-1.297,-12.796,8.910464763641357,-77.9938748251141
-9.168,-0.056,0.959,0.13,-1.332,-12.621,9.371147871017456,-77.55847107331431
-2.203,-0.028,1.03,0.097,-5.812,-2.856,9.37186074256897,-78.89520728497676
-1.293,-0.039,1.015,0.17,-4.832,-4.151,9.373789072036743,-78.89520728497676
0.317,-0.062,0.966,0.15,-4.832,-3.871,9.374211311340332,-78.89520728497676
-0.558,-0.032,0.947,0.158,-4.762,-3.136,9.374539852142334,-78.89520728497676
-2.448,-0.041,1.014,0.166,-4.937,-2.961,9.374815464019775,-78.87969825512896
-2.168,-0.046,1.027,0.146,-4.867,-0.931,9.375084161758423,-78.87969825512896
-1.783,-0.052,1.035,0.128,-4.167,-2.541,9.375343084335327,-78.87969825512896
-1.083,-0.019,0.984,0.145,-4.132,-2.681,9.375598669052124,-78.87969825512896
-0.628,-0.035,1.034,0.134,-3.747,-2.331,9.375855445861816,-78.87969825512896
0.632,-0.067,1.026,0.142,-2.732,-2.681,9.376112699508667,-78.87969825512896
-0.943,-0.04,0.972,0.137,-1.892,-2.611,9.377420425415039,-78.87969825512896
-0.943,-0.04,0.972,0.137,-1.892,-2.611,9.379852533340454,-78.87969825512896
-0.768,-0.069,0.976,0.14,-1.192,-3.731,9.834627151489258,-78.87969825512896
0.912,-0.033,0.969,0.165,-5.217,1.764,9.836872816085815,-79.76203387493186
0.387,-0.027,0.987,0.144,-5.217,0.119,9.83740782737732,-79.76203387493186
1.997,-0.051,0.985,0.133,-4.447,-2.226,9.837739944458008,-79.76203387493186
3.047,-0.064,1.049,0.136,-4.202,-2.856,9.838037729263306,-79.76203387493186
3.257,-0.06,1.052,0.142,-3.852,-1.211,9.83833360671997,-79.76203387493186
3.502,-0.05,1.008,0.128,-3.502,0.784,9.838598012924194,-79.76203387493186
1.892,-0.061,1.025,0.154,-4.167,1.799,9.838862180709839,-76.95159194612098
1.402,-0.055,0.992,0.146,-4.132,3.199,9.83914303779602,-76.95159194612098
0.247,-0.05,1.035,0.178,-3.747,0.539,9.839374303817749,-76.95159194612098
-2.798,-0.065,1.072,0.183,-2.382,-3.731,9.83959150314331,-76.95159194612098
-2.693,-0.035,1.019,0.16,-1.822,-8.071,9.839808225631714,-76.95159194612098
-3.113,-0.042,1.025,0.187,1.328,-10.976,10.335253477096558,-76.95159194612098
20.967,-0.079,1.043,0.104,-9.977,25.914,10.337069988250732,-77.95626319402
23.067,-0.06,0.974,0.148,-10.257,29.449,10.337358236312866,-77.95626319402
22.472,-0.039,1.044,0.198,-12.707,26.579,10.337581872940063,-77.95626319402
24.572,-0.056,0.994,0.133,-14.667,26.509,10.337775707244873,-77.95626319402
21.982,-0.051,0.979,0.225,-16.662,24.549,10.337963104248047,-77.95626319402
19.182,-0.018,0.942,0.173,-19.357,19.264,10.338179588317871,-77.95626319402
22.752,0.047,0.886,0.209,-23.557,14.119,10.33840274810791,-76.15881245833269
24.047,-0.023,1.023,0.132,-26.427,7.119,10.338614463806152,-76.15881245833269
25.587,0.023,0.943,0.184,-29.297,11.564,10.338818073272705,-76.15881245833269
24.887,0.058,1.039,0.112,-34.582,11.704,10.339025735855103,-76.15881245833269
12.882,0.137,1.249,0.107,-40.147,10.374,10.806241750717163,-76.15881245833269
5.252,0.016,0.952,0.011,3.743,-0.371,10.808320045471191,-76.75254642782791
7.352,0.086,0.979,0.05,3.778,-0.091,10.808686256408691,-76.75254642782791
3.747,0.114,1.072,0.04,3.638,1.729,10.808939933776855,-76.75254642782791
-0.208,0.062,1.028,0.057,4.268,7.434,10.80919599533081,-76.75254642782791
-7.313,0.109,0.979,0.013,4.373,10.969,10.809425830841064,-76.75254642782791
-7.628,0.097,1.009,0.035,5.003,9.919,10.809648513793945,-76.75254642782791
-6.718,0.1,1.005,0.028,6.403,9.849,10.809868812561035,-76.75254642782791
-6.683,0.078,1.014,0.018,9.658,8.414,10.810094833374023,-77.8820773504254
-7.873,0.097,1.039,0.059,10.043,7.294,10.810321569442749,-77.8820773504254
-11.828,0.068,1.014,0.095,10.463,6.559,10.810545206069946,-77.8820773504254
-9.693,0.14,0.992,0.057,13.228,11.914,10.811681032180786,-77.8820773504254
-7.593,0.14,1.018,0.054,13.578,15.624,11.33899998664856,-77.8820773504254
-1.888,0.151,0.99,0.158,6.893,3.724,11.339538812637329,-77.8514889498487
-2.868,0.142,1.012,0.133,7.278,3.689,11.341443061828613,-77.8514889498487
-2.588,0.141,1.004,0.147,7.418,2.569,11.341715574264526,-77.8514889498487
-2.203,0.155,0.986,0.159,7.348,1.239,11.341960191726685,-78.37926799688643
-1.468,0.163,1.006,0.153,7.383,0.014,11.342216968536377,-78.37926799688643
-2.063,0.157,1.0,0.171,6.613,-1.281,11.3424973487854,-78.37926799688643
-3.288,0.156,0.983,0.159,6.438,-1.876,11.342756748199463,-78.37926799688643
-3.883,0.154,0.995,0.159,6.613,-2.156,11.342998027801514,-78.37926799688643
-3.008,0.17,1.04,0.132,7.103,-3.136,11.343228578567505,-78.37926799688643
-3.288,0.18,1.053,0.195,8.223,-1.666,11.343448638916016,-78.37926799688643
-4.128,0.172,1.028,0.178,9.203,-1.981,11.344249486923218,-78.37926799688643
-4.968,0.152,0.987,0.191,12.248,-2.961,11.813125133514404,-78.37926799688643
4.482,0.167,0.948,0.166,22.538,-12.901,11.813699960708618,-79.5483670560113
9.907,0.158,0.923,0.21,21.348,-13.426,11.815478086471558,-79.5483670560113
13.547,0.187,0.977,0.182,20.788,-12.131,11.81572437286377,-79.5483670560113
15.262,0.137,0.915,0.17,20.263,-14.056,11.816001892089844,-79.5483670560113
16.697,0.142,1.006,0.192,18.163,-17.241,11.816225528717041,-80.40735502450167
16.067,0.145,0.992,0.213,17.708,-17.626,11.816473245620728,-80.40735502450167
15.437,0.106,0.954,0.195,17.813,-21.966,11.816675901412964,-80.40735502450167
17.922,0.186,0.778,0.29,17.708,-22.211,11.816864252090454,-80.40735502450167
17.467,0.208,0.983,0.259,17.638,-15.806,11.81706714630127,-80.40735502450167
19.812,0.066,0.961,0.077,17.568,-16.786,11.817257642745972,-80.40735502450167
18.412,0.131,0.986,0.162,13.963,-10.381,11.819633722305298,-80.40735502450167
20.897,0.128,0.947,0.039,9.028,-9.191,12.301937580108643,-80.40735502450167
6.477,0.1,0.969,0.107,-11.832,-12.376,12.302415370941162,-79.60757513211395
8.752,0.116,0.907,0.126,-13.372,-7.266,12.304278373718262,-79.60757513211395
4.342,0.072,0.974,0.081,-15.892,-4.746,12.30455756187439,-79.60757513211395
1.402,0.117,0.958,0.109,-15.997,-4.221,12.304785251617432,-79.60757513211395
-2.378,0.116,0.998,0.105,-16.172,-4.851,12.30501937866211,-79.25388824468557
-5.283,0.09,0.942,0.096,-15.087,-12.516,12.3052396774292,-79.25388824468557
-5.773,0.076,0.952,0.084,-14.737,-14.861,12.305452108383179,-79.25388824468557
-4.303,0.119,0.998,0.085,-13.967,-17.381,12.30566143989563,-79.25388824468557
-1.118,0.1,1.08,0.082,-13.267,-12.691,12.305877685546875,-79.25388824468557
-1.118,0.099,1.08,0.081,-13.267,-11.466,12.306122779846191,-79.25388824468557
1.997,0.127,1.053,0.086,-12.707,-7.091,12.838864088058472,-79.25388824468557
-2.133,-0.066,0.962,0.113,5.843,-11.116,12.840726375579834,-77.16869304833153
-2.833,-0.094,1.006,0.144,6.193,-11.081,12.84106993675232,-77.16869304833153
-3.708,-0.052,1.02,0.123,6.298,-9.016,12.841340065002441,-77.16869304833153
-3.883,-0.012,0.91,0.11,6.998,-9.401,12.84158992767334,-77.16869304833153
-5.073,-0.074,0.899,0.099,7.488,-11.851,12.841827154159546,-77.16869304833153
-4.688,-0.079,0.998,0.121,7.873,-8.176,12.842060327529907,-77.16869304833153
-4.618,-0.01,1.027,0.094,8.398,-7.126,12.842302560806274,-77.16869304833153
-4.373,-0.051,1.041,0.074,8.853,-7.686,12.84257459640503,-77.16869304833153
-5.493,-0.051,1.036,0.159,8.398,-6.111,12.842870712280273,-77.16869304833153
-4.408,-0.037,1.028,0.092,7.383,-3.276,12.843157052993774,-77.1822628298965
-5.038,-0.039,1.047,0.14,6.508,-4.116,13.36957573890686,-77.1822628298965
-1.433,-0.059,0.979,0.171,-5.567,-4.641,13.370079040527344,-78.68308959646697
-0.733,-0.077,1.0,0.169,-5.917,-4.081,13.371913433074951,-78.68308959646697
0.562,-0.07,0.988,0.183,-4.762,-6.706,13.372171878814697,-78.68308959646697
0.562,-0.077,0.976,0.18,-4.762,-6.706,13.372397661209106,-78.68308959646697
-0.383,-0.038,0.978,0.193,-2.907,-4.711,13.372609376907349,-78.68308959646697
-0.628,-0.098,1.0,0.176,-0.562,-4.571,13.372824668884277,-78.68308959646697
-0.628,-0.062,0.987,0.188,0.418,-4.571,13.373048067092896,-78.68308959646697
-0.243,-0.074,0.975,0.173,2.238,-5.551,13.37325668334961,-77.96305649153919
-1.258,-0.08,0.956,0.199,3.638,-6.671,13.373464584350586,-77.96305649153919
-0.593,-0.08,0.956,0.199,4.373,-6.671,13.373674631118774,-77.96305649153919
-3.183,-0.086,1.049,0.223,5.143,0.399,13.88382601737976,-77.96305649153919
13.862,-0.094,1.041,0.179,-1.122,20.244,13.884376764297485,-78.40551799633204
13.792,-0.085,1.044,0.194,-1.122,20.209,13.886201858520508,-78.40551799633204
14.562,-0.092,1.0,0.14,-1.787,20.454,13.886463403701782,-78.40551799633204
15.157,-0.084,1.037,0.202,-1.927,18.564,13.886701822280884,-78.8592935554294
15.647,-0.094,0.976,0.168,-1.857,18.004,13.88693380355835,-78.8592935554294
15.262,-0.166,1.046,0.212,-1.542,17.584,13.887156963348389,-78.8592935554294
9.522,-0.103,0.958,0.289,-8.052,30.114,13.887377262115479,-78.8592935554294
9.522,0.089,0.936,0.164,-8.052,30.114,13.887596845626831,-78.8592935554294
3.572,-0.148,0.939,0.326,-12.532,12.334,13.887819766998291,-78.8592935554294
1.577,-0.178,0.92,0.27,-14.562,12.894,13.888041019439697,-78.8592935554294
0.947,-0.092,1.033,0.228,-20.302,20.594,13.889835596084595,-78.8592935554294
3.922,0.02,0.986,0.196,-22.717,8.554,14.387102127075195,-78.8592935554294
2.627,0.12,1.116,0.214,9.903,18.879,14.38908576965332,-74.58017235521457
1.227,0.074,0.981,0.237,4.863,15.834,14.389420986175537,-74.58017235521457
-3.323,0.035,0.945,0.101,1.503,16.464,14.389677286148071,-75.34455021518136
-0.208,0.118,0.804,0.221,2.308,8.414,14.389922857284546,-75.34455021518136
10.642,0.1,1.027,0.117,4.933,2.114,14.390156984329224,-75.34455021518136
5.742,0.065,1.252,0.229,4.793,6.209,14.39038896560669,-75.34455021518136
0.982,0.071,1.193,0.19,3.638,6.279,14.390618801116943,-75.34455021518136
-6.438,0.089,0.934,0.151,1.363,10.129,14.390851259231567,-75.34455021518136
-6.998,-0.012,0.825,0.057,1.853,10.969,14.391081809997559,-75.34455021518136
-2.623,0.171,0.957,-0.075,0.523,11.599,14.391311883926392,-75.34455021518136
10.642,0.037,1.059,0.153,3.498,7.924,14.395109415054321,-75.34455021518136
11.517,0.041,0.912,0.051,4.163,7.644,14.931732654571533,-76.54582933514709
-6.753,0.148,1.05,0.148,-2.942,5.579,14.933916568756104,-76.93623683117468
-2.973,0.182,0.971,0.143,-3.082,0.189,14.934354305267334,-76.93623683117468
-3.008,0.151,0.975,0.169,-1.402,-0.021,14.934692621231079,-76.93623683117468
0.457,0.151,0.975,0.169,-0.947,-0.021,14.935038805007935,-76.93623683117468
-1.258,0.154,1.047,0.189,0.208,3.269,14.935312032699585,-76.93623683117468
