vx,az,comp,ax,vz,ay,vy,time
-0.573,1.015,-53.54210838879013,-0.026,-0.087,0.054,0.193,35.88393187522888
-0.258,1.011,-53.51832303863476,-0.004,-0.087,0.062,0.683,35.88642477989197
-0.223,1.026,-53.51832303863476,-0.022,-0.087,0.039,0.718,35.88697671890259
-0.153,1.007,-53.51832303863476,-0.01,-0.157,0.041,0.613,35.88731241226196
-0.328,1.006,-53.51832303863476,-0.006,-0.122,0.049,1.418,35.8876051902771
-0.118,1.009,-53.51832303863476,-0.022,-0.227,0.057,0.963,35.88787126541138
-0.188,1.013,-53.51832303863476,-0.012,-0.192,0.044,1.138,35.88811540603638
0.127,1.004,-53.54952259789876,-0.004,-0.122,0.049,1.453,35.888349294662476
-0.083,1.016,-53.54952259789876,-0.015,-0.192,0.049,1.453,35.888580322265625
-0.013,1.014,-53.54952259789876,-0.012,-0.122,0.053,1.348,35.888816833496094
0.127,1.013,-53.54952259789876,-0.012,-0.262,0.041,1.488,35.88904881477356
0.022,1.003,-53.54952259789876,-0.017,-0.157,0.053,1.383,35.88927602767944
0.022,1.009,-53.54952259789876,-0.031,-0.262,0.054,1.628,36.448684215545654
-0.083,1.014,-53.890996780397806,-0.026,-0.052,0.053,1.138,36.451210260391235
-0.118,1.01,-53.890996780397806,-0.023,-0.122,0.045,1.138,36.45178699493408
-0.223,1.012,-53.890996780397806,-0.021,-0.087,0.05,0.788,36.45216703414917
-0.188,1.008,-53.890996780397806,-0.029,-0.087,0.06,0.613,36.452510356903076
-0.258,1.015,-53.890996780397806,-0.009,-0.017,0.054,0.823,36.45277118682861
-0.293,1.018,-53.890996780397806,-0.017,-0.122,0.044,0.613,36.45301270484924
-0.328,1.023,-53.890996780397806,-0.026,-0.087,0.038,0.648,36.453279972076416
-0.468,1.004,-53.890996780397806,-0.024,-0.052,0.041,0.613,36.45355415344238
-0.293,1.008,-54.25774941338656,-0.024,0.018,0.057,0.648,36.453792572021484
-0.328,1.014,-54.25774941338656,-0.016,-0.157,0.058,0.543,36.45402431488037
-0.398,0.998,-54.25774941338656,-0.02,-0.122,0.053,0.508,36.45867943763733
-0.398,1.017,-54.25774941338656,-0.028,-0.157,0.043,0.753,37.02087163925171
-0.188,1.01,-53.71821395611637,-0.028,-0.087,0.046,1.138,37.02321219444275
-0.118,0.995,-53.71821395611637,-0.019,0.053,0.042,1.208,37.02361297607422
-0.188,1.004,-53.71821395611637,-0.02,-0.087,0.062,1.243,37.023905515670776
0.022,1.003,-53.71821395611637,-0.03,0.018,0.042,1.068,37.024178981781006
-0.048,1.007,-53.71821395611637,-0.013,-0.052,0.054,1.243,37.024444580078125
0.057,1.018,-53.71821395611637,-0.01,-0.122,0.067,1.348,37.024710178375244
-0.153,1.008,-53.71821395611637,-0.023,0.018,0.04,1.173,37.02497053146362
-0.188,1.002,-53.71821395611637,-0.01,0.018,0.043,1.313,37.02528262138367
-0.188,1.017,-53.71821395611637,-0.018,0.018,0.056,1.243,37.025588274002075
-0.153,1.005,-53.71821395611637,-0.018,-0.087,0.067,1.208,37.02587556838989
0.022,1.014,-54.033551589956616,-0.017,-0.122,0.042,1.103,37.58949303627014
-0.223,1.022,-53.81742235050043,-0.014,-0.087,0.052,0.893,37.59183621406555
-0.398,1.024,-53.81742235050043,-0.014,-0.262,0.04,0.753,37.59238600730896
-0.328,1.011,-53.64060641382396,-0.021,-0.122,0.045,0.858,37.59276986122131
-0.223,1.03,-53.64060641382396,-0.023,-0.122,0.051,0.788,37.59312629699707
-0.153,1.002,-53.64060641382396,-0.014,-0.017,0.051,0.788,37.593555212020874
-0.223,1.022,-53.64060641382396,-0.022,-0.192,0.042,0.788,37.59390997886658
-0.118,1.011,-53.64060641382396,-0.015,-0.122,0.053,0.718,37.59424042701721
-0.188,1.006,-53.64060641382396,-0.019,0.018,0.054,0.858,37.59456968307495
-0.293,1.005,-53.64060641382396,-0.017,-0.087,0.049,0.753,37.59488844871521
-0.223,1.009,-53.64060641382396,-0.015,0.018,0.045,0.928,37.5952033996582
-0.188,1.013,-53.64060641382396,-0.013,-0.017,0.043,0.858,37.5997109413147
-0.153,1.008,-53.64060641382396,-0.014,0.088,0.038,0.963,38.15463161468506
0.022,1.011,-54.09255481131184,-0.018,-0.017,0.05,1.033,38.15710687637329
-0.153,1.017,-54.09255481131184,-0.014,-0.052,0.051,1.313,38.157575845718384
-0.223,1.016,-54.09255481131184,-0.02,-0.052,0.053,0.893,38.15791153907776
-0.153,1.011,-54.09255481131184,-0.009,-0.052,0.057,1.278,38.15823793411255
-0.153,1.003,-54.09255481131184,-0.025,-0.192,0.052,0.963,38.1585590839386
-0.048,1.007,-53.33554582796706,-0.026,-0.087,0.047,0.963,38.15886998176575
-0.258,1.004,-53.33554582796706,-0.019,-0.157,0.054,0.998,38.159180879592896
-0.223,1.014,-53.33554582796706,-0.03,-0.157,0.054,0.858,38.159480810165405
-0.083,1.023,-53.33554582796706,-0.011,-0.122,0.056,1.068,38.15978288650513
0.057,1.015,-53.33554582796706,-0.023,-0.087,0.05,0.928,38.160078287124634
-0.328,1.006,-53.33554582796706,-0.022,-0.122,0.042,1.103,38.16037154197693
-0.118,1.019,-53.33554582796706,-0.013,-0.122,0.049,0.928,38.730000019073486
-0.293,1.013,-53.103881531313725,-0.007,-0.017,0.034,0.893,38.73221135139465
-0.223,1.004,-53.103881531313725,-0.017,-0.087,0.055,0.928,38.73260569572449
-0.153,1.025,-53.103881531313725,-0.018,0.018,0.046,0.753,38.732959270477295
-0.258,1.013,-53.103881531313725,-0.013,-0.017,0.056,0.893,38.733277320861816
-0.118,1.034,-53.103881531313725,-0.021,-0.052,0.05,0.823,38.733596324920654
-0.188,1.014,-53.59630900309676,-0.015,-0.017,0.052,1.103,38.73389267921448
-0.048,1.01,-53.59630900309676,-0.009,-0.227,0.043,1.033,38.734187841415405
-0.223,1.013,-53.59630900309676,-0.029,-0.087,0.056,1.138,38.73447775840759
-0.153,1.012,-53.59630900309676,-0.026,-0.122,0.052,1.033,38.73477125167847
-0.118,0.993,-53.59630900309676,-0.015,0.053,0.054,1.033,38.73512625694275
-0.188,1.016,-53.59630900309676,-0.02,-0.017,0.05,0.963,38.739070653915405
0.022,0.994,-53.59630900309676,-0.02,0.018,0.054,0.893,39.308027505874634
-0.118,1.005,-53.849535877696354,-0.026,-0.262,0.039,0.893,39.31037759780884
-0.258,1.007,-53.849535877696354,-0.019,-0.052,0.048,0.858,39.31078100204468
-0.118,1.005,-53.849535877696354,-0.019,-0.052,0.051,0.928,39.31110119819641
-0.153,1.005,-53.849535877696354,-0.018,-0.227,0.052,0.858,39.31142044067383
-0.153,1.006,-53.849535877696354,-0.011,-0.052,0.047,0.893,39.311721324920654
-0.048,1.012,-53.849535877696354,-0.018,-0.192,0.05,0.788,39.31203007698059
-0.083,1.031,-53.44775402716638,-0.024,-0.192,0.048,0.648,39.31238031387329
-0.223,1.011,-53.44775402716638,-0.005,-0.122,0.057,0.928,39.312708377838135
-0.118,1.024,-53.44775402716638,-0.022,-0.157,0.055,0.823,39.313024044036865
-0.258,1.028,-53.44775402716638,-0.011,-0.122,0.057,0.823,39.31332087516785
-0.258,1.017,-53.44775402716638,-0.016,-0.017,0.046,1.033,39.883440256118774
-0.153,1.04,-54.205240718602575,-0.02,0.053,0.056,0.998,39.8856987953186
-0.153,1.034,-54.205240718602575,-0.015,-0.017,0.045,1.068,39.88612198829651
-0.118,1.015,-54.205240718602575,-0.004,-0.052,0.057,0.963,39.88647270202637
-0.083,1.015,-54.205240718602575,-0.019,-0.052,0.046,1.068,39.88680672645569
-0.153,1.01,-54.205240718602575,-0.007,-0.017,0.048,0.928,39.88715481758118
-0.118,1.005,-54.205240718602575,-0.02,0.018,0.049,1.068,39.887484312057495
-0.153,1.001,-54.205240718602575,-0.019,-0.087,0.051,1.068,39.88780856132507
-0.083,1.005,-54.205240718602575,-0.016,0.018,0.051,0.753,39.8881402015686
-0.258,1.007,-53.04917616572058,-0.021,-0.017,0.049,0.858,39.88847732543945
-0.118,1.009,-53.04917616572058,-0.02,-0.052,0.04,0.893,39.88880896568298
-0.188,1.003,-53.04917616572058,-0.011,-0.087,0.048,0.998,39.88914966583252
-0.153,1.016,-53.04917616572058,-0.031,-0.332,0.054,0.928,40.46618700027466
-0.118,1.009,-53.57834183365047,-0.026,-0.122,0.054,0.683,40.46846532821655
-0.293,1.004,-53.57834183365047,-0.005,0.088,0.041,0.998,40.468942642211914
-0.118,1.012,-53.57834183365047,-0.014,-0.157,0.04,1.068,40.46924376487732
-0.188,1.002,-53.57834183365047,-0.02,-0.052,0.047,0.928,40.469557762145996
-0.188,1.014,-53.57834183365047,-0.016,0.053,0.054,0.998,40.46985387802124
-0.258,1.016,-53.57834183365047,-0.015,-0.017,0.061,1.313,40.470197916030884
-0.258,1.014,-53.57834183365047,-0.013,0.018,0.04,1.138,40.47055673599243
-0.293,1.003,-53.57834183365047,-0.017,-0.017,0.049,1.033,40.4709255695343
-0.188,1.018,-53.54492964260591,-0.014,-0.052,0.055,0.893,40.471287965774536
-0.118,1.012,-53.54492964260591,-0.016,-0.122,0.05,0.928,40.471646785736084
-0.153,1.031,-53.54492964260591,-0.016,-0.087,0.052,0.928,41.090900182724
-0.188,1.025,-53.36853803116143,-0.007,-0.262,0.049,0.963,41.09158968925476
-0.083,1.008,-53.36853803116143,-0.021,-0.017,0.055,0.788,41.09198474884033
-0.083,1.014,-53.36853803116143,-0.015,-0.052,0.052,0.928,41.092939138412476
-0.188,1.004,-53.36853803116143,-0.021,-0.017,0.047,0.963,41.09398913383484
-0.013,1.004,-50.75866408814089,-0.018,-0.157,0.047,0.823,41.09468364715576
-0.223,1.017,-53.05115541202279,-0.023,-0.157,0.052,1.033,41.09501242637634
-0.048,1.024,-53.05115541202279,-0.008,-0.017,0.063,0.823,41.09692883491516
-0.293,1.024,-53.05115541202279,-0.009,-0.087,0.045,1.138,41.097209453582764
-0.188,1.009,-53.05115541202279,-0.021,0.053,0.045,0.893,41.09755492210388
-0.258,1.026,-53.05115541202279,-0.016,-0.017,0.053,1.068,41.09789752960205
-0.258,0.997,-53.05115541202279,-0.016,-0.122,0.055,1.103,41.670132875442505
-0.188,1.021,-52.49585763972986,-0.019,-0.122,0.048,0.893,41.6723256111145
-0.083,0.999,-52.49585763972986,-0.018,-0.052,0.047,0.823,41.67267179489136
-0.153,1.009,-52.49585763972986,-0.024,-0.017,0.054,1.138,41.6729679107666
-0.223,1.014,-52.49585763972986,-0.022,-0.017,0.048,0.788,41.67331051826477
-0.258,0.996,-52.49585763972986,-0.018,-0.087,0.037,1.068,41.67368245124817
-0.153,1.008,-53.97140905827468,-0.022,-0.052,0.05,0.858,41.67396545410156
-0.153,0.986,-53.97140905827468,-0.025,-0.087,0.045,0.893,41.67420935630798
-0.048,1.001,-53.97140905827468,-0.022,-0.157,0.057,0.823,41.67454123497009
-0.083,1.01,-53.97140905827468,-0.015,-0.052,0.058,1.033,41.67487597465515
-0.328,1.025,-53.97140905827468,-0.007,-0.087,0.049,1.278,41.675161838531494
-0.258,1.011,-53.97140905827468,-0.013,-0.017,0.045,1.173,41.67724823951721
-0.118,1.026,-53.97140905827468,-0.019,-0.157,0.049,0.928,42.26893353462219
-0.153,1.029,-53.314342914676544,-0.024,-0.087,0.045,1.033,42.84331917762756
