vx,az,comp,ax,vz,ay,vy,time
10.277,0.416,-64.53361565639277,-0.109,0.508,0.088,16.783,20.299295663833618
1.632,1.383,-64.53361565639277,-0.079,-4.532,-0.025,11.393,20.29955744743347
-0.293,0.915,-63.86840243434639,-0.079,-9.292,0.078,7.263,20.2998149394989
9.367,1.293,-63.86840243434639,-0.143,-11.392,0.001,1.628,20.30006718635559
13.217,0.776,-63.86840243434639,-0.134,-13.107,-0.028,0.683,20.768369674682617
-0.293,0.949,-62.43054041715114,0.249,-10.167,0.341,9.048,20.770459175109863
-4.563,0.95,-62.43054041715114,-0.134,-9.292,-0.069,10.238,20.77094340324402
-5.823,1.139,-62.43054041715114,0.05,-5.967,0.126,8.418,20.771272897720337
-6.418,0.927,-62.43054041715114,0.063,-5.057,0.06,7.893,20.771573543548584
-3.513,1.146,-62.43054041715114,0.087,-2.642,0.086,7.858,20.771862268447876
6.392,0.925,-62.43054041715114,-0.029,-0.402,0.262,14.893,20.77215051651001
-2.603,1.062,-62.43054041715114,0.145,3.168,0.028,6.283,20.77243399620056
-1.763,1.097,-62.43054041715114,-0.04,6.073,0.066,5.898,20.772722721099854
-1.518,0.983,-62.43054041715114,0.015,7.893,0.21,6.353,20.773008584976196
-7.783,1.059,-62.43054041715114,0.004,11.288,0.032,8.593,20.773293018341064
-5.683,1.061,-63.38790796361225,0.053,14.788,0.044,10.833,20.774824142456055
-3.968,1.026,-63.38790796361225,0.068,15.943,0.073,9.853,21.255663633346558
-33.823,0.9,-64.73583962025714,-0.291,-37.467,0.08,8.383,21.25789213180542
-17.093,0.956,-64.73583962025714,-0.254,-45.727,0.025,-1.592,21.25833797454834
-13.138,0.799,-64.73583962025714,-0.206,-47.722,0.114,-3.272,21.258623361587524
-7.538,1.011,-64.73583962025714,-0.216,-49.087,0.107,-7.822,21.258890867233276
2.192,0.826,-64.73583962025714,-0.196,-52.692,0.162,-15.137,21.259153366088867
0.687,0.951,-64.73583962025714,-0.191,-52.517,0.128,-23.292,21.259412050247192
-2.533,0.95,-64.73583962025714,-0.169,-51.642,0.092,-31.272,21.259657859802246
-7.713,0.803,-64.73583962025714,-0.246,-49.997,0.15,-40.652,21.25989294052124
-10.548,1.016,-64.73583962025714,-0.244,-49.542,0.132,-48.702,21.260127544403076
-30.498,1.286,-64.73583962025714,-0.187,-46.497,0.175,-55.632,21.260359287261963
-45.443,1.339,-62.9787317744952,-0.208,-45.377,0.201,-51.502,21.791107892990112
-1.973,1.025,-63.679626821008966,0.104,37.888,0.01,-12.862,21.79375982284546
0.932,1.08,-63.679626821008966,-0.012,37.258,0.029,-14.577,21.79438042640686
2.297,1.018,-63.679626821008966,0.115,35.018,0.083,-11.637,21.79476547241211
0.372,0.969,-63.679626821008966,0.145,31.938,0.085,-4.882,21.795119047164917
-1.693,1.081,-63.679626821008966,0.117,28.263,0.079,-1.697,21.79544734954834
-0.468,0.996,-63.679626821008966,0.144,22.803,0.051,-2.012,21.795772790908813
0.267,1.031,-65.27310901816062,0.117,14.473,-0.046,-3.062,21.796072959899902
2.332,1.077,-65.27310901816062,0.121,11.883,-0.1,-4.147,21.796367168426514
2.017,0.984,-65.27310901816062,0.098,6.213,-0.125,-3.797,21.796650886535645
3.137,1.015,-65.27310901816062,0.129,-9.292,-0.075,-1.802,21.796934366226196
8.667,0.958,-65.27310901816062,0.151,-12.792,-0.107,2.853,21.79852294921875
8.667,0.956,-65.27310901816062,0.132,-12.792,-0.139,2.853,21.799665212631226
10.032,1.038,-65.27310901816062,0.101,-20.002,-0.129,3.868,22.282044410705566
16.192,1.107,-62.2372741092052,0.116,-32.672,0.052,-15.662,22.284048318862915
14.267,0.995,-62.2372741092052,0.169,-32.287,0.074,-16.677,22.284358263015747
9.822,1.073,-62.2372741092052,0.137,-30.992,0.093,-8.522,22.284600734710693
8.947,0.946,-62.2372741092052,0.137,-29.837,0.05,-5.687,22.28482460975647
7.162,0.94,-62.2372741092052,0.143,-28.227,0.05,-5.862,22.285056114196777
6.392,0.925,-62.2372741092052,0.145,-26.162,0.076,-6.737,22.285274744033813
3.207,1.003,-62.157814763529935,0.223,-22.207,0.052,-7.157,22.28559160232544
0.862,1.113,-62.157814763529935,0.032,-20.282,0.152,-2.992,22.285852909088135
-0.223,1.008,-62.157814763529935,0.135,-17.622,0.082,2.083,22.28607416152954
4.012,0.955,-62.157814763529935,0.103,-15.137,0.138,0.193,22.286284685134888
5.587,0.992,-62.157814763529935,0.251,-12.092,0.174,-5.407,22.28656005859375
-0.853,1.508,-62.157814763529935,0.4,-10.167,0.273,-6.597,22.29050636291504
23.752,0.883,-62.157814763529935,0.242,-4.077,0.403,-21.682,22.76669454574585
-14.958,0.645,-61.91367813121502,0.063,20.598,-0.087,39.953,22.768678426742554
-2.743,1.775,-61.91367813121502,0.28,18.183,0.511,35.053,22.76909351348877
5.062,1.564,-61.91367813121502,0.022,16.608,0.138,28.648,22.76943802833557
20.217,1.382,-61.91367813121502,0.158,18.148,-0.076,26.128,22.769774198532104
16.227,0.63,-61.91367813121502,-0.08,13.878,0.044,15.943,22.77005410194397
9.437,1.032,-61.91367813121502,-0.177,9.363,0.007,9.188,22.770334243774414
4.712,1.226,-61.90818504090607,-0.134,3.693,-0.038,3.798,22.770609378814697
10.347,1.083,-61.90818504090607,-0.113,1.453,-0.084,2.923,22.770887851715088
12.902,1.02,-61.90818504090607,-0.154,-1.627,-0.102,4.848,22.771153926849365
7.372,0.861,-61.90818504090607,-0.169,-5.127,-0.012,5.198,22.771424293518066
2.927,1.08,-61.90818504090607,-0.181,-6.947,-0.049,5.828,22.772583961486816
5.307,1.086,-61.90818504090607,-0.206,-8.977,-0.141,6.248,23.237497806549072
0.267,0.97,-61.11661156242887,0.086,-7.192,0.063,2.118,23.238050937652588
-18.493,0.996,-61.11661156242887,0.108,-6.667,-0.028,8.803,23.239810705184937
-0.608,0.985,-61.11661156242887,0.123,-4.707,0.059,6.913,23.240067958831787
3.207,1.091,-61.11661156242887,0.116,-2.642,0.029,7.438,23.24032211303711
2.437,1.012,-61.11661156242887,0.168,-1.172,-0.005,5.233,23.24055027961731
6.462,1.104,-61.11661156242887,0.0,-0.262,0.005,6.563,23.24077534675598
-4.458,1.174,-61.11661156242887,0.19,0.788,0.004,-1.557,23.24101161956787
-7.468,0.803,-61.11661156242887,0.112,1.103,-0.008,-2.362,23.24124813079834
-8.308,1.394,-61.11661156242887,0.177,3.413,-0.011,-0.892,23.241483211517334
-11.668,0.825,-61.86093726868027,0.122,4.673,0.12,-0.017,23.241708040237427
-12.123,1.03,-61.86093726868027,0.172,6.423,0.046,-3.587,23.717236518859863
20.042,1.468,-64.62827685852511,0.098,6.143,0.012,45.693,23.719332933425903
22.282,0.841,-64.62827685852511,-0.119,-0.157,-0.047,36.768,23.71977138519287
7.757,0.835,-64.62827685852511,0.001,-3.202,0.084,22.523,23.720036506652832
1.002,0.96,-64.62827685852511,0.001,-3.587,0.084,24.553,23.72027015686035
-37.673,0.78,-64.62827685852511,-0.35,-8.522,0.099,7.368,23.72049069404602
-48.033,0.358,-64.62827685852511,-0.35,-11.952,0.099,4.148,23.720709085464478
-32.423,1.49,-64.62827685852511,-0.03,-16.957,0.332,6.318,23.720921993255615
-56.958,0.684,-64.62827685852511,-0.456,-20.457,-0.131,-14.402,23.721153020858765
-24.093,1.688,-64.62827685852511,-0.031,-28.682,0.351,-15.907,23.721397399902344
-36.518,1.184,-65.18389486747624,-0.478,-29.487,0.568,-23.362,23.72163438796997
-27.593,0.364,-65.18389486747624,-0.319,-33.512,-0.136,-30.397,23.721848726272583
-11.703,1.387,-65.18389486747624,-0.348,-36.662,0.13,-41.317,24.22880744934082
-13.523,1.278,-65.13750679244498,-0.002,33.898,-0.104,-8.032,24.229735612869263
-10.898,1.256,-65.13750679244498,-0.025,32.148,-0.071,-7.437,24.230205059051514
-3.093,0.846,-65.13750679244498,0.047,29.488,0.012,-10.167,24.23059844970703
-3.093,1.016,-65.13750679244498,0.047,27.948,0.026,-9.432,24.230996131896973
-0.923,0.806,-65.13750679244498,0.153,24.693,-0.093,-9.152,24.231384754180908
-1.868,1.149,-65.13750679244498,0.082,17.133,0.03,-10.097,24.231762647628784
-1.798,0.915,-66.15376576422396,0.091,14.648,-0.031,-9.467,24.232137203216553
2.087,1.054,-66.15376576422396,0.145,10.588,-0.117,-5.792,24.23250985145569
5.307,0.926,-66.15376576422396,0.137,2.853,-0.022,-2.012,24.232901096343994
5.307,1.052,-66.15376576422396,0.151,-0.542,-0.047,-2.852,24.2332763671875
3.417,1.001,-66.15376576422396,0.138,-7.087,-0.021,-0.507,24.239420413970947
1.352,0.928,-66.15376576422396,0.152,-14.682,-0.019,1.348,24.809287548065186
1.737,1.529,-62.767439762832204,0.296,-34.072,0.207,-11.812,24.811840295791626
10.487,0.286,-62.767439762832204,-0.047,-27.807,-0.207,-19.127,24.81240677833557
16.157,1.04,-62.767439762832204,-0.126,-20.912,-0.16,-9.747,24.812843561172485
-1.308,1.202,-62.767439762832204,-0.031,-20.457,0.012,-3.377,24.813262462615967
-5.858,1.212,-62.767439762832204,0.016,-19.232,0.129,10.728,24.813695907592773
-3.023,0.534,-62.767439762832204,0.094,-15.347,-0.079,3.238,24.81407856941223
-2.463,0.834,-62.767439762832204,-0.018,-12.057,0.036,-2.327,24.81445288658142
-3.093,0.998,-61.723026309463755,0.041,-7.927,0.14,-3.412,24.814854621887207
-6.068,1.219,-61.723026309463755,0.074,-6.562,0.084,0.508,24.815252542495728
-6.208,0.88,-61.723026309463755,0.047,-3.552,0.088,1.313,24.815560817718506
-5.263,1.208,-61.723026309463755,0.154,3.448,0.14,3.308,25.43882727622986
1.877,0.88,-62.778888414346284,0.057,-19.547,-0.014,-6.982,25.44119954109192
5.342,0.941,-62.778888414346284,0.063,-17.097,-0.014,-7.192,25.44158411026001
6.357,1.066,-62.778888414346284,0.002,-15.417,-0.026,-6.527,25.44185209274292
1.387,0.979,-62.909241144712965,0.066,-12.932,-0.03,-10.132,25.442095041275024
-4.283,1.023,-62.79835524695853,0.024,-11.497,0.006,-11.602,25.442333459854126
-4.668,0.98,-62.79835524695853,0.024,-10.657,-0.01,-10.482,25.442565441131592
6.672,0.862,-62.79835524695853,0.02,-7.892,0.226,-0.017,25.442795038223267
-2.463,0.906,-62.79835524695853,0.199,-6.737,0.098,-8.942,25.44302463531494
-2.708,0.871,-62.79835524695853,0.047,-6.527,0.189,-6.702,25.443251132965088
0.022,0.803,-62.79835524695853,0.049,-7.332,0.121,-8.872,25.443479299545288
4.712,1.094,-62.79835524695853,0.039,-5.897,0.082,2.293,25.445372104644775
6.462,0.983,-62.79835524695853,0.023,-5.792,0.142,3.553,26.02016258239746
12.482,1.427,-63.589072942132304,-0.104,33.093,-0.271,13.738,26.022530555725098
14.442,0.129,-63.589072942132304,0.255,30.083,0.236,30.608,26.022984981536865
12.237,1.05,-63.589072942132304,-0.097,23.468,0.129,25.113,26.023272275924683
18.992,0.063,-64.81840932296859,0.319,14.508,-0.356,27.213,26.02352023124695
35.757,2.517,-64.81840932296859,0.319,11.008,-0.356,41.283,26.02376127243042
15.317,0.856,-64.81840932296859,0.12,7.088,0.256,21.543,26.023996591567993
-6.243,0.955,-64.81840932296859,-0.355,-0.262,-0.029,18.883,26.024229049682617
-3.828,1.159,-64.81840932296859,-0.148,-5.372,0.014,25.078,26.024459838867188
-12.333,0.953,-64.81840932296859,-0.34,-13.107,0.221,24.063,26.024686098098755
-20.628,1.03,-64.81840932296859,-0.296,-14.787,0.017,14.543,26.02491044998169
-30.953,0.775,-64.81840932296859,-0.043,-16.922,0.19,6.073,26.61658477783203
-5.753,1.286,-63.170841079896825,-0.143,25.148,0.0,-12.932,26.619049072265625
-4.843,1.093,-63.170841079896825,-0.019,26.198,0.1,-12.057,26.619685173034668
-4.353,0.819,-63.170841079896825,-0.147,26.898,0.125,-13.247,26.620096445083618
-5.648,0.899,-63.54615635181395,0.015,26.933,-0.064,-12.337,26.620373725891113
-4.843,1.2,-63.54615635181395,-0.028,27.143,0.005,-12.337,26.62062692642212
0.162,1.12,-63.54615635181395,0.114,26.618,-0.018,-10.202,26.62086796760559
0.162,1.12,-63.54615635181395,0.114,25.498,-0.018,-10.202,26.621104955673218
2.682,1.06,-63.54615635181395,0.13,24.063,-0.166,-10.587,26.621346473693848
2.822,0.597,-63.54615635181395,0.176,22.488,0.181,-8.732,26.62158489227295
0.127,0.862,-63.54615635181395,0.211,18.568,-0.068,-4.707,26.621819734573364
-0.223,1.212,-63.54615635181395,0.305,14.158,-0.011,-5.862,26.625467777252197
-0.223,1.206,-63.54615635181395,0.051,12.653,-0.112,-5.862,27.216867923736572
15.772,1.1,-62.804917535559674,0.128,-25.707,0.146,-12.162,27.219144821166992
12.412,1.028,-62.804917535559674,0.114,-27.842,0.086,-0.437,27.219568014144897
6.637,0.784,-61.344327654910316,0.342,-30.537,0.226,-4.497,27.219919443130493
-2.253,0.791,-61.344327654910316,0.096,-29.942,-0.145,-8.767,27.22024703025818
8.387,1.351,-61.344327654910316,0.143,-27.947,0.139,-20.912,27.2205593585968
8.352,1.262,-61.344327654910316,0.085,-27.247,0.253,-13.912,27.220867395401
-0.293,1.248,-61.344327654910316,0.165,-30.782,0.176,9.153,27.22117304801941
-6.418,0.607,-61.344327654910316,0.124,-30.467,0.042,14.193,27.221493244171143
-3.303,0.788,-61.344327654910316,0.11,-27.457,0.118,0.018,27.22179937362671
-3.828,0.825,-61.344327654910316,0.197,-25.497,0.114,-5.197,27.222098350524902
-1.938,1.006,-61.344327654910316,0.057,-22.032,0.014,0.753,27.225674867630005
-1.168,1.02,-61.344327654910316,0.056,-20.597,0.06,-0.927,27.802958011627197
16.577,1.025,-61.94308510798634,-0.056,-22.732,-0.012,7.088,27.805087089538574
12.377,1.034,-60.73063731959175,-0.139,-25.777,-0.17,7.963,27.80549645423889
10.417,1.233,-60.73063731959175,-0.022,-26.932,-0.054,6.668,27.805792808532715
8.492,1.156,-60.73063731959175,-0.041,-28.542,-0.176,5.128,27.806079387664795
3.977,1.083,-60.73063731959175,-0.06,-29.207,-0.162,0.263,27.80634307861328
7.442,1.088,-60.73063731959175,-0.021,-29.627,-0.061,3.903,27.806604623794556
4.572,0.712,-60.73063731959175,-0.08,-28.717,-0.173,-1.662,27.806885957717896
7.092,1.374,-60.73063731959175,-0.117,-28.822,-0.149,-4.987,27.80714750289917
8.177,1.359,-60.73063731959175,-0.002,-28.402,-0.09,-6.002,27.807403326034546
4.922,1.085,-60.73063731959175,0.095,-27.002,-0.05,-13.177,27.807661056518555
5.097,1.099,-60.73063731959175,0.071,-25.882,0.055,-14.577,27.808735609054565
4.327,1.102,-59.14321258047983,-0.004,-23.817,-0.022,-13.632,28.44437265396118
20.672,1.016,-61.628502917343226,0.109,40.163,-0.022,17.028,28.44670081138611
25.747,1.023,-61.628502917343226,0.051,39.288,-0.009,17.098,28.447091579437256
27.742,0.887,-61.628502917343226,0.057,37.783,0.029,19.268,28.44739317893982
29.597,0.904,-61.628502917343226,0.076,35.228,-0.03,29.593,28.4476637840271
32.012,0.923,-61.628502917343226,0.038,34.423,0.025,32.778,28.447928190231323
36.072,1.033,-61.628502917343226,0.016,33.268,0.038,39.743,28.44818878173828
28.092,1.866,-63.66474349793111,-0.006,29.138,0.238,39.673,28.448445320129395
23.997,-0.211,-63.66474349793111,0.765,27.283,-0.151,33.688,28.44870638847351
12.412,1.794,-63.66474349793111,-0.134,20.353,0.044,31.448,28.449015855789185
13.602,0.799,-63.66474349793111,-0.309,11.708,0.004,35.893,28.44928503036499
19.167,0.558,-63.66474349793111,-0.295,8.208,0.193,29.243,28.4495587348938
17.487,0.736,-63.66474349793111,-0.019,2.363,0.049,21.858,29.05417513847351
0.057,0.738,-61.622346721403844,0.019,23.293,0.032,-1.557,29.05632996559143
-0.328,0.707,-61.622346721403844,0.196,25.218,0.155,-5.372,29.056774377822876
-1.658,1.016,-61.622346721403844,-0.109,26.408,0.152,-6.912,29.057127714157104
-6.138,1.151,-61.622346721403844,-0.059,27.353,-0.016,-6.772,29.057448625564575
-8.203,1.041,-62.42334753868247,0.031,28.298,0.073,-7.647,29.057742595672607
-5.508,1.181,-62.42334753868247,0.095,28.403,-0.159,-6.037,29.05802893638611
-6.348,0.837,-62.42334753868247,-0.036,28.648,0.102,-11.252,29.05829644203186
-3.653,1.023,-62.42334753868247,0.004,26.723,0.079,-10.902,29.05855894088745
-4.563,1.013,-62.42334753868247,0.026,25.953,0.079,-14.647,29.05881929397583
-4.843,1.231,-62.42334753868247,-0.0,23.993,-0.007,-11.847,29.05908703804016
1.142,0.945,-62.42334753868247,0.096,20.283,0.06,-8.277,29.059346675872803
-0.818,1.002,-62.42334753868247,0.096,19.198,-0.002,-5.757,29.05960702896118
-0.328,0.986,-62.42334753868247,0.144,13.808,-0.018,-1.557,29.646366357803345
15.177,1.064,-60.29816586213549,0.063,-34.387,0.01,-9.397,29.64861249923706
15.072,0.861,-60.29816586213549,0.389,-33.547,0.096,-4.637,29.648943185806274
12.692,1.186,-60.29816586213549,0.132,-33.372,0.201,-7.402,29.64928412437439
8.492,0.658,-60.46071699950474,0.24,-31.517,-0.068,-11.742,29.649620532989502
11.292,0.889,-60.056746110697524,0.217,-30.782,0.035,-14.962,29.649938106536865
5.412,1.576,-60.056746110697524,0.219,-26.617,-0.078,-26.302,29.650245189666748
27.777,1.3,-60.056746110697524,0.437,-23.117,0.443,-28.787,29.65056300163269
0.267,1.002,-60.056746110697524,0.212,-20.492,0.119,-5.442,29.650846004486084
6.917,0.983,-60.056746110697524,0.159,-22.277,0.075,10.938,29.65111231803894
6.917,0.983,-60.056746110697524,0.159,-21.262,0.075,10.938,29.65140724182129
2.927,0.789,-60.056746110697524,0.057,-18.812,0.121,-3.482,29.65169882774353
-0.573,0.75,-60.056746110697524,0.143,-16.747,0.125,-9.362,30.24642586708069
19.762,1.266,-61.03046133157014,-0.036,-23.957,0.13,10.693,30.248647928237915
18.642,0.837,-61.03046133157014,-0.038,-27.492,-0.095,9.503,30.24906039237976
9.962,1.155,-58.127150612530215,-0.046,-31.657,-0.151,4.043,30.249377489089966
7.967,1.189,-58.127150612530215,-0.001,-32.742,-0.08,0.088,30.249667644500732
6.042,0.763,-58.127150612530215,0.325,-35.717,-0.458,-1.872,30.249940395355225
5.937,1.041,-58.127150612530215,0.072,-35.822,-0.177,-0.017,30.250256776809692
9.787,1.098,-58.127150612530215,-0.037,-35.507,-0.023,-0.192,30.250526428222656
12.762,1.0,-58.127150612530215,0.045,-36.382,-0.203,-2.467,30.250784635543823
12.412,1.003,-58.127150612530215,0.004,-36.697,-0.121,-3.867,30.251038789749146
9.577,0.942,-58.127150612530215,0.078,-36.522,-0.104,-10.552,30.251292943954468
7.547,1.029,-58.127150612530215,0.104,-35.682,-0.064,-11.987,30.251551866531372
0.897,1.059,-58.127150612530215,0.006,-32.777,-0.02,-16.187,30.78941583633423
9.962,0.978,-57.73325208504754,0.052,47.058,0.002,23.083,30.790268659591675
11.082,0.909,-57.73325208504754,0.035,48.913,-0.024,24.133,30.792380332946777
14.512,1.01,-57.73325208504754,0.074,49.683,0.022,24.133,30.792800903320312
19.482,1.026,-57.73325208504754,-0.002,49.928,-0.024,26.443,30.793105840682983
17.102,1.306,-57.73325208504754,0.041,49.823,-0.029,24.623,30.793410301208496
12.272,0.78,-57.73325208504754,0.058,48.248,-0.029,26.163,30.793768882751465
14.197,1.272,-59.97719435670731,-0.028,44.818,0.071,27.808,30.79415726661682
11.677,0.717,-59.97719435670731,-0.116,43.243,0.019,27.913,30.794517755508423
10.032,0.921,-59.97719435670731,-0.031,39.848,0.028,27.738,30.794880628585815
9.297,0.83,-59.97719435670731,-0.039,37.958,0.014,27.773,30.795263290405273
13.147,0.694,-59.97719435670731,-0.092,35.088,0.08,28.893,31.35133457183838
-10.268,1.067,-56.923073606150034,0.051,16.573,-0.09,1.383,31.35390877723694
-15.413,0.932,-56.923073606150034,0.161,17.273,-0.144,0.928,31.354472398757935
-15.763,0.949,-56.923073606150034,0.153,16.258,-0.038,-4.497,31.354849338531494
-9.428,1.002,-56.923073606150034,0.083,16.083,-0.049,-7.262,31.355198621749878
-7.713,1.055,-56.923073606150034,0.077,16.433,-0.05,-3.797,31.355536699295044
-8.308,0.997,-56.923073606150034,0.035,15.803,-0.026,3.238,31.35586977005005
-11.458,0.876,-56.923073606150034,0.074,14.333,0.081,6.703,31.356204986572266
-12.403,1.137,-56.923073606150034,0.062,13.528,0.228,9.433,31.356534957885742
-6.838,0.985,-56.923073606150034,-0.027,12.723,0.215,6.423,31.356865406036377
-2.078,0.727,-57.80105681699774,-0.036,11.603,0.13,4.708,31.357210636138916
-0.153,1.112,-57.80105681699774,-0.099,11.148,0.034,4.218,31.941500425338745
15.457,1.092,-57.79068539098146,0.001,-36.522,0.114,-12.757,31.94443941116333
8.842,0.849,-57.79068539098146,0.101,-38.972,0.055,-9.607,31.944919109344482
13.182,0.816,-57.79068539098146,0.098,-38.762,-0.009,-12.162,31.94521141052246
17.767,0.978,-57.79068539098146,0.127,-39.042,0.18,-14.507,31.945484399795532
16.192,0.927,-57.79068539098146,0.086,-40.407,0.051,-9.152,31.94573736190796
17.137,1.005,-57.79068539098146,0.109,-40.197,0.152,-8.942,31.945983409881592
11.782,1.109,-57.79068539098146,0.09,-40.547,0.182,-6.807,31.946224689483643
1.527,1.061,-57.79068539098146,0.073,-40.442,0.09,0.123,31.94646167755127
3.277,0.768,-57.79068539098146,0.115,-39.497,0.129,-1.977,31.946714639663696
13.042,0.902,-57.79068539098146,0.097,-36.452,0.066,-10.937,31.94707417488098
13.917,1.089,-56.61698087177306,0.271,-33.302,0.172,-12.757,31.947377681732178
12.622,1.312,-56.61698087177306,0.044,-30.887,-0.011,-6.387,31.948781728744507
10.417,0.99,-56.61698087177306,0.247,-30.257,0.147,-1.487,32.51323699951172
-6.803,0.976,-53.84394598066623,0.126,8.908,0.09,14.963,32.51566505432129
-5.473,0.868,-54.75077073134966,0.161,7.823,0.379,18.183,32.51618814468384
-9.113,0.839,-54.75077073134966,-0.251,7.543,0.266,21.648,32.51659345626831
-7.048,1.105,-54.75077073134966,0.162,7.578,-0.054,12.828,32.51689052581787
-2.498,0.928,-54.75077073134966,0.104,6.213,0.173,21.788,32.517174243927
-1.588,0.859,-54.75077073134966,0.243,5.198,0.104,20.843,32.51745414733887
0.827,1.254,-54.75077073134966,0.044,2.153,0.129,30.328,32.51772212982178
-11.318,0.715,-54.75077073134966,0.069,-3.412,0.082,30.258,32.517986536026
-14.783,0.817,-54.75077073134966,0.108,-5.372,0.147,32.113,32.518253326416016
-22.203,1.042,-54.75077073134966,0.029,-9.397,0.044,34.003,32.518513917922974
-23.953,0.98,-54.448706753327514,0.127,-13.562,0.098,34.633,33.07386779785156
-9.008,1.207,-53.98998033249704,0.122,-11.252,0.077,5.793,33.07604384422302
-1.133,1.019,-53.98998033249704,0.006,-7.752,0.175,8.418,33.07648515701294
-2.218,1.02,-53.98998033249704,0.018,-4.077,0.083,3.693,33.076828956604004
-1.063,0.961,-53.874161557044694,0.045,-2.222,-0.017,3.098,33.07715392112732
0.407,1.024,-53.874161557044694,-0.0,0.473,0.127,9.468,33.07748246192932
-5.263,0.95,-53.874161557044694,-0.019,2.538,0.087,10.273,33.077789306640625
-1.973,1.119,-53.874161557044694,0.094,4.078,-0.004,11.848,33.07809257507324
12.237,1.088,-53.874161557044694,-0.089,5.828,0.172,20.318,33.07839250564575
0.862,0.666,-53.874161557044694,0.025,6.808,0.037,13.738,33.0786988735199
-1.378,1.227,-53.874161557044694,-0.047,6.668,0.017,17.693,33.07900547981262
6.112,1.255,-53.874161557044694,-0.053,6.318,-0.035,17.483,33.079304933547974
14.092,0.976,-53.874161557044694,-0.049,4.988,0.073,17.448,33.626132011413574
2.052,1.001,-52.62865576586376,0.025,-0.787,0.058,5.163,33.62835693359375
1.667,1.026,-52.62865576586376,0.014,-0.682,0.064,4.848,33.6287682056427
1.702,1.013,-52.62865576586376,-0.006,-0.682,0.056,5.093,33.62909913063049
1.912,1.0,-52.62865576586376,0.002,-0.717,0.019,5.583,33.62942552566528
1.562,1.02,-52.62865576586376,-0.015,-0.787,0.026,5.898,33.62974190711975
2.052,1.01,-52.62865576586376,-0.028,-0.997,0.019,5.583,33.630045652389526
1.772,1.019,-52.62865576586376,-0.026,-1.172,0.044,6.038,33.63034701347351
1.737,1.022,-53.314864071287445,-0.029,-1.137,0.034,5.583,33.63071966171265
1.597,1.03,-53.314864071287445,-0.035,-1.207,0.04,5.618,33.631115674972534
1.632,1.013,-53.314864071287445,-0.055,-0.927,0.029,5.303,33.63143730163574
1.142,1.009,-53.314864071287445,-0.051,-0.717,0.034,4.883,34.18337607383728
0.022,1.03,-53.41481561275346,-0.049,0.298,0.063,1.943,34.1857852935791
0.197,1.018,-53.41481561275346,-0.034,0.123,0.053,1.593,34.18632769584656
-0.013,1.034,-53.41481561275346,-0.037,0.543,0.048,1.068,34.18669033050537
-0.258,1.013,-53.41481561275346,-0.055,0.788,0.055,1.208,34.187031745910645
-0.363,1.002,-53.41481561275346,-0.029,0.718,0.051,0.403,34.187517404556274
-0.433,1.004,-53.41481561275346,-0.04,1.033,0.066,0.123,34.18785333633423
-0.888,1.02,-53.41481561275346,-0.019,1.068,0.074,-0.227,34.18820405006409
-0.923,0.997,-53.41481561275346,-0.039,1.138,0.041,-0.717,34.188533306121826
-1.203,0.989,-53.41481561275346,-0.041,1.138,0.04,-0.822,34.188865661621094
-1.133,0.998,-53.41481561275346,-0.011,0.998,0.063,-1.347,34.189189195632935
-1.133,1.005,-53.96666699566335,-0.019,0.753,0.073,-1.242,34.18952536582947
-1.273,1.006,-53.96666699566335,-0.024,0.508,0.049,-1.277,34.731491804122925
-0.678,1.009,-52.84897052927957,-0.015,-0.227,0.046,-0.542,34.73384165763855
-0.538,1.004,-52.84897052927957,-0.009,-0.507,0.053,-0.227,34.73433518409729
-0.468,0.997,-52.84897052927957,-0.018,-0.437,0.043,-0.122,34.73465347290039
-0.573,1.013,-52.84897052927957,-0.007,-0.647,0.041,0.123,34.734957456588745
-0.433,1.019,-53.82369843212108,-0.008,-0.612,0.046,0.368,34.735286474227905
-0.363,1.008,-53.82369843212108,-0.002,-0.577,0.055,0.473,34.73562049865723
-0.258,1.008,-53.82369843212108,-0.006,-0.752,0.046,0.823,34.735918283462524
-0.223,1.003,-53.82369843212108,0.003,-0.612,0.046,1.033,34.73621344566345
-0.153,1.025,-53.82369843212108,-0.012,-0.542,0.035,1.173,34.73651838302612
0.057,1.024,-53.82369843212108,-0.003,-0.507,0.047,1.278,34.73682427406311
0.232,1.022,-53.82369843212108,-0.009,-0.367,0.048,1.768,34.74037313461304
0.337,1.021,-53.82369843212108,-0.01,-0.262,0.046,1.838,35.32677698135376
0.092,1.011,-54.00960933124836,-0.037,0.018,0.045,1.348,35.32903528213501
-0.083,1.023,-54.00960933124836,-0.018,0.053,0.048,1.383,35.32953119277954
-0.118,1.021,-54.00960933124836,-0.027,-0.017,0.059,0.998,35.329891204833984
-0.223,0.998,-53.54210838879013,-0.025,-0.087,0.043,0.963,35.3302264213562
-0.328,1.018,-53.54210838879013,-0.031,-0.122,0.052,0.928,35.33055353164673
-0.328,1.01,-53.54210838879013,-0.027,0.053,0.057,0.578,35.33087658882141
-0.363,1.004,-53.54210838879013,-0.027,-0.297,0.05,0.613,35.33119606971741
-0.468,1.01,-53.54210838879013,-0.028,-0.052,0.053,0.193,35.33151388168335
-0.503,1.003,-53.54210838879013,-0.018,-0.017,0.053,0.193,35.33182954788208
-0.503,1.014,-53.54210838879013,-0.015,-0.227,0.047,0.228,35.3321533203125
