comp,az,vy,vx,ax,vz,time,ay
-80.94350279546828,1.059,16.048,14.512,0.15,-4.357,12.53355360031128,-0.076
-80.94350279546828,1.03,16.083,14.722,0.129,-6.177,12.53384280204773,-0.083
-80.94350279546828,0.117,17.028,10.627,0.31,-7.297,12.534126281738281,0.196
-80.94350279546828,1.119,13.493,16.962,-0.092,-12.022,12.53441572189331,-0.69
-80.94350279546828,0.726,2.118,24.802,0.207,-12.162,12.534695386886597,0.083
-80.94350279546828,0.914,7.018,1.002,0.132,-13.597,12.534973621368408,-0.156
-79.18827913859343,0.695,4.953,14.582,-0.001,-14.192,12.53525996208191,-0.081
-79.18827913859343,0.974,5.373,5.132,0.201,-14.192,13.039035081863403,-0.096
-79.54539285356576,0.974,3.973,8.037,0.192,11.043,13.039597511291504,0.083
-79.54539285356576,0.964,-2.327,8.317,0.157,10.658,13.041554689407349,0.036
-79.54539285356576,1.004,-6.002,9.472,0.112,9.328,13.041827201843262,0.011
-79.54539285356576,0.996,-7.402,9.227,0.097,9.083,13.0420663356781,0.029
-79.54539285356576,0.962,-6.247,5.832,0.071,8.943,13.042296409606934,0.009
-79.54539285356576,0.999,-0.332,3.207,0.035,9.083,13.042521715164185,0.028
-79.54539285356576,1.091,1.838,3.942,0.1,7.683,13.042742013931274,0.011
-79.54539285356576,1.106,3.168,2.017,0.086,5.513,13.042962551116943,0.024
-79.39229877739832,1.057,0.893,2.682,0.112,3.553,13.04318904876709,0.047
-79.39229877739832,1.02,-0.507,2.087,0.118,3.063,13.043414115905762,0.038
-79.39229877739832,0.993,1.208,-9.953,0.059,4.393,13.0436372756958,0.017
-79.39229877739832,0.914,2.398,-2.358,0.068,7.578,13.561891794204712,0.049
-82.03238586301237,1.019,-1.102,4.607,0.133,5.548,13.56255555152893,0.079
-82.03238586301237,0.998,0.018,6.112,0.099,6.213,13.564675331115723,0.091
-82.03238586301237,1.014,0.578,5.517,0.123,6.773,13.565029621124268,0.086
-82.03238586301237,1.021,0.613,5.272,0.125,7.228,13.56534481048584,0.095
-80.8154931423222,1.103,0.298,6.217,0.123,8.103,13.565651416778564,0.13
-80.8154931423222,1.005,0.228,5.692,0.124,9.573,13.56595253944397,0.132
-80.8154931423222,0.944,-0.717,5.692,0.13,10.903,13.566250324249268,0.118
-80.8154931423222,1.148,-0.717,6.987,0.029,13.318,13.566569328308105,0.176
-80.8154931423222,1.048,-4.217,6.917,0.124,9.643,13.56686520576477,0.089
-80.8154931423222,0.928,-1.242,15.107,0.136,9.293,13.567172527313232,0.04
-80.8154931423222,0.786,-3.727,0.232,0.167,8.943,13.567472219467163,0.14
-80.8154931423222,0.866,-1.802,-2.358,0.168,6.423,14.08733344078064,0.056
-82.1605905718314,1.128,-0.962,-20.278,0.233,6.353,14.089322328567505,0.081
-82.1605905718314,1.043,-3.727,-10.478,0.173,12.128,14.089631080627441,0.119
-82.1605905718314,0.893,-3.202,-5.193,0.113,15.943,14.089864253997803,0.154
-82.1605905718314,0.902,-6.177,-4.878,0.194,19.723,14.090092658996582,0.167
-82.1605905718314,0.96,-2.537,-7.433,0.111,22.033,14.090301752090454,0.186
-82.1605905718314,0.838,-2.817,-11.983,0.113,20.878,14.090512037277222,0.099
-82.1605905718314,0.933,-1.277,-9.848,0.061,17.938,14.090717077255249,0.181
-82.1605905718314,0.947,-0.822,-12.158,0.145,17.308,14.090913534164429,0.156
-82.1605905718314,0.988,5.268,-12.963,0.104,14.123,14.091203927993774,0.148
-82.1605905718314,0.989,9.608,-13.523,0.084,12.058,14.091481685638428,0.132
-82.44017142221928,1.047,13.878,-12.158,0.128,11.078,14.518702507019043,0.141
-81.51892804079124,1.148,14.508,-1.413,0.075,-1.347,14.520580768585205,0.059
-81.51892804079124,1.097,11.813,0.757,0.087,-0.507,14.520939588546753,0.033
-81.51892804079124,0.977,5.828,1.142,0.098,0.578,14.521231651306152,0.053
-81.51892804079124,0.895,2.503,1.142,0.063,1.523,14.521502494812012,0.083
-81.51892804079124,0.899,1.733,-9.393,0.044,1.103,14.521766901016235,0.082
-81.51892804079124,0.784,6.633,-5.053,0.088,-0.822,14.522029638290405,-0.015
-81.51892804079124,0.828,7.088,-2.533,0.146,-2.222,14.522307634353638,-0.013
-81.14782983166364,0.983,7.648,-3.163,0.126,-3.202,14.522583723068237,0.054
-81.14782983166364,0.957,0.858,-10.478,0.191,-4.987,14.522852659225464,0.008
-81.14782983166364,1.068,-4.602,-7.993,0.094,-5.407,14.523127317428589,-0.011
-81.14782983166364,1.032,-6.422,-10.513,0.117,-7.262,14.523380994796753,0.099
-81.14782983166364,0.99,-7.822,-15.868,0.094,-8.767,14.95918345451355,0.011
-79.84059266945611,1.008,-4.567,-11.913,0.107,-16.117,14.961362838745117,0.0
-79.84059266945611,1.039,-2.677,-10.898,0.127,-15.802,14.9617338180542,0.015
-81.09014032677923,1.023,-2.327,-7.888,0.108,-15.312,14.961993932723999,-0.016
-81.09014032677923,1.075,-2.467,-6.908,0.123,-14.682,14.962235927581787,0.035
-81.09014032677923,0.968,0.438,-6.453,0.128,-13.842,14.962461948394775,-0.037
-81.09014032677923,0.923,-1.067,-4.213,0.156,-12.547,14.962685108184814,-0.028
-81.09014032677923,0.938,0.123,-3.898,0.149,-11.077,14.962924242019653,-0.033
-81.09014032677923,0.98,-0.297,-6.558,0.143,-9.082,14.963186025619507,-0.017
-81.09014032677923,0.99,-4.112,-10.443,0.154,-7.262,14.963412046432495,-0.041
-81.09014032677923,0.968,-7.472,-12.053,0.148,-5.477,14.963622093200684,-0.041
-81.09014032677923,0.98,-10.832,-13.978,0.177,-4.497,15.402838706970215,-0.035
-80.71853508117142,0.967,3.553,-1.518,0.14,-4.042,15.403448343276978,-0.013
-80.71853508117142,1.003,4.568,-2.218,0.126,-2.152,15.40378475189209,-0.044
-80.71853508117142,0.988,3.273,-1.658,0.151,-0.262,15.405294418334961,-0.036
-80.71853508117142,0.948,2.608,-0.643,0.122,1.768,15.405496835708618,-0.029
-80.71853508117142,0.981,1.103,0.092,0.135,2.153,15.405690670013428,-0.017
-80.71853508117142,1.036,0.823,-0.503,0.152,2.048,15.405879974365234,-0.014
-80.71853508117142,1.055,0.753,-0.783,0.158,1.313,15.406067848205566,-0.032
-80.71853508117142,1.073,0.508,-2.603,0.149,0.123,15.40625262260437,-0.007
-81.69128304758621,1.009,1.453,-3.058,0.172,-0.892,15.406442403793335,0.024
-81.69128304758621,1.001,1.593,-3.408,0.155,-2.292,15.406651020050049,-0.016
-81.69128304758621,1.013,0.543,-3.023,0.152,-3.097,15.839890956878662,-0.02
-81.48017515259369,0.964,2.328,-2.463,0.221,-5.267,15.841806888580322,-0.035
-81.48017515259369,1.013,3.658,-3.373,0.173,-3.727,15.842133283615112,-0.008
-81.48017515259369,0.998,2.468,-3.478,0.202,-0.647,15.842390298843384,-0.018
-81.48017515259369,1.013,0.998,-3.338,0.192,6.178,15.84263801574707,-0.032
-81.37459062005094,1.036,0.998,-3.688,0.196,6.178,15.842878341674805,-0.015
-80.05077543813896,1.003,-0.297,-4.003,0.213,9.713,15.84312629699707,-0.017
-80.05077543813896,0.981,-2.047,-5.403,0.214,12.933,15.843366146087646,0.008
-80.05077543813896,1.016,-3.937,-5.823,0.197,15.453,15.843602418899536,-0.025
-80.05077543813896,0.983,-4.007,-5.438,0.169,17.378,15.84383249282837,-0.03
-80.05077543813896,0.976,-5.302,-5.333,0.189,18.218,15.844059228897095,-0.021
-80.05077543813896,0.982,-3.692,-4.563,0.168,19.093,16.279213666915894,0.011
-80.9469018375767,0.961,11.848,26.202,0.181,-0.017,16.281107902526855,-0.077
-80.9469018375767,0.914,16.293,29.842,0.13,-2.047,16.28150773048401,-0.034
-80.9469018375767,0.989,18.778,33.062,0.213,-4.112,16.281771183013916,-0.014
-80.9469018375767,1.045,21.123,32.362,0.212,-6.037,16.282010793685913,-0.033
-80.9469018375767,1.034,22.383,34.637,0.196,-7.927,16.28224754333496,-0.017
-80.9469018375767,1.048,21.683,32.607,0.248,-9.572,16.282516956329346,-0.018
-80.78045506574121,1.105,23.293,28.932,0.183,-11.322,16.28286862373352,-0.008
-80.78045506574121,1.154,19.583,27.567,0.179,-13.177,16.28318166732788,0.008
-80.78045506574121,1.03,18.008,25.047,0.274,-14.122,16.28342914581299,0.033
-80.78045506574121,1.081,15.033,22.282,0.191,-14.822,16.283642053604126,-0.017
-80.78045506574121,1.049,11.288,23.227,0.225,-14.262,16.71622633934021,0.043
-77.87885406075307,0.983,-2.957,15.702,0.171,14.543,16.716779232025146,0.167
-77.87885406075307,1.103,5.198,14.407,0.163,15.138,16.718499183654785,0.067
-77.87885406075307,1.152,6.843,20.182,0.163,13.318,16.718780755996704,0.107
-77.21928803136214,1.165,2.713,19.902,0.189,13.318,16.719030380249023,0.06
-77.21928803136214,1.022,1.138,18.817,0.143,14.718,16.7193124294281,0.012
-77.21928803136214,0.843,6.213,12.097,0.144,15.593,16.719575881958008,0.09
-77.21928803136214,0.939,4.848,2.297,0.149,16.503,16.719833374023438,0.019
-77.21928803136214,0.992,4.428,-1.168,0.22,17.483,16.720085859298706,0.051
-77.21928803136214,0.973,-0.997,-1.308,0.199,7.333,16.720340490341187,0.082
-77.21928803136214,0.961,-4.567,2.402,0.178,11.533,16.72059941291809,0.054
-77.21928803136214,0.958,-9.222,7.897,0.148,8.733,16.720863580703735,0.063
-77.21928803136214,0.946,-7.997,7.267,0.105,6.738,17.165592432022095,0.058
-80.99422167883611,0.981,-4.707,2.892,0.177,3.833,17.166123390197754,0.115
-80.99422167883611,0.927,-6.177,4.047,0.165,4.953,17.167909145355225,0.125
-80.99422167883611,1.074,-3.762,4.817,0.09,5.968,17.168195486068726,0.141
-80.99422167883611,1.049,-2.257,5.377,0.115,6.388,17.16843271255493,0.129
-80.99422167883611,0.975,-1.767,4.117,0.147,7.158,17.168702363967896,0.126
-80.99422167883611,0.934,-1.102,3.137,0.122,6.878,17.16895580291748,0.109
-80.18605224883018,0.974,-1.347,2.192,0.146,6.528,17.16919708251953,0.127
-80.18605224883018,0.998,-1.942,1.317,0.124,5.653,17.16942286491394,0.122
-80.18605224883018,1.003,-2.397,2.927,0.144,4.568,17.16964316368103,0.167
-80.18605224883018,1.006,-1.277,4.082,0.112,3.903,17.16987657546997,0.132
-80.18605224883018,1.031,-2.922,3.767,0.104,3.693,17.61422061920166,0.123
-80.7174260074267,0.977,-0.752,-2.883,0.168,-11.812,17.616222620010376,0.086
-82.30618142213451,0.992,-2.922,2.787,0.153,-11.742,17.616589784622192,0.091
-82.30618142213451,0.994,-1.697,1.947,0.183,-11.147,17.616823434829712,0.161
-82.30618142213451,0.975,-1.627,0.932,0.122,-9.957,17.617034912109375,0.14
-82.30618142213451,0.987,-0.857,3.417,0.154,-9.502,17.617235898971558,0.151
-82.30618142213451,0.895,-4.882,3.312,0.135,-7.192,17.61743187904358,0.083
-82.30618142213451,1.226,-2.607,0.407,0.186,-5.897,17.617625951766968,0.17
-82.30618142213451,1.164,-5.232,-4.843,0.108,-2.397,17.617818117141724,0.057
-82.30618142213451,1.345,-5.792,0.862,0.283,0.053,17.618009567260742,0.356
-82.30618142213451,1.024,-4.217,-2.253,0.236,2.958,17.61820101737976,0.163
-81.82938957698565,1.043,-3.482,-2.218,0.147,6.703,18.064425230026245,0.176
-81.7203771975046,0.948,10.868,-14.083,0.155,6.458,18.066402435302734,0.115
-81.7203771975046,1.006,10.903,-11.738,0.145,5.898,18.06686496734619,0.139
-81.7203771975046,0.985,12.338,-10.443,0.165,5.548,18.06718349456787,0.144
-81.7203771975046,0.986,14.088,-10.933,0.144,4.603,18.067468404769897,0.145
-81.7203771975046,0.979,14.578,-9.183,0.103,3.728,18.067744255065918,0.106
-81.7203771975046,0.983,8.558,-0.433,0.104,3.553,18.068016529083252,0.108
-81.70841880753088,1.136,1.908,-4.283,0.086,-1.522,18.068281888961792,0.097
-81.60572840319129,1.019,-2.257,6.882,0.028,-3.447,18.068556308746338,0.061
-81.60572840319129,1.061,-1.417,6.952,0.042,-3.937,18.06881332397461,0.137
-81.60572840319129,0.984,4.463,-8.203,0.096,-5.092,18.0690655708313,0.111
-81.60572840319129,0.825,17.728,-15.658,0.024,-8.032,18.53970193862915,-0.024
-80.78297521441692,0.987,4.323,-22.763,0.148,-25.392,18.541727304458618,0.074
-80.78297521441692,1.017,3.553,-23.008,0.149,-26.477,18.54217028617859,0.058
-80.78297521441692,1.022,4.358,-21.468,0.097,-27.002,18.54247212409973,0.011
-80.78297521441692,0.939,3.098,-13.943,0.156,-27.037,18.542750597000122,0.032
-80.78297521441692,0.953,1.208,-5.928,0.132,-26.372,18.54302406311035,0.027
-80.78297521441692,0.98,-1.767,1.562,0.145,-24.552,18.543307542800903,0.013
-78.93716799244112,0.968,-6.422,1.947,0.175,-22.102,18.543583869934082,-0.04
-78.93716799244112,0.928,-14.052,-1.623,0.145,-17.482,18.54385280609131,-0.027
-78.93716799244112,0.956,-13.877,-5.753,0.135,-14.017,18.544118404388428,-0.029
-78.93716799244112,1.024,-11.182,-8.833,0.113,-11.322,18.54438543319702,-0.04
-78.93716799244112,1.055,-7.122,-6.978,0.149,-8.242,18.988250970840454,-0.035
-79.17468602759665,0.96,-0.717,-3.898,0.114,0.718,18.99031138420105,-0.052
-79.84839864279793,1.05,-4.567,-4.948,0.208,-1.522,18.99065899848938,-0.01
-79.84839864279793,1.1,-3.832,0.337,0.204,-1.102,18.99088978767395,0.034
-79.84839864279793,0.972,-1.172,-4.073,0.14,-0.962,18.991106748580933,0.096
-79.84839864279793,1.059,-0.367,-3.548,0.216,-2.222,18.9913113117218,-0.019
-79.84839864279793,1.052,-0.262,4.607,0.119,-2.992,18.991507291793823,-0.069
-79.84839864279793,1.006,-1.172,8.072,0.159,-3.937,18.99170231819153,0.025
-79.84839864279793,0.921,2.293,5.762,0.151,-2.782,18.99198865890503,-0.006
-79.84839864279793,0.963,4.988,3.347,0.152,-4.112,18.992254972457886,-0.069
-79.84839864279793,1.07,4.568,4.747,0.201,-5.092,18.992481470108032,-0.069
-78.73342265113311,1.027,-2.712,-2.603,0.186,-5.267,18.992764234542847,-0.066
-78.73342265113311,1.027,-2.712,-2.603,0.186,-5.267,18.995877981185913,-0.066
-78.73342265113311,0.957,-4.637,-4.038,0.146,-5.512,19.45914626121521,-0.055
-80.14119678875291,0.992,2.363,-1.203,0.178,-3.972,19.461251735687256,-0.022
-80.14119678875291,0.991,0.858,1.562,0.179,-3.832,19.461732864379883,-0.029
-80.15826293931785,1.007,1.663,0.337,0.177,-3.342,19.462030172348022,-0.014
-80.15826293931785,1.002,1.698,-1.343,0.185,-3.062,19.46229863166809,-0.032
-80.15826293931785,1.014,1.208,0.407,0.18,-3.062,19.462563037872314,-0.025
-80.15826293931785,1.045,1.138,-0.258,0.199,-2.607,19.46281909942627,-0.025
-80.15826293931785,1.032,1.243,-1.833,0.188,-2.047,19.463077068328857,-0.022
-80.15826293931785,1.039,2.223,-3.303,0.196,0.648,19.463353633880615,-0.012
-80.15826293931785,1.062,3.623,-5.823,0.191,4.673,19.463603734970093,-0.02
-80.15826293931785,1.022,3.063,-6.383,0.202,6.388,19.4638512134552,-0.006
-80.15826293931785,1.035,0.683,-7.083,0.215,9.433,19.467223644256592,-0.02
-79.57609566317974,1.029,-3.447,-8.238,0.217,13.913,19.96612310409546,-0.034
-80.24177380267778,0.92,14.998,26.587,0.211,1.418,19.968234062194824,0.041
-80.24177380267778,1.022,14.718,24.522,0.208,-1.277,19.968689680099487,-0.053
-80.24177380267778,0.981,15.033,26.272,0.208,-2.537,19.969038248062134,-0.07
-80.24177380267778,0.899,15.873,28.267,0.185,-4.322,19.96935510635376,0.002
-80.24177380267778,0.966,16.993,28.967,0.176,-5.302,19.969665050506592,-0.01
-80.24177380267778,1.013,16.153,28.372,0.185,-5.827,19.969958066940308,0.003
-80.24177380267778,1.068,16.748,30.752,0.21,-5.722,19.970256090164185,-0.03
-80.24177380267778,1.119,14.648,39.677,0.371,-8.102,19.970549821853638,-0.002
-80.24177380267778,1.007,13.563,49.442,0.087,-12.477,19.9708309173584,0.042
-79.18658053381013,0.979,5.898,26.097,0.402,-14.052,19.97111463546753,0.055
-79.18658053381013,1.001,11.673,21.232,0.211,-16.782,19.975242853164673,-0.116
-79.18658053381013,0.996,12.058,29.247,0.088,-19.232,20.53242588043213,-0.06
-78.88126519061457,1.082,4.813,-0.293,0.162,5.828,20.534470081329346,0.044
-78.88126519061457,1.082,4.813,-0.293,0.162,5.828,20.534952640533447,0.044
-77.48203760200292,1.027,0.333,-1.378,0.131,3.553,20.5353045463562,0.074
-77.48203760200292,1.037,-0.157,-1.938,0.17,3.973,20.53560972213745,0.074
-77.48203760200292,0.98,-3.727,-1.763,0.131,4.463,20.5358726978302,0.071
-77.48203760200292,0.931,-3.552,-1.693,0.117,5.828,20.536084175109863,0.091
-77.48203760200292,0.917,-3.132,-1.063,0.143,7.823,20.53629183769226,0.089
-77.48203760200292,0.861,0.123,13.357,0.189,7.648,20.536486864089966,0.228
-77.48203760200292,0.959,1.523,10.557,0.187,8.523,20.53667449951172,0.097
-77.48203760200292,1.055,8.908,11.222,0.238,9.293,20.53690242767334,0.094
-77.48203760200292,0.974,-4.917,2.927,0.02,7.508,20.53710675239563,0.063
-77.48203760200292,1.023,-4.672,1.947,0.174,6.178,20.99128556251526,0.124
-78.9058848711986,0.977,-1.102,2.052,0.195,2.433,20.991859674453735,0.106
-78.9058848711986,0.975,-1.102,2.262,0.174,2.783,20.993770837783813,0.104
-78.9058848711986,0.983,-1.102,0.442,0.14,3.728,20.99405860900879,0.125
-78.9058848711986,1.013,-1.977,0.092,0.142,4.358,20.994321823120117,0.123
-78.9058848711986,0.975,-1.592,1.107,0.167,3.798,20.994580268859863,0.079
-80.66927258152396,0.998,-3.692,10.977,0.146,3.623,20.99483323097229,0.145
-80.66927258152396,1.009,-2.852,2.612,0.18,2.818,20.995097398757935,0.099
-80.66927258152396,1.024,-3.552,3.872,0.139,1.348,20.995369911193848,0.056
-80.66927258152396,0.993,-2.152,4.012,0.141,-0.927,20.995625972747803,0.156
-80.66927258152396,0.948,-5.582,6.427,0.195,-0.297,20.995880603790283,0.148
-80.66927258152396,1.057,-6.212,-1.483,0.122,-2.922,21.46923804283142,0.097
-80.08685712181921,1.019,-3.062,4.152,0.175,11.498,21.471298217773438,0.086
-80.08685712181921,0.977,-0.892,0.582,0.137,11.043,21.471766233444214,0.105
-80.08685712181921,0.943,1.978,-3.373,0.153,10.553,21.472060918807983,0.106
-80.08685712181921,0.944,1.593,-4.563,0.181,10.168,21.47233247756958,0.107
-80.08685712181921,0.956,2.958,-2.988,0.207,10.378,21.47259783744812,0.076
-80.08685712181921,0.914,0.858,-4.248,0.177,10.693,21.472856760025024,0.126
-80.41053992055654,0.974,1.173,-4.178,0.215,11.848,21.47311282157898,0.123
-80.41053992055654,0.972,0.648,-4.493,0.224,12.898,21.47337245941162,0.083
-80.41053992055654,0.968,0.018,-4.318,0.155,13.703,21.47362732887268,0.076
-80.41053992055654,0.992,-0.017,-1.063,0.21,13.493,21.473879098892212,0.095
-80.41053992055654,1.003,2.853,-3.688,0.171,12.478,21.475427389144897,0.141
-80.41053992055654,1.032,3.833,-5.823,0.152,10.903,21.96994423866272,0.061
-79.07612445774511,1.087,0.438,-1.413,0.192,9.678,21.972045421600342,0.082
-79.07612445774511,1.099,-1.067,-3.688,0.213,8.733,21.972388982772827,0.063
-79.07612445774511,0.994,-4.427,9.822,0.11,6.703,21.972646474838257,0.056
-79.07612445774511,0.945,-0.752,2.752,0.171,5.548,21.97288155555725,0.079
-79.07612445774511,0.937,1.943,-2.183,0.119,4.673,21.9730966091156,0.037
-79.98119355912722,0.938,1.348,-5.578,0.222,2.958,21.973382711410522,0.03
-79.98119355912722,0.924,6.213,-5.403,0.152,4.883,21.973699808120728,0.087
-79.98119355912722,0.937,3.098,-3.618,0.24,6.283,21.97398591041565,0.089
-79.98119355912722,1.082,0.613,-12.368,0.254,6.808,21.974270582199097,0.017
-79.98119355912722,1.046,-6.702,3.417,0.225,7.158,21.974555015563965,0.039
-79.98119355912722,0.96,-7.122,6.567,0.219,6.528,21.97549605369568,0.078
-79.98119355912722,0.948,-2.537,5.727,0.17,5.023,22.496267318725586,0.034
-79.27647240678603,1.036,3.378,1.317,0.225,-4.392,22.498502016067505,-0.013
-80.05041851851176,1.008,0.088,-2.883,0.194,-7.227,22.498868942260742,0.002
-80.05041851851176,1.01,-0.612,-3.128,0.201,-8.312,22.499139070510864,0.02
-80.05041851851176,0.995,-0.262,-2.988,0.176,-8.522,22.499377250671387,0.047
-80.05041851851176,0.992,-0.122,-3.618,0.153,-8.452,22.499594926834106,0.037
-80.05041851851176,0.986,1.033,-3.513,0.163,-7.437,22.49980330467224,0.039
-80.05041851851176,0.976,1.278,-3.793,0.182,-6.702,22.500006198883057,0.031
-80.05041851851176,0.94,1.943,-2.638,0.176,-5.477,22.500383138656616,0.057
-80.05041851851176,0.986,2.888,-2.743,0.17,-4.427,22.500676155090332,0.068
-80.05041851851176,1.004,1.943,-2.883,0.165,-4.252,22.500943899154663,0.066
-80.05041851851176,1.041,0.683,-4.178,0.209,-3.657,23.015466690063477,0.063
-79.33758212845927,0.953,10.588,-6.663,0.163,-32.707,23.01742935180664,0.092
-79.33758212845927,1.103,6.738,-11.948,0.191,-32.952,23.01772427558899,-0.044
-79.33758212845927,0.99,8.243,-5.193,0.258,-35.542,23.01796293258667,0.008
-79.33758212845927,0.912,10.658,-10.023,0.133,-36.697,23.018189668655396,0.002
-79.33758212845927,0.944,8.523,-7.013,0.19,-38.062,23.018407344818115,0.032
-79.33758212845927,0.975,10.133,-18.038,0.173,-42.472,23.018624782562256,-0.059
-79.33758212845927,1.065,9.363,-12.158,0.137,-41.562,23.018836498260498,-0.036
-79.33758212845927,0.906,10.308,-7.013,0.222,-41.352,23.01904582977295,0.032
-77.51524054625897,1.007,7.928,-2.848,0.179,-42.612,23.01935648918152,-0.069
-77.51524054625897,1.003,6.458,-0.713,0.233,-42.542,23.019657611846924,-0.062
-77.51524054625897,1.001,0.228,2.822,0.186,-41.982,23.55615735054016,0.022
-75.04747620385814,1.126,16.328,0.827,0.126,1.208,23.558170080184937,0.074
-75.04747620385814,1.069,7.158,-0.643,0.07,2.748,23.558542490005493,0.015
-75.04747620385814,1.103,11.078,-0.783,-0.024,3.448,23.558853149414062,0.023
-75.04747620385814,1.033,4.603,0.582,0.135,4.148,23.5591459274292,0.057
-73.96615166541962,1.207,16.398,-1.938,0.096,7.648,23.559426307678223,-0.096
-73.96615166541962,0.901,13.423,1.842,0.07,8.313,23.559698820114136,0.088
-73.96615166541962,0.885,20.668,5.307,0.091,8.593,23.559967756271362,0.046
-73.96615166541962,1.0,12.758,-1.693,0.132,7.333,23.560238361358643,0.02
-73.96615166541962,1.081,17.063,-1.378,0.077,7.333,23.560544729232788,0.001
-73.96615166541962,0.892,2.538,1.632,0.078,4.323,23.560832977294922,0.049
-73.96615166541962,0.867,4.743,-7.643,-0.017,4.218,23.561115741729736,0.124
-73.96615166541962,0.952,4.743,-5.718,-0.003,3.308,24.073204040527344,0.054
-75.629674140325,1.042,-5.477,12.622,0.109,7.858,24.075137615203857,0.103
-75.629674140325,1.014,-4.637,13.637,0.108,7.823,24.075483798980713,0.137
-75.629674140325,1.04,-3.482,11.327,0.136,8.523,24.075788021087646,0.098
-75.629674140325,1.011,-0.612,10.207,0.117,9.468,24.076049327850342,0.081
-75.629674140325,1.007,-0.577,8.492,0.123,9.398,24.076313972473145,0.084
-75.629674140325,1.014,1.068,5.097,0.132,9.013,24.076578617095947,0.081
-75.629674140325,1.006,0.473,2.297,0.132,8.453,24.076833486557007,0.087
-75.629674140325,1.006,0.088,2.402,0.162,8.348,24.077096223831177,0.088
-75.629674140325,0.976,-1.522,2.507,0.15,7.473,24.077386379241943,0.09
-75.629674140325,0.981,-3.307,4.712,0.146,6.493,24.077653884887695,0.096
-75.40948675012154,0.94,-5.407,6.392,0.135,5.968,24.624918937683105,0.103
-76.4316074929163,0.976,-5.512,1.702,0.166,5.303,24.6270809173584,0.145
-76.4316074929163,1.041,-2.362,-1.308,0.156,4.953,24.627480268478394,0.135
-76.4316074929163,0.977,-6.702,-1.203,0.12,4.813,24.627802848815918,0.034
-76.53092612859302,0.97,-4.637,3.137,0.171,4.778,24.628114700317383,0.079
-76.53092612859302,1.096,-4.532,1.352,0.146,4.533,24.62846302986145,0.123
-76.53092612859302,0.988,-2.747,-0.573,0.215,3.133,24.62880849838257,0.108
-76.53092612859302,0.958,-4.112,0.302,0.124,2.608,24.629189252853394,0.071
-76.53092612859302,1.09,-0.752,0.057,0.203,2.538,24.629518270492554,0.169
-76.53092612859302,1.008,-7.927,4.677,0.223,3.728,24.629771947860718,0.091
-76.53092612859302,0.973,-2.852,1.562,0.141,1.663,24.629997730255127,0.095
-76.53092612859302,0.966,-7.542,-1.238,0.213,2.223,25.176334381103516,0.091
-77.24541439502266,0.914,-1.592,-3.268,0.205,-8.102,25.176833391189575,0.14
-77.24541439502266,0.978,-1.592,-3.268,0.217,-6.457,25.178489685058594,0.136
-77.24541439502266,1.001,-5.547,-3.268,0.204,-1.837,25.178712129592896,0.107
-77.24541439502266,0.959,-5.337,-3.268,0.172,-0.612,25.178919553756714,0.109
-77.24541439502266,0.942,-8.487,-3.058,0.157,0.998,25.179280996322632,0.152
-77.24541439502266,0.975,-5.267,-4.038,0.153,1.838,25.179612159729004,0.146
-77.24541439502266,0.995,-2.432,-4.528,0.191,2.958,25.179871797561646,0.177
-77.24541439502266,0.995,-0.927,-4.248,0.191,2.993,25.180094242095947,0.177
-77.69769107560462,0.991,-0.262,-5.053,0.131,3.168,25.180304288864136,0.141
-77.69769107560462,0.969,0.578,-4.598,0.179,3.483,25.18051314353943,0.141
-77.69769107560462,0.97,2.118,-5.298,0.166,4.253,25.7314510345459,0.162
-77.18857162657822,0.971,-4.287,-1.448,0.217,7.718,25.73368811607361,0.001
-77.03394465949573,0.951,-6.317,-1.168,0.198,5.828,25.734134197235107,0.034
-77.03394465949573,0.934,-5.407,-6.838,0.211,3.273,25.734424114227295,0.019
-77.03394465949573,0.962,-4.252,-7.643,0.214,2.853,25.734769582748413,0.01
-77.03394465949573,0.981,-4.112,-4.563,0.252,0.998,25.735098123550415,0.03
-77.03394465949573,0.984,-4.847,-5.893,0.239,-1.732,25.73537302017212,0.041
-77.03394465949573,1.011,-5.162,-5.298,0.241,-2.187,25.735642910003662,0.048
-77.03394465949573,1.039,-6.002,-1.658,0.241,-2.852,25.735889673233032,0.054
-77.03394465949573,0.998,-4.742,-5.053,0.219,-4.777,25.73612642288208,0.039
-77.03394465949573,1.042,-4.742,-5.053,0.182,-4.777,25.736361742019653,0.066
-77.03394465949573,1.106,-3.412,-7.573,0.062,-5.967,25.736595392227173,-0.051
-77.52157471129286,1.019,0.963,-4.983,0.173,-5.512,26.285521507263184,0.052
-76.73176358709945,1.001,-0.122,-4.773,0.212,-6.037,26.287590980529785,0.081
-76.73176358709945,0.979,-3.797,-7.888,0.275,-9.397,26.287981510162354,0.021
-76.73176358709945,0.938,-7.052,-4.563,0.212,-10.482,26.28828525543213,0.078
-76.73176358709945,0.91,-8.102,-5.718,0.225,-11.882,26.288575649261475,0.094
-77.17812180582216,0.906,-8.662,-8.763,0.22,-13.282,26.288857460021973,0.121
-77.17812180582216,0.979,-7.682,-7.923,0.196,-14.682,26.289146184921265,0.087
-77.17812180582216,1.025,-5.827,-3.093,0.234,-15.697,26.289417028427124,0.055
-77.17812180582216,1.058,-3.412,1.107,0.224,-16.992,26.289695024490356,0.032
